actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-05T00:40:45.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-05T00:40:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-03-05T00:40:46.8Z,1,REGULAR,jumpball,recovered,[],1641706,,,1610612766,0,0,2026-03-05T00:40:46Z,40000,False,,,0,,Jump Ball M. Diabaté vs. N. Queta: Tip to B. Miller,"[1641706, 1631217, 1629674]",1610612766.0,CHA,startperiod,B. Miller,1641706.0,Miller,B. Miller,Diabaté,1631217.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-03-05T00:40:59.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631217,93.51182654402102,56.372549019607845,1610612766,0,2,2026-03-05T00:41:06Z,70000,False,32.0,8.0,1,right,M. Diabaté driving DUNK (2 PTS),[1631217],1610612766.0,CHA,driving,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,3.3,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M26.00S,2026-03-05T00:41:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,16.376478318002626,36.76470588235294,1610612738,0,2,2026-03-05T00:41:25Z,80000,False,66.0,101.0,1,left,MISS D. White 12' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,12.11,Missed,,,,,,,,,,,,,,,,,,
9,PT11M22.00S,2026-03-05T00:41:21.5Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,0,2,2026-03-05T00:41:25Z,90000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Right,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M08.00S,2026-03-05T00:41:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,91.67214191852825,57.107843137254896,1610612766,0,4,2026-03-05T00:42:33Z,100000,False,36.0,26.0,1,right,L. Ball driving finger roll Layup (2 PTS) (M. Diabaté 1 AST),"[1630163, 1631217]",1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,4.39,Made,2.0,,,,,M. Diabaté,1631217.0,1.0,,,,,,,,,,
11,PT10M50.00S,2026-03-05T00:41:55.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,13.87976346911958,41.911764705882355,1610612738,0,4,2026-03-05T00:42:31Z,110000,False,40.0,78.0,1,left,MISS J. Brown 8' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,8.78,Missed,,,,,,,,,,,,,,,,,,
12,PT10M48.00S,2026-03-05T00:41:57.2Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,0,4,2026-03-05T00:42:31Z,120000,False,,,0,,N. Queta REBOUND (Off:1 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,
13,PT10M46.00S,2026-03-05T00:41:58.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629674,5.590000152587891,50.0,1610612738,0,4,2026-03-05T00:41:58Z,130000,False,0.0,0.0,1,left,MISS N. Queta tip Layup,[1629674],1610612738.0,BOS,tip,,,Queta,N. Queta,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
14,PT10M46.00S,2026-03-05T00:42:00.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,0,4,2026-03-05T00:42:00Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Left,,,,13.0,,,,,,,,,,,,,,,,
