actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-27T23:40:47.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-27T23:40:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2026-03-27T23:40:49.4Z,1,REGULAR,jumpball,recovered,[],1631248,,,1610612738,0,0,2026-03-27T23:40:49Z,40000,False,,,0,,Jump Ball N. Queta vs. O. Okongwu: Tip to B. Scheierman,"[1631248, 1629674, 1630168]",1610612738.0,BOS,startperiod,B. Scheierman,1631248.0,Scheierman,B. Scheierman,Queta,1629674.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-03-27T23:41:03.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629674,85.49605781865965,50.49019607843137,1610612738,2,0,2026-03-27T23:41:09Z,70000,False,2.0,84.0,1,right,N. Queta 8' turnaround Hook (2 PTS) (J. Tatum 1 AST),"[1629674, 1628369]",1610612738.0,BOS,turnaround,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,8.38,Made,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
10,PT11M28.00S,2026-03-27T23:41:30.7Z,1,REGULAR,foul,technical,['1freethrow'],1629674,,,1610612737,2,0,2026-03-27T23:41:41Z,100000,False,,,0,,N. Queta defensive-3-second technical FOUL (1 Tech),[1629674],1610612738.0,BOS,defensive-3-second,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,0.0,1.0,,,,,,,,,,,
11,PT11M28.00S,2026-03-27T23:41:41.9Z,1,REGULAR,freethrow,1 of 1,[],1629638,,,1610612737,2,1,2026-03-27T23:41:41Z,110000,False,,,0,,N. Alexander-Walker technical Free Throw 1 of 1 (1 PTS),[1629638],1610612737.0,ATL,technical,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
12,PT11M16.00S,2026-03-27T23:42:04.3Z,1,REGULAR,3pt,Jump Shot,[],1630552,28.465834428383708,80.63725490196079,1610612737,2,4,2026-03-27T23:42:09Z,120000,False,-153.0,215.0,1,left,J. Johnson 26' 3PT  (3 PTS) (O. Okongwu 1 AST),"[1630552, 1630168]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,26.41,Made,3.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,,,
14,PT10M58.00S,2026-03-27T23:42:24.8Z,1,REGULAR,foul,personal,[],1630168,,,1610612738,2,4,2026-03-27T23:42:39Z,140000,False,,,0,,O. Okongwu personal FOUL (1 PF),"[1630168, 1629674]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628484.0,1.0,0.0,Queta,1629674.0,,,,,,,,,
16,PT10M52.00S,2026-03-27T23:42:45.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,80.76544021024968,38.72549019607843,1610612738,4,4,2026-03-27T23:42:52Z,160000,False,-56.0,128.0,1,right,J. Tatum 14' fadeaway Jump Shot (2 PTS) (D. White 1 AST),"[1628369, 1628401]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,14.01,Made,2.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
18,PT10M38.00S,2026-03-27T23:43:00.2Z,1,REGULAR,3pt,Jump Shot,[],1630552,29.25427069645204,76.9607843137255,1610612737,4,7,2026-03-27T23:43:09Z,180000,False,-135.0,222.0,1,left,J. Johnson 26' 3PT step back (6 PTS) (D. Daniels 1 AST),"[1630552, 1630700]",1610612737.0,ATL,step back,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,26.01,Made,6.0,D. Daniels,1630700.0,1.0,,,,,,,,,,,,,,
20,PT10M23.00S,2026-03-27T23:43:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.72339027595268,55.392156862745104,1610612738,4,7,2026-03-27T23:43:19Z,200000,False,27.0,16.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,,,,,,,,,,,
