actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-14T22:10:49.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-14T22:10:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-14T22:11:06.1Z,1,REGULAR,jumpball,recovered,[],1642860,,,1610612764,0,0,2026-03-14T22:11:06Z,40000,False,,,0,,Jump Ball A. Sarr vs. N. Queta: Tip to W. Riley,"[1642860, 1642259, 1629674]",1610612764.0,WAS,startperiod,W. Riley,1642860.0,Riley,W. Riley,Sarr,1642259.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-03-14T22:11:20.0Z,1,REGULAR,2pt,Jump Shot,[],1642259,6.783837056504599,77.94117647058823,1610612764,0,0,2026-03-14T22:11:28Z,70000,False,-140.0,11.0,1,left,MISS A. Sarr 14' fadeaway Shot,[1642259],1610612764.0,WAS,fadeaway,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Left,14.02,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2026-03-14T22:11:22.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,0,2026-03-14T22:11:22Z,80000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2026-03-14T22:11:29.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.01511169513797,52.20588235294118,1610612738,0,0,2026-03-14T22:11:34Z,90000,False,11.0,32.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 1641731]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,Coulibaly,1641731.0,,,,,,,,,,,,
10,PT11M33.00S,2026-03-14T22:11:29.9Z,1,REGULAR,block,,[],1641731,,,1610612738,0,0,2026-03-14T22:11:32Z,100000,False,,,0,,B. Coulibaly BLOCK (1 BLK),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M29.00S,2026-03-14T22:11:33.9Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,0,0,2026-03-14T22:11:34Z,110000,False,,,0,,N. Queta REBOUND (Off:1 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M26.00S,2026-03-14T22:11:36.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629674,90.62089356110381,47.30392156862745,1610612738,2,0,2026-03-14T22:12:22Z,120000,False,-13.0,36.0,1,right,N. Queta driving Layup (2 PTS),[1629674],1610612738.0,BOS,driving,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,,,2.0,,,,,,,,,,,
13,PT11M12.00S,2026-03-14T22:11:52.3Z,1,REGULAR,3pt,Jump Shot,[],1642259,31.35676741130092,22.30392156862745,1610612764,2,0,2026-03-14T22:12:13Z,130000,False,138.0,242.0,1,left,MISS A. Sarr 27' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,27.91,Missed,,,,,,,,,,,,,,,,,,
14,PT11M09.00S,2026-03-14T22:11:55.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,2,0,2026-03-14T22:12:13Z,140000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,13.0,,,,,,,,,,,,,,,,,
16,PT10M58.00S,2026-03-14T22:12:15.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629674,86.02168199737189,50.0,1610612738,4,0,2026-03-14T22:12:51Z,160000,False,0.0,79.0,1,right,N. Queta 7' floating Jump Shot (4 PTS) (J. Tatum 1 AST),"[1629674, 1628369]",1610612738.0,BOS,floating,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,7.89,Made,,,,,,,4.0,J. Tatum,1628369.0,1.0,,,,,,,,
18,PT10M39.00S,2026-03-14T22:12:33.3Z,1,REGULAR,3pt,Jump Shot,[],1641731,34.11629434954008,52.20588235294118,1610612764,4,0,2026-03-14T22:12:37Z,180000,False,-11.0,268.0,1,left,MISS B. Coulibaly 26' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,26.84,Missed,,,,,,,,,,,,,,,,,,
