actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-22T00:41:01.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-22T00:41:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-01-22T00:41:02.8Z,1,REGULAR,jumpball,recovered,[],1630573,,,1610612738,0,0,2026-01-22T00:41:02Z,40000,False,,,0,,Jump Ball N. Queta vs. J. Huff: Tip to S. Hauser,"[1630573, 1629674, 1630643]",1610612738.0,BOS,startperiod,S. Hauser,1630573.0,Hauser,S. Hauser,Queta,1629674.0,Huff,1630643.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-01-22T00:41:15.8Z,1,REGULAR,3pt,Jump Shot,[],1630573,24.129434954007884,84.55882352941177,1610612738,3,0,2026-01-22T00:41:21Z,70000,False,-173.0,174.0,1,left,S. Hauser 24' 3PT  (3 PTS) (D. White 1 AST),"[1630573, 1628401]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,24.54,Made,3.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2026-01-22T00:41:38.7Z,1,REGULAR,3pt,Jump Shot,[],1629614,72.35545335085413,78.67647058823529,1610612754,3,0,2026-01-22T00:41:43Z,90000,False,143.0,207.0,1,right,MISS A. Nembhard 25' step back 3PT,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2026-01-22T00:41:40.7Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,3,0,2026-01-22T00:41:43Z,100000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M11.00S,2026-01-22T00:41:49.3Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,3,0,2026-01-22T00:41:53Z,110000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1630643]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Huff,1630643.0,,,,,,,
12,PT11M11.00S,2026-01-22T00:41:49.3Z,1,REGULAR,steal,,[],1630643,,,1610612754,3,0,2026-01-22T00:41:51Z,120000,False,,,0,,J. Huff STEAL (1 STL),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M05.00S,2026-01-22T00:41:54.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630643,68.67608409986859,69.11764705882352,1610612754,3,0,2026-01-22T00:42:06Z,130000,False,96.0,242.0,1,right,MISS J. Huff 26' running 3PT,[1630643],1610612754.0,IND,running,,,Huff,J. Huff,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,,
14,PT11M02.00S,2026-01-22T00:41:57.9Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,3,0,2026-01-22T00:42:06Z,140000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M52.00S,2026-01-22T00:42:07.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,28.203022339027594,21.813725490196077,1610612738,6,0,2026-01-22T00:42:11Z,150000,False,141.0,213.0,1,left,S. Hauser 25' 3PT  (6 PTS) (P. Pritchard 1 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.51,Made,6.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
17,PT10M31.00S,2026-01-22T00:42:28.3Z,1,REGULAR,3pt,Jump Shot,[],1642277,76.69185282522996,13.480392156862745,1610612754,6,3,2026-01-22T00:42:32Z,170000,False,-183.0,167.0,1,right,J. Furphy 24' 3PT  (3 PTS) (P. Siakam 1 AST),"[1642277, 1627783]",1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Above the Break 3,24+ Left Center,24.72,Made,3.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
19,PT10M21.00S,2026-01-22T00:42:39.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629674,15.588042049934298,47.05882352941176,1610612738,6,3,2026-01-22T00:43:11Z,190000,False,15.0,94.0,1,left,MISS N. Queta 9' floating Shot,[1629674],1610612738.0,BOS,floating,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,9.51,Missed,,,,,,,,,,,,,,,,,,
20,PT10M18.00S,2026-01-22T00:42:42.5Z,1,REGULAR,rebound,defensive,[],1642277,,,1610612754,6,3,2026-01-22T00:42:47Z,200000,False,,,0,,J. Furphy REBOUND (Off:0 Def:1),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT10M08.00S,2026-01-22T00:42:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,88.64980289093299,44.6078431372549,1610612754,6,5,2026-01-22T00:43:41Z,210000,False,-27.0,54.0,1,right,A. Nesmith 6' driving floating Jump Shot (2 PTS) (J. Furphy 1 AST),"[1630174, 1642277]",1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,6.06,Made,2.0,J. Furphy,1642277.0,1.0,,,,,,,,,,,,,,
23,PT09M52.00S,2026-01-22T00:43:07.8Z,1,REGULAR,2pt,Jump Shot,[],1628401,20.581471747700395,32.59803921568628,1610612738,6,5,2026-01-22T00:43:13Z,230000,False,87.0,141.0,1,left,MISS D. White 16' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,16-24 Right Center,16.57,Missed,,,,,,,,,,,,,,,,,,
24,PT09M49.00S,2026-01-22T00:43:10.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,6,5,2026-01-22T00:43:13Z,240000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M31.00S,2026-01-22T00:43:28.9Z,1,REGULAR,2pt,Jump Shot,[],1627783,82.60512483574244,20.833333333333336,1610612754,6,5,2026-01-22T00:44:13Z,250000,False,-146.0,111.0,1,right,MISS P. Siakam 18' turnaround fadeaway Shot,[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,18.32,Missed,,,,,,,,,,,,,,,,,,
26,PT09M28.00S,2026-01-22T00:43:31.9Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,6,5,2026-01-22T00:43:34Z,260000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
27,PT09M18.00S,2026-01-22T00:43:41.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.09789750328515,44.6078431372549,1610612738,8,5,2026-01-22T00:43:46Z,270000,False,27.0,24.0,1,left,J. Brown driving finger roll Layup (2 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.59,Made,2.0,,,,,,,,,,,,,,,,,
28,PT09M09.00S,2026-01-22T00:43:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,93.64323258869908,60.29411764705882,1610612754,8,5,2026-01-22T00:43:55Z,280000,False,51.0,7.0,1,right,MISS A. Nembhard driving reverse Layup - blocked,"[1629614, 1629674]",1610612754.0,IND,driving reverse,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,5.2,Missed,,,,,,,,,,,,Queta,1629674.0,,,,,
29,PT09M09.00S,2026-01-22T00:43:50.7Z,1,REGULAR,block,,[],1629674,,,1610612754,8,5,2026-01-22T00:43:52Z,290000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
