actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
84,PT05M13.00S,2026-03-25T23:52:13.6Z,1,REGULAR,2pt,Jump Shot,[],1631096,76.2976346911958,22.54901960784314,1610612760,10,16,2026-03-25T23:52:59Z,810000,False,-137.0,170.0,1,right,C. Holmgren 21' step back Jump Shot (3 PTS) (A. Caruso 1 AST),"[1631096, 1627936]",1610612760.0,OKC,step back,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left Center,21.88,Made,,,,,,,3.0,A. Caruso,1627936.0,1.0,,,,,,,,
86,PT04M52.00S,2026-03-25T23:52:39.0Z,1,REGULAR,foul,personal,[],1641717,,,1610612738,10,16,2026-03-25T23:52:56Z,830000,False,,,0,,C. Wallace personal FOUL (1 PF),"[1641717, 1627759]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201245.0,,,,,,,,1.0,0.0,Brown,1627759.0,,
88,PT04M52.00S,2026-03-25T23:52:44.8Z,1,REGULAR,substitution,out,[],1629674,,,1610612738,10,16,2026-03-25T23:52:55Z,850000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M52.00S,2026-03-25T23:52:44.8Z,1,REGULAR,substitution,out,[],1629652,,,1610612738,10,16,2026-03-25T23:52:55Z,860000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M52.00S,2026-03-25T23:52:44.8Z,1,REGULAR,substitution,out,[],1631096,,,1610612738,10,16,2026-03-25T23:52:55Z,870000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M52.00S,2026-03-25T23:52:44.8Z,1,REGULAR,substitution,in,[],1630568,,,1610612738,10,16,2026-03-25T23:52:55Z,880000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M52.00S,2026-03-25T23:52:44.8Z,1,REGULAR,substitution,in,[],1631119,,,1610612738,10,16,2026-03-25T23:52:55Z,890000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M52.00S,2026-03-25T23:52:44.8Z,1,REGULAR,substitution,in,[],1642349,,,1610612738,10,16,2026-03-25T23:52:55Z,900000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M39.00S,2026-03-25T23:53:20.3Z,1,REGULAR,3pt,Jump Shot,[],1630202,27.677398160315374,20.833333333333336,1610612738,13,16,2026-03-25T23:53:24Z,910000,False,146.0,208.0,1,left,P. Pritchard 25' 3PT step back (3 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.38,Made,,,,,,,3.0,,,,,,,,,,,
95,PT04M24.00S,2026-03-25T23:53:34.2Z,1,REGULAR,3pt,Jump Shot,[],1631119,67.36202365308804,36.51960784313725,1610612760,13,19,2026-03-25T23:53:38Z,920000,False,-67.0,254.0,1,right,J. Williams 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,26.31,Made,,,,,,,3.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,
97,PT04M02.00S,2026-03-25T23:53:55.9Z,1,REGULAR,2pt,Jump Shot,[],1627759,23.866622864651774,37.00980392156863,1610612738,13,19,2026-03-25T23:54:03Z,940000,False,65.0,172.0,1,left,MISS J. Brown 18' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,18.37,Missed,,,,,,,,,,,,,,,,,,
98,PT04M01.00S,2026-03-25T23:53:56.9Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,13,19,2026-03-25T23:54:03Z,950000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
99,PT03M54.00S,2026-03-25T23:54:05.3Z,1,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612760,13,19,2026-03-25T23:54:12Z,960000,False,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Wallace 2 FT),"[1630202, 1641717]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,,,,1.0,0.0,Wallace,1641717.0,,
101,PT03M54.00S,2026-03-25T23:54:31.3Z,1,REGULAR,freethrow,1 of 2,[],1641717,,,1610612760,13,20,2026-03-25T23:54:31Z,980000,False,,,0,,C. Wallace Free Throw 1 of 2 (1 PTS),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
102,PT03M54.00S,2026-03-25T23:54:49.2Z,1,REGULAR,freethrow,2 of 2,[],1641717,,,1610612760,13,21,2026-03-25T23:54:49Z,990000,False,,,0,,C. Wallace Free Throw 2 of 2 (2 PTS),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
103,PT03M44.00S,2026-03-25T23:55:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,8.360709592641262,43.627450980392155,1610612738,13,21,2026-03-25T23:55:09Z,1000000,False,32.0,26.0,1,left,MISS P. Pritchard driving Layup,[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,4.12,Missed,,,,,,,,,,,,,,,,,,
104,PT03M43.00S,2026-03-25T23:55:03.1Z,1,REGULAR,rebound,defensive,[],1642349,,,1610612760,13,21,2026-03-25T23:56:09Z,1010000,False,,,0,,A. Mitchell REBOUND (Off:0 Def:1),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT03M40.00S,2026-03-25T23:55:07.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627936,91.14651773981603,56.372549019607845,1610612760,13,21,2026-03-25T23:58:36Z,1020000,False,32.0,31.0,1,right,MISS A. Caruso running Layup,[1627936],1610612760.0,OKC,running,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,,,,
107,PT03M38.00S,2026-03-25T23:55:09.5Z,1,REGULAR,rebound,defensive,[],1631248,,,1610612738,13,21,2026-03-25T23:58:36Z,1040000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),0-8 Center,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT03M30.00S,2026-03-25T23:55:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.886333771353483,49.01960784313725,1610612738,13,21,2026-03-25T23:58:57Z,1070000,False,5.0,31.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1642349]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,Mitchell,1642349.0,,,,,,
122,PT03M30.00S,2026-03-25T23:55:19.2Z,1,REGULAR,block,,[],1642349,,,1610612738,13,21,2026-03-25T23:59:23Z,1075000,False,,,0,,A. Mitchell BLOCK (1 BLK),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
111,PT03M29.00S,2026-03-25T23:55:20.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,13,21,2026-03-25T23:55:47Z,1080000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,110.0,,,,,,,,,,,,,,,,,
113,PT03M27.00S,2026-03-25T23:55:38.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630568,26.888961892247043,17.647058823529413,1610612738,16,21,2026-03-25T23:55:45Z,1100000,False,162.0,200.0,1,left,L. Garza 25' 3PT  (3 PTS) (B. Scheierman 1 AST),"[1630568, 1631248]",1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Right Center,25.75,Made,,,,,,,3.0,B. Scheierman,1631248.0,1.0,,,,,,,,
115,PT03M13.00S,2026-03-25T23:55:53.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,93.11760840998686,58.333333333333336,1610612760,16,23,2026-03-25T23:56:00Z,1120000,False,42.0,12.0,1,right,C. Wallace driving Layup (4 PTS),[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,4.34,Made,,,,,,,4.0,,,,,,,,,,,
116,PT02M48.00S,2026-03-25T23:56:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,8.886333771353483,49.01960784313725,1610612738,16,23,2026-03-26T00:02:41Z,1130000,False,5.0,31.0,1,left,MISS P. Pritchard driving floating Shot,[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
117,PT02M47.00S,2026-03-25T23:56:19.7Z,1,REGULAR,rebound,offensive,[],1642864,,,1610612738,16,23,2026-03-25T23:56:26Z,1140000,False,,,0,,H. González REBOUND (Off:1 Def:1),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Restricted Area,0-8 Center,,,116.0,2.0,1.0,1.0,,,,,,,,,,,,,,
118,PT02M41.00S,2026-03-25T23:56:25.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,27.677398160315374,81.12745098039215,1610612738,16,23,2026-03-25T23:56:33Z,1150000,False,-156.0,208.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
119,PT02M40.00S,2026-03-25T23:56:26.7Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,16,23,2026-03-25T23:56:33Z,1160000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,
120,PT02M25.00S,2026-03-25T23:56:41.4Z,1,REGULAR,2pt,Jump Shot,[],1628983,78.79434954007884,28.921568627450984,1610612760,16,25,2026-03-25T23:56:45Z,1170000,False,-105.0,147.0,1,right,S. Gilgeous-Alexander 18' fadeaway Jump Shot (7 PTS) (A. Mitchell 1 AST),"[1628983, 1642349]",1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,18.07,Made,,,,,,,7.0,A. Mitchell,1642349.0,1.0,,,,,,,,
121,PT02M25.00S,2026-03-25T23:56:46.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,16,25,2026-03-25T23:56:46Z,1180000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M25.00S,2026-03-25T23:58:36.6Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,16,25,2026-03-25T23:59:37Z,1190000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M25.00S,2026-03-25T23:58:36.6Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,16,25,2026-03-25T23:59:37Z,1200000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M10.00S,2026-03-25T23:59:56.0Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,16,25,2026-03-26T00:00:00Z,1210000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1627936]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,,,,,Caruso,1627936.0
126,PT02M10.00S,2026-03-25T23:59:56.0Z,1,REGULAR,steal,,[],1627936,,,1610612760,16,25,2026-03-25T23:59:57Z,1220000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
127,PT02M07.00S,2026-03-25T23:59:58.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627936,92.9862023653088,49.754901960784316,1610612760,16,27,2026-03-26T00:00:05Z,1230000,False,-1.0,13.0,1,right,A. Caruso running DUNK (2 PTS),[1627936],1610612760.0,OKC,running,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,2.0,,,,,,,,,,,
128,PT01M55.00S,2026-03-26T00:00:09.5Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,16,27,2026-03-26T00:00:14Z,1240000,False,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1628983]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,2.0,,,,,,,,,,,Gilgeous-Alexander,1628983.0
129,PT01M55.00S,2026-03-26T00:00:09.5Z,1,REGULAR,steal,,[],1628983,,,1610612760,16,27,2026-03-26T00:01:11Z,1250000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
130,PT01M41.00S,2026-03-26T00:00:23.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642349,94.43166885676742,45.588235294117645,1610612760,16,29,2026-03-26T00:00:26Z,1260000,False,-22.0,0.0,1,right,A. Mitchell driving Layup (2 PTS),[1642349],1610612760.0,OKC,driving,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,2.0,,,,,,,,,,,
131,PT01M27.00S,2026-03-26T00:00:37.5Z,1,REGULAR,3pt,Jump Shot,[],1631248,7.703679369250986,3.1862745098039214,1610612738,16,29,2026-03-26T00:00:54Z,1270000,False,234.0,20.0,1,left,MISS B. Scheierman 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Right Corner 3,24+ Right,23.49,Missed,,,,,,,,,,,,,,,,,,
132,PT01M26.00S,2026-03-26T00:00:38.5Z,1,REGULAR,rebound,offensive,[],1630568,,,1610612738,16,29,2026-03-26T00:01:52Z,1280000,False,,,0,,L. Garza REBOUND (Off:1 Def:0),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Right Corner 3,24+ Right,,,131.0,1.0,0.0,1.0,,,,,,,,,,,,,,
133,PT01M25.00S,2026-03-26T00:00:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630568,8.278580814717477,42.32153799019608,1610612738,18,29,2026-03-26T00:02:00Z,1290000,False,38.0,25.0,1,left,L. Garza putback Layup (5 PTS),[1630568],1610612738.0,BOS,putback,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,4.6,Made,,,,,,,5.0,,,,,,,,,,,
134,PT01M25.00S,2026-03-26T00:00:45.5Z,1,REGULAR,foul,personal,['1freethrow'],1641717,,,1610612738,18,29,2026-03-26T00:00:58Z,1300000,False,,,0,,C. Wallace shooting personal FOUL (2 PF) (Garza 1 FT),"[1641717, 1630568]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,,,,2.0,0.0,Garza,1630568.0,,
137,PT01M25.00S,2026-03-26T00:01:10.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630568,,,1610612738,18,29,2026-03-26T00:01:16Z,1320000,False,,,0,,MISS L. Garza Free Throw 1 of 1,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
138,PT01M25.00S,2026-03-26T00:01:10.3Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,18,29,2026-03-26T00:01:16Z,1330000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,,,,,,,
139,PT01M05.00S,2026-03-26T00:01:29.5Z,1,REGULAR,3pt,Jump Shot,[],1642349,71.04139290407359,19.362745098039216,1610612760,18,29,2026-03-26T00:01:36Z,1340000,False,-153.0,220.0,1,right,MISS A. Mitchell 26' 3PT,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,,
140,PT01M04.00S,2026-03-26T00:01:30.5Z,1,REGULAR,rebound,defensive,[],1631248,,,1610612738,18,29,2026-03-26T00:01:36Z,1350000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:2),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,,,139.0,2.0,2.0,0.0,,,,,,,,,,,,,,
141,PT00M54.10S,2026-03-26T00:01:41.1Z,1,REGULAR,3pt,Jump Shot,[],1630568,29.911300919842315,25.0,1610612738,18,29,2026-03-26T00:01:49Z,1360000,False,125.0,229.0,1,left,MISS L. Garza 26' 3PT,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
142,PT00M52.20S,2026-03-26T00:01:43.0Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612760,18,29,2026-03-26T00:01:49Z,1370000,False,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,141.0,2.0,2.0,0.0,,,,,,,,,,,,,,
143,PT00M35.90S,2026-03-26T00:01:59.3Z,1,REGULAR,3pt,Jump Shot,[],1628983,72.09264126149803,20.833333333333336,1610612760,18,29,2026-03-26T00:02:06Z,1380000,False,-146.0,210.0,1,right,MISS S. Gilgeous-Alexander 25' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
144,PT00M34.00S,2026-03-26T00:02:01.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,18,29,2026-03-26T00:02:06Z,1390000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,,,
145,PT00M13.20S,2026-03-26T00:02:24.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642349,,,1610612738,18,29,2026-03-26T00:02:33Z,1400000,False,,,0,,A. Mitchell shooting personal FOUL (1 PF) (Tatum 2 FT),"[1642349, 1628369]",1610612760.0,OKC,shooting,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,,,,,,,,1.0,0.0,Tatum,1628369.0,,
147,PT00M13.20S,2026-03-26T00:02:49.7Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,19,29,2026-03-26T00:02:49Z,1420000,False,,,0,,J. Tatum Free Throw 1 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
148,PT00M13.20S,2026-03-26T00:02:54.0Z,1,REGULAR,substitution,out,[],1630568,,,1610612738,19,29,2026-03-26T00:02:56Z,1430000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M13.20S,2026-03-26T00:02:54.0Z,1,REGULAR,substitution,in,[],1629674,,,1610612738,19,29,2026-03-26T00:02:56Z,1440000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M13.20S,2026-03-26T00:03:14.3Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,20,29,2026-03-26T00:03:14Z,1450000,False,,,0,,J. Tatum Free Throw 2 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
151,PT00M08.80S,2026-03-26T00:03:25.4Z,1,REGULAR,foul,personal,[],1642864,,,1610612760,20,29,2026-03-26T00:07:17Z,1460000,False,,,0,,H. González personal FOUL (1 PF),"[1642864, 1628983]",1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Center,,,,,,,2003.0,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,
153,PT00M08.80S,2026-03-26T00:03:36.5Z,1,REGULAR,substitution,out,[],1627936,,,1610612760,20,29,2026-03-26T00:03:43Z,1480000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M08.80S,2026-03-26T00:03:36.5Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,20,29,2026-03-26T00:03:43Z,1490000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M02.50S,2026-03-26T00:04:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642349,93.11760840998686,56.372549019607845,1610612760,20,31,2026-03-26T00:04:05Z,1500000,False,32.0,12.0,1,right,A. Mitchell driving Layup (4 PTS),[1642349],1610612760.0,OKC,driving,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,3.42,Made,,,,,,,4.0,,,,,,,,,,,
156,PT00M00.00S,2026-03-26T00:04:07.8Z,1,REGULAR,heave,,[],0,,,1610612738,20,31,2026-03-26T00:08:07Z,1510000,False,,,0,,BOS Heave,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,49.03,,,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2026-03-26T00:04:07.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,20,31,2026-03-26T00:08:07Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,156.0,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2026-03-26T00:04:14.4Z,1,REGULAR,period,end,[],0,,,1610612738,20,31,2026-03-26T00:04:14Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-03-26T00:06:12.6Z,2,REGULAR,substitution,out,['startperiod'],1642864,,,1610612738,20,31,2026-03-26T00:06:38Z,1540000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-03-26T00:06:12.6Z,2,REGULAR,substitution,out,['startperiod'],1631248,,,1610612738,20,31,2026-03-26T00:06:38Z,1550000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-03-26T00:06:12.6Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612738,20,31,2026-03-26T00:06:38Z,1560000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-03-26T00:06:12.6Z,2,REGULAR,substitution,out,['startperiod'],1631119,,,1610612738,20,31,2026-03-26T00:06:38Z,1570000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-03-26T00:06:12.6Z,2,REGULAR,substitution,out,['startperiod'],1641717,,,1610612738,20,31,2026-03-26T00:06:38Z,1580000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-03-26T00:06:12.6Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,20,31,2026-03-26T00:06:38Z,1590000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-03-26T00:06:12.6Z,2,REGULAR,substitution,in,['startperiod'],1630573,,,1610612738,20,31,2026-03-26T00:06:38Z,1600000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-03-26T00:06:12.6Z,2,REGULAR,substitution,in,['startperiod'],1642272,,,1610612738,20,31,2026-03-26T00:06:38Z,1610000,False,,,0,,SUB in: J. McCain,[1642272],1610612760.0,OKC,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-03-26T00:06:12.6Z,2,REGULAR,substitution,in,['startperiod'],1628392,,,1610612738,20,31,2026-03-26T00:06:38Z,1620000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-03-26T00:06:12.6Z,2,REGULAR,substitution,in,['startperiod'],1631114,,,1610612738,20,31,2026-03-26T00:06:38Z,1630000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-03-26T00:06:44.8Z,2,REGULAR,period,start,[],0,,,1610612738,20,31,2026-03-26T00:06:44Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
