actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-27T01:12:48.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-27T01:12:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-01-27T01:12:50.4Z,1,REGULAR,jumpball,recovered,[],1631321,,,1610612757,0,0,2026-01-27T01:12:50Z,40000,False,,,0,,Jump Ball D. Clingan vs. N. Queta: Tip to S. Cissoko,"[1631321, 1642270, 1629674]",1610612757.0,POR,startperiod,S. Cissoko,1631321.0,Cissoko,S. Cissoko,Clingan,1642270.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-01-27T01:13:06.1Z,1,REGULAR,3pt,Jump Shot,[],1642270,15.588042049934298,3.9215686274509802,1610612757,0,0,2026-01-27T01:13:12Z,70000,False,230.0,94.0,1,left,MISS D. Clingan 24' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right,24.88,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2026-01-27T01:13:08.1Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,0,0,2026-01-27T01:13:12Z,80000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2026-01-27T01:13:14.5Z,1,REGULAR,3pt,Jump Shot,[],1630573,68.41327201051249,23.52941176470588,1610612738,0,0,2026-01-27T01:13:22Z,90000,False,-132.0,244.0,1,right,MISS S. Hauser 27' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,27.8,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2026-01-27T01:13:17.7Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,0,0,2026-01-27T01:13:17Z,100000,False,,,0,,N. Queta REBOUND (Off:1 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M28.00S,2026-01-27T01:13:19.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,70.38436268068331,75.73529411764706,1610612738,0,0,2026-01-27T01:13:24Z,110000,False,129.0,226.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
12,PT11M28.00S,2026-01-27T01:13:19.3Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,0,0,2026-01-27T01:13:24Z,120000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M16.00S,2026-01-27T01:13:32.1Z,1,REGULAR,3pt,Jump Shot,[],201950,34.90473061760841,43.872549019607845,1610612757,0,0,2026-01-27T01:51:06Z,130000,False,31.0,276.0,1,left,MISS J. Holiday 27' pullup 3PT,[201950],1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,27.73,Missed,,,,,,,,,,,,,,,,,,
14,PT11M12.00S,2026-01-27T01:13:36.1Z,1,REGULAR,rebound,offensive,[],1631101,,,1610612757,0,0,2026-01-27T01:13:42Z,140000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
15,PT11M09.00S,2026-01-27T01:13:38.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,8.623521681997373,4.411764705882353,1610612757,0,0,2026-01-27T01:13:51Z,150000,False,228.0,29.0,1,left,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,22.97,Missed,,,,,,,,,,,,,,,,,,
16,PT11M05.00S,2026-01-27T01:13:42.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,0,2026-01-27T01:13:51Z,160000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
