actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
93,PT03M36.00S,2021-12-11T01:25:51.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201569,,,1610612745,16,17,2021-12-11T01:26:13Z,930000,,,0,,MISS E. Gordon Free Throw 1 of 2,[201569],1610612745.0,HOU,,,,,,,,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,
94,PT03M36.00S,2021-12-11T01:25:51.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,16,17,2021-12-11T01:26:13Z,940000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,
95,PT03M36.00S,2021-12-11T01:25:51.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201569,,,1610612745,16,17,2021-12-11T01:26:13Z,950000,,,0,,MISS E. Gordon Free Throw 2 of 2,[201569],1610612745.0,HOU,,,,,,,,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,
96,PT03M36.00S,2021-12-11T01:25:51.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,16,17,2021-12-11T01:26:13Z,960000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,
97,PT03M36.00S,2021-12-11T01:26:11.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,16,17,2021-12-11T01:26:11Z,970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M25.00S,2021-12-11T01:26:23.9Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,16,17,2021-12-11T01:26:27Z,980000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1630528]",1610612749.0,MIL,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,1.0,,,,,Christopher,1630528.0
99,PT03M25.00S,2021-12-11T01:26:23.9Z,1,REGULAR,steal,,[],1630528,,,1610612745,16,17,2021-12-11T01:26:25Z,990000,,,0,,J. Christopher STEAL (1 STL),[1630528],1610612745.0,HOU,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,
100,PT03M20.00S,2021-12-11T01:26:28.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630528,8.492115637319317,49.50980392156863,1610612745,16,17,2021-12-11T01:26:35Z,1000000,2.0,27.0,1,left,MISS J. Christopher running Layup - blocked,"[1630528, 1626171]",1610612745.0,HOU,running,,,,,,2.74,Missed,,Christopher,J. Christopher,,,,,,,,Portis,1626171.0,,,,,,,,
101,PT03M20.00S,2021-12-11T01:26:28.9Z,1,REGULAR,block,,[],1626171,,,1610612745,16,17,2021-12-11T01:26:31Z,1010000,,,0,,B. Portis BLOCK (2 BLK),[1626171],1610612749.0,MIL,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,
102,PT03M19.00S,2021-12-11T01:26:29.9Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,16,17,2021-12-11T01:35:28Z,1020000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,,,,,,,Connaughton,P. Connaughton,,,,100.0,1.0,1.0,0.0,,,,,,,,,,
103,PT03M12.00S,2021-12-11T01:26:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.51182654402102,49.50980392156863,1610612749,16,19,2021-12-11T01:27:11Z,1030000,-2.0,8.0,1,right,J. Holiday cutting Layup (4 PTS) (K. Middleton 3 AST),"[201950, 203114]",1610612749.0,MIL,cutting,,,,,,0.89,Made,4.0,Holiday,J. Holiday,K. Middleton,203114.0,3.0,,,,,,,,,,,,,,
105,PT03M01.00S,2021-12-11T01:26:53.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,16,19,2021-12-11T01:26:53Z,1050000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M01.00S,2021-12-11T01:29:24.5Z,1,REGULAR,substitution,out,[],201569,,,1610612745,16,19,2021-12-11T01:29:49Z,1060000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,
108,PT03M01.00S,2021-12-11T01:29:24.5Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,16,19,2021-12-11T01:29:49Z,1070000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,
109,PT03M01.00S,2021-12-11T01:29:24.5Z,1,REGULAR,substitution,out,[],1626171,,,1610612745,16,19,2021-12-11T01:29:49Z,1080000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,
110,PT03M01.00S,2021-12-11T01:29:24.5Z,1,REGULAR,substitution,out,[],203114,,,1610612745,16,19,2021-12-11T01:29:49Z,1090000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,,,,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,
111,PT03M01.00S,2021-12-11T01:29:24.5Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,16,19,2021-12-11T01:29:49Z,1100000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,
112,PT03M01.00S,2021-12-11T01:29:24.5Z,1,REGULAR,substitution,in,[],201571,,,1610612745,16,19,2021-12-11T01:29:49Z,1110000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,,,,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,
113,PT03M01.00S,2021-12-11T01:29:24.5Z,1,REGULAR,substitution,in,[],202326,,,1610612745,16,19,2021-12-11T01:29:49Z,1120000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,
114,PT03M01.00S,2021-12-11T01:29:24.5Z,1,REGULAR,substitution,in,[],203507,,,1610612745,16,19,2021-12-11T01:29:49Z,1130000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
115,PT03M01.00S,2021-12-11T01:30:09.2Z,1,REGULAR,violation,kicked ball,[],1626192,,,1610612745,16,19,2021-12-11T01:30:17Z,1140000,,,0,,P. Connaughton kicked ball VIOLATION,[1626192],1610612749.0,MIL,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,202901.0,,,,,,,
116,PT02M48.00S,2021-12-11T01:30:28.5Z,1,REGULAR,turnover,traveling,[],1630528,,,1610612745,16,19,2021-12-11T01:30:34Z,1150000,,,0,,J. Christopher traveling TURNOVER (1 TO),[1630528],1610612745.0,HOU,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,2005.0,1.0,,,,,,
117,PT02M39.00S,2021-12-11T01:30:45.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,67.62483574244416,25.98039215686275,1610612749,16,22,2021-12-11T01:30:52Z,1160000,-120.0,252.0,1,right,P. Connaughton 27' 3PT  (3 PTS) (J. Holiday 1 AST),"[1626192, 201950]",1610612749.0,MIL,,,,,,,27.9,Made,3.0,Connaughton,P. Connaughton,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
119,PT02M18.00S,2021-12-11T01:31:05.3Z,1,REGULAR,3pt,Jump Shot,[],201571,6.1268068331143235,94.85294117647058,1610612745,19,22,2021-12-11T01:31:09Z,1180000,-224.0,5.0,1,left,D. Augustin 3PT  (3 PTS) (K. Martin Jr. 1 AST),"[201571, 1630231]",1610612745.0,HOU,,,,,,,22.44,Made,3.0,Augustin,D. Augustin,K. Martin Jr.,1630231.0,1.0,,,,,,,,,,,,,,
121,PT02M10.00S,2021-12-11T01:31:13.4Z,1,REGULAR,3pt,Jump Shot,[],202083,81.94809461235218,5.88235294117647,1610612749,19,22,2021-12-11T01:31:18Z,1200000,-221.0,117.0,1,right,MISS W. Matthews 24' 3PT,[202083],1610612749.0,MIL,,,,,,,24.98,Missed,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,
122,PT02M08.00S,2021-12-11T01:31:15.4Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,19,22,2021-12-11T01:31:18Z,1210000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,121.0,2.0,2.0,0.0,,,,,,,,,,
123,PT01M59.00S,2021-12-11T01:31:24.5Z,1,REGULAR,turnover,bad pass,[],201571,,,1610612745,19,22,2021-12-11T01:31:28Z,1220000,,,0,,D. Augustin bad pass TURNOVER (1 TO),"[201571, 203507]",1610612745.0,HOU,,,,,,,,,,Augustin,D. Augustin,,,,,,,,,,,1.0,,,,,Antetokounmpo,203507.0
124,PT01M59.00S,2021-12-11T01:31:24.5Z,1,REGULAR,steal,,[],203507,,,1610612749,19,22,2021-12-11T01:31:26Z,1230000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
125,PT01M47.00S,2021-12-11T01:31:37.4Z,1,REGULAR,foul,offensive,[],202326,,,1610612749,19,22,2021-12-11T01:31:43Z,1240000,,,0,,D. Cousins charge offensive FOUL (1 PF),"[202326, 1630578]",1610612749.0,MIL,charge,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,2534.0,,1.0,0.0,Sengun,1630578.0,,
127,PT01M47.00S,2021-12-11T01:31:37.4Z,1,REGULAR,turnover,offensive foul,[],202326,,,1610612749,19,22,2021-12-11T01:31:37Z,1260000,,,0,,D. Cousins offensive foul TURNOVER (1 TO),[202326],1610612749.0,MIL,,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,2534.0,1.0,,,,,,
128,PT01M47.00S,2021-12-11T01:31:44.0Z,1,REGULAR,substitution,out,[],1629717,,,1610612745,19,22,2021-12-11T01:31:46Z,1270000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,,,,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,
129,PT01M47.00S,2021-12-11T01:31:44.0Z,1,REGULAR,substitution,in,[],1629726,,,1610612745,19,22,2021-12-11T01:31:46Z,1280000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,,,,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,
130,PT01M33.00S,2021-12-11T01:32:04.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630528,6.258212877792378,49.50980392156863,1610612745,21,22,2021-12-11T01:36:29Z,1290000,2.0,6.0,1,left,J. Christopher driving Layup (2 PTS) (D. Augustin 1 AST),"[1630528, 201571]",1610612745.0,HOU,driving,,,,,,0.68,Made,2.0,Christopher,J. Christopher,D. Augustin,201571.0,1.0,,,,,,,,,,,,,,
132,PT01M16.00S,2021-12-11T01:32:22.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,94.03745072273325,50.245098039215684,1610612749,21,24,2021-12-11T01:32:29Z,1310000,1.0,4.0,1,right,G. Antetokounmpo driving DUNK (10 PTS) (J. Holiday 2 AST),"[203507, 201950]",1610612749.0,MIL,driving,,,,,,0.37,Made,10.0,Antetokounmpo,G. Antetokounmpo,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,
134,PT00M54.10S,2021-12-11T01:32:48.6Z,1,REGULAR,foul,personal,[],202326,,,1610612745,21,24,2021-12-11T01:32:57Z,1330000,,,0,,D. Cousins personal FOUL (2 PF),"[202326, 1630578]",1610612749.0,MIL,,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,202901.0,,2.0,0.0,Sengun,1630578.0,,
136,PT00M47.90S,2021-12-11T01:33:14.4Z,1,REGULAR,2pt,Jump Shot,[],201571,19.136005256241788,74.50980392156863,1610612745,21,24,2021-12-11T01:33:22Z,1350000,-123.0,127.0,1,left,MISS D. Augustin 17' step back Shot,[201571],1610612745.0,HOU,step back,,,,,,17.67,Missed,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,
137,PT00M45.20S,2021-12-11T01:33:17.1Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,21,24,2021-12-11T01:33:22Z,1360000,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,,,,,,,Connaughton,P. Connaughton,,,,136.0,2.0,2.0,0.0,,,,,,,,,,
138,PT00M40.80S,2021-12-11T01:33:26.9Z,1,REGULAR,foul,personal,[],1630578,,,1610612749,21,24,2021-12-11T01:33:35Z,1370000,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 202326]",1610612745.0,HOU,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,202901.0,,1.0,0.0,Cousins,202326.0,,
140,PT00M40.80S,2021-12-11T01:33:35.8Z,1,REGULAR,substitution,out,[],201950,,,1610612749,21,24,2021-12-11T01:33:43Z,1390000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,
141,PT00M40.80S,2021-12-11T01:33:35.8Z,1,REGULAR,substitution,out,[],202083,,,1610612749,21,24,2021-12-11T01:33:43Z,1400000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,,,,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,
142,PT00M40.80S,2021-12-11T01:33:35.8Z,1,REGULAR,substitution,in,[],203918,,,1610612749,21,24,2021-12-11T01:33:43Z,1410000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,,,,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,
143,PT00M40.80S,2021-12-11T01:33:35.8Z,1,REGULAR,substitution,in,[],1630606,,,1610612749,21,24,2021-12-11T01:33:43Z,1420000,,,0,,SUB in: J. Smart,[1630606],1610612749.0,MIL,,,,,,,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,
144,PT00M38.20S,2021-12-11T01:33:56.8Z,1,REGULAR,3pt,Jump Shot,[],203507,65.65374507227332,47.30392156862745,1610612749,21,24,2021-12-11T01:37:09Z,1430000,-13.0,270.0,1,right,MISS G. Antetokounmpo 27' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,,,,27.07,Missed,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
145,PT00M34.50S,2021-12-11T01:34:00.6Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,21,24,2021-12-11T01:34:00Z,1440000,,,0,,P. Connaughton REBOUND (Off:1 Def:2),[1626192],1610612749.0,MIL,,,,,,,,,,Connaughton,P. Connaughton,,,,144.0,3.0,2.0,1.0,,,,,,,,,,
146,PT00M26.70S,2021-12-11T01:34:08.3Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,21,24,2021-12-11T01:34:17Z,1450000,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),"[203507, 1630528]",1610612749.0,MIL,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,1.0,,,,,Christopher,1630528.0
147,PT00M26.70S,2021-12-11T01:34:08.3Z,1,REGULAR,steal,,[],1630528,,,1610612745,21,24,2021-12-11T01:34:10Z,1460000,,,0,,J. Christopher STEAL (2 STL),[1630528],1610612745.0,HOU,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,
148,PT00M06.90S,2021-12-11T01:34:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630578,6.915243101182654,49.754901960784316,1610612745,23,24,2021-12-11T01:34:37Z,1470000,1.0,13.0,1,left,A. Sengun cutting Layup (2 PTS) (D. Augustin 2 AST),"[1630578, 201571]",1610612745.0,HOU,cutting,,,,,,1.26,Made,2.0,Sengun,A. Sengun,D. Augustin,201571.0,2.0,,,,,,,,,,,,,,
150,PT00M00.50S,2021-12-11T01:34:39.0Z,1,REGULAR,2pt,Jump Shot,[],203918,73.53810775295663,31.862745098039213,1610612749,23,26,2021-12-11T01:34:43Z,1490000,-91.0,196.0,1,right,R. Hood 21' pullup Jump Shot (2 PTS),[203918],1610612749.0,MIL,pullup,,,,,,21.62,Made,2.0,Hood,R. Hood,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2021-12-11T01:34:47.4Z,1,REGULAR,period,end,[],0,,,1610612745,23,26,2021-12-11T01:34:47Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-12-11T01:37:26.5Z,2,REGULAR,period,start,[],0,,,1610612749,23,26,2021-12-11T01:37:26Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M49.00S,2021-12-11T01:37:44.3Z,2,REGULAR,foul,personal,[],1629726,,,1610612749,23,26,2021-12-11T01:37:50Z,1520000,,,0,,G. Mathews personal FOUL (1 PF),"[1629726, 202326]",1610612745.0,HOU,,,,,,,,,,Mathews,G. Mathews,,,,,,,,,,202901.0,,1.0,0.0,Cousins,202326.0,,
155,PT11M49.00S,2021-12-11T01:37:54.0Z,2,REGULAR,substitution,out,[],1630231,,,1610612749,23,26,2021-12-11T01:37:57Z,1540000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,
156,PT11M49.00S,2021-12-11T01:37:54.0Z,2,REGULAR,substitution,in,[],1630256,,,1610612749,23,26,2021-12-11T01:37:57Z,1550000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,
157,PT11M38.00S,2021-12-11T01:38:11.2Z,2,REGULAR,3pt,Jump Shot,[],1626192,90.09526938239159,96.32352941176471,1610612749,23,29,2021-12-11T01:38:15Z,1560000,232.0,41.0,1,right,P. Connaughton 3PT  (6 PTS) (D. Cousins 1 AST),"[1626192, 202326]",1610612749.0,MIL,,,,,,,23.51,Made,6.0,Connaughton,P. Connaughton,D. Cousins,202326.0,1.0,,,,,,,,,,,,,,
159,PT11M19.00S,2021-12-11T01:38:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,7.703679369250986,49.26470588235294,1610612745,25,29,2021-12-11T01:38:35Z,1580000,4.0,20.0,1,left,A. Sengun driving Layup (4 PTS),[1630578],1610612745.0,HOU,driving,,,,,,2.02,Made,4.0,Sengun,A. Sengun,,,,,,,,,,,,,,,,,
160,PT11M00.00S,2021-12-11T01:38:49.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.46057818659659,52.20588235294118,1610612749,25,31,2021-12-11T01:38:55Z,1590000,11.0,18.0,1,right,G. Antetokounmpo driving finger roll Layup (12 PTS),[203507],1610612749.0,MIL,driving finger roll,,,,,,2.14,Made,12.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
161,PT10M49.00S,2021-12-11T01:39:04.2Z,2,REGULAR,foul,personal,['2freethrow'],202326,,,1610612745,25,31,2021-12-11T01:39:28Z,1600000,,,0,,D. Cousins shooting personal FOUL (3 PF) (Sengun 2 FT),"[202326, 1630578]",1610612749.0,MIL,shooting,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,2005.0,,3.0,0.0,Sengun,1630578.0,,
163,PT10M49.00S,2021-12-11T01:39:35.0Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,26,31,2021-12-11T01:40:01Z,1620000,,,0,,A. Sengun Free Throw 1 of 2 (5 PTS),[1630578],1610612745.0,HOU,,,,,,,,Made,5.0,Sengun,A. Sengun,,,,,,,,,,,,,,,,,
164,PT10M49.00S,2021-12-11T01:39:35.0Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,26,31,2021-12-11T01:40:01Z,1630000,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,,,,,Missed,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,
165,PT10M46.00S,2021-12-11T01:39:38.0Z,2,REGULAR,rebound,offensive,[],1629726,,,1610612745,26,31,2021-12-11T01:40:01Z,1640000,,,0,,G. Mathews REBOUND (Off:1 Def:0),[1629726],1610612745.0,HOU,,,,,,,,,,Mathews,G. Mathews,,,,164.0,1.0,0.0,1.0,,,,,,,,,,
166,PT10M42.00S,2021-12-11T01:40:10.2Z,2,REGULAR,foul,personal,[],202326,,,1610612745,26,31,2021-12-11T01:40:19Z,1650000,,,0,,D. Cousins personal FOUL (4 PF),"[202326, 1630578]",1610612749.0,MIL,,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,202901.0,,4.0,0.0,Sengun,1630578.0,,
168,PT10M42.00S,2021-12-11T01:40:17.5Z,2,REGULAR,substitution,out,[],202326,,,1610612745,26,31,2021-12-11T01:40:21Z,1670000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,
169,PT10M42.00S,2021-12-11T01:40:17.5Z,2,REGULAR,substitution,in,[],1628960,,,1610612745,26,31,2021-12-11T01:40:21Z,1680000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,
170,PT10M35.00S,2021-12-11T01:40:34.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630256,29.6484888304862,25.735294117647058,1610612745,29,31,2021-12-11T01:40:38Z,1690000,121.0,226.0,1,left,J. Tate 25' 3PT  (5 PTS) (D. Augustin 3 AST),"[1630256, 201571]",1610612745.0,HOU,,,,,,,25.67,Made,5.0,Tate,J. Tate,D. Augustin,201571.0,3.0,,,,,,,,,,,,,,
172,PT10M24.00S,2021-12-11T01:40:49.5Z,2,REGULAR,foul,personal,[],1630256,,,1610612749,29,31,2021-12-11T01:41:00Z,1710000,,,0,,J. Tate personal FOUL (2 PF),"[1630256, 203507]",1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,,,,,,,202901.0,,2.0,0.0,Antetokounmpo,203507.0,,
174,PT10M15.00S,2021-12-11T01:41:16.0Z,2,REGULAR,foul,personal,[],1630578,,,1610612749,29,31,2021-12-11T01:41:21Z,1730000,,,0,,A. Sengun personal FOUL (2 PF),"[1630578, 1626192]",1610612745.0,HOU,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,2534.0,,2.0,0.0,Connaughton,1626192.0,,
176,PT10M15.00S,2021-12-11T01:41:21.0Z,2,REGULAR,substitution,out,[],1630528,,,1610612749,29,31,2021-12-11T01:41:23Z,1750000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,
177,PT10M15.00S,2021-12-11T01:41:21.0Z,2,REGULAR,substitution,in,[],1628021,,,1610612749,29,31,2021-12-11T01:41:23Z,1760000,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,
178,PT10M15.00S,2021-12-11T01:41:25.9Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,29,31,2021-12-11T01:41:38Z,1770000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,
179,PT10M15.00S,2021-12-11T01:41:25.9Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,29,31,2021-12-11T01:41:38Z,1780000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,
180,PT10M07.00S,2021-12-11T01:41:53.6Z,2,REGULAR,3pt,Jump Shot,[],1630606,67.23061760840999,32.84313725490196,1610612749,29,31,2021-12-11T01:41:57Z,1790000,-86.0,256.0,1,right,MISS J. Smart 26' 3PT - blocked,"[1630606, 1629726]",1610612749.0,MIL,,,,,,,26.95,Missed,,Smart,J. Smart,,,,,,,,Mathews,1629726.0,,,,,,,,
181,PT10M07.00S,2021-12-11T01:41:53.6Z,2,REGULAR,block,,[],1629726,,,1610612749,29,31,2021-12-11T01:41:56Z,1800000,,,0,,G. Mathews BLOCK (1 BLK),[1629726],1610612745.0,HOU,,,,,,,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,
182,PT10M05.00S,2021-12-11T01:41:55.6Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,29,31,2021-12-11T01:41:57Z,1810000,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,,,,,,,Sengun,A. Sengun,,,,180.0,1.0,1.0,0.0,,,,,,,,,,
183,PT09M56.00S,2021-12-11T01:42:05.1Z,2,REGULAR,3pt,Jump Shot,[],201571,30.962549277266753,28.186274509803923,1610612745,29,31,2021-12-11T01:42:09Z,1820000,109.0,239.0,1,left,MISS D. Augustin 26' 3PT,[201571],1610612745.0,HOU,,,,,,,26.23,Missed,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,
184,PT09M53.00S,2021-12-11T01:42:08.1Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,29,31,2021-12-11T01:42:09Z,1830000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,,,,,,,Allen,G. Allen,,,,183.0,1.0,1.0,0.0,,,,,,,,,,
185,PT09M49.00S,2021-12-11T01:42:12.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,68.54467805519053,67.8921568627451,1610612749,29,34,2021-12-11T01:43:58Z,1840000,89.0,243.0,1,right,G. Allen 25' 3PT pullup (3 PTS),[1628960],1610612749.0,MIL,pullup,,,,,,25.91,Made,3.0,Allen,G. Allen,,,,,,,,,,,,,,,,,
186,PT09M37.00S,2021-12-11T01:42:25.1Z,2,REGULAR,3pt,Jump Shot,[],1629726,31.882391590013142,77.94117647058823,1610612745,32,34,2021-12-11T01:42:30Z,1850000,-140.0,247.0,1,left,G. Mathews 28' 3PT  (8 PTS) (D. Augustin 4 AST),"[1629726, 201571]",1610612745.0,HOU,,,,,,,28.39,Made,8.0,Mathews,G. Mathews,D. Augustin,201571.0,4.0,,,,,,,,,,,,,,
188,PT09M26.00S,2021-12-11T01:42:35.4Z,2,REGULAR,3pt,Jump Shot,[],1626171,66.44218134034165,47.30392156862745,1610612749,32,34,2021-12-11T01:42:40Z,1870000,-13.0,263.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,,,,26.32,Missed,,Portis,B. Portis,,,,,,,,,,,,,,,,,
