actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
88,PT06M03.00S,2022-03-07T00:23:01.1Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,11,16,2022-03-07T00:23:41Z,900000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,
89,PT05M55.00S,2022-03-07T00:23:42.4Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,11,16,2022-03-07T00:23:48Z,910000,,,0,,J. Morant bad pass TURNOVER (2 TO),"[1629630, 1629726]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,2.0,Mathews,1629726.0,
90,PT05M55.00S,2022-03-07T00:23:42.4Z,1,REGULAR,steal,,[],1629726,,,1610612745,11,16,2022-03-07T00:23:45Z,920000,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M47.00S,2022-03-07T00:23:51.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626174,7.5722733245729295,46.32352941176471,1610612745,13,16,2022-03-07T00:23:57Z,930000,18.0,19.0,1,left,C. Wood driving DUNK (6 PTS),[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,2.62,Made,6.0,,,,,,,,,,,,,,,,,,
92,PT05M28.00S,2022-03-07T00:24:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.72339027595268,52.20588235294118,1610612763,13,18,2022-03-07T00:24:17Z,940000,11.0,16.0,1,right,J. Morant driving finger roll Layup (4 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,1.93,Made,4.0,,,,,,,,,,,,,,,,,,
93,PT05M13.00S,2022-03-07T00:24:24.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,12.828515111695138,39.46078431372549,1610612745,13,18,2022-03-07T00:24:32Z,950000,53.0,68.0,1,left,MISS J. Green 8' driving Layup - blocked,"[1630224, 203937]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,8.61,Missed,,,,,,,,,,,,,,Anderson,203937.0,,,,
94,PT05M13.00S,2022-03-07T00:24:24.3Z,1,REGULAR,block,,[],203937,,,1610612745,13,18,2022-03-07T00:24:26Z,960000,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M10.00S,2022-03-07T00:24:27.3Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,13,18,2022-03-07T00:24:32Z,970000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,
96,PT05M08.00S,2022-03-07T00:24:29.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629001,92.06636005256242,37.254901960784316,1610612763,13,18,2022-03-07T00:25:24Z,980000,-64.0,22.0,1,right,MISS D. Melton 6' running alley-oop Layup - blocked,"[1629001, 1630578]",1610612763.0,MEM,running alley-oop,,,Melton,D. Melton,,,,,6.74,Missed,,,,,,,,,,,,,,Sengun,1630578.0,,,,
97,PT05M08.00S,2022-03-07T00:24:29.8Z,1,REGULAR,block,,[],1630578,,,1610612763,13,18,2022-03-07T00:24:32Z,990000,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M08.00S,2022-03-07T00:24:29.8Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,13,18,2022-03-07T00:24:39Z,1000000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,
99,PT04M57.00S,2022-03-07T00:24:40.8Z,1,REGULAR,turnover,bad pass,[],1629726,,,1610612745,13,18,2022-03-07T00:24:46Z,1010000,,,0,,G. Mathews bad pass TURNOVER (1 TO),"[1629726, 1629630]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,1.0,Morant,1629630.0,
100,PT04M57.00S,2022-03-07T00:24:40.8Z,1,REGULAR,steal,,[],1629630,,,1610612763,13,18,2022-03-07T00:24:42Z,1020000,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M51.00S,2022-03-07T00:24:46.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629630,92.85479632063075,47.05882352941176,1610612763,13,20,2022-03-07T00:26:17Z,1030000,-15.0,15.0,1,right,J. Morant running finger roll Layup (6 PTS),[1629630],1610612763.0,MEM,running finger roll,,,Morant,J. Morant,,,,,2.08,Made,6.0,,,,,,,,,,,,,,,,,,
102,PT04M43.00S,2022-03-07T00:24:56.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203937,,,1610612745,13,20,2022-03-07T00:25:15Z,1040000,,,0,,K. Anderson personal FOUL (2 PF) (Wood 2 FT),"[203937, 1626174]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,1626301.0,2.0,0.0,Wood,1626174.0,,,,,,,,,
104,PT04M43.00S,2022-03-07T00:25:28.6Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,14,20,2022-03-07T00:25:28Z,1060000,,,0,,C. Wood Free Throw 1 of 2 (7 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
105,PT04M43.00S,2022-03-07T00:25:30.1Z,1,REGULAR,substitution,out,[],1630533,,,1610612745,14,20,2022-03-07T00:25:34Z,1070000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M43.00S,2022-03-07T00:25:30.1Z,1,REGULAR,substitution,in,[],1626145,,,1610612745,14,20,2022-03-07T00:25:34Z,1080000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M43.00S,2022-03-07T00:25:56.7Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,15,20,2022-03-07T00:25:56Z,1090000,,,0,,C. Wood Free Throw 2 of 2 (8 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
108,PT04M30.00S,2022-03-07T00:26:15.9Z,1,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612763,15,20,2022-03-07T00:26:31Z,1100000,,,0,,K. Porter Jr. shooting personal FOUL (1 PF) (Morant 2 FT),"[1629645, 1629630]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,1626301.0,1.0,0.0,Morant,1629630.0,,,,,,,,,
110,PT04M30.00S,2022-03-07T00:26:38.0Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,15,21,2022-03-07T00:26:38Z,1120000,,,0,,J. Morant Free Throw 1 of 2 (7 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
111,PT04M30.00S,2022-03-07T00:26:42.0Z,1,REGULAR,substitution,out,[],203937,,,1610612763,15,21,2022-03-07T00:26:49Z,1130000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M30.00S,2022-03-07T00:26:42.0Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,15,21,2022-03-07T00:26:49Z,1140000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M30.00S,2022-03-07T00:26:58.2Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,15,22,2022-03-07T00:26:58Z,1150000,,,0,,J. Morant Free Throw 2 of 2 (8 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
114,PT04M18.00S,2022-03-07T00:27:14.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,8.492115637319317,95.83333333333334,1610612745,15,22,2022-03-07T00:27:21Z,1160000,-229.0,27.0,1,left,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,,
115,PT04M17.00S,2022-03-07T00:27:15.0Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,15,22,2022-03-07T00:27:21Z,1170000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
116,PT04M11.00S,2022-03-07T00:27:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629001,91.67214191852825,50.98039215686274,1610612763,15,24,2022-03-07T00:27:30Z,1180000,5.0,26.0,1,right,D. Melton running Layup (2 PTS),[1629001],1610612763.0,MEM,running,,,Melton,D. Melton,,,,,2.63,Made,2.0,,,,,,,,,,,,,,,,,,
117,PT03M57.00S,2022-03-07T00:27:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,5.995400788436268,45.09803921568628,1610612745,17,24,2022-03-07T00:27:40Z,1190000,25.0,4.0,1,left,K. Porter Jr. driving Layup (4 PTS),[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,2.48,Made,4.0,,,,,,,,,,,,,,,,,,
118,PT03M43.00S,2022-03-07T00:27:49.8Z,1,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612763,17,24,2022-03-07T00:28:10Z,1200000,,,0,,G. Mathews shooting personal FOUL (1 PF) (Melton 2 FT),"[1629726, 1629001]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,,,,,203592.0,1.0,0.0,Melton,1629001.0,,,,,,,,,
120,PT03M43.00S,2022-03-07T00:28:15.6Z,1,REGULAR,freethrow,1 of 2,[],1629001,,,1610612763,17,24,2022-03-07T00:28:54Z,1220000,,,0,,MISS D. Melton Free Throw 1 of 2,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
121,PT03M43.00S,2022-03-07T00:28:15.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,17,24,2022-03-07T00:28:54Z,1230000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,
122,PT03M43.00S,2022-03-07T00:28:16.3Z,1,REGULAR,substitution,out,[],1630224,,,1610612763,17,24,2022-03-07T00:28:26Z,1240000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M43.00S,2022-03-07T00:28:16.3Z,1,REGULAR,substitution,in,[],1630528,,,1610612763,17,24,2022-03-07T00:28:26Z,1250000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M43.00S,2022-03-07T00:28:15.6Z,1,REGULAR,violation,lane,[],1630578,,,1610612763,17,24,2022-03-07T00:29:48Z,1255000,,,0,,A. Sengun lane VIOLATION,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M43.00S,2022-03-07T00:28:15.6Z,1,REGULAR,freethrow,2 of 2,[],1629001,,,1610612763,17,25,2022-03-07T00:28:54Z,1260000,,,0,,D. Melton Free Throw 2 of 2 (3 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
125,PT03M35.00S,2022-03-07T00:29:05.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629634,,,1610612745,17,25,2022-03-07T00:29:24Z,1270000,,,0,,B. Clarke personal FOUL (1 PF) (Wood 2 FT),"[1629634, 1626174]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,1830.0,1.0,0.0,Wood,1626174.0,,,,,,,,,
127,PT03M35.00S,2022-03-07T00:29:42.1Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,18,25,2022-03-07T00:29:42Z,1290000,,,0,,C. Wood Free Throw 1 of 2 (9 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
129,PT03M35.00S,2022-03-07T00:29:49.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,18,25,2022-03-07T00:29:49Z,1300000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M35.00S,2022-03-07T00:32:47.0Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,19,25,2022-03-07T00:32:47Z,1310000,,,0,,C. Wood Free Throw 2 of 2 (10 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
131,PT03M11.00S,2022-03-07T00:33:12.3Z,1,REGULAR,3pt,Jump Shot,[],1629001,73.53810775295663,84.80392156862744,1610612763,19,25,2022-03-07T00:33:19Z,1320000,174.0,196.0,1,right,MISS D. Melton 26' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
132,PT03M10.00S,2022-03-07T00:33:13.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,19,25,2022-03-07T00:33:19Z,1330000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,,
133,PT03M10.00S,2022-03-07T00:33:18.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630578,,,1610612763,19,25,2022-03-07T00:33:33Z,1340000,,,0,,A. Sengun loose ball personal FOUL (1 PF) (Adams 2 FT),"[1630578, 203500]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,,,,,,,,203592.0,1.0,0.0,Adams,203500.0,,,,,,,,,
135,PT03M10.00S,2022-03-07T00:33:47.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203500,,,1610612763,19,25,2022-03-07T00:33:47Z,1360000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
136,PT03M10.00S,2022-03-07T00:33:47.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,19,25,2022-03-07T00:33:47Z,1370000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,
137,PT03M10.00S,2022-03-07T00:34:05.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203500,,,1610612763,19,26,2022-03-07T00:34:05Z,1380000,,,0,,S. Adams Free Throw 2 of 2 (9 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
138,PT02M59.00S,2022-03-07T00:34:20.1Z,1,REGULAR,turnover,lost ball,[],1629726,,,1610612745,19,26,2022-03-07T00:34:26Z,1390000,,,0,,G. Mathews lost ball TURNOVER (2 TO),"[1629726, 1629630]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,2.0,Morant,1629630.0,
139,PT02M59.00S,2022-03-07T00:34:20.1Z,1,REGULAR,steal,,[],1629630,,,1610612763,19,26,2022-03-07T00:34:22Z,1400000,,,0,,J. Morant STEAL (2 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M54.00S,2022-03-07T00:34:25.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626145,84.57621550591328,37.745098039215684,1610612763,19,28,2022-03-07T00:34:59Z,1410000,-61.0,92.0,1,right,T. Jones 11' running Jump Shot (2 PTS) (J. Morant 3 AST),"[1626145, 1629630]",1610612763.0,MEM,running,,,Jones,T. Jones,,,,,11.1,Made,2.0,,,,,,,,,,J. Morant,1629630.0,3.0,,,,,,
142,PT02M38.00S,2022-03-07T00:34:39.6Z,1,REGULAR,3pt,Jump Shot,[],1626174,32.013797634691194,30.88235294117647,1610612745,22,28,2022-03-07T00:34:47Z,1430000,96.0,248.0,1,left,C. Wood 26' 3PT  (13 PTS) (K. Porter Jr. 3 AST),"[1626174, 1629645]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,26.62,Made,13.0,,,,,,,,,,K. Porter Jr.,1629645.0,3.0,,,,,,
144,PT02M19.00S,2022-03-07T00:35:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,88.25558475689881,37.5,1610612763,22,30,2022-03-07T00:35:07Z,1450000,-62.0,58.0,1,right,B. Clarke 8' turnaround fadeaway Jump Shot (2 PTS) (S. Adams 3 AST),"[1629634, 203500]",1610612763.0,MEM,turnaround fadeaway,,,Clarke,B. Clarke,,,,,8.52,Made,2.0,,,,,,,,,,S. Adams,203500.0,3.0,,,,,,
146,PT02M08.00S,2022-03-07T00:35:11.6Z,1,REGULAR,3pt,Jump Shot,[],1630578,32.40801576872536,33.57843137254902,1610612745,22,30,2022-03-07T00:35:22Z,1470000,82.0,252.0,1,left,MISS A. Sengun 26' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
147,PT02M06.00S,2022-03-07T00:35:13.6Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,22,30,2022-03-07T00:35:22Z,1480000,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,146.0,2.0,2.0,0.0,,,,,,,,,,,,,,
148,PT01M58.00S,2022-03-07T00:35:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,92.59198423127464,43.872549019607845,1610612763,22,32,2022-03-07T00:35:31Z,1490000,-31.0,17.0,1,right,S. Adams Layup (11 PTS) (D. Melton 1 AST),"[203500, 1629001]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,3.51,Made,11.0,,,,,,,,,,D. Melton,1629001.0,1.0,,,,,,
150,PT01M32.00S,2022-03-07T00:35:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,16.376478318002626,55.63725490196079,1610612745,22,32,2022-03-07T00:35:59Z,1510000,-28.0,101.0,1,left,MISS J. Christopher 10' floating Shot,[1630528],1610612745.0,HOU,floating,,,Christopher,J. Christopher,,,,,10.52,Missed,,,,,,,,,,,,,,,,,,,
151,PT01M31.00S,2022-03-07T00:35:49.0Z,1,REGULAR,rebound,offensive,[],1630528,,,1610612745,22,32,2022-03-07T00:35:59Z,1520000,,,0,,J. Christopher REBOUND (Off:1 Def:0),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,,,
152,PT01M30.00S,2022-03-07T00:35:52.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630528,9.806176084099869,50.49019607843137,1610612745,24,32,2022-03-07T00:36:32Z,1530000,-2.0,40.0,1,left,J. Christopher floating Jump Shot (2 PTS),[1630528],1610612745.0,HOU,floating,,,Christopher,J. Christopher,,,,,3.98,Made,2.0,,,,,,,,,,,,,,,,,,
153,PT01M08.00S,2022-03-07T00:36:11.5Z,1,REGULAR,3pt,Jump Shot,[],1629630,68.28186596583443,72.54901960784314,1610612763,24,32,2022-03-07T00:36:19Z,1540000,113.0,246.0,1,right,MISS J. Morant 27' step back 3PT,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,,
154,PT01M07.00S,2022-03-07T00:36:12.5Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612745,24,32,2022-03-07T00:36:19Z,1550000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,
155,PT01M00.00S,2022-03-07T00:36:19.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629645,9.543363994743759,49.754901960784316,1610612745,24,32,2022-03-07T00:36:31Z,1560000,1.0,37.0,1,left,MISS K. Porter Jr. running Layup - blocked,"[1629645, 1629634]",1610612745.0,HOU,running,,,Porter Jr.,K. Porter Jr.,,,,,3.72,Missed,,,,,,,,,,,,,,Clarke,1629634.0,,,,
156,PT01M00.00S,2022-03-07T00:36:19.5Z,1,REGULAR,block,,[],1629634,,,1610612745,24,32,2022-03-07T00:36:22Z,1570000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M59.50S,2022-03-07T00:36:20.0Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,24,32,2022-03-07T00:36:31Z,1580000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT00M51.90S,2022-03-07T00:36:28.2Z,1,REGULAR,3pt,Jump Shot,[],1629001,88.91261498028909,3.6764705882352944,1610612763,24,32,2022-03-07T00:36:38Z,1590000,-232.0,52.0,1,right,MISS D. Melton 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,23.73,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M51.90S,2022-03-07T00:36:28.2Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,24,32,2022-03-07T00:36:38Z,1600000,,,0,,S. Adams REBOUND (Off:3 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,158.0,5.0,2.0,3.0,,,,,,,,,,,,,,
160,PT00M44.70S,2022-03-07T00:36:35.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629634,93.51182654402102,94.6078431372549,1610612763,24,32,2022-03-07T00:36:42Z,1610000,223.0,8.0,1,right,MISS B. Clarke 3PT,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,22.32,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M44.70S,2022-03-07T00:36:35.9Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612745,24,32,2022-03-07T00:36:42Z,1620000,,,0,,G. Mathews REBOUND (Off:0 Def:2),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,160.0,2.0,2.0,0.0,,,,,,,,,,,,,,
162,PT00M32.40S,2022-03-07T00:36:47.3Z,1,REGULAR,3pt,Jump Shot,[],1629645,23.603810775295663,7.8431372549019605,1610612745,27,32,2022-03-07T00:36:56Z,1630000,211.0,169.0,1,left,K. Porter Jr. 27' 3PT  (7 PTS) (C. Wood 1 AST),"[1629645, 1626174]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,27.04,Made,7.0,,,,,,,,,,C. Wood,1626174.0,1.0,,,,,,
164,PT00M17.60S,2022-03-07T00:37:07.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,82.47371879106439,36.76470588235294,1610612763,27,34,2022-03-07T00:38:01Z,1650000,-66.0,112.0,1,right,T. Jones 13' step back Jump Shot (4 PTS),[1626145],1610612763.0,MEM,step back,,,Jones,T. Jones,,,,,13.03,Made,4.0,,,,,,,,,,,,,,,,,,
165,PT00M03.00S,2022-03-07T00:37:27.8Z,1,REGULAR,3pt,Jump Shot,[],1629645,31.225361366622867,25.49019607843137,1610612745,27,34,2022-03-07T00:38:28Z,1660000,123.0,241.0,1,left,MISS K. Porter Jr. 27' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M02.00S,2022-03-07T00:37:28.8Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,27,34,2022-03-07T00:37:37Z,1670000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,,,
167,PT00M00.00S,2022-03-07T00:37:32.8Z,1,REGULAR,3pt,Jump Shot,[],1626145,63.81406044678055,36.27450980392157,1610612763,27,34,2022-03-07T00:38:49Z,1680000,-69.0,288.0,1,right,MISS T. Jones 29' pullup bank 3PT,[1626145],1610612763.0,MEM,pullup bank,,,Jones,T. Jones,,,,,29.57,Missed,,,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2022-03-07T00:37:32.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,27,34,2022-03-07T00:37:50Z,1690000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2022-03-07T00:37:57.6Z,1,REGULAR,period,end,[],0,,,1610612763,27,34,2022-03-07T00:37:57Z,1700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-03-07T00:39:48.7Z,2,REGULAR,substitution,out,['startperiod'],1629645,,,1610612763,27,34,2022-03-07T00:40:22Z,1710000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-03-07T00:39:48.7Z,2,REGULAR,substitution,out,['startperiod'],1626174,,,1610612763,27,34,2022-03-07T00:40:22Z,1720000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-03-07T00:39:48.7Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612763,27,34,2022-03-07T00:40:22Z,1730000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
