actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
16,PT10M31.00S,2022-03-03T01:12:51.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630256,19.267411300919843,8.333333333333332,1610612745,3,0,2022-03-03T01:12:58Z,160000,208.0,129.0,1,left,MISS J. Tate 24' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,24.48,Missed,,,,,,,,,,,,,,,,
17,PT10M29.00S,2022-03-03T01:12:53.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,3,0,2022-03-03T01:12:58Z,170000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M25.00S,2022-03-03T01:13:00.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,94.03745072273325,53.18627450980392,1610612762,3,2,2022-03-03T01:13:08Z,180000,16.0,4.0,1,right,D. Mitchell running Layup (2 PTS),[1628378],1610612762.0,UTA,running,,,Mitchell,D. Mitchell,,,,,,,,1.63,Made,2.0,,,,,,,,,,,,,,,
19,PT10M25.00S,2022-03-03T01:13:03.1Z,1,REGULAR,foul,personal,['1freethrow'],1630256,,,1610612762,3,2,2022-03-03T01:13:10Z,190000,,,0,,J. Tate shooting personal FOUL (1 PF) (Mitchell 1 FT),"[1630256, 1628378]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Mitchell,1628378.0,,,
21,PT10M25.00S,2022-03-03T01:13:18.3Z,1,REGULAR,substitution,out,[],1630256,,,1610612762,3,2,2022-03-03T01:13:43Z,210000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M25.00S,2022-03-03T01:13:18.3Z,1,REGULAR,substitution,in,[],1630231,,,1610612762,3,2,2022-03-03T01:13:43Z,220000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M25.00S,2022-03-03T01:13:42.0Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628378,,,1610612762,3,2,2022-03-03T01:13:46Z,230000,,,0,,MISS D. Mitchell Free Throw 1 of 1,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Missed,,,,,,,,,,,,,,,,
24,PT10M25.00S,2022-03-03T01:13:42.0Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,3,2,2022-03-03T01:13:46Z,240000,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,23.0,2.0,1.0,1.0,,,,,,,,
25,PT10M14.00S,2022-03-03T01:13:52.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,69.59592641261499,73.2843137254902,1610612762,3,2,2022-03-03T01:14:03Z,250000,116.0,233.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,26.07,Missed,,,,,,,,,,,,,,,,
26,PT10M12.00S,2022-03-03T01:13:54.4Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612745,3,2,2022-03-03T01:15:12Z,260000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,
27,PT09M56.00S,2022-03-03T01:14:10.2Z,1,REGULAR,3pt,Jump Shot,[],1630231,7.440867279894875,98.2843137254902,1610612745,6,2,2022-03-03T01:14:16Z,270000,-241.0,17.0,1,left,K. Martin Jr. 24' 3PT  (3 PTS) (C. Wood 1 AST),"[1630231, 1626174]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,24.2,Made,3.0,C. Wood,1626174.0,1.0,,,,,,,,,,,,
29,PT09M41.00S,2022-03-03T01:14:24.5Z,1,REGULAR,3pt,Jump Shot,[],202711,80.89684625492772,95.58823529411765,1610612762,6,2,2022-03-03T01:14:30Z,290000,228.0,127.0,1,right,MISS B. Bogdanovic 26' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,26.09,Missed,,,,,,,,,,,,,,,,
30,PT09M41.00S,2022-03-03T01:14:24.5Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,6,2,2022-03-03T01:14:30Z,300000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,
31,PT09M30.00S,2022-03-03T01:14:35.6Z,1,REGULAR,3pt,Jump Shot,[],1626174,25.18068331143233,12.254901960784313,1610612745,6,2,2022-03-03T01:14:42Z,310000,189.0,184.0,1,left,MISS C. Wood 26' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,26.37,Missed,,,,,,,,,,,,,,,,
32,PT09M30.00S,2022-03-03T01:14:35.6Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,6,2,2022-03-03T01:14:42Z,320000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,
33,PT09M13.00S,2022-03-03T01:14:53.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.72339027595268,52.20588235294118,1610612762,6,4,2022-03-03T01:14:58Z,330000,11.0,16.0,1,right,R. Gobert DUNK (2 PTS) (M. Conley 1 AST),"[203497, 201144]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,1.93,Made,2.0,M. Conley,201144.0,1.0,,,,,,,,,,,,
35,PT08M55.00S,2022-03-03T01:15:11.0Z,1,REGULAR,3pt,Jump Shot,[],1626174,32.276609724047304,33.57843137254902,1610612745,9,4,2022-03-03T01:17:17Z,350000,82.0,251.0,1,left,C. Wood 26' 3PT step back (3 PTS),[1626174],1610612745.0,HOU,step back,,,Wood,C. Wood,,,,,,,,26.4,Made,3.0,,,,,,,,,,,,,,,
36,PT08M36.00S,2022-03-03T01:15:29.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,68.80749014454665,78.43137254901961,1610612762,9,7,2022-03-03T01:15:35Z,360000,142.0,241.0,1,right,D. Mitchell 27' 3PT  (5 PTS) (R. Gobert 1 AST),"[1628378, 203497]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,27.96,Made,5.0,R. Gobert,203497.0,1.0,,,,,,,,,,,,
38,PT08M13.00S,2022-03-03T01:15:53.8Z,1,REGULAR,turnover,lost ball,[],1629645,,,1610612745,9,7,2022-03-03T01:15:57Z,380000,,,0,,K. Porter Jr. lost ball TURNOVER (1 TO),"[1629645, 201144]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,1.0,Conley,201144.0,,,,,,,,,,,,,,,,,,
39,PT08M13.00S,2022-03-03T01:15:53.8Z,1,REGULAR,steal,,[],201144,,,1610612762,9,7,2022-03-03T01:15:56Z,390000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M05.00S,2022-03-03T01:16:01.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203497,93.24901445466492,49.754901960784316,1610612762,9,9,2022-03-03T01:16:05Z,400000,-1.0,11.0,1,right,R. Gobert DUNK (4 PTS) (R. O'Neale 1 AST),"[203497, 1626220]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,1.11,Made,4.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,,
42,PT07M38.00S,2022-03-03T01:16:27.8Z,1,REGULAR,2pt,Jump Shot,[],1629645,4.28712220762155,25.735294117647058,1610612745,9,9,2022-03-03T01:16:33Z,420000,121.0,-12.0,1,left,MISS K. Porter Jr. 12' Jump Shot,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,12.19,Missed,,,,,,,,,,,,,,,,
44,PT07M36.00S,2022-03-03T01:16:29.8Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,9,9,2022-03-03T01:16:33Z,440000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,
45,PT07M33.00S,2022-03-03T01:16:33.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203497,93.24901445466492,52.20588235294118,1610612762,9,11,2022-03-03T01:16:42Z,450000,11.0,11.0,1,right,R. Gobert cutting DUNK (6 PTS) (R. O'Neale 2 AST),"[203497, 1626220]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,,,,1.56,Made,6.0,R. O'Neale,1626220.0,2.0,,,,,,,,,,,,
47,PT07M13.00S,2022-03-03T01:16:53.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629726,5.995400788436268,55.392156862745104,1610612745,9,11,2022-03-03T01:16:57Z,470000,-27.0,4.0,1,left,MISS G. Mathews cutting Layup - blocked,"[1629726, 203497]",1610612745.0,HOU,cutting,,,Mathews,G. Mathews,,,,,,,,2.73,Missed,,,,,,,,,,,,,,Gobert,203497.0,
48,PT07M13.00S,2022-03-03T01:16:53.0Z,1,REGULAR,block,,[],203497,,,1610612745,9,11,2022-03-03T01:16:55Z,480000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M11.00S,2022-03-03T01:16:55.0Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,9,11,2022-03-03T01:16:57Z,490000,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,47.0,3.0,3.0,0.0,,,,,,,,
50,PT07M08.00S,2022-03-03T01:16:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,92.59198423127464,45.83333333333333,1610612762,9,11,2022-03-03T01:17:05Z,500000,-21.0,17.0,1,right,MISS B. Bogdanovic cutting Layup - blocked,"[202711, 1626174]",1610612762.0,UTA,cutting,,,Bogdanovic,B. Bogdanovic,,,,,,,,2.69,Missed,,,,,,,,,,,,,,Wood,1626174.0,
51,PT07M08.00S,2022-03-03T01:16:58.7Z,1,REGULAR,block,,[],1626174,,,1610612762,9,11,2022-03-03T01:17:00Z,510000,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M08.00S,2022-03-03T01:16:58.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,9,11,2022-03-03T01:17:05Z,520000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
53,PT07M08.00S,2022-03-03T01:17:02.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,9,11,2022-03-03T01:17:02Z,530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M08.00S,2022-03-03T01:17:10.0Z,1,REGULAR,substitution,out,[],201144,,,1610612762,9,11,2022-03-03T01:17:20Z,540000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M08.00S,2022-03-03T01:17:10.0Z,1,REGULAR,substitution,in,[],1630235,,,1610612762,9,11,2022-03-03T01:17:20Z,550000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M06.00S,2022-03-03T01:17:33.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,93.51182654402102,4.901960784313726,1610612762,9,14,2022-03-03T01:17:42Z,560000,-225.0,8.0,1,right,D. Mitchell 3PT  (8 PTS) (T. Forrest 1 AST),"[1628378, 1630235]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,22.57,Made,8.0,T. Forrest,1630235.0,1.0,,,,,,,,,,,,
59,PT06M54.00S,2022-03-03T01:17:50.5Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612745,9,14,2022-03-03T01:17:56Z,590000,,,0,,R. Gobert shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[203497, 1629645]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Porter Jr.,1629645.0,,,
61,PT06M54.00S,2022-03-03T01:17:58.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,9,14,2022-03-03T01:17:58Z,610000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M54.00S,2022-03-03T01:20:30.8Z,1,REGULAR,substitution,out,[],203497,,,1610612745,9,14,2022-03-03T01:21:00Z,620000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M54.00S,2022-03-03T01:20:30.8Z,1,REGULAR,substitution,in,[],202355,,,1610612745,9,14,2022-03-03T01:21:00Z,630000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M54.00S,2022-03-03T01:21:10.6Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,9,14,2022-03-03T01:21:10Z,640000,,,0,,MISS K. Porter Jr. Free Throw 1 of 2,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,,
65,PT06M54.00S,2022-03-03T01:21:10.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,9,14,2022-03-03T01:21:10Z,650000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,
66,PT06M54.00S,2022-03-03T01:21:10.6Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,9,14,2022-03-03T01:21:31Z,660000,,,0,,MISS K. Porter Jr. Free Throw 2 of 2,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,,
67,PT06M54.00S,2022-03-03T01:21:10.6Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,9,14,2022-03-03T01:21:31Z,670000,,,0,,R. O'Neale REBOUND (Off:0 Def:4),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,66.0,4.0,4.0,0.0,,,,,,,,
68,PT06M36.00S,2022-03-03T01:21:42.2Z,1,REGULAR,turnover,lost ball,[],202355,,,1610612762,9,14,2022-03-03T01:21:50Z,680000,,,0,,H. Whiteside lost ball TURNOVER (1 TO),"[202355, 1629645]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,1.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,,,,,
69,PT06M36.00S,2022-03-03T01:21:42.2Z,1,REGULAR,steal,,[],1629645,,,1610612745,9,14,2022-03-03T01:21:44Z,690000,,,0,,K. Porter Jr. STEAL (2 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M32.00S,2022-03-03T01:21:47.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629645,27.020367936925098,84.06862745098039,1610612745,9,14,2022-03-03T01:22:43Z,700000,-170.0,201.0,1,left,MISS K. Porter Jr. 26' running pullup 3PT,[1629645],1610612745.0,HOU,running pullup,,,Porter Jr.,K. Porter Jr.,,,,,,,,26.38,Missed,,,,,,,,,,,,,,,,
71,PT06M31.00S,2022-03-03T01:21:48.0Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,9,14,2022-03-03T01:22:00Z,710000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,
72,PT06M18.00S,2022-03-03T01:22:00.2Z,1,REGULAR,2pt,Hook,[],202355,93.9060446780552,65.93137254901961,1610612762,9,14,2022-03-03T01:22:06Z,720000,80.0,5.0,1,right,MISS H. Whiteside 7' turnaround Hook,[202355],1610612762.0,UTA,turnaround,,,Whiteside,H. Whiteside,,,,,,,,7.98,Missed,,,,,,,,,,,,,,,,
73,PT06M17.00S,2022-03-03T01:22:01.2Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,9,14,2022-03-03T01:22:20Z,730000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,
74,PT06M11.00S,2022-03-03T01:22:07.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630231,6.389618922470433,54.166666666666664,1610612745,11,14,2022-03-03T01:22:25Z,740000,-21.0,8.0,1,left,K. Martin Jr. running alley-oop DUNK (5 PTS) (K. Porter Jr. 1 AST),"[1630231, 1629645]",1610612745.0,HOU,running alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,,,,2.21,Made,5.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,
76,PT05M57.00S,2022-03-03T01:22:21.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,72.09264126149803,18.872549019607842,1610612762,11,17,2022-03-03T01:22:30Z,760000,-156.0,210.0,1,right,D. Mitchell 26' 3PT pullup (11 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,26.12,Made,11.0,,,,,,,,,,,,,,,
77,PT05M42.00S,2022-03-03T01:22:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,6.521024967148489,54.65686274509803,1610612745,13,17,2022-03-03T01:22:43Z,770000,-23.0,9.0,1,left,K. Porter Jr. driving reverse Layup (2 PTS),[1629645],1610612745.0,HOU,driving reverse,,,Porter Jr.,K. Porter Jr.,,,,,,,,2.49,Made,2.0,,,,,,,,,,,,,,,
78,PT05M29.00S,2022-03-03T01:22:48.6Z,1,REGULAR,3pt,Jump Shot,[],1628378,74.19513797634691,15.441176470588236,1610612762,13,17,2022-03-03T01:23:00Z,780000,-173.0,190.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,25.69,Missed,,,,,,,,,,,,,,,,
79,PT05M26.00S,2022-03-03T01:22:51.6Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,13,17,2022-03-03T01:26:02Z,790000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,
95,PT05M26.00S,2022-03-03T01:22:53.6Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,13,17,2022-03-03T01:25:53Z,805000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1628378]",1610612745.0,HOU,,,,Green,J. Green,,,,,1.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,,
96,PT05M26.00S,2022-03-03T01:22:53.6Z,1,REGULAR,steal,,[],1628378,,,1610612762,13,17,2022-03-03T01:24:44Z,807500,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M24.00S,2022-03-03T01:22:58.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,92.19776609724047,49.26470588235294,1610612762,13,19,2022-03-03T01:26:15Z,808750,-4.0,21.0,1,right,D. Mitchell driving Layup (13 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,2.11,Made,13.0,,,,,,,,,,,,,,,
81,PT05M08.00S,2022-03-03T01:23:09.8Z,1,REGULAR,3pt,Jump Shot,[],1630231,26.231931668856767,82.84313725490196,1610612745,13,19,2022-03-03T01:23:18Z,810000,-164.0,194.0,1,left,MISS K. Martin Jr. 25' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,25.42,Missed,,,,,,,,,,,,,,,,
82,PT05M07.00S,2022-03-03T01:23:10.8Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,13,19,2022-03-03T01:23:18Z,820000,,,0,,R. O'Neale REBOUND (Off:0 Def:5),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,81.0,5.0,5.0,0.0,,,,,,,,
83,PT05M02.00S,2022-03-03T01:23:19.5Z,1,REGULAR,foul,personal,[],1629645,,,1610612762,13,19,2022-03-03T01:23:37Z,830000,,,0,,K. Porter Jr. personal FOUL (1 PF),"[1629645, 1628378]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Mitchell,1628378.0,,,
85,PT05M02.00S,2022-03-03T01:23:26.0Z,1,REGULAR,substitution,out,[],1630224,,,1610612762,13,19,2022-03-03T01:23:33Z,850000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M02.00S,2022-03-03T01:23:26.0Z,1,REGULAR,substitution,out,[],1630231,,,1610612762,13,19,2022-03-03T01:23:33Z,860000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M02.00S,2022-03-03T01:23:26.0Z,1,REGULAR,substitution,in,[],1630528,,,1610612762,13,19,2022-03-03T01:23:33Z,870000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
