actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
180,PT11M14.00S,2022-04-02T00:40:09.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,43,26,2022-04-02T00:40:09Z,1770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M12.00S,2022-04-02T00:40:21.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630231,67.36202365308804,34.31372549019608,1610612745,43,26,2022-04-02T00:40:27Z,1780000,-78.0,254.0,1,right,MISS K. Martin Jr. 26' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,
182,PT11M11.00S,2022-04-02T00:40:22.1Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612758,43,26,2022-04-02T00:40:27Z,1790000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:2),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,181.0,3.0,2.0,1.0,,,,,,,,,,,,,
183,PT10M58.00S,2022-04-02T00:40:35.0Z,2,REGULAR,3pt,Jump Shot,[],1629002,13.485545335085414,5.147058823529411,1610612758,43,26,2022-04-02T00:40:43Z,1800000,224.0,74.0,1,left,MISS C. Metu 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,
184,PT10M56.00S,2022-04-02T00:40:37.0Z,2,REGULAR,rebound,defensive,[],1628981,,,1610612745,43,26,2022-04-02T00:40:43Z,1810000,,,0,,B. Fernando REBOUND (Off:0 Def:2),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,,,,,
185,PT10M46.00S,2022-04-02T00:40:51.8Z,2,REGULAR,foul,personal,['2freethrow'],203458,,,1610612745,43,26,2022-04-02T00:41:04Z,1820000,,,0,,A. Len shooting personal FOUL (1 PF) (Fernando 2 FT),"[203458, 1628981]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,,,,,,,,,,,201245.0,1.0,0.0,Fernando,1628981.0,,,,,
187,PT10M46.00S,2022-04-02T00:41:17.8Z,2,REGULAR,freethrow,1 of 2,[],1628981,,,1610612745,43,26,2022-04-02T00:41:17Z,1840000,,,0,,MISS B. Fernando Free Throw 1 of 2,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,Missed,,,,,,,,,,,,,,,,,,
188,PT10M46.00S,2022-04-02T00:41:17.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,43,26,2022-04-02T00:41:17Z,1850000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,
189,PT10M46.00S,2022-04-02T00:41:17.8Z,2,REGULAR,freethrow,2 of 2,[],1628981,,,1610612745,43,26,2022-04-02T00:41:37Z,1860000,,,0,,MISS B. Fernando Free Throw 2 of 2,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,Missed,,,,,,,,,,,,,,,,,,
190,PT10M46.00S,2022-04-02T00:41:17.8Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,43,26,2022-04-02T00:41:37Z,1870000,,,0,,C. Metu REBOUND (Off:1 Def:5),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,189.0,6.0,5.0,1.0,,,,,,,,,,,,,
191,PT10M32.00S,2022-04-02T00:41:51.1Z,2,REGULAR,foul,personal,['2freethrow'],1630227,,,1610612758,43,26,2022-04-02T00:41:56Z,1880000,,,0,,D. Nix shooting personal FOUL (1 PF) (Lamb 2 FT),"[1630227, 203087]",1610612745.0,HOU,shooting,,,Nix,D. Nix,,,,,,,,,,,,,,,201245.0,1.0,0.0,Lamb,203087.0,,,,,
193,PT10M32.00S,2022-04-02T00:42:11.9Z,2,REGULAR,freethrow,1 of 2,[],203087,,,1610612758,43,27,2022-04-02T00:42:11Z,1900000,,,0,,J. Lamb Free Throw 1 of 2 (1 PTS),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
194,PT10M32.00S,2022-04-02T00:42:24.7Z,2,REGULAR,freethrow,2 of 2,[],203087,,,1610612758,43,28,2022-04-02T00:42:24Z,1910000,,,0,,J. Lamb Free Throw 2 of 2 (2 PTS),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
195,PT10M22.00S,2022-04-02T00:42:39.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,43,28,2022-04-02T00:42:39Z,1920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M12.00S,2022-04-02T00:42:56.8Z,2,REGULAR,turnover,bad pass,[],1630227,,,1610612745,43,28,2022-04-02T00:43:00Z,1930000,,,0,,D. Nix bad pass TURNOVER (1 TO),"[1630227, 1628978]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,1.0,DiVincenzo,1628978.0,,
197,PT10M12.00S,2022-04-02T00:42:56.8Z,2,REGULAR,steal,,[],1628978,,,1610612758,43,28,2022-04-02T00:42:58Z,1940000,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M07.00S,2022-04-02T00:43:01.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628367,6.258212877792378,48.03921568627451,1610612758,43,30,2022-04-02T00:43:14Z,1950000,10.0,6.0,1,left,J. Jackson running Layup (2 PTS) (D. DiVincenzo 2 AST),"[1628367, 1628978]",1610612758.0,SAC,running,,,Jackson,J. Jackson,,,,,1.17,Made,2.0,,,,,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,
200,PT09M53.00S,2022-04-02T00:43:16.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,81.02825229960578,49.50980392156863,1610612745,43,30,2022-04-02T00:44:33Z,1970000,-2.0,126.0,1,right,MISS J. Christopher 12' floating Shot,[1630528],1610612745.0,HOU,floating,,,Christopher,J. Christopher,,,,,12.58,Missed,,,,,,,,,,,,,,,,,,
201,PT09M50.00S,2022-04-02T00:43:19.1Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612758,43,30,2022-04-02T00:43:21Z,1980000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:3),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,200.0,4.0,3.0,1.0,,,,,,,,,,,,,
202,PT09M41.00S,2022-04-02T00:43:27.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,14.011169513797633,55.392156862745104,1610612758,43,30,2022-04-02T00:43:35Z,1990000,-27.0,79.0,1,left,MISS D. DiVincenzo 8' turnaround Shot,[1628978],1610612758.0,SAC,turnaround,,,DiVincenzo,D. DiVincenzo,,,,,8.37,Missed,,,,,,,,,,,,,,,,,,
203,PT09M40.00S,2022-04-02T00:43:30.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,43,30,2022-04-02T00:43:30Z,2000000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,,,
204,PT09M40.00S,2022-04-02T00:43:32.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,43,30,2022-04-02T00:43:32Z,2010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M38.00S,2022-04-02T00:43:45.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628367,7.966491458607096,47.05882352941176,1610612758,43,32,2022-04-02T00:43:48Z,2020000,15.0,22.0,1,left,J. Jackson cutting Layup (4 PTS) (D. DiVincenzo 3 AST),"[1628367, 1628978]",1610612758.0,SAC,cutting,,,Jackson,J. Jackson,,,,,2.68,Made,4.0,,,,,D. DiVincenzo,1628978.0,3.0,,,,,,,,,,
207,PT09M38.00S,2022-04-02T00:43:49.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,43,32,2022-04-02T00:43:49Z,2040000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M21.00S,2022-04-02T00:47:08.7Z,2,REGULAR,3pt,Jump Shot,[],1630231,74.98357424441524,15.196078431372548,1610612745,43,32,2022-04-02T00:47:15Z,2050000,-174.0,183.0,1,right,MISS K. Martin Jr. 25' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,
209,PT09M20.00S,2022-04-02T00:47:09.7Z,2,REGULAR,rebound,offensive,[],1629726,,,1610612745,43,32,2022-04-02T00:47:15Z,2060000,,,0,,G. Mathews REBOUND (Off:1 Def:0),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,208.0,1.0,0.0,1.0,,,,,,,,,,,,,
210,PT09M13.00S,2022-04-02T00:47:18.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630227,92.85479632063075,49.26470588235294,1610612745,43,32,2022-04-02T00:51:54Z,2070000,-4.0,15.0,1,right,MISS D. Nix driving Layup,[1630227],1610612745.0,HOU,driving,,,Nix,D. Nix,,,,,1.52,Missed,,,,,,,,,,,,,,,,,,
211,PT09M13.00S,2022-04-02T00:47:18.4Z,2,REGULAR,rebound,offensive,[],1630227,,,1610612745,43,32,2022-04-02T00:51:54Z,2080000,,,0,,D. Nix REBOUND (Off:1 Def:0),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,210.0,1.0,0.0,1.0,,,,,,,,,,,,,
256,PT09M13.00S,2022-04-02T00:47:26.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630227,94.82588699080158,49.26470588235294,1610612745,43,32,2022-04-02T00:52:50Z,2085000,-4.0,-4.0,1,right,MISS D. Nix tip Layup,[1630227],1610612745.0,HOU,tip,,,Nix,D. Nix,,,,,0.54,Missed,,,,,,,,,,,,,,,,,,
257,PT09M11.00S,2022-04-02T00:47:28.7Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612758,43,32,2022-04-02T00:52:50Z,2087500,,,0,,D. DiVincenzo REBOUND (Off:1 Def:4),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,256.0,5.0,4.0,1.0,,,,,,,,,,,,,
212,PT08M54.00S,2022-04-02T00:47:35.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,16.376478318002626,61.76470588235294,1610612758,43,34,2022-04-02T00:47:39Z,2090000,-59.0,101.0,1,left,J. Lamb 11' driving floating Jump Shot (4 PTS),[203087],1610612758.0,SAC,driving floating,,,Lamb,J. Lamb,,,,,11.72,Made,4.0,,,,,,,,,,,,,,,,,
213,PT08M35.00S,2022-04-02T00:47:54.5Z,2,REGULAR,3pt,Jump Shot,[],1630227,94.30026281208936,3.6764705882352944,1610612745,43,34,2022-04-02T00:48:01Z,2100000,-232.0,1.0,1,right,MISS D. Nix 3PT,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
214,PT08M34.00S,2022-04-02T00:47:55.5Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,43,34,2022-04-02T00:48:01Z,2110000,,,0,,C. Metu REBOUND (Off:1 Def:6),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,213.0,7.0,6.0,1.0,,,,,,,,,,,,,
215,PT08M17.00S,2022-04-02T00:48:13.6Z,2,REGULAR,3pt,Jump Shot,[],203087,27.808804204993432,19.362745098039216,1610612758,43,34,2022-04-02T00:48:20Z,2120000,153.0,209.0,1,left,MISS J. Lamb 25' 3PT,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,
216,PT08M14.00S,2022-04-02T00:48:16.6Z,2,REGULAR,rebound,defensive,[],1630227,,,1610612745,43,34,2022-04-02T00:48:20Z,2130000,,,0,,D. Nix REBOUND (Off:1 Def:1),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,215.0,2.0,1.0,1.0,,,,,,,,,,,,,
217,PT08M10.00S,2022-04-02T00:48:24.3Z,2,REGULAR,foul,personal,['2freethrow'],1628367,,,1610612745,43,34,2022-04-02T00:48:31Z,2140000,,,0,,J. Jackson shooting personal FOUL (1 PF) (Martin Jr. 2 FT),"[1628367, 1630231]",1610612758.0,SAC,shooting,,,Jackson,J. Jackson,,,,,,,,,,,,,,,1193.0,1.0,0.0,Martin Jr.,1630231.0,,,,,
219,PT08M10.00S,2022-04-02T00:49:13.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630231,,,1610612745,44,34,2022-04-02T00:49:13Z,2160000,,,0,,K. Martin Jr. Free Throw 1 of 2 (1 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
220,PT08M10.00S,2022-04-02T00:49:13.9Z,2,REGULAR,substitution,out,[],1629726,,,1610612745,44,34,2022-04-02T00:49:22Z,2170000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M10.00S,2022-04-02T00:49:13.9Z,2,REGULAR,substitution,out,[],1629002,,,1610612745,44,34,2022-04-02T00:49:22Z,2180000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M10.00S,2022-04-02T00:49:13.9Z,2,REGULAR,substitution,out,[],203458,,,1610612745,44,34,2022-04-02T00:49:22Z,2190000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M10.00S,2022-04-02T00:49:13.9Z,2,REGULAR,substitution,in,[],1629645,,,1610612745,44,34,2022-04-02T00:49:22Z,2200000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M10.00S,2022-04-02T00:49:13.9Z,2,REGULAR,substitution,in,[],1627745,,,1610612745,44,34,2022-04-02T00:49:22Z,2210000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M10.00S,2022-04-02T00:49:13.9Z,2,REGULAR,substitution,in,[],1626168,,,1610612745,44,34,2022-04-02T00:49:22Z,2220000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M10.00S,2022-04-02T00:49:37.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630231,,,1610612745,45,34,2022-04-02T00:49:37Z,2230000,,,0,,K. Martin Jr. Free Throw 2 of 2 (2 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
227,PT07M57.00S,2022-04-02T00:49:54.6Z,2,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612758,45,34,2022-04-02T00:49:58Z,2240000,,,0,,K. Porter Jr. shooting personal FOUL (2 PF) (Jackson 2 FT),"[1629645, 1628367]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,1193.0,2.0,0.0,Jackson,1628367.0,,,,,
229,PT07M57.00S,2022-04-02T00:50:16.3Z,2,REGULAR,freethrow,1 of 2,[],1628367,,,1610612758,45,35,2022-04-02T00:50:34Z,2260000,,,0,,J. Jackson Free Throw 1 of 2 (5 PTS),[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
230,PT07M57.00S,2022-04-02T00:50:17.3Z,2,REGULAR,substitution,out,[],1628978,,,1610612758,45,35,2022-04-02T00:50:21Z,2270000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M57.00S,2022-04-02T00:50:17.3Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,45,35,2022-04-02T00:50:21Z,2280000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M57.00S,2022-04-02T00:50:16.3Z,2,REGULAR,freethrow,2 of 2,[],1628367,,,1610612758,45,35,2022-04-02T00:50:34Z,2290000,,,0,,MISS J. Jackson Free Throw 2 of 2,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,Missed,,,,,,,,,,,,,,,,,,
233,PT07M57.00S,2022-04-02T00:50:16.3Z,2,REGULAR,rebound,defensive,[],1628981,,,1610612745,45,35,2022-04-02T00:50:34Z,2300000,,,0,,B. Fernando REBOUND (Off:0 Def:3),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,232.0,3.0,3.0,0.0,,,,,,,,,,,,,
234,PT07M48.00S,2022-04-02T00:50:38.7Z,2,REGULAR,2pt,Jump Shot,[],1629645,76.74113009198423,52.38587622549019,1610612745,45,35,2022-04-02T00:52:04Z,2310000,12.0,166.0,1,right,MISS K. Porter Jr. 16' pullup Shot,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,16.65,Missed,,,,,,,,,,,,,,,,,,
235,PT07M45.00S,2022-04-02T00:50:41.7Z,2,REGULAR,rebound,offensive,[],1628981,,,1610612745,45,35,2022-04-02T00:52:04Z,2320000,,,0,,B. Fernando REBOUND (Off:1 Def:3),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,234.0,4.0,3.0,1.0,,,,,,,,,,,,,
236,PT07M44.00S,2022-04-02T00:50:42.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628981,91.80354796320631,51.225490196078425,1610612745,45,35,2022-04-02T00:50:51Z,2330000,6.0,25.0,1,right,MISS B. Fernando putback Layup - blocked,"[1628981, 1628367]",1610612745.0,HOU,putback,,,Fernando,B. Fernando,,,,,2.52,Missed,,,,,,,,,,,,,,,,,Jackson,1628367.0
237,PT07M44.00S,2022-04-02T00:50:42.3Z,2,REGULAR,block,,[],1628367,,,1610612745,45,35,2022-04-02T00:50:48Z,2340000,,,0,,J. Jackson BLOCK (1 BLK),[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M44.00S,2022-04-02T00:50:42.3Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,45,35,2022-04-02T00:50:51Z,2350000,,,0,,D. Jones REBOUND (Off:0 Def:2),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,236.0,2.0,2.0,0.0,,,,,,,,,,,,,
239,PT07M35.00S,2022-04-02T00:50:51.3Z,2,REGULAR,turnover,bad pass,[],1628367,,,1610612758,45,35,2022-04-02T00:50:56Z,2360000,,,0,,J. Jackson bad pass TURNOVER (1 TO),"[1628367, 1630231]",1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,1.0,Martin Jr.,1630231.0,,
240,PT07M35.00S,2022-04-02T00:50:51.3Z,2,REGULAR,steal,,[],1630231,,,1610612745,45,35,2022-04-02T00:50:53Z,2370000,,,0,,K. Martin Jr. STEAL (1 STL),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M20.00S,2022-04-02T00:51:06.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630528,93.24901445466492,49.50980392156863,1610612745,47,35,2022-04-02T00:51:11Z,2380000,-2.0,11.0,1,right,J. Christopher driving reverse Layup (2 PTS) (B. Fernando 1 AST),"[1630528, 1628981]",1610612745.0,HOU,driving reverse,,,Christopher,J. Christopher,,,,,1.13,Made,2.0,,,,,B. Fernando,1628981.0,1.0,,,,,,,,,,
243,PT07M06.00S,2022-04-02T00:51:19.7Z,2,REGULAR,3pt,Jump Shot,[],1626168,10.85742444152431,96.07843137254902,1610612758,47,35,2022-04-02T00:51:24Z,2400000,-230.0,50.0,1,left,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,
244,PT07M04.00S,2022-04-02T00:51:21.7Z,2,REGULAR,rebound,offensive,[],1628367,,,1610612758,47,35,2022-04-02T00:51:24Z,2410000,,,0,,J. Jackson REBOUND (Off:1 Def:0),[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,243.0,1.0,0.0,1.0,,,,,,,,,,,,,
245,PT07M03.00S,2022-04-02T00:51:25.9Z,2,REGULAR,foul,personal,['2freethrow'],1630227,,,1610612758,47,35,2022-04-02T00:51:36Z,2420000,,,0,,D. Nix shooting personal FOUL (2 PF) (Lyles 2 FT),"[1630227, 1626168]",1610612745.0,HOU,shooting,,,Nix,D. Nix,,,,,,,,,,,,,,,1193.0,2.0,0.0,Lyles,1626168.0,,,,,
247,PT07M03.00S,2022-04-02T00:51:53.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626168,,,1610612758,47,36,2022-04-02T00:51:53Z,2440000,,,0,,T. Lyles Free Throw 1 of 2 (2 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
248,PT07M03.00S,2022-04-02T00:51:54.0Z,2,REGULAR,substitution,out,[],203087,,,1610612758,47,36,2022-04-02T00:52:01Z,2450000,,,0,,SUB out: J. Lamb,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M03.00S,2022-04-02T00:51:54.0Z,2,REGULAR,substitution,in,[],203084,,,1610612758,47,36,2022-04-02T00:52:01Z,2460000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M03.00S,2022-04-02T00:52:17.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626168,,,1610612758,47,37,2022-04-02T00:52:17Z,2470000,,,0,,T. Lyles Free Throw 2 of 2 (3 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
251,PT06M50.00S,2022-04-02T00:52:34.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628981,93.11760840998686,51.470588235294116,1610612745,47,37,2022-04-02T00:54:48Z,2480000,7.0,12.0,1,right,MISS B. Fernando cutting Layup - blocked,"[1628981, 1627745]",1610612745.0,HOU,cutting,,,Fernando,B. Fernando,,,,,1.43,Missed,,,,,,,,,,,,,,,,,Jones,1627745.0
252,PT06M50.00S,2022-04-02T00:52:34.0Z,2,REGULAR,block,,[],1627745,,,1610612745,47,37,2022-04-02T00:52:37Z,2490000,,,0,,D. Jones BLOCK (1 BLK),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M46.00S,2022-04-02T00:52:38.0Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612758,47,37,2022-04-02T00:53:02Z,2500000,,,0,,J. Jackson REBOUND (Off:1 Def:1),[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,251.0,2.0,1.0,1.0,,,,,,,,,,,,,
254,PT06M42.00S,2022-04-02T00:52:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628367,6.389618922470433,49.26470588235294,1610612758,47,37,2022-04-02T00:56:41Z,2510000,4.0,8.0,1,left,MISS J. Jackson driving Layup,[1628367],1610612758.0,SAC,driving,,,Jackson,J. Jackson,,,,,0.85,Missed,,,,,,,,,,,,,,,,,,
255,PT06M40.00S,2022-04-02T00:52:43.7Z,2,REGULAR,rebound,defensive,[],1628981,,,1610612745,47,37,2022-04-02T00:53:11Z,2520000,,,0,,B. Fernando REBOUND (Off:1 Def:4),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,254.0,5.0,4.0,1.0,,,,,,,,,,,,,
258,PT06M31.00S,2022-04-02T00:52:54.7Z,2,REGULAR,turnover,out-of-bounds,[],1630528,,,1610612745,47,37,2022-04-02T00:59:40Z,2530000,,,0,,J. Christopher lost ball out-of-bounds TURNOVER (2 TO),[1630528],1610612745.0,HOU,lost ball,,,Christopher,J. Christopher,,,,,,,,,,,,,,,201245.0,,,,,2.0,,,,
259,PT06M31.00S,2022-04-02T00:52:57.6Z,2,REGULAR,substitution,out,[],1630231,,,1610612758,47,37,2022-04-02T00:53:04Z,2540000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M31.00S,2022-04-02T00:52:57.6Z,2,REGULAR,substitution,out,[],1628981,,,1610612758,47,37,2022-04-02T00:53:04Z,2550000,,,0,,SUB out: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M31.00S,2022-04-02T00:52:57.6Z,2,REGULAR,substitution,in,[],1630586,,,1610612758,47,37,2022-04-02T00:53:04Z,2560000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M31.00S,2022-04-02T00:52:57.6Z,2,REGULAR,substitution,in,[],1630256,,,1610612758,47,37,2022-04-02T00:53:04Z,2570000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M19.00S,2022-04-02T00:53:24.9Z,2,REGULAR,foul,technical,['1freethrow'],1630256,,,1610612758,47,37,2022-04-02T00:53:39Z,2580000,,,0,,J. Tate defensive-3-second technical FOUL (1 Tech),[1630256],1610612745.0,HOU,defensive-3-second,,,Tate,J. Tate,,,,,,,,,,,,,,,204059.0,0.0,1.0,,,,,,,
264,PT06M19.00S,2022-04-02T00:53:43.0Z,2,REGULAR,freethrow,1 of 1,[],1630558,,,1610612758,47,38,2022-04-02T00:53:43Z,2590000,,,0,,D. Mitchell technical Free Throw 1 of 1 (1 PTS),[1630558],1610612758.0,SAC,technical,,,Mitchell,D. Mitchell,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
