actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-11T01:11:01.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-11T01:11:01Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-01-11T01:11:04.1Z,1,REGULAR,jumpball,recovered,[],201980,,,1610612755,0,0,2022-01-11T01:11:04Z,40000,,,0,,Jump Ball J. Embiid vs. C. Wood: Tip to D. Green,"[201980, 203954, 1626174]",1610612755.0,PHI,startperiod,D. Green,201980.0,Green,D. Green,Embiid,203954.0,Wood,1626174.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-01-11T01:11:24.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,16.376478318002626,37.745098039215684,1610612755,0,0,2022-01-11T01:11:30Z,70000,61.0,101.0,1,left,MISS J. Embiid 11' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,11.85,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2022-01-11T01:11:24.0Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,0,0,2022-01-11T01:11:30Z,80000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M13.00S,2022-01-11T01:11:47.1Z,1,REGULAR,3pt,Jump Shot,[],1628464,70.77858081471747,23.52941176470588,1610612745,3,0,2022-01-11T01:11:51Z,90000,-132.0,222.0,1,right,D. Theis 25' 3PT  (3 PTS) (K. Porter Jr. 1 AST),"[1628464, 1629645]",1610612745.0,HOU,,,,Theis,D. Theis,,,,,25.87,Made,,,,,3.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,
11,PT10M55.00S,2022-01-11T01:12:04.9Z,1,REGULAR,3pt,Jump Shot,[],1629680,17.296320630749015,93.13725490196079,1610612755,3,0,2022-01-11T01:12:10Z,110000,-216.0,110.0,1,left,MISS M. Thybulle 24' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,24.22,Missed,,,,,,,,,,,,,,,,,,,
12,PT10M54.00S,2022-01-11T01:12:05.9Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,3,0,2022-01-11T01:12:10Z,120000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
13,PT10M42.00S,2022-01-11T01:12:18.6Z,1,REGULAR,turnover,bad pass,[],1628464,,,1610612745,3,0,2022-01-11T01:12:22Z,130000,,,0,,D. Theis bad pass TURNOVER (1 TO),"[1628464, 202699]",1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,1.0,Harris,202699.0,,,,,,,,
14,PT10M42.00S,2022-01-11T01:12:18.6Z,1,REGULAR,steal,,[],202699,,,1610612755,3,0,2022-01-11T01:12:20Z,140000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT10M34.00S,2022-01-11T01:12:27.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627788,6.783837056504599,94.6078431372549,1610612755,3,3,2022-01-11T01:12:31Z,150000,-223.0,11.0,1,left,F. Korkmaz 3PT  (3 PTS) (M. Thybulle 1 AST),"[1627788, 1629680]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,22.33,Made,,,,,3.0,M. Thybulle,1629680.0,1.0,,,,,,,,,,,
