actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
93,PT05M12.00S,2022-01-08T01:24:41.9Z,1,REGULAR,substitution,out,[],1630224,,,1610612742,10,22,2022-01-08T01:24:45Z,930000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M12.00S,2022-01-08T01:24:41.9Z,1,REGULAR,substitution,in,[],1630528,,,1610612742,10,22,2022-01-08T01:24:45Z,940000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M12.00S,2022-01-08T01:24:57.6Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630182,,,1610612742,10,23,2022-01-08T01:24:57Z,950000,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
96,PT04M59.00S,2022-01-08T01:25:12.9Z,1,REGULAR,3pt,Jump Shot,[],1626174,71.30420499342969,17.892156862745097,1610612745,10,23,2022-01-08T01:25:38Z,960000,-161.0,217.0,1,right,MISS C. Wood 27' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,
97,PT04M56.00S,2022-01-08T01:25:15.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,10,23,2022-01-08T01:25:16Z,970000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,,,,,,,
98,PT04M51.00S,2022-01-08T01:25:21.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,33.590670170827856,50.245098039215684,1610612742,10,26,2022-01-08T01:25:48Z,980000,-1.0,263.0,1,left,T. Hardaway Jr. 26' 3PT  (3 PTS) (J. Brunson 5 AST),"[203501, 1628973]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.33,Made,,,,,3.0,J. Brunson,1628973.0,5.0,,,,,,,,,,
100,PT04M40.00S,2022-01-08T01:25:33.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629645,92.06636005256242,48.28431372549019,1610612745,12,26,2022-01-08T01:28:46Z,1000000,-9.0,22.0,1,right,K. Porter Jr. driving DUNK (7 PTS),[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,2.37,Made,,,,,7.0,,,,,,,,,,,,,
101,PT04M40.00S,2022-01-08T01:25:39.5Z,1,REGULAR,foul,personal,['1freethrow'],1630182,,,1610612745,12,26,2022-01-08T01:25:46Z,1010000,,,0,,J. Green shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[1630182, 1629645]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Porter Jr.,1629645.0
103,PT04M40.00S,2022-01-08T01:25:47.5Z,1,REGULAR,substitution,out,[],1628973,,,1610612745,12,26,2022-01-08T01:26:14Z,1030000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M40.00S,2022-01-08T01:25:47.5Z,1,REGULAR,substitution,in,[],1628373,,,1610612745,12,26,2022-01-08T01:26:14Z,1040000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M40.00S,2022-01-08T01:26:03.0Z,1,REGULAR,freethrow,1 of 1,[],1629645,,,1610612745,13,26,2022-01-08T01:26:03Z,1050000,,,0,,K. Porter Jr. Free Throw 1 of 1 (8 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
106,PT04M33.00S,2022-01-08T01:26:14.1Z,1,REGULAR,foul,offensive,[],1628373,,,1610612742,13,26,2022-01-08T01:26:45Z,1060000,,,0,,F. Ntilikina offensive FOUL (1 PF),"[1628373, 1629726]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Mathews,1629726.0
108,PT04M33.00S,2022-01-08T01:26:14.1Z,1,REGULAR,turnover,offensive foul,[],1628373,,,1610612742,13,26,2022-01-08T01:26:14Z,1080000,,,0,,F. Ntilikina offensive foul TURNOVER (1 TO),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,1.0,,,202901.0,,,,
109,PT04M33.00S,2022-01-08T01:26:34.5Z,1,REGULAR,substitution,out,[],1629645,,,1610612745,13,26,2022-01-08T01:26:44Z,1090000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M33.00S,2022-01-08T01:26:34.5Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,13,26,2022-01-08T01:26:44Z,1100000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M33.00S,2022-01-08T01:26:34.5Z,1,REGULAR,substitution,in,[],1630256,,,1610612745,13,26,2022-01-08T01:26:44Z,1110000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M33.00S,2022-01-08T01:26:34.5Z,1,REGULAR,substitution,in,[],201569,,,1610612745,13,26,2022-01-08T01:26:44Z,1120000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M19.00S,2022-01-08T01:26:56.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630256,93.38042049934296,47.05882352941176,1610612745,15,26,2022-01-08T01:29:48Z,1130000,-15.0,10.0,1,right,J. Tate driving Layup (7 PTS),[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,1.76,Made,,,,,7.0,,,,,,,,,,,,,
114,PT04M13.00S,2022-01-08T01:27:05.5Z,1,REGULAR,violation,kicked ball,[],1629726,,,1610612742,15,26,2022-01-08T01:27:26Z,1140000,,,0,,G. Mathews kicked ball VIOLATION,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,1155.0,,,,
115,PT04M13.00S,2022-01-08T01:27:08.8Z,1,REGULAR,substitution,out,[],203493,,,1610612742,15,26,2022-01-08T01:27:16Z,1150000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M13.00S,2022-01-08T01:27:08.8Z,1,REGULAR,substitution,in,[],1628425,,,1610612742,15,26,2022-01-08T01:27:16Z,1160000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M02.00S,2022-01-08T01:27:34.8Z,1,REGULAR,2pt,Jump Shot,[],1630182,19.004599211563733,27.696078431372552,1610612742,15,28,2022-01-08T01:27:40Z,1170000,112.0,126.0,1,left,J. Green 16' pullup Jump Shot (4 PTS),[1630182],1610612742.0,DAL,pullup,,,Green,J. Green,,,,,16.83,Made,,,,,4.0,,,,,,,,,,,,,
118,PT03M36.00S,2022-01-08T01:27:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630256,87.20433639947439,56.372549019607845,1610612745,15,28,2022-01-08T01:28:13Z,1180000,32.0,68.0,1,right,MISS J. Tate 7' turnaround Shot - blocked,"[1630256, 1628425]",1610612745.0,HOU,turnaround,,,Tate,J. Tate,,,,,7.49,Missed,,,,,,,,,Brown,1628425.0,,,,,,,,
119,PT03M36.00S,2022-01-08T01:27:59.5Z,1,REGULAR,block,,[],1628425,,,1610612745,15,28,2022-01-08T01:28:02Z,1190000,,,0,,S. Brown BLOCK (1 BLK),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M35.00S,2022-01-08T01:28:00.5Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,15,28,2022-01-08T01:28:41Z,1200000,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,118.0,1.0,0.0,1.0,,,,,,,,,,,,,,
121,PT03M35.00S,2022-01-08T01:28:04.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,93.11760840998686,51.225490196078425,1610612745,17,28,2022-01-08T01:28:20Z,1210000,6.0,12.0,1,right,J. Tate Layup (9 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,1.36,Made,,,,,9.0,,,,,,,,,,,,,
122,PT03M17.00S,2022-01-08T01:28:19.9Z,1,REGULAR,foul,personal,['2freethrow'],1630528,,,1610612742,17,28,2022-01-08T01:28:27Z,1220000,,,0,,J. Christopher shooting personal FOUL (1 PF) (Chriss 2 FT),"[1630528, 1627737]",1610612745.0,HOU,shooting,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Chriss,1627737.0
124,PT03M17.00S,2022-01-08T01:28:44.0Z,1,REGULAR,freethrow,1 of 2,[],1627737,,,1610612742,17,29,2022-01-08T01:28:44Z,1240000,,,0,,M. Chriss Free Throw 1 of 2 (1 PTS),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
125,PT03M17.00S,2022-01-08T01:28:58.7Z,1,REGULAR,freethrow,2 of 2,[],1627737,,,1610612742,17,30,2022-01-08T01:28:58Z,1250000,,,0,,M. Chriss Free Throw 2 of 2 (2 PTS),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
126,PT03M08.00S,2022-01-08T01:29:09.1Z,1,REGULAR,3pt,Jump Shot,[],201569,66.3107752956636,55.63725490196079,1610612745,17,30,2022-01-08T01:29:16Z,1260000,28.0,264.0,1,right,MISS E. Gordon 26' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,
127,PT03M07.00S,2022-01-08T01:29:10.1Z,1,REGULAR,rebound,defensive,[],1627737,,,1610612742,17,30,2022-01-08T01:29:16Z,1270000,,,0,,M. Chriss REBOUND (Off:1 Def:1),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,126.0,2.0,1.0,1.0,,,,,,,,,,,,,,
128,PT02M58.00S,2022-01-08T01:29:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,7.046649145860711,45.09803921568628,1610612742,17,32,2022-01-08T01:29:23Z,1280000,25.0,14.0,1,left,J. Green cutting Layup (6 PTS) (T. Hardaway Jr. 1 AST),"[1630182, 203501]",1610612742.0,DAL,cutting,,,Green,J. Green,,,,,2.81,Made,,,,,6.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,
130,PT02M46.00S,2022-01-08T01:29:31.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,91.14651773981603,44.85294117647059,1610612745,19,32,2022-01-08T01:29:36Z,1300000,-26.0,31.0,1,right,E. Gordon driving Layup (2 PTS) (K. Martin Jr. 1 AST),"[201569, 1630231]",1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,4.0,Made,,,,,2.0,K. Martin Jr.,1630231.0,1.0,,,,,,,,,,
132,PT02M33.00S,2022-01-08T01:29:43.6Z,1,REGULAR,3pt,Jump Shot,[],203501,27.283180026281208,17.401960784313726,1610612742,19,35,2022-01-08T01:32:45Z,1320000,163.0,204.0,1,left,T. Hardaway Jr. 26' 3PT pullup (6 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.11,Made,,,,,6.0,,,,,,,,,,,,,
133,PT02M26.00S,2022-01-08T01:29:51.3Z,1,REGULAR,3pt,Jump Shot,[],1629726,69.99014454664915,84.55882352941177,1610612745,19,35,2022-01-08T01:30:02Z,1330000,173.0,230.0,1,right,MISS G. Mathews 28' pullup 3PT,[1629726],1610612745.0,HOU,pullup,,,Mathews,G. Mathews,,,,,28.74,Missed,,,,,,,,,,,,,,,,,,
134,PT02M24.00S,2022-01-08T01:29:53.3Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,19,35,2022-01-08T01:30:02Z,1340000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT02M19.00S,2022-01-08T01:29:58.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,34.247700394218136,15.686274509803921,1610612742,19,35,2022-01-08T01:30:09Z,1350000,172.0,269.0,1,left,MISS T. Hardaway Jr. 31' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,31.94,Missed,,,,,,,,,,,,,,,,,,
136,PT02M16.00S,2022-01-08T01:30:01.3Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,19,35,2022-01-08T01:30:09Z,1360000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,
137,PT02M07.00S,2022-01-08T01:30:13.5Z,1,REGULAR,foul,personal,['2freethrow'],1627737,,,1610612745,19,35,2022-01-08T01:30:19Z,1370000,,,0,,M. Chriss shooting personal FOUL (1 PF) (Gordon 2 FT),"[1627737, 201569]",1610612742.0,DAL,shooting,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Gordon,201569.0
139,PT02M07.00S,2022-01-08T01:30:22.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,19,35,2022-01-08T01:30:22Z,1390000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M07.00S,2022-01-08T01:30:38.0Z,1,REGULAR,substitution,out,[],1627737,,,1610612745,19,35,2022-01-08T01:32:41Z,1400000,,,0,,SUB out: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M07.00S,2022-01-08T01:30:38.0Z,1,REGULAR,substitution,out,[],1630182,,,1610612745,19,35,2022-01-08T01:32:41Z,1410000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M07.00S,2022-01-08T01:30:38.0Z,1,REGULAR,substitution,in,[],1628467,,,1610612745,19,35,2022-01-08T01:32:41Z,1420000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M07.00S,2022-01-08T01:30:38.0Z,1,REGULAR,substitution,in,[],1628973,,,1610612745,19,35,2022-01-08T01:32:41Z,1430000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M07.00S,2022-01-08T01:33:16.2Z,1,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,20,35,2022-01-08T01:33:16Z,1440000,,,0,,E. Gordon Free Throw 1 of 2 (3 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
145,PT02M07.00S,2022-01-08T01:33:30.7Z,1,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,21,35,2022-01-08T01:33:30Z,1450000,,,0,,E. Gordon Free Throw 2 of 2 (4 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
146,PT01M56.00S,2022-01-08T01:33:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,6.521024967148489,48.77450980392157,1610612742,21,37,2022-01-08T01:33:50Z,1460000,6.0,9.0,1,left,M. Kleber cutting Layup (5 PTS) (F. Ntilikina 1 AST),"[1628467, 1628373]",1610612742.0,DAL,cutting,,,Kleber,M. Kleber,,,,,1.07,Made,,,,,5.0,F. Ntilikina,1628373.0,1.0,,,,,,,,,,
148,PT01M56.00S,2022-01-08T01:33:48.7Z,1,REGULAR,foul,personal,['1freethrow'],1629726,,,1610612742,21,37,2022-01-08T01:34:02Z,1480000,,,0,,G. Mathews shooting personal FOUL (1 PF) (Kleber 1 FT),"[1629726, 1628467]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Kleber,1628467.0
150,PT01M56.00S,2022-01-08T01:34:09.0Z,1,REGULAR,freethrow,1 of 1,[],1628467,,,1610612742,21,37,2022-01-08T01:34:09Z,1500000,,,0,,MISS M. Kleber Free Throw 1 of 1,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Missed,,,,,,,,,,,,,,,,,,
151,PT01M56.00S,2022-01-08T01:34:09.0Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,21,37,2022-01-08T01:34:16Z,1510000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,
152,PT01M32.00S,2022-01-08T01:34:33.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630231,92.72339027595268,35.049019607843135,1610612745,23,37,2022-01-08T01:34:39Z,1520000,-75.0,16.0,1,right,K. Martin Jr. 7' turnaround Hook (2 PTS),[1630231],1610612745.0,HOU,turnaround,,,Martin Jr.,K. Martin Jr.,,,,,7.65,Made,,,,,2.0,,,,,,,,,,,,,
153,PT01M14.00S,2022-01-08T01:34:54.3Z,1,REGULAR,foul,offensive,[],1628467,,,1610612742,23,37,2022-01-08T01:35:02Z,1530000,,,0,,M. Kleber offensive FOUL (1 PF),"[1628467, 1629726]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Mathews,1629726.0
155,PT01M14.00S,2022-01-08T01:34:54.3Z,1,REGULAR,turnover,offensive foul,[],1628467,,,1610612742,23,37,2022-01-08T01:34:54Z,1550000,,,0,,M. Kleber offensive foul TURNOVER (1 TO),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,1.0,,,202901.0,,,,
156,PT01M05.00S,2022-01-08T01:35:20.8Z,1,REGULAR,turnover,lost ball,[],201569,,,1610612745,23,37,2022-01-08T01:35:24Z,1560000,,,0,,E. Gordon lost ball TURNOVER (1 TO),"[201569, 1628373]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,1.0,Ntilikina,1628373.0,,,,,
157,PT01M05.00S,2022-01-08T01:35:20.8Z,1,REGULAR,steal,,[],1628373,,,1610612742,23,37,2022-01-08T01:35:22Z,1570000,,,0,,F. Ntilikina STEAL (1 STL),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M01.00S,2022-01-08T01:35:25.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628425,5.338370565045992,48.03921568627451,1610612742,23,39,2022-01-08T01:35:48Z,1580000,10.0,-2.0,1,left,S. Brown running reverse Layup (2 PTS) (F. Ntilikina 2 AST),"[1628425, 1628373]",1610612742.0,DAL,running reverse,,,Brown,S. Brown,,,,,1.01,Made,,,,,2.0,F. Ntilikina,1628373.0,2.0,,,,,,,,,,
160,PT00M50.90S,2022-01-08T01:35:35.8Z,1,REGULAR,3pt,Jump Shot,[],1629726,80.23981603153744,6.127450980392156,1610612745,23,39,2022-01-08T01:36:31Z,1600000,-219.0,133.0,1,right,MISS G. Mathews 25' pullup 3PT,[1629726],1610612745.0,HOU,pullup,,,Mathews,G. Mathews,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,
161,PT00M50.90S,2022-01-08T01:35:35.8Z,1,REGULAR,rebound,defensive,[],1628373,,,1610612742,23,39,2022-01-08T01:35:43Z,1610000,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,160.0,1.0,1.0,0.0,,,,,,,,,,,,,,
162,PT00M31.30S,2022-01-08T01:35:55.0Z,1,REGULAR,2pt,Jump Shot,[],1628973,18.478975032851512,67.64705882352942,1610612742,23,41,2022-01-08T01:36:08Z,1620000,-88.0,121.0,1,left,J. Brunson 14' pullup Jump Shot (4 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,14.99,Made,,,,,4.0,,,,,,,,,,,,,
163,PT00M09.70S,2022-01-08T01:36:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,92.19776609724047,44.6078431372549,1610612745,23,41,2022-01-08T01:36:25Z,1630000,-27.0,21.0,1,right,MISS E. Gordon driving Layup,[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,3.41,Missed,,,,,,,,,,,,,,,,,,
164,PT00M09.00S,2022-01-08T01:36:20.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,23,41,2022-01-08T01:36:25Z,1640000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,
165,PT00M09.00S,2022-01-08T01:36:25.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,23,41,2022-01-08T01:36:25Z,1650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M02.00S,2022-01-08T01:36:45.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,15.982260183968464,52.69607843137255,1610612742,23,43,2022-01-08T01:37:01Z,1660000,-13.0,98.0,1,left,J. Brunson 9' turnaround fadeaway Jump Shot (6 PTS),[1628973],1610612742.0,DAL,turnaround fadeaway,,,Brunson,J. Brunson,,,,,9.86,Made,,,,,6.0,,,,,,,,,,,,,
167,PT00M00.00S,2022-01-08T01:36:54.3Z,1,REGULAR,3pt,Jump Shot,[],1630528,47.2568988173456,10.53921568627451,1610612745,23,43,2022-01-08T01:40:08Z,1670000,-197.0,443.0,1,right,MISS J. Christopher 48' pullup 3PT,[1630528],1610612745.0,HOU,pullup,,,Christopher,J. Christopher,,,,,48.52,Missed,,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2022-01-08T01:36:54.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,23,43,2022-01-08T01:40:08Z,1680000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2022-01-08T01:37:05.0Z,1,REGULAR,period,end,[],0,,,1610612745,23,43,2022-01-08T01:37:05Z,1690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-01-08T01:37:53.2Z,2,REGULAR,substitution,out,['startperiod'],1630231,,,1610612745,23,43,2022-01-08T01:39:34Z,1700000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-01-08T01:37:53.2Z,2,REGULAR,substitution,out,['startperiod'],1630528,,,1610612745,23,43,2022-01-08T01:39:34Z,1710000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-01-08T01:37:53.2Z,2,REGULAR,substitution,out,['startperiod'],1628425,,,1610612745,23,43,2022-01-08T01:39:34Z,1720000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-01-08T01:37:53.2Z,2,REGULAR,substitution,out,['startperiod'],1628373,,,1610612745,23,43,2022-01-08T01:39:34Z,1730000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-01-08T01:37:53.2Z,2,REGULAR,substitution,in,['startperiod'],1629645,,,1610612745,23,43,2022-01-08T01:39:34Z,1740000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-01-08T01:37:53.2Z,2,REGULAR,substitution,in,['startperiod'],1628021,,,1610612745,23,43,2022-01-08T01:39:34Z,1750000,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-01-08T01:37:53.2Z,2,REGULAR,substitution,in,['startperiod'],1629650,,,1610612745,23,43,2022-01-08T01:39:34Z,1760000,,,0,,SUB in: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-01-08T01:37:53.2Z,2,REGULAR,substitution,in,['startperiod'],1627827,,,1610612745,23,43,2022-01-08T01:39:34Z,1770000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-01-08T01:39:36.3Z,2,REGULAR,period,start,[],0,,,1610612742,23,43,2022-01-08T01:39:36Z,1780000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M51.00S,2022-01-08T01:39:44.3Z,2,REGULAR,3pt,Jump Shot,[],203501,30.699737187910642,26.225490196078432,1610612742,23,46,2022-01-08T01:39:48Z,1790000,119.0,236.0,1,left,T. Hardaway Jr. 26' 3PT  (9 PTS) (J. Brunson 6 AST),"[203501, 1628973]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.43,Made,,,,,9.0,J. Brunson,1628973.0,6.0,,,,,,,,,,
