actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-04-10T19:40:56.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-10T19:40:56Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-04-10T19:41:00.0Z,1,REGULAR,jumpball,recovered,[],1628989,,,1610612737,0,0,2022-04-10T19:41:00Z,40000,,,0,,Jump Ball C. Capela vs. A. Sengun: Tip to K. Huerter,"[1628989, 203991, 1630578]",1610612737.0,ATL,startperiod,K. Huerter,1628989.0,Huerter,K. Huerter,Capela,203991.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-04-10T19:41:13.1Z,1,REGULAR,3pt,Jump Shot,[],1628989,7.178055190538765,4.6568627450980395,1610612737,0,0,2022-04-10T19:41:20Z,70000,227.0,15.0,1,left,MISS K. Huerter 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,22.72,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2022-04-10T19:41:16.1Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612745,0,0,2022-04-10T19:41:20Z,80000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M29.00S,2022-04-10T19:41:26.0Z,1,REGULAR,3pt,Jump Shot,[],1629726,66.44218134034165,56.372549019607845,1610612745,3,0,2022-04-10T19:41:30Z,90000,32.0,263.0,1,right,G. Mathews 26' 3PT  (3 PTS) (A. Sengun 1 AST),"[1629726, 1630578]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,26.48,Made,,,,,3.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,
11,PT11M14.00S,2022-04-10T19:41:40.5Z,1,REGULAR,2pt,Jump Shot,[],1629631,24.129434954007884,63.48039215686274,1610612737,3,2,2022-04-10T19:41:45Z,110000,-67.0,174.0,1,left,D. Hunter 18' pullup Jump Shot (2 PTS) (T. Young 1 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,18.69,Made,,,,,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,
13,PT11M05.00S,2022-04-10T19:41:50.3Z,1,REGULAR,2pt,Jump Shot,[],1630224,87.72996057818659,86.27450980392157,1610612745,3,2,2022-04-10T19:41:56Z,130000,181.0,63.0,1,right,MISS J. Green 19' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,19.2,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M03.00S,2022-04-10T19:41:52.3Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,3,2,2022-04-10T19:41:56Z,140000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
15,PT10M46.00S,2022-04-10T19:42:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201568,6.521024967148489,60.049019607843135,1610612737,3,2,2022-04-10T19:42:53Z,150000,-50.0,9.0,1,left,MISS D. Gallinari finger roll Layup,[201568],1610612737.0,ATL,finger roll,,,Gallinari,D. Gallinari,,,,,5.1,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2022-04-10T19:42:11.9Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,3,2,2022-04-10T19:42:21Z,160000,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
