actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
26,PT09M58.00S,2022-03-12T01:14:07.8Z,1,REGULAR,turnover,lost ball,[],1629645,,,1610612745,2,6,2022-03-12T01:14:20Z,260000,,,0,,K. Porter Jr. lost ball TURNOVER (2 TO),"[1629645, 1630182]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,2.0,,,,,,,,,Green,1630182.0,,,
27,PT09M58.00S,2022-03-12T01:14:07.8Z,1,REGULAR,steal,,[],1630182,,,1610612742,2,6,2022-03-12T01:14:10Z,270000,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M52.00S,2022-03-12T01:14:13.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630182,8.623521681997373,50.0,1610612742,2,6,2022-03-12T01:22:55Z,280000,0.0,29.0,1,left,MISS J. Green running Layup,[1630182],1610612742.0,DAL,running,,,Green,J. Green,,,,,,,,,,Missed,,,2.86,,,,,,,,,,,,
29,PT09M50.00S,2022-03-12T01:14:15.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,6,2022-03-12T01:17:56Z,290000,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,28.0,3.0,2.0,1.0,,,,,
30,PT09M47.00S,2022-03-12T01:14:18.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629645,93.11760840998686,3.431372549019608,1610612745,5,6,2022-03-12T01:14:32Z,300000,-233.0,12.0,1,right,K. Porter Jr. 3PT  (5 PTS) (E. Gordon 1 AST),"[1629645, 201569]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,Made,5.0,,23.31,E. Gordon,201569.0,1.0,,,,,,,,,
32,PT09M25.00S,2022-03-12T01:14:40.0Z,1,REGULAR,turnover,lost ball,[],203939,,,1610612742,5,6,2022-03-12T01:14:44Z,320000,,,0,,D. Powell lost ball TURNOVER (1 TO),"[203939, 1630224]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,1.0,,,,,,,,,Green,1630224.0,,,
33,PT09M25.00S,2022-03-12T01:14:40.0Z,1,REGULAR,steal,,[],1630224,,,1610612745,5,6,2022-03-12T01:14:42Z,330000,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M22.00S,2022-03-12T01:14:44.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,90.3580814717477,50.49019607843137,1610612745,7,6,2022-03-12T01:23:40Z,340000,2.0,38.0,1,right,J. Green running DUNK (2 PTS),[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,,,,,,Made,2.0,,3.82,,,,,,,,,,,,
35,PT09M11.00S,2022-03-12T01:14:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203493,7.966491458607096,51.225490196078425,1610612742,7,8,2022-03-12T01:15:06Z,350000,-6.0,22.0,1,left,R. Bullock driving Layup (2 PTS),[203493],1610612742.0,DAL,driving,,,Bullock,R. Bullock,,,,,,,,,,Made,2.0,,2.32,,,,,,,,,,,,
36,PT08M57.00S,2022-03-12T01:15:07.8Z,1,REGULAR,3pt,Jump Shot,[],1630231,93.24901445466492,4.6568627450980395,1610612745,7,8,2022-03-12T01:15:14Z,360000,-227.0,11.0,1,right,MISS K. Martin Jr. 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,Missed,,,22.7,,,,,,,,,,,,
37,PT08M56.00S,2022-03-12T01:15:08.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,7,8,2022-03-12T01:15:14Z,370000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,36.0,2.0,2.0,0.0,,,,,
38,PT08M44.00S,2022-03-12T01:15:22.3Z,1,REGULAR,3pt,Jump Shot,[],1630182,9.461235216819974,2.9641544117647056,1610612742,7,8,2022-03-12T01:15:32Z,380000,235.0,36.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,Missed,,,23.8,,,,,,,,,,,,
39,PT08M43.00S,2022-03-12T01:15:23.3Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,7,8,2022-03-12T01:15:32Z,390000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,
40,PT08M33.00S,2022-03-12T01:15:32.9Z,1,REGULAR,3pt,Jump Shot,[],1630578,67.09921156373193,47.549019607843135,1610612745,7,8,2022-03-12T01:15:39Z,400000,-12.0,257.0,1,right,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,Missed,,,25.71,,,,,,,,,,,,
41,PT08M32.00S,2022-03-12T01:15:33.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,7,8,2022-03-12T01:15:39Z,410000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,40.0,3.0,3.0,0.0,,,,,
42,PT08M25.00S,2022-03-12T01:15:42.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,10.200394218134035,46.32352941176471,1610612742,7,8,2022-03-12T01:15:52Z,420000,18.0,43.0,1,left,MISS L. Doncic driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,4.71,,,,,,,,,,,,
43,PT08M24.00S,2022-03-12T01:15:43.1Z,1,REGULAR,rebound,offensive,[],1629029,,,1610612742,7,8,2022-03-12T01:15:52Z,430000,,,0,,L. Doncic REBOUND (Off:1 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,42.0,4.0,3.0,1.0,,,,,
44,PT08M24.00S,2022-03-12T01:15:46.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,8.360709592641262,49.26470588235294,1610612742,7,8,2022-03-12T01:24:34Z,440000,4.0,26.0,1,left,MISS L. Doncic putback Layup,[1629029],1610612742.0,DAL,putback,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,2.64,,,,,,,,,,,,
45,PT08M23.00S,2022-03-12T01:15:47.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,7,8,2022-03-12T01:16:03Z,450000,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,44.0,4.0,3.0,1.0,,,,,
46,PT08M10.00S,2022-03-12T01:15:55.4Z,1,REGULAR,2pt,Jump Shot,[],1630224,75.1149802890933,50.98039215686274,1610612745,9,8,2022-03-12T01:16:07Z,460000,5.0,181.0,1,right,J. Green 18' pullup Jump Shot (4 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,,,,,,Made,4.0,,18.15,,,,,,,,,,,,
47,PT07M57.00S,2022-03-12T01:16:09.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,9.937582128777924,53.67647058823529,1610612742,9,8,2022-03-12T01:16:17Z,470000,-18.0,41.0,1,left,MISS S. Dinwiddie driving Layup,[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Missed,,,4.48,,,,,,,,,,,,
48,PT07M56.00S,2022-03-12T01:16:10.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,9,8,2022-03-12T01:16:17Z,480000,,,0,,A. Sengun REBOUND (Off:1 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,47.0,5.0,4.0,1.0,,,,,
49,PT07M44.00S,2022-03-12T01:16:22.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,93.38042049934296,49.50980392156863,1610612745,11,8,2022-03-12T01:16:32Z,490000,-2.0,10.0,1,right,J. Green driving reverse Layup (6 PTS),[1630224],1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,,,,,,Made,6.0,,1.0,,,,,,,,,,,,
50,PT07M22.00S,2022-03-12T01:16:43.3Z,1,REGULAR,3pt,Jump Shot,[],203493,32.14520367936925,77.20588235294117,1610612742,11,8,2022-03-12T01:16:50Z,500000,-136.0,250.0,1,left,MISS R. Bullock 28' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,,28.43,,,,,,,,,,,,
51,PT07M21.00S,2022-03-12T01:16:44.3Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,11,8,2022-03-12T01:16:50Z,510000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,
52,PT07M07.00S,2022-03-12T01:16:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,91.01511169513797,48.03921568627451,1610612745,13,8,2022-03-12T01:17:04Z,520000,-10.0,32.0,1,right,K. Martin Jr. cutting Layup (2 PTS) (E. Gordon 2 AST),"[1630231, 201569]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,Made,2.0,,3.35,E. Gordon,201569.0,2.0,,,,,,,,,
54,PT06M55.00S,2022-03-12T01:17:13.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,8.886333771353483,53.431372549019606,1610612742,13,10,2022-03-12T01:17:18Z,540000,-17.0,31.0,1,left,L. Doncic driving Layup (2 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,,,,,,Made,2.0,,3.55,,,,,,,,,,,,
55,PT06M55.00S,2022-03-12T01:17:24.9Z,1,REGULAR,foul,personal,['1freethrow'],1629645,,,1610612742,13,10,2022-03-12T01:17:35Z,550000,,,0,,K. Porter Jr. shooting personal FOUL (1 PF) (Doncic 1 FT),"[1629645, 1629029]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,203177.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
57,PT06M55.00S,2022-03-12T01:17:39.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,13,10,2022-03-12T01:17:56Z,570000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2022-03-12T01:20:44.3Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,13,11,2022-03-12T01:20:44Z,580000,,,0,,L. Doncic Free Throw 1 of 1 (3 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
60,PT06M38.00S,2022-03-12T01:21:03.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630231,92.46057818659659,47.30392156862745,1610612745,15,11,2022-03-12T01:21:09Z,590000,-13.0,18.0,1,right,K. Martin Jr. bank Hook (4 PTS) (A. Sengun 1 AST),"[1630231, 1630578]",1610612745.0,HOU,bank,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,Made,4.0,,2.28,A. Sengun,1630578.0,1.0,,,,,,,,,
62,PT06M20.00S,2022-03-12T01:21:21.0Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,15,11,2022-03-12T01:21:28Z,610000,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 1630224]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,1.0,,,,,,,,,Green,1630224.0,,,
63,PT06M20.00S,2022-03-12T01:21:21.0Z,1,REGULAR,steal,,[],1630224,,,1610612745,15,11,2022-03-12T01:21:23Z,620000,,,0,,J. Green STEAL (2 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M09.00S,2022-03-12T01:21:32.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630578,70.51576872536137,81.37254901960785,1610612745,15,11,2022-03-12T01:21:41Z,630000,157.0,225.0,1,right,MISS A. Sengun 27' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,Missed,,,27.41,,,,,,,,,,,,
65,PT06M07.00S,2022-03-12T01:21:34.0Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,15,11,2022-03-12T01:28:12Z,640000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,64.0,1.0,1.0,0.0,,,,,
66,PT05M59.00S,2022-03-12T01:21:41.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,33.327858081471746,45.588235294117645,1610612742,15,11,2022-03-12T01:21:51Z,650000,22.0,261.0,1,left,MISS L. Doncic 26' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,26.17,,,,,,,,,,,,
67,PT05M58.00S,2022-03-12T01:21:42.9Z,1,REGULAR,rebound,offensive,[],1630182,,,1610612742,15,11,2022-03-12T01:21:51Z,660000,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,66.0,1.0,0.0,1.0,,,,,
68,PT05M54.00S,2022-03-12T01:21:46.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203493,12.171484888304862,95.58823529411765,1610612742,15,11,2022-03-12T01:21:57Z,670000,-228.0,62.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,,23.62,,,,,,,,,,,,
69,PT05M53.00S,2022-03-12T01:21:47.9Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,15,11,2022-03-12T01:22:12Z,680000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,
70,PT05M44.00S,2022-03-12T01:21:56.0Z,1,REGULAR,3pt,Jump Shot,[],1629645,66.96780551905388,57.107843137254896,1610612745,15,11,2022-03-12T01:22:06Z,690000,36.0,258.0,1,right,MISS K. Porter Jr. 26' bank 3PT,[1629645],1610612745.0,HOU,bank,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,Missed,,,26.04,,,,,,,,,,,,
71,PT05M43.00S,2022-03-12T01:21:57.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,15,11,2022-03-12T01:22:06Z,700000,,,0,,L. Doncic REBOUND (Off:1 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,70.0,5.0,4.0,1.0,,,,,
72,PT05M28.00S,2022-03-12T01:22:12.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,9.149145860709593,53.18627450980392,1610612742,15,11,2022-03-12T01:22:22Z,710000,-16.0,34.0,1,left,MISS D. Powell cutting Layup,[203939],1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,,,,,,Missed,,,3.71,,,,,,,,,,,,
73,PT05M27.00S,2022-03-12T01:22:13.8Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,15,11,2022-03-12T01:22:22Z,720000,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,72.0,1.0,0.0,1.0,,,,,
74,PT05M26.00S,2022-03-12T01:22:18.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,9.280551905387648,47.794117647058826,1610612742,15,13,2022-03-12T01:22:30Z,730000,11.0,35.0,1,left,D. Powell putback Layup (8 PTS),[203939],1610612742.0,DAL,putback,,,Powell,D. Powell,,,,,,,,,,Made,8.0,,3.64,,,,,,,,,,,,
75,PT05M00.00S,2022-03-12T01:22:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,89.04402102496715,50.73529411764706,1610612745,17,13,2022-03-12T01:22:56Z,740000,4.0,50.0,1,right,K. Porter Jr. driving floating Jump Shot (7 PTS),[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,Made,7.0,,5.06,,,,,,,,,,,,
76,PT05M00.00S,2022-03-12T01:22:53.2Z,1,REGULAR,foul,personal,['1freethrow'],203915,,,1610612745,17,13,2022-03-12T01:23:27Z,750000,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[203915, 1629645]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,1179.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,,,
78,PT05M00.00S,2022-03-12T01:23:02.2Z,1,REGULAR,substitution,out,[],1630231,,,1610612745,17,13,2022-03-12T01:23:30Z,770000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M00.00S,2022-03-12T01:23:02.2Z,1,REGULAR,substitution,out,[],201569,,,1610612745,17,13,2022-03-12T01:23:30Z,780000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M00.00S,2022-03-12T01:23:02.2Z,1,REGULAR,substitution,out,[],203939,,,1610612745,17,13,2022-03-12T01:23:30Z,790000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M00.00S,2022-03-12T01:23:02.2Z,1,REGULAR,substitution,out,[],1630182,,,1610612745,17,13,2022-03-12T01:23:30Z,800000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M00.00S,2022-03-12T01:23:02.2Z,1,REGULAR,substitution,in,[],1629726,,,1610612745,17,13,2022-03-12T01:23:30Z,810000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M00.00S,2022-03-12T01:23:02.2Z,1,REGULAR,substitution,in,[],203471,,,1610612745,17,13,2022-03-12T01:23:30Z,820000,,,0,,SUB in: D. Schroder,[203471],1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M00.00S,2022-03-12T01:23:02.2Z,1,REGULAR,substitution,in,[],202722,,,1610612745,17,13,2022-03-12T01:23:30Z,830000,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M00.00S,2022-03-12T01:23:02.2Z,1,REGULAR,substitution,in,[],1628467,,,1610612745,17,13,2022-03-12T01:23:30Z,840000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M00.00S,2022-03-12T01:23:28.4Z,1,REGULAR,freethrow,1 of 1,[],1629645,,,1610612745,17,13,2022-03-12T01:25:18Z,850000,,,0,,MISS K. Porter Jr. Free Throw 1 of 1,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,
87,PT05M00.00S,2022-03-12T01:23:28.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,17,13,2022-03-12T01:25:18Z,860000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,
88,PT04M59.00S,2022-03-12T01:23:32.6Z,1,REGULAR,foul,personal,[],202722,,,1610612745,17,13,2022-03-12T01:25:54Z,870000,,,0,,D. Bertans loose ball personal FOUL (1 PF),"[202722, 1630578]",1610612742.0,DAL,loose ball,,,Bertans,D. Bertans,,,,,1179.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,,,
