actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
28,PT09M32.00S,2022-02-01T01:14:16.8Z,1,REGULAR,3pt,Jump Shot,[],203952,28.86005256241787,22.54901960784314,1610612744,0,8,2022-02-01T01:14:21Z,280000,137.0,219.0,1,left,A. Wiggins 25' 3PT step back (3 PTS) (S. Curry 1 AST),"[203952, 201939]",1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,25.83,Made,,,,,,,,3.0,S. Curry,201939.0,1.0,,,,,,,,
30,PT09M19.00S,2022-02-01T01:14:29.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.32917214191852,46.07843137254902,1610612745,0,8,2022-02-01T01:14:36Z,300000,-20.0,20.0,1,right,MISS J. Green driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,2.77,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M18.00S,2022-02-01T01:14:30.8Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,0,8,2022-02-01T01:14:30Z,310000,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
32,PT09M16.00S,2022-02-01T01:14:32.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201569,70.64717477003943,77.94117647058823,1610612745,0,8,2022-02-01T01:14:39Z,320000,140.0,223.0,1,right,MISS E. Gordon 26' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M14.00S,2022-02-01T01:14:34.3Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,0,8,2022-02-01T01:20:42Z,330000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
34,PT09M12.00S,2022-02-01T01:14:38.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,0,8,2022-02-01T01:14:38Z,340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M52.00S,2022-02-01T01:15:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,8.360709592641262,52.20588235294118,1610612744,0,10,2022-02-01T01:15:23Z,350000,-11.0,26.0,1,left,K. Looney cutting Layup (2 PTS) (A. Wiggins 1 AST),"[1626172, 203952]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,2.83,Made,,,,,,,,2.0,A. Wiggins,203952.0,1.0,,,,,,,,
38,PT08M35.00S,2022-02-01T01:15:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,89.30683311432325,61.029411764705884,1610612745,0,10,2022-02-01T01:15:35Z,380000,55.0,48.0,1,right,MISS C. Wood 7' Jump Shot,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,7.31,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M32.00S,2022-02-01T01:15:32.9Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,10,2022-02-01T01:15:35Z,390000,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,38.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
40,PT08M19.00S,2022-02-01T01:15:45.6Z,1,REGULAR,3pt,Jump Shot,[],1630541,5.469776609724048,98.2843137254902,1610612744,0,10,2022-02-01T01:15:52Z,400000,-241.0,-1.0,1,left,MISS M. Moody 24' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,24.14,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M15.00S,2022-02-01T01:15:49.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,0,10,2022-02-01T01:15:52Z,410000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
42,PT08M15.00S,2022-02-01T01:15:52.5Z,1,REGULAR,foul,personal,[],1626172,,,1610612745,0,10,2022-02-01T01:16:21Z,420000,,,0,,K. Looney loose ball personal FOUL (1 PF),"[1626172, 1626174]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Wood,1626174.0,,,
44,PT08M05.00S,2022-02-01T01:16:27.1Z,1,REGULAR,foul,personal,[],1626172,,,1610612745,0,10,2022-02-01T01:16:50Z,440000,,,0,,K. Looney personal FOUL (2 PF),"[1626172, 1626174]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,202041.0,2.0,0.0,Wood,1626174.0,,,
46,PT08M00.00S,2022-02-01T01:17:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,92.19776609724047,56.61764705882353,1610612745,0,10,2022-02-01T01:17:06Z,460000,33.0,21.0,1,right,MISS J. Tate cutting Layup - blocked,"[1630256, 202691]",1610612745.0,HOU,cutting,,,Tate,J. Tate,,,,,3.91,Missed,,,,,,,,,,,,,,,,,Thompson,202691.0,
47,PT08M00.00S,2022-02-01T01:17:00.9Z,1,REGULAR,block,,[],202691,,,1610612745,0,10,2022-02-01T01:17:03Z,470000,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M56.00S,2022-02-01T01:17:04.9Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,10,2022-02-01T01:17:06Z,480000,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,46.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
49,PT07M53.00S,2022-02-01T01:17:07.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203952,10.33180026281209,98.0392156862745,1610612744,0,10,2022-02-01T01:19:57Z,490000,-240.0,45.0,1,left,MISS A. Wiggins 24' running 3PT,[203952],1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,24.43,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M50.00S,2022-02-01T01:17:10.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,0,10,2022-02-01T01:17:12Z,500000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
51,PT07M44.00S,2022-02-01T01:17:18.7Z,1,REGULAR,foul,personal,['2freethrow'],1630541,,,1610612745,0,10,2022-02-01T01:17:31Z,510000,,,0,,M. Moody shooting personal FOUL (1 PF) (Green 2 FT),"[1630541, 1630224]",1610612744.0,GSW,shooting,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Green,1630224.0,,,
53,PT07M44.00S,2022-02-01T01:17:42.9Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,1,10,2022-02-01T01:17:42Z,530000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
54,PT07M44.00S,2022-02-01T01:17:57.4Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,2,10,2022-02-01T01:17:57Z,540000,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,,,,,,,,2.0,,,,,,,,,,,
55,PT07M33.00S,2022-02-01T01:18:10.4Z,1,REGULAR,2pt,Jump Shot,[],202691,20.71287779237845,76.7156862745098,1610612744,2,12,2022-02-01T01:20:38Z,550000,-134.0,142.0,1,left,K. Thompson 19' pullup Jump Shot (4 PTS),[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,19.51,Made,,,,,,,,4.0,,,,,,,,,,,
56,PT07M19.00S,2022-02-01T01:18:23.5Z,1,REGULAR,3pt,Jump Shot,[],1626174,68.80749014454665,30.14705882352941,1610612745,5,12,2022-02-01T01:18:28Z,560000,-99.0,241.0,1,right,C. Wood 26' 3PT  (3 PTS) (J. Green 1 AST),"[1626174, 1630224]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,26.04,Made,,,,,,,,3.0,J. Green,1630224.0,1.0,,,,,,,,
58,PT07M01.00S,2022-02-01T01:18:41.2Z,1,REGULAR,3pt,Jump Shot,[],201939,6.915243101182654,96.32352941176471,1610612744,5,12,2022-02-01T01:18:47Z,580000,-232.0,13.0,1,left,MISS S. Curry step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,23.19,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M59.00S,2022-02-01T01:18:43.2Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,5,12,2022-02-01T01:18:47Z,590000,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,58.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
60,PT06M55.00S,2022-02-01T01:18:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,91.01511169513797,48.28431372549019,1610612745,5,12,2022-02-01T01:41:54Z,600000,-9.0,32.0,1,right,MISS J. Tate running Layup - blocked,"[1630256, 1630541]",1610612745.0,HOU,running,,,Tate,J. Tate,,,,,3.31,Missed,,,,,,,,,,,,,,,,,Moody,1630541.0,
61,PT06M55.00S,2022-02-01T01:18:49.4Z,1,REGULAR,block,,[],1630541,,,1610612745,5,12,2022-02-01T01:25:59Z,610000,,,0,,M. Moody BLOCK (1 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M55.00S,2022-02-01T01:18:49.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,5,12,2022-02-01T01:18:54Z,620000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,
63,PT06M55.00S,2022-02-01T01:18:54.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,5,12,2022-02-01T01:18:54Z,630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M55.00S,2022-02-01T01:18:57.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,5,12,2022-02-01T01:18:57Z,640000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M52.00S,2022-02-01T01:22:05.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630224,92.85479632063075,53.18627450980392,1610612745,7,12,2022-02-01T01:22:14Z,650000,16.0,15.0,1,right,J. Green cutting DUNK (4 PTS) (K. Porter Jr. 1 AST),"[1630224, 1629645]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,2.17,Made,,,,,,,,4.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,
67,PT06M25.00S,2022-02-01T01:22:33.2Z,1,REGULAR,2pt,Jump Shot,[],202691,9.674770039421814,69.6078431372549,1610612744,7,14,2022-02-01T01:22:38Z,670000,-98.0,38.0,1,left,K. Thompson 10' turnaround fadeaway Jump Shot (6 PTS),[202691],1610612744.0,GSW,turnaround fadeaway,,,Thompson,K. Thompson,,,,,10.53,Made,,,,,,,,6.0,,,,,,,,,,,
68,PT06M07.00S,2022-02-01T01:22:51.1Z,1,REGULAR,3pt,Jump Shot,[],1626174,68.01905387647832,42.8921568627451,1610612745,10,14,2022-02-01T01:22:57Z,680000,-36.0,248.0,1,right,C. Wood 25' 3PT step back (6 PTS),[1626174],1610612745.0,HOU,step back,,,Wood,C. Wood,,,,,25.06,Made,,,,,,,,6.0,,,,,,,,,,,
69,PT05M53.00S,2022-02-01T01:23:05.0Z,1,REGULAR,3pt,Jump Shot,[],202691,25.18068331143233,14.705882352941178,1610612744,10,14,2022-02-01T01:23:09Z,690000,176.0,184.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M50.00S,2022-02-01T01:23:08.0Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,10,14,2022-02-01T01:23:09Z,700000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,69.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
71,PT05M41.00S,2022-02-01T01:23:16.9Z,1,REGULAR,3pt,Jump Shot,[],1626174,67.7562417871222,65.44117647058823,1610612745,13,14,2022-02-01T01:23:21Z,710000,77.0,251.0,1,right,C. Wood 26' 3PT  (9 PTS) (K. Porter Jr. 2 AST),"[1626174, 1629645]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,26.22,Made,,,,,,,,9.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,
73,PT05M19.00S,2022-02-01T01:23:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,10.463206307490145,46.07843137254902,1610612744,13,14,2022-02-01T01:42:05Z,730000,20.0,46.0,1,left,MISS A. Wiggins driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,4.99,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M18.00S,2022-02-01T01:23:40.1Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,13,14,2022-02-01T01:24:06Z,740000,,,0,,K. Looney REBOUND (Off:2 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,73.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
75,PT05M18.00S,2022-02-01T01:23:42.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,5.590000152587891,50.0,1610612744,13,14,2022-02-01T01:24:13Z,750000,0.0,0.0,1,left,MISS K. Looney tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M17.00S,2022-02-01T01:23:43.6Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,13,14,2022-02-01T01:24:13Z,760000,,,0,,K. Looney REBOUND (Off:3 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,75.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
77,PT05M17.00S,2022-02-01T01:23:43.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,5.590000152587891,50.0,1610612744,13,14,2022-02-01T01:24:20Z,770000,0.0,0.0,1,left,MISS K. Looney tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
78,PT05M16.00S,2022-02-01T01:23:44.9Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,13,14,2022-02-01T01:24:20Z,780000,,,0,,J. Tate REBOUND (Off:1 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,77.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
79,PT05M06.00S,2022-02-01T01:23:52.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630256,94.1688567674113,55.14705882352941,1610612745,15,14,2022-02-01T01:24:34Z,790000,26.0,2.0,1,right,J. Tate cutting DUNK (2 PTS) (K. Porter Jr. 3 AST),"[1630256, 1629645]",1610612745.0,HOU,cutting,,,Tate,J. Tate,,,,,2.58,Made,,,,,,,,2.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,
81,PT05M06.00S,2022-02-01T01:23:58.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,15,14,2022-02-01T01:23:58Z,810000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M06.00S,2022-02-01T01:26:09.1Z,1,REGULAR,substitution,out,[],201569,,,1610612744,15,14,2022-02-01T01:26:49Z,820000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M06.00S,2022-02-01T01:26:09.1Z,1,REGULAR,substitution,out,[],1630256,,,1610612744,15,14,2022-02-01T01:26:49Z,830000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M06.00S,2022-02-01T01:26:09.1Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,15,14,2022-02-01T01:26:49Z,840000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M06.00S,2022-02-01T01:26:09.1Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,15,14,2022-02-01T01:26:49Z,850000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2022-02-01T01:26:09.1Z,1,REGULAR,substitution,out,[],202691,,,1610612744,15,14,2022-02-01T01:26:49Z,860000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M06.00S,2022-02-01T01:26:09.1Z,1,REGULAR,substitution,in,[],1630231,,,1610612744,15,14,2022-02-01T01:26:49Z,870000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M06.00S,2022-02-01T01:26:09.1Z,1,REGULAR,substitution,in,[],1629726,,,1610612744,15,14,2022-02-01T01:26:49Z,880000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M06.00S,2022-02-01T01:26:09.1Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,15,14,2022-02-01T01:26:49Z,890000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M06.00S,2022-02-01T01:26:09.1Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,15,14,2022-02-01T01:26:49Z,900000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M06.00S,2022-02-01T01:26:09.1Z,1,REGULAR,substitution,in,[],1629308,,,1610612744,15,14,2022-02-01T01:26:49Z,910000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
