actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
186,PT00M41.30S,2021-11-28T01:42:39.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,39,30,2021-11-28T01:42:39Z,1850000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,185.0,,,,,,,,,
187,PT00M41.30S,2021-11-28T01:43:05.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630578,,,1610612745,40,30,2021-11-28T01:43:05Z,1860000,,,0,,A. Sengun Free Throw 2 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
188,PT00M27.10S,2021-11-28T01:43:20.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,6.389618922470433,94.36274509803921,1610612766,40,30,2021-11-28T01:43:26Z,1870000,-222.0,8.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,22.19,Missed,,,,,,,,,,,,,,,,,,,
189,PT00M25.60S,2021-11-28T01:43:22.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,40,30,2021-11-28T01:43:26Z,1880000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,188.0,,,,,,,,,
190,PT00M25.60S,2021-11-28T01:43:25.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,40,30,2021-11-28T01:43:25Z,1890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT00M06.20S,2021-11-28T01:43:49.9Z,1,REGULAR,3pt,Jump Shot,[],1629717,67.88764783180025,21.813725490196077,1610612745,43,30,2021-11-28T01:43:57Z,1900000,-141.0,249.0,1,right,A. Brooks 28' 3PT  (6 PTS) (D. Augustin 1 AST),"[1629717, 201571]",1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,28.64,Made,6.0,D. Augustin,201571.0,1.0,,,,,,,,,,,,,,,
193,PT00M00.80S,2021-11-28T01:44:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,6.258212877792378,53.92156862745098,1610612766,43,30,2021-11-28T01:44:58Z,1920000,-20.0,6.0,1,left,MISS G. Hayward driving Layup,[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,2.06,Missed,,,,,,,,,,,,,,,,,,,
194,PT00M00.50S,2021-11-28T01:44:03.3Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,43,30,2021-11-28T01:44:58Z,1930000,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,193.0,1.0,0.0,1.0,,,,,,
195,PT00M00.00S,2021-11-28T01:44:18.6Z,1,REGULAR,period,end,[],0,,,1610612766,43,30,2021-11-28T01:44:18Z,1940000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2021-11-28T01:46:42.4Z,2,REGULAR,period,start,[],0,,,1610612766,43,30,2021-11-28T01:46:42Z,1950000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT11M43.00S,2021-11-28T01:46:58.0Z,2,REGULAR,3pt,Jump Shot,[],1626162,8.229303547963205,96.07843137254902,1610612766,43,33,2021-11-28T01:47:03Z,1960000,-230.0,25.0,1,left,K. Oubre Jr. 3PT  (8 PTS) (T. Rozier 2 AST),"[1626162, 1626179]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.17,Made,8.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,,
199,PT11M25.00S,2021-11-28T01:47:16.4Z,2,REGULAR,3pt,Jump Shot,[],1627863,91.40932982917214,95.83333333333334,1610612745,43,33,2021-11-28T01:47:22Z,1980000,229.0,28.0,1,right,MISS D. House Jr. 3PT,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,,
200,PT11M24.00S,2021-11-28T01:47:17.4Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,43,33,2021-11-28T01:47:22Z,1990000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,199.0,2.0,2.0,0.0,,,,,,
201,PT11M20.00S,2021-11-28T01:47:25.6Z,2,REGULAR,foul,personal,['2freethrow'],1629717,,,1610612766,43,33,2021-11-28T01:47:40Z,2000000,,,0,,A. Brooks shooting personal FOUL (1 PF) (Hayward 2 FT),"[1629717, 202330]",1610612745.0,HOU,shooting,,,Brooks,A. Brooks,,,,,,,,,,,2004.0,1.0,0.0,Hayward,202330.0,,,,,,,,,,
203,PT11M20.00S,2021-11-28T01:47:51.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],202330,,,1610612766,43,34,2021-11-28T01:47:51Z,2020000,,,0,,G. Hayward Free Throw 1 of 2 (6 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
204,PT11M20.00S,2021-11-28T01:48:05.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],202330,,,1610612766,43,35,2021-11-28T01:48:05Z,2030000,,,0,,G. Hayward Free Throw 2 of 2 (7 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
205,PT11M06.00S,2021-11-28T01:48:23.6Z,2,REGULAR,turnover,lost ball,[],1630578,,,1610612745,43,35,2021-11-28T01:48:28Z,2040000,,,0,,A. Sengun lost ball TURNOVER (2 TO),"[1630578, 1626162]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,2.0,Oubre Jr.,1626162.0,,,
206,PT11M06.00S,2021-11-28T01:48:23.6Z,2,REGULAR,steal,,[],1626162,,,1610612766,43,35,2021-11-28T01:48:25Z,2050000,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT11M00.00S,2021-11-28T01:48:29.6Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626179,10.5946123521682,94.6078431372549,1610612766,43,35,2021-11-28T01:48:44Z,2060000,-223.0,47.0,1,left,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
208,PT10M59.00S,2021-11-28T01:48:30.6Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,43,35,2021-11-28T01:48:36Z,2070000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,207.0,1.0,1.0,0.0,,,,,,
209,PT10M40.00S,2021-11-28T01:48:48.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,93.77463863337714,50.245098039215684,1610612745,45,35,2021-11-28T01:48:53Z,2080000,1.0,6.0,1,right,K. Martin Jr. DUNK (2 PTS) (A. Sengun 2 AST),"[1630231, 1630578]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,0.61,Made,2.0,A. Sengun,1630578.0,2.0,,,,,,,,,,,,,,,
211,PT10M28.00S,2021-11-28T01:49:00.7Z,2,REGULAR,3pt,Jump Shot,[],1629667,23.73521681997372,87.74509803921569,1610612766,45,35,2021-11-28T01:49:07Z,2100000,-189.0,171.0,1,left,MISS J. McDaniels 25' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
212,PT10M27.00S,2021-11-28T01:49:01.7Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612745,45,35,2021-11-28T01:49:07Z,2110000,,,0,,D. House Jr. REBOUND (Off:0 Def:2),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,211.0,2.0,2.0,0.0,,,,,,
213,PT10M15.00S,2021-11-28T01:49:14.0Z,2,REGULAR,3pt,Jump Shot,[],1629717,65.65374507227332,35.53921568627451,1610612745,48,35,2021-11-28T01:49:18Z,2120000,-72.0,270.0,1,right,A. Brooks 27' 3PT pullup (9 PTS) (A. Sengun 3 AST),"[1629717, 1630578]",1610612745.0,HOU,pullup,,,Brooks,A. Brooks,,,,,27.99,Made,9.0,A. Sengun,1630578.0,3.0,,,,,,,,,,,,,,,
215,PT09M58.00S,2021-11-28T01:49:32.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,6.915243101182654,49.754901960784316,1610612766,48,37,2021-11-28T01:49:36Z,2140000,1.0,13.0,1,left,N. Richards DUNK (2 PTS) (J. McDaniels 1 AST),"[1630208, 1629667]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,1.26,Made,2.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,,
217,PT09M58.00S,2021-11-28T01:49:35.0Z,2,REGULAR,foul,personal,['1freethrow'],1627863,,,1610612766,48,37,2021-11-28T01:49:52Z,2160000,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Richards 1 FT),"[1627863, 1630208]",1610612745.0,HOU,shooting,,,House Jr.,D. House Jr.,,,,,,,,,,,1626300.0,1.0,0.0,Richards,1630208.0,,,,,,,,,,
219,PT09M58.00S,2021-11-28T01:49:42.4Z,2,REGULAR,substitution,out,[],1627863,,,1610612766,48,37,2021-11-28T01:50:32Z,2180000,,,0,,SUB out: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M58.00S,2021-11-28T01:49:42.4Z,2,REGULAR,substitution,in,[],1630256,,,1610612766,48,37,2021-11-28T01:50:32Z,2190000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M58.00S,2021-11-28T01:50:06.8Z,2,REGULAR,freethrow,1 of 1,[],1630208,,,1610612766,48,38,2021-11-28T01:50:06Z,2200000,,,0,,N. Richards Free Throw 1 of 1 (3 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
222,PT09M38.00S,2021-11-28T01:50:32.8Z,2,REGULAR,foul,offensive,[],1630578,,,1610612745,48,38,2021-11-28T01:50:41Z,2210000,,,0,,A. Sengun offensive FOUL (1 PF),"[1630578, 1630208]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,1626300.0,1.0,0.0,Richards,1630208.0,,,,,,,,,,
224,PT09M38.00S,2021-11-28T01:50:32.8Z,2,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,48,38,2021-11-28T01:50:32Z,2230000,,,0,,A. Sengun offensive foul TURNOVER (3 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,1626300.0,,,,,,,,,3.0,,,,,
225,PT09M27.00S,2021-11-28T01:50:54.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,28.465834428383708,23.03921568627451,1610612766,48,38,2021-11-28T01:51:03Z,2240000,135.0,215.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
226,PT09M25.00S,2021-11-28T01:50:56.0Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,48,38,2021-11-28T01:51:03Z,2250000,,,0,,N. Richards REBOUND (Off:2 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,225.0,2.0,0.0,2.0,,,,,,
227,PT09M18.00S,2021-11-28T01:51:01.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626162,5.732588699080158,51.470588235294116,1610612766,48,38,2021-11-28T01:51:06Z,2260000,-7.0,1.0,1,left,MISS K. Oubre Jr. DUNK,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,0.75,Missed,,,,,,,,,,,,,,,,,,,
228,PT09M18.00S,2021-11-28T01:51:01.8Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,48,38,2021-11-28T01:51:06Z,2270000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,227.0,1.0,1.0,0.0,,,,,,
229,PT09M11.00S,2021-11-28T01:51:09.2Z,2,REGULAR,3pt,Jump Shot,[],201571,80.23981603153744,5.88235294117647,1610612745,48,38,2021-11-28T01:51:20Z,2280000,-221.0,133.0,1,right,MISS D. Augustin 25' 3PT,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
230,PT09M05.00S,2021-11-28T01:51:15.7Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,48,38,2021-11-28T01:51:15Z,2290000,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,229.0,1.0,0.0,1.0,,,,,,
232,PT09M05.00S,2021-11-28T01:51:23.4Z,2,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612745,48,38,2021-11-28T01:51:41Z,2310000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Martin Jr. 2 FT),"[1629667, 1630231]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,1626300.0,2.0,0.0,Martin Jr.,1630231.0,,,,,,,,,,
234,PT09M05.00S,2021-11-28T01:51:50.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630231,,,1610612745,49,38,2021-11-28T01:51:50Z,2330000,,,0,,K. Martin Jr. Free Throw 1 of 2 (3 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
235,PT09M05.00S,2021-11-28T01:52:05.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630231,,,1610612745,50,38,2021-11-28T01:52:05Z,2340000,,,0,,K. Martin Jr. Free Throw 2 of 2 (4 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
236,PT08M51.00S,2021-11-28T01:52:24.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,15.982260183968464,43.38235294117647,1610612766,50,40,2021-11-28T01:52:29Z,2350000,33.0,98.0,1,left,G. Hayward 10' turnaround fadeaway Jump Shot (9 PTS),[202330],1610612766.0,CHA,turnaround fadeaway,,,Hayward,G. Hayward,,,,,10.32,Made,9.0,,,,,,,,,,,,,,,,,,
237,PT08M35.00S,2021-11-28T01:52:39.9Z,2,REGULAR,turnover,lost ball,[],1630256,,,1610612745,50,40,2021-11-28T01:52:43Z,2360000,,,0,,J. Tate lost ball TURNOVER (1 TO),"[1630256, 1626162]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,1.0,Oubre Jr.,1626162.0,,,
238,PT08M35.00S,2021-11-28T01:52:39.9Z,2,REGULAR,steal,,[],1626162,,,1610612766,50,40,2021-11-28T01:52:41Z,2370000,,,0,,K. Oubre Jr. STEAL (3 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M32.00S,2021-11-28T01:52:46.4Z,2,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612766,50,40,2021-11-28T01:53:00Z,2380000,,,0,,K. Martin Jr. shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1630231, 1626162]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,1626300.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,
241,PT08M32.00S,2021-11-28T01:53:14.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626162,,,1610612766,50,41,2021-11-28T01:53:14Z,2400000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (9 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
242,PT08M32.00S,2021-11-28T01:53:17.0Z,2,REGULAR,substitution,out,[],201571,,,1610612766,50,41,2021-11-28T01:53:20Z,2410000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M32.00S,2021-11-28T01:53:17.0Z,2,REGULAR,substitution,in,[],1629645,,,1610612766,50,41,2021-11-28T01:53:20Z,2420000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M32.00S,2021-11-28T01:53:35.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626162,,,1610612766,50,42,2021-11-28T01:53:35Z,2430000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (10 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
245,PT08M17.00S,2021-11-28T01:53:52.7Z,2,REGULAR,turnover,bad pass,[],1630578,,,1610612745,50,42,2021-11-28T01:53:59Z,2440000,,,0,,A. Sengun bad pass TURNOVER (4 TO),"[1630578, 1629667]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,4.0,McDaniels,1629667.0,,,
246,PT08M17.00S,2021-11-28T01:53:52.7Z,2,REGULAR,steal,,[],1629667,,,1610612766,50,42,2021-11-28T01:55:59Z,2450000,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M16.00S,2021-11-28T01:54:06.1Z,2,REGULAR,foul,personal,[],1629717,,,1610612766,50,42,2021-11-28T01:54:39Z,2460000,,,0,,A. Brooks personal FOUL (2 PF),"[1629717, 1629667]",1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,1628954.0,2.0,0.0,McDaniels,1629667.0,,,,,,,,,,
249,PT08M16.00S,2021-11-28T01:54:12.5Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,50,42,2021-11-28T01:54:16Z,2480000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M16.00S,2021-11-28T01:54:12.5Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,50,42,2021-11-28T01:54:16Z,2490000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M05.00S,2021-11-28T01:54:33.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,28.597240473061763,74.01960784313727,1610612766,50,42,2021-11-28T01:54:41Z,2500000,-120.0,216.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,,
252,PT08M04.00S,2021-11-28T01:54:36.3Z,2,REGULAR,rebound,offensive,[],1628970,,,1610612766,50,42,2021-11-28T01:54:36Z,2510000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,251.0,2.0,1.0,1.0,,,,,,
253,PT08M04.00S,2021-11-28T01:54:41.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612766,50,42,2021-11-28T01:55:02Z,2520000,,,0,,J. Tate shooting personal FOUL (2 PF) (Bridges 2 FT),"[1630256, 1628970]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,1626300.0,2.0,0.0,Bridges,1628970.0,,,,,,,,,,
255,PT08M04.00S,2021-11-28T01:55:04.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628970,,,1610612766,50,43,2021-11-28T01:55:04Z,2540000,,,0,,M. Bridges Free Throw 1 of 2 (5 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
256,PT08M04.00S,2021-11-28T01:55:05.8Z,2,REGULAR,substitution,out,[],1630578,,,1610612766,50,43,2021-11-28T01:55:10Z,2550000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT08M04.00S,2021-11-28T01:55:05.8Z,2,REGULAR,substitution,in,[],1626174,,,1610612766,50,43,2021-11-28T01:55:10Z,2560000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT08M04.00S,2021-11-28T01:55:28.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628970,,,1610612766,50,44,2021-11-28T01:55:28Z,2570000,,,0,,M. Bridges Free Throw 2 of 2 (6 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
259,PT07M51.00S,2021-11-28T01:55:42.9Z,2,REGULAR,3pt,Jump Shot,[],1629645,72.09264126149803,78.67647058823529,1610612745,53,44,2021-11-28T01:55:47Z,2580000,143.0,210.0,1,right,K. Porter Jr. 25' 3PT pullup (9 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,25.41,Made,9.0,,,,,,,,,,,,,,,,,,
260,PT07M34.00S,2021-11-28T01:55:59.7Z,2,REGULAR,3pt,Jump Shot,[],1626179,32.40801576872536,46.568627450980394,1610612766,53,44,2021-11-28T01:56:04Z,2590000,17.0,252.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
261,PT07M31.00S,2021-11-28T01:56:02.7Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612766,53,44,2021-11-28T01:56:04Z,2600000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,260.0,1.0,0.0,1.0,,,,,,
262,PT07M22.00S,2021-11-28T01:56:12.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,8.754927726675426,94.85294117647058,1610612766,53,47,2021-11-28T01:56:17Z,2610000,-224.0,30.0,1,left,T. Rozier 3PT step back (3 PTS),[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,22.63,Made,3.0,,,,,,,,,,,,,,,,,,
263,PT06M58.00S,2021-11-28T01:56:35.6Z,2,REGULAR,3pt,Jump Shot,[],1630231,91.80354796320631,3.1862745098039214,1610612745,56,47,2021-11-28T01:56:40Z,2620000,-234.0,25.0,1,right,K. Martin Jr. 3PT  (7 PTS) (K. Porter Jr. 3 AST),"[1630231, 1629645]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,23.54,Made,7.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,,,,,,,,
265,PT06M45.00S,2021-11-28T01:56:55.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,56,47,2021-11-28T01:56:55Z,2640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M45.00S,2021-11-28T01:57:00.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,56,47,2021-11-28T01:57:00Z,2650000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M45.00S,2021-11-28T01:59:19.9Z,2,REGULAR,substitution,out,[],1630231,,,1610612766,56,47,2021-11-28T01:59:51Z,2660000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M45.00S,2021-11-28T01:59:19.9Z,2,REGULAR,substitution,out,[],1629717,,,1610612766,56,47,2021-11-28T01:59:51Z,2670000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M45.00S,2021-11-28T01:59:19.9Z,2,REGULAR,substitution,out,[],1630208,,,1610612766,56,47,2021-11-28T01:59:51Z,2680000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M45.00S,2021-11-28T01:59:19.9Z,2,REGULAR,substitution,out,[],202330,,,1610612766,56,47,2021-11-28T01:59:51Z,2690000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M45.00S,2021-11-28T01:59:19.9Z,2,REGULAR,substitution,in,[],201569,,,1610612766,56,47,2021-11-28T01:59:51Z,2700000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M45.00S,2021-11-28T01:59:19.9Z,2,REGULAR,substitution,in,[],1629726,,,1610612766,56,47,2021-11-28T01:59:51Z,2710000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M45.00S,2021-11-28T01:59:19.9Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,56,47,2021-11-28T01:59:51Z,2720000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M45.00S,2021-11-28T01:59:19.9Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,56,47,2021-11-28T01:59:51Z,2730000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
