actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
175,PT09M57.00S,2021-11-25T01:40:26.8Z,2,REGULAR,3pt,Jump Shot,[],1629632,71.17279894875165,22.30392156862745,1610612741,32,40,2021-11-25T01:40:30Z,1750000,-138.0,218.0,1,right,C. White 25' 3PT  (3 PTS) (N. Vucevic 2 AST),"[1629632, 202696]",1610612741.0,CHI,,,,White,C. White,,,,,,,25.87,Made,3.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,,
177,PT09M40.00S,2021-11-25T01:40:44.4Z,2,REGULAR,turnover,bad pass,[],201571,,,1610612745,32,40,2021-11-25T01:40:49Z,1770000,,,0,,D. Augustin bad pass TURNOVER (1 TO),"[201571, 1630245]",1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,1.0,,,,,,,,,,,,,,,,,Dosunmu,1630245.0
178,PT09M40.00S,2021-11-25T01:40:44.4Z,2,REGULAR,steal,,[],1630245,,,1610612741,32,40,2021-11-25T01:40:46Z,1780000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M39.00S,2021-11-25T01:40:47.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",1630245,92.9862023653088,51.470588235294116,1610612741,32,42,2021-11-25T01:43:03Z,1790000,7.0,13.0,1,right,A. Dosunmu running Layup (7 PTS),[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,,,1.53,Made,7.0,,,,,,,,,,,,,,,
181,PT09M39.00S,2021-11-25T01:40:55.9Z,2,REGULAR,violation,defensive goaltending,[],1630231,,,1610612741,32,42,2021-11-25T01:41:41Z,1810000,,,0,,K. Martin Jr. defensive goaltending VIOLATION,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,201638.0,,,,,,,,,,,,,,,,,,,
182,PT09M39.00S,2021-11-25T01:41:05.9Z,2,REGULAR,foul,personal,['1freethrow'],1629726,,,1610612741,32,42,2021-11-25T01:41:35Z,1820000,,,0,,G. Mathews shooting personal FOUL (1 PF) (Dosunmu 1 FT),"[1629726, 1630245]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,201638.0,,,,,,,,,,,,,,1.0,0.0,Dosunmu,1630245.0,,
184,PT09M39.00S,2021-11-25T01:41:12.2Z,2,REGULAR,substitution,out,[],1630231,,,1610612741,32,42,2021-11-25T01:41:35Z,1840000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M39.00S,2021-11-25T01:41:12.2Z,2,REGULAR,substitution,in,[],1630256,,,1610612741,32,42,2021-11-25T01:41:35Z,1850000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M39.00S,2021-11-25T01:41:28.8Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630245,,,1610612741,32,43,2021-11-25T01:41:28Z,1860000,,,0,,A. Dosunmu Free Throw 1 of 1 (8 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
187,PT09M26.00S,2021-11-25T01:41:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,6.389618922470433,48.28431372549019,1610612745,34,43,2021-11-25T01:41:55Z,1870000,9.0,8.0,1,left,E. Gordon driving reverse Layup (4 PTS) (J. Tate 1 AST),"[201569, 1630256]",1610612745.0,HOU,driving reverse,,,Gordon,E. Gordon,,,,,,,1.15,Made,4.0,J. Tate,1630256.0,1.0,,,,,,,,,,,,
189,PT09M26.00S,2021-11-25T01:41:50.0Z,2,REGULAR,foul,personal,['1freethrow'],201942,,,1610612745,34,43,2021-11-25T01:41:58Z,1890000,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Gordon 1 FT),"[201942, 201569]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,201638.0,,,,,,,,,,,,,,1.0,0.0,Gordon,201569.0,,
191,PT09M26.00S,2021-11-25T01:42:12.2Z,2,REGULAR,freethrow,1 of 1,[],201569,,,1610612745,35,43,2021-11-25T01:42:12Z,1910000,,,0,,E. Gordon Free Throw 1 of 1 (5 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
192,PT09M12.00S,2021-11-25T01:42:26.9Z,2,REGULAR,2pt,Jump Shot,[],202696,74.06373193166885,50.49019607843137,1610612741,35,45,2021-11-25T01:42:31Z,1920000,2.0,191.0,1,right,N. Vucevic 19' Jump Shot (9 PTS) (D. DeRozan 4 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,19.13,Made,9.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,
194,PT08M45.00S,2021-11-25T01:42:53.8Z,2,REGULAR,3pt,Jump Shot,[],1630578,28.728646517739815,78.18627450980392,1610612745,38,45,2021-11-25T01:43:08Z,1940000,-141.0,218.0,1,left,A. Sengun 25' 3PT  (5 PTS) (D. Augustin 2 AST),"[1630578, 201571]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,25.92,Made,5.0,D. Augustin,201571.0,2.0,,,,,,,,,,,,
196,PT08M31.00S,2021-11-25T01:43:07.5Z,2,REGULAR,3pt,Jump Shot,[],1629632,67.09921156373193,50.245098039215684,1610612741,38,45,2021-11-25T01:43:13Z,1960000,1.0,257.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,25.68,Missed,,,,,,,,,,,,,,,,
197,PT08M28.00S,2021-11-25T01:43:10.7Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,38,45,2021-11-25T01:43:10Z,1970000,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,
198,PT08M17.00S,2021-11-25T01:43:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.389618922470433,53.18627450980392,1610612745,40,45,2021-11-25T01:43:30Z,1980000,-16.0,8.0,1,left,A. Sengun reverse Layup (7 PTS),[1630578],1610612745.0,HOU,reverse,,,Sengun,A. Sengun,,,,,,,1.76,Made,7.0,,,,,,,,,,,,,,,
199,PT08M17.00S,2021-11-25T01:43:26.8Z,2,REGULAR,foul,personal,['1freethrow'],202696,,,1610612745,40,45,2021-11-25T01:43:39Z,1990000,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Sengun 1 FT),"[202696, 1630578]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,202027.0,,,,,,,,,,,,,,1.0,0.0,Sengun,1630578.0,,
201,PT08M17.00S,2021-11-25T01:43:40.5Z,2,REGULAR,substitution,out,[],201942,,,1610612745,40,45,2021-11-25T01:44:36Z,2010000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M17.00S,2021-11-25T01:43:40.5Z,2,REGULAR,substitution,out,[],1630245,,,1610612745,40,45,2021-11-25T01:44:36Z,2020000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M17.00S,2021-11-25T01:43:40.5Z,2,REGULAR,substitution,in,[],1628366,,,1610612745,40,45,2021-11-25T01:44:36Z,2030000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M17.00S,2021-11-25T01:43:40.5Z,2,REGULAR,substitution,in,[],203897,,,1610612745,40,45,2021-11-25T01:44:36Z,2040000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M17.00S,2021-11-25T01:44:00.0Z,2,REGULAR,freethrow,1 of 1,[],1630578,,,1610612745,41,45,2021-11-25T01:44:00Z,2050000,,,0,,A. Sengun Free Throw 1 of 1 (8 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
206,PT08M05.00S,2021-11-25T01:44:16.9Z,2,REGULAR,foul,personal,[],1630578,,,1610612741,41,45,2021-11-25T01:44:36Z,2060000,,,0,,A. Sengun personal FOUL (2 PF),"[1630578, 202696]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,202027.0,,,,,,,,,,,,,,2.0,0.0,Vucevic,202696.0,,
208,PT07M57.00S,2021-11-25T01:44:39.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.46057818659659,45.588235294117645,1610612741,41,45,2021-11-25T01:44:44Z,2080000,-22.0,18.0,1,right,MISS N. Vucevic cutting Layup,[202696],1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,,,2.88,Missed,,,,,,,,,,,,,,,,
209,PT07M57.00S,2021-11-25T01:44:39.5Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,41,45,2021-11-25T01:44:44Z,2090000,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,208.0,2.0,2.0,0.0,,,,,,,,
210,PT07M57.00S,2021-11-25T01:44:43.2Z,2,REGULAR,foul,personal,[],202696,,,1610612745,41,45,2021-11-25T01:44:56Z,2100000,,,0,,N. Vucevic personal FOUL (2 PF),"[202696, 1630578]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,202027.0,,,,,,,,,,,,,,2.0,0.0,Sengun,1630578.0,,
212,PT07M39.00S,2021-11-25T01:45:17.8Z,2,REGULAR,foul,personal,[],1627936,,,1610612745,41,45,2021-11-25T01:45:26Z,2120000,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 1630256]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,1627963.0,,,,,,,,,,,,,,1.0,0.0,Tate,1630256.0,,
214,PT07M26.00S,2021-11-25T01:45:46.8Z,2,REGULAR,2pt,Jump Shot,[],201569,5.338370565045992,77.69607843137256,1610612745,41,45,2021-11-25T01:45:53Z,2140000,-138.0,-2.0,1,left,MISS E. Gordon 13' driving floating Shot,[201569],1610612745.0,HOU,driving floating,,,Gordon,E. Gordon,,,,,,,13.85,Missed,,,,,,,,,,,,,,,,
215,PT07M23.00S,2021-11-25T01:45:49.6Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,41,45,2021-11-25T01:45:49Z,2150000,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,214.0,3.0,2.0,1.0,,,,,,,,
216,PT07M21.00S,2021-11-25T01:45:51.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,6.258212877792378,54.41176470588235,1610612745,43,45,2021-11-25T01:45:56Z,2160000,-22.0,6.0,1,left,J. Tate cutting Layup (2 PTS) (A. Sengun 1 AST),"[1630256, 1630578]",1610612745.0,HOU,cutting,,,Tate,J. Tate,,,,,,,2.3,Made,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,
218,PT06M59.00S,2021-11-25T01:46:13.2Z,2,REGULAR,3pt,Jump Shot,[],203897,68.80749014454665,74.26470588235294,1610612741,43,45,2021-11-25T01:46:17Z,2180000,121.0,241.0,1,right,MISS Z. LaVine 26' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,,,26.95,Missed,,,,,,,,,,,,,,,,
219,PT06M58.00S,2021-11-25T01:46:14.2Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,43,45,2021-11-25T01:46:25Z,2190000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,
220,PT06M48.00S,2021-11-25T01:46:23.8Z,2,REGULAR,3pt,Jump Shot,[],1630256,6.783837056504599,97.05882352941177,1610612745,43,45,2021-11-25T01:46:30Z,2200000,-235.0,11.0,1,left,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,23.56,Missed,,,,,,,,,,,,,,,,
221,PT06M46.00S,2021-11-25T01:46:25.8Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,43,45,2021-11-25T01:46:30Z,2210000,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,220.0,3.0,2.0,1.0,,,,,,,,
222,PT06M44.00S,2021-11-25T01:46:30.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203897,93.11760840998686,52.69607843137255,1610612741,43,47,2021-11-25T01:46:36Z,2220000,13.0,12.0,1,right,Z. LaVine running Layup (7 PTS) (L. Ball 2 AST),"[203897, 1628366]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,,,1.82,Made,7.0,L. Ball,1628366.0,2.0,,,,,,,,,,,,
224,PT06M44.00S,2021-11-25T01:46:33.4Z,2,REGULAR,foul,personal,['1freethrow'],1629726,,,1610612741,43,47,2021-11-25T01:46:47Z,2240000,,,0,,G. Mathews shooting personal FOUL (2 PF) (LaVine 1 FT),"[1629726, 203897]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,1627963.0,,,,,,,,,,,,,,2.0,0.0,LaVine,203897.0,,
226,PT06M44.00S,2021-11-25T01:46:50.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,43,47,2021-11-25T01:50:33Z,2260000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M44.00S,2021-11-25T01:48:48.5Z,2,REGULAR,substitution,out,[],201569,,,1610612741,43,47,2021-11-25T01:50:33Z,2270000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M44.00S,2021-11-25T01:48:48.5Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,43,47,2021-11-25T01:50:33Z,2280000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M44.00S,2021-11-25T01:48:48.5Z,2,REGULAR,substitution,in,[],1629645,,,1610612741,43,47,2021-11-25T01:50:33Z,2290000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M44.00S,2021-11-25T01:48:48.5Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,43,47,2021-11-25T01:50:33Z,2300000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M44.00S,2021-11-25T01:49:54.8Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],203897,,,1610612741,43,48,2021-11-25T01:49:54Z,2310000,,,0,,Z. LaVine Free Throw 1 of 1 (8 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
232,PT06M32.00S,2021-11-25T01:50:11.5Z,2,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,43,48,2021-11-25T01:50:17Z,2320000,,,0,,A. Sengun lost ball out-of-bounds TURNOVER (1 TO),[1630578],1610612745.0,HOU,lost ball,,,Sengun,A. Sengun,,,,,1627963.0,1.0,,,,,,,,,,,,,,,,,,
233,PT06M22.00S,2021-11-25T01:50:30.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202696,92.19776609724047,71.81372549019608,1610612741,43,48,2021-11-25T01:50:37Z,2330000,109.0,21.0,1,right,MISS N. Vucevic 11' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,11.11,Missed,,,,,,,,,,,,,,,,
234,PT06M21.00S,2021-11-25T01:50:31.7Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,43,48,2021-11-25T01:50:37Z,2340000,,,0,,J. Tate REBOUND (Off:0 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,233.0,2.0,2.0,0.0,,,,,,,,
235,PT06M10.00S,2021-11-25T01:50:41.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,13.87976346911958,50.73529411764706,1610612745,45,48,2021-11-25T01:50:45Z,2350000,-4.0,78.0,1,left,J. Tate 7' Hook (4 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,7.81,Made,4.0,,,,,,,,,,,,,,,
236,PT05M56.00S,2021-11-25T01:50:55.8Z,2,REGULAR,3pt,Jump Shot,[],1628366,70.64717477003943,20.098039215686274,1610612741,45,48,2021-11-25T01:51:00Z,2360000,-150.0,223.0,1,right,MISS L. Ball 26' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,26.88,Missed,,,,,,,,,,,,,,,,
237,PT05M54.00S,2021-11-25T01:50:57.8Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,45,48,2021-11-25T01:51:00Z,2370000,,,0,,G. Mathews REBOUND (Off:0 Def:2),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,236.0,2.0,2.0,0.0,,,,,,,,
238,PT05M48.00S,2021-11-25T01:51:03.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,6.783837056504599,53.67647058823529,1610612745,45,48,2021-11-25T01:51:11Z,2380000,-18.0,11.0,1,left,MISS J. Tate running Layup,[1630256],1610612745.0,HOU,running,,,Tate,J. Tate,,,,,,,2.16,Missed,,,,,,,,,,,,,,,,
239,PT05M47.00S,2021-11-25T01:51:04.7Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,45,48,2021-11-25T01:51:11Z,2390000,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,238.0,4.0,3.0,1.0,,,,,,,,
240,PT05M43.00S,2021-11-25T01:51:12.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,45,48,2021-11-25T01:51:12Z,2400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M43.00S,2021-11-25T01:51:12.9Z,2,REGULAR,substitution,out,[],1630578,,,1610612741,45,48,2021-11-25T01:51:26Z,2410000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M43.00S,2021-11-25T01:51:12.9Z,2,REGULAR,substitution,out,[],202696,,,1610612741,45,48,2021-11-25T01:51:26Z,2420000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M43.00S,2021-11-25T01:51:12.9Z,2,REGULAR,substitution,in,[],1626174,,,1610612741,45,48,2021-11-25T01:51:26Z,2430000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M43.00S,2021-11-25T01:51:12.9Z,2,REGULAR,substitution,in,[],1629750,,,1610612741,45,48,2021-11-25T01:51:26Z,2440000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M35.00S,2021-11-25T01:51:43.2Z,2,REGULAR,foul,offensive,[],1629750,,,1610612741,45,48,2021-11-25T01:51:51Z,2450000,,,0,,J. Green charge offensive FOUL (1 PF),"[1629750, 1629726]",1610612741.0,CHI,charge,,,Green,J. Green,,,,,201638.0,,,,,,,,,,,,,,1.0,0.0,Mathews,1629726.0,,
247,PT05M35.00S,2021-11-25T01:51:43.2Z,2,REGULAR,turnover,offensive foul,[],1629750,,,1610612741,45,48,2021-11-25T01:51:43Z,2470000,,,0,,J. Green offensive foul TURNOVER (1 TO),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,201638.0,1.0,,,,,,,,,,,,,,,,,,
248,PT05M22.00S,2021-11-25T01:52:14.3Z,2,REGULAR,turnover,lost ball,[],1629645,,,1610612745,45,48,2021-11-25T01:52:18Z,2480000,,,0,,K. Porter Jr. lost ball TURNOVER (3 TO),"[1629645, 1629750]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,3.0,,,,,,,,,,,,,,,,,Green,1629750.0
249,PT05M22.00S,2021-11-25T01:52:14.3Z,2,REGULAR,steal,,[],1629750,,,1610612741,45,48,2021-11-25T01:52:16Z,2490000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M11.00S,2021-11-25T01:52:25.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203897,88.25558475689881,37.254901960784316,1610612741,45,50,2021-11-25T01:52:31Z,2500000,-64.0,58.0,1,right,Z. LaVine 8' fadeaway bank Jump Shot (10 PTS),[203897],1610612741.0,CHI,fadeaway bank,,,LaVine,Z. LaVine,,,,,,,8.61,Made,10.0,,,,,,,,,,,,,,,
251,PT04M55.00S,2021-11-25T01:52:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,6.783837056504599,46.568627450980394,1610612745,47,50,2021-11-25T01:56:23Z,2510000,17.0,11.0,1,left,K. Porter Jr. finger roll Layup (5 PTS),[1629645],1610612745.0,HOU,finger roll,,,Porter Jr.,K. Porter Jr.,,,,,,,2.06,Made,5.0,,,,,,,,,,,,,,,
252,PT04M40.00S,2021-11-25T01:52:56.6Z,2,REGULAR,2pt,Jump Shot,[],1628366,77.08607095926413,47.549019607843135,1610612741,47,50,2021-11-25T01:53:01Z,2520000,-12.0,163.0,1,right,MISS L. Ball 16' pullup Shot,[1628366],1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,,,16.34,Missed,,,,,,,,,,,,,,,,
253,PT04M38.00S,2021-11-25T01:52:58.6Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,47,50,2021-11-25T01:53:01Z,2530000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,252.0,1.0,1.0,0.0,,,,,,,,
254,PT04M30.00S,2021-11-25T01:53:06.6Z,2,REGULAR,3pt,Jump Shot,[],1629726,29.911300919842315,72.05882352941177,1610612745,47,50,2021-11-25T01:53:11Z,2540000,-110.0,229.0,1,left,MISS G. Mathews 25' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,25.39,Missed,,,,,,,,,,,,,,,,
255,PT04M27.00S,2021-11-25T01:53:09.6Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,47,50,2021-11-25T01:53:11Z,2550000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,254.0,2.0,2.0,0.0,,,,,,,,
256,PT04M24.00S,2021-11-25T01:53:16.0Z,2,REGULAR,foul,offensive,[],1629750,,,1610612741,47,50,2021-11-25T01:53:22Z,2560000,,,0,,J. Green charge offensive FOUL (2 PF),"[1629750, 1629726]",1610612741.0,CHI,charge,,,Green,J. Green,,,,,202027.0,,,,,,,,,,,,,,2.0,0.0,Mathews,1629726.0,,
258,PT04M24.00S,2021-11-25T01:53:16.0Z,2,REGULAR,turnover,offensive foul,[],1629750,,,1610612741,47,50,2021-11-25T01:53:16Z,2580000,,,0,,J. Green offensive foul TURNOVER (2 TO),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,202027.0,2.0,,,,,,,,,,,,,,,,,,
259,PT04M24.00S,2021-11-25T01:53:23.0Z,2,REGULAR,substitution,out,[],1629632,,,1610612745,47,50,2021-11-25T01:53:30Z,2590000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M24.00S,2021-11-25T01:53:23.0Z,2,REGULAR,substitution,out,[],1630245,,,1610612745,47,50,2021-11-25T01:53:30Z,2600000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M24.00S,2021-11-25T01:53:23.0Z,2,REGULAR,substitution,in,[],201942,,,1610612745,47,50,2021-11-25T01:53:30Z,2610000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M24.00S,2021-11-25T01:53:23.0Z,2,REGULAR,substitution,in,[],1627936,,,1610612745,47,50,2021-11-25T01:53:30Z,2620000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M13.00S,2021-11-25T01:53:48.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629645,20.71287779237845,19.362745098039216,1610612745,49,50,2021-11-25T01:53:52Z,2630000,153.0,142.0,1,left,K. Porter Jr. 20' step back Jump Shot (7 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,,,20.9,Made,7.0,,,,,,,,,,,,,,,
264,PT03M56.00S,2021-11-25T01:54:04.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,81.553876478318,60.78431372549019,1610612741,49,52,2021-11-25T01:54:09Z,2640000,54.0,121.0,1,right,Z. LaVine 13' fadeaway Jump Shot (12 PTS),[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,,,13.24,Made,12.0,,,,,,,,,,,,,,,
265,PT03M40.00S,2021-11-25T01:54:20.9Z,2,REGULAR,turnover,bad pass,[],1630256,,,1610612745,49,52,2021-11-25T01:57:29Z,2650000,,,0,,J. Tate bad pass TURNOVER (2 TO),"[1630256, 1628366]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,2.0,,,,,,,,,,,,,,,,,Ball,1628366.0
266,PT03M40.00S,2021-11-25T01:54:20.9Z,2,REGULAR,steal,,[],1628366,,,1610612741,49,52,2021-11-25T01:59:44Z,2660000,,,0,,L. Ball STEAL (1 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
