actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
32,PT09M19.00S,2022-03-22T00:15:22.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629060,10.726018396846255,67.15686274509804,1610612764,5,11,2022-03-22T00:15:27Z,320000,-86.0,48.0,1,left,R. Hachimura 9' turnaround fadeaway Jump Shot (7 PTS),[1629060],1610612764.0,WAS,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,9.85,Made,,,,,7.0,,,,,,,,,,,,,,
33,PT09M05.00S,2022-03-22T00:15:36.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,86.5473061760841,37.745098039215684,1610612745,7,11,2022-03-22T00:15:44Z,330000,-61.0,74.0,1,right,J. Green 9' driving floating Jump Shot (2 PTS),[1630224],1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,9.61,Made,,,,,2.0,,,,,,,,,,,,,,
34,PT08M51.00S,2022-03-22T00:15:53.9Z,1,REGULAR,foul,personal,[],1630256,,,1610612764,7,11,2022-03-22T00:16:12Z,340000,,,0,,J. Tate personal FOUL (1 PF),"[1630256, 204001]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,203593.0,1.0,0.0,Porzingis,204001.0,,,,,,
36,PT08M43.00S,2022-03-22T00:16:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203526,7.703679369250986,49.26470588235294,1610612764,7,11,2022-03-22T00:16:31Z,360000,4.0,20.0,1,left,MISS R. Neto driving finger roll Layup,[203526],1610612764.0,WAS,driving finger roll,,,Neto,R. Neto,,,,,2.02,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M42.00S,2022-03-22T00:16:25.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,7,11,2022-03-22T00:16:31Z,370000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
38,PT08M29.00S,2022-03-22T00:16:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,90.48948751642575,37.745098039215684,1610612745,7,11,2022-03-22T00:16:53Z,380000,-61.0,37.0,1,right,MISS K. Porter Jr. 7' driving floating Shot,[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,7.15,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M25.00S,2022-03-22T00:16:41.7Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,7,11,2022-03-22T00:16:41Z,390000,,,0,,J. Tate REBOUND (Off:2 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,38.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
40,PT08M24.00S,2022-03-22T00:16:43.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,90.22667542706965,47.30392156862745,1610612745,9,11,2022-03-22T00:16:49Z,400000,-13.0,39.0,1,right,J. Tate putback Layup (2 PTS),[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,4.16,Made,,,,,2.0,,,,,,,,,,,,,,
41,PT08M15.00S,2022-03-22T00:16:52.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,8.623521681997373,46.81372549019608,1610612764,9,13,2022-03-22T00:16:56Z,410000,16.0,29.0,1,left,K. Porzingis DUNK (6 PTS) (R. Neto 3 AST),"[204001, 203526]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,3.27,Made,,,,,6.0,R. Neto,203526.0,3.0,,,,,,,,,,,
43,PT08M00.00S,2022-03-22T00:17:06.1Z,1,REGULAR,3pt,Jump Shot,[],201569,76.95466491458606,90.19607843137256,1610612745,12,13,2022-03-22T00:17:11Z,430000,201.0,164.0,1,right,E. Gordon 25' 3PT  (3 PTS) (J. Green 1 AST),"[201569, 1630224]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,25.95,Made,,,,,3.0,J. Green,1630224.0,1.0,,,,,,,,,,,
45,PT07M58.00S,2022-03-22T00:17:15.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,12,13,2022-03-22T00:17:15Z,450000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M45.00S,2022-03-22T00:20:25.5Z,1,REGULAR,2pt,Jump Shot,[],203484,21.76412614980289,68.13725490196079,1610612764,12,15,2022-03-22T00:20:51Z,460000,-91.0,152.0,1,left,K. Caldwell-Pope 17' Jump Shot (2 PTS) (R. Neto 4 AST),"[203484, 203526]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,17.71,Made,,,,,2.0,R. Neto,203526.0,4.0,,,,,,,,,,,
48,PT07M20.00S,2022-03-22T00:20:44.6Z,1,REGULAR,3pt,Jump Shot,[],201569,71.43561103810775,79.65686274509804,1610612745,12,15,2022-03-22T00:20:52Z,480000,148.0,216.0,1,right,MISS E. Gordon 26' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M18.00S,2022-03-22T00:20:46.6Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,12,15,2022-03-22T00:20:52Z,490000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:0),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,48.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
50,PT07M11.00S,2022-03-22T00:20:53.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630256,90.48948751642575,46.32352941176471,1610612745,12,15,2022-03-22T00:21:21Z,500000,-18.0,37.0,1,right,MISS J. Tate turnaround Hook,[1630256],1610612745.0,HOU,turnaround,,,Tate,J. Tate,,,,,4.12,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M11.00S,2022-03-22T00:20:53.9Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,12,15,2022-03-22T00:21:03Z,510000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
52,PT07M06.00S,2022-03-22T00:20:59.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203484,7.30946123521682,46.32352941176471,1610612764,12,17,2022-03-22T00:22:02Z,520000,18.0,16.0,1,left,K. Caldwell-Pope running Layup (4 PTS) (R. Neto 5 AST),"[203484, 203526]",1610612764.0,WAS,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,2.45,Made,,,,,4.0,R. Neto,203526.0,5.0,,,,,,,,,,,
54,PT06M41.00S,2022-03-22T00:21:25.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,89.83245729303549,54.90196078431373,1610612745,12,17,2022-03-22T00:24:08Z,540000,25.0,43.0,1,right,MISS J. Green cutting DUNK - blocked,"[1630224, 204001]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,4.96,Missed,,,,,,,,,,,,,,,Porzingis,204001.0,,,
55,PT06M41.00S,2022-03-22T00:21:25.9Z,1,REGULAR,block,,[],204001,,,1610612745,12,17,2022-03-22T00:21:28Z,550000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M41.00S,2022-03-22T00:21:25.9Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,12,17,2022-03-22T00:24:08Z,560000,,,0,,R. Neto REBOUND (Off:0 Def:2),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
57,PT06M35.00S,2022-03-22T00:21:30.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630557,7.703679369250986,55.14705882352941,1610612764,12,19,2022-03-22T00:23:44Z,570000,-26.0,20.0,1,left,C. Kispert running reverse Layup (2 PTS) (R. Neto 6 AST),"[1630557, 203526]",1610612764.0,WAS,running reverse,,,Kispert,C. Kispert,,,,,3.25,Made,,,,,2.0,R. Neto,203526.0,6.0,,,,,,,,,,,
59,PT06M16.00S,2022-03-22T00:21:48.4Z,1,REGULAR,3pt,Jump Shot,[],1629645,89.83245729303549,96.32352941176471,1610612745,12,19,2022-03-22T00:21:54Z,590000,232.0,43.0,1,right,MISS K. Porter Jr. 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M14.00S,2022-03-22T00:21:50.4Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,12,19,2022-03-22T00:21:54Z,600000,,,0,,R. Hachimura REBOUND (Off:1 Def:2),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,59.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
61,PT06M02.00S,2022-03-22T00:22:03.7Z,1,REGULAR,2pt,Jump Shot,[],204001,12.040078843626807,77.94117647058823,1610612764,12,19,2022-03-22T00:22:08Z,610000,-140.0,61.0,1,left,MISS K. Porzingis 15' fadeaway Shot,[204001],1610612764.0,WAS,fadeaway,,,Porzingis,K. Porzingis,,,,,15.23,Missed,,,,,,,,,,,,,,,,,,,
62,PT05M58.00S,2022-03-22T00:22:07.7Z,1,REGULAR,rebound,offensive,[],203484,,,1610612764,12,19,2022-03-22T00:22:08Z,620000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,61.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
63,PT05M56.00S,2022-03-22T00:22:08.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629060,28.07161629434954,18.137254901960784,1610612764,12,22,2022-03-22T00:22:15Z,630000,159.0,211.0,1,left,R. Hachimura 26' 3PT  (10 PTS) (K. Caldwell-Pope 1 AST),"[1629060, 203484]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,26.47,Made,,,,,10.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,
65,PT05M34.00S,2022-03-22T00:22:30.5Z,1,REGULAR,3pt,Jump Shot,[],1630256,89.43823915900131,3.6764705882352944,1610612745,12,22,2022-03-22T00:22:37Z,650000,-232.0,47.0,1,right,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,,
66,PT05M34.00S,2022-03-22T00:22:30.5Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,12,22,2022-03-22T00:22:37Z,660000,,,0,,R. Hachimura REBOUND (Off:1 Def:3),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,65.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
67,PT05M26.00S,2022-03-22T00:22:39.0Z,1,REGULAR,3pt,Jump Shot,[],203484,23.47240473061761,11.029411764705882,1610612764,12,22,2022-03-22T00:24:49Z,670000,195.0,168.0,1,left,MISS K. Caldwell-Pope 25' pullup 3PT,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M26.00S,2022-03-22T00:22:39.0Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,12,22,2022-03-22T00:22:49Z,680000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
69,PT05M13.00S,2022-03-22T00:22:52.1Z,1,REGULAR,3pt,Jump Shot,[],1630256,91.01511169513797,4.166666666666666,1610612745,12,22,2022-03-22T00:22:58Z,690000,-229.0,32.0,1,right,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,23.14,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M12.00S,2022-03-22T00:22:53.1Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,12,22,2022-03-22T00:22:58Z,700000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
71,PT04M54.00S,2022-03-22T00:23:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,13.87976346911958,63.23529411764706,1610612764,12,22,2022-03-22T00:23:18Z,710000,-66.0,78.0,1,left,MISS R. Neto 10' Jump Shot - blocked,"[203526, 1630256]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,10.23,Missed,,,,,,,,,,,,,,,Tate,1630256.0,,,
72,PT04M54.00S,2022-03-22T00:23:10.9Z,1,REGULAR,block,,[],1630256,,,1610612764,12,22,2022-03-22T00:23:13Z,720000,,,0,,J. Tate BLOCK (1 BLK),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M51.00S,2022-03-22T00:23:13.9Z,1,REGULAR,rebound,offensive,[],204001,,,1610612764,12,22,2022-03-22T00:23:18Z,730000,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,71.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
74,PT04M49.00S,2022-03-22T00:23:15.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],204001,19.398817345597898,68.87254901960785,1610612764,12,22,2022-03-22T00:23:21Z,740000,-94.0,130.0,1,left,MISS K. Porzingis 16' Jump Shot,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,16.05,Missed,,,,,,,,,,,,,,,,,,,
75,PT04M47.00S,2022-03-22T00:23:17.7Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,12,22,2022-03-22T00:23:17Z,750000,,,0,,J. Tate REBOUND (Off:2 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,74.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
76,PT04M45.00S,2022-03-22T00:23:19.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201569,74.19513797634691,87.00980392156863,1610612745,15,22,2022-03-22T00:25:37Z,760000,185.0,190.0,1,right,E. Gordon 26' 3PT running (6 PTS) (J. Tate 2 AST),"[201569, 1630256]",1610612745.0,HOU,running,,,Gordon,E. Gordon,,,,,26.53,Made,,,,,6.0,J. Tate,1630256.0,2.0,,,,,,,,,,,
78,PT04M30.00S,2022-03-22T00:23:37.7Z,1,REGULAR,foul,personal,['2freethrow'],201569,,,1610612764,15,22,2022-03-22T00:23:46Z,780000,,,0,,E. Gordon shooting personal FOUL (1 PF) (Neto 2 FT),"[201569, 203526]",1610612745.0,HOU,shooting,,,Gordon,E. Gordon,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Neto,203526.0,,,,,,
80,PT04M30.00S,2022-03-22T00:24:14.1Z,1,REGULAR,freethrow,1 of 2,[],203526,,,1610612764,15,23,2022-03-22T00:24:14Z,800000,,,0,,R. Neto Free Throw 1 of 2 (1 PTS),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
81,PT04M30.00S,2022-03-22T00:24:14.8Z,1,REGULAR,substitution,out,[],201569,,,1610612764,15,23,2022-03-22T00:24:44Z,810000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M30.00S,2022-03-22T00:24:14.8Z,1,REGULAR,substitution,out,[],204001,,,1610612764,15,23,2022-03-22T00:24:44Z,820000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M30.00S,2022-03-22T00:24:14.8Z,1,REGULAR,substitution,out,[],1630557,,,1610612764,15,23,2022-03-22T00:24:44Z,830000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M30.00S,2022-03-22T00:24:14.8Z,1,REGULAR,substitution,out,[],203484,,,1610612764,15,23,2022-03-22T00:24:44Z,840000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M30.00S,2022-03-22T00:24:14.8Z,1,REGULAR,substitution,in,[],203471,,,1610612764,15,23,2022-03-22T00:24:44Z,850000,,,0,,SUB in: D. Schroder,[203471],1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M30.00S,2022-03-22T00:24:14.8Z,1,REGULAR,substitution,in,[],1629655,,,1610612764,15,23,2022-03-22T00:24:44Z,860000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M30.00S,2022-03-22T00:24:14.8Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,15,23,2022-03-22T00:24:44Z,870000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M30.00S,2022-03-22T00:24:14.8Z,1,REGULAR,substitution,in,[],203107,,,1610612764,15,23,2022-03-22T00:24:44Z,880000,,,0,,SUB in: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
