actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
64,PT06M21.00S,2022-03-10T01:17:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.046649145860711,43.627450980392155,1610612747,14,18,2022-03-10T01:17:11Z,640000,32.0,14.0,1,left,L. James driving reverse Layup (4 PTS),[2544],1610612747.0,LAL,driving reverse,,,James,L. James,,,,,3.47,Made,4.0,,,,,,,,,,,,,,,,,
65,PT06M14.00S,2022-03-10T01:17:12.7Z,1,REGULAR,foul,personal,[],202340,,,1610612745,14,18,2022-03-10T01:17:23Z,650000,,,0,,A. Bradley personal FOUL (1 PF),"[202340, 1630224]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,1193.0,1.0,0.0,Green,1630224.0,,,,,
67,PT06M14.00S,2022-03-10T01:17:22.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,14,18,2022-03-10T01:17:22Z,670000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M14.00S,2022-03-10T01:17:52.5Z,1,REGULAR,substitution,out,[],201566,,,1610612745,14,18,2022-03-10T01:20:04Z,680000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M14.00S,2022-03-10T01:17:52.5Z,1,REGULAR,substitution,in,[],201571,,,1610612745,14,18,2022-03-10T01:20:04Z,690000,,,0,,SUB in: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M57.00S,2022-03-10T01:20:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.51182654402102,41.42156862745098,1610612745,14,18,2022-03-10T01:20:40Z,700000,-43.0,8.0,1,right,MISS A. Sengun Layup,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,4.37,Missed,,,,,,,,,,,,,,,,,,
71,PT05M53.00S,2022-03-10T01:20:37.9Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,14,18,2022-03-10T01:20:40Z,710000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,70.0,2.0,1.0,1.0,,,,,,,,,,
72,PT05M49.00S,2022-03-10T01:20:42.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630224,88.12417871222075,20.833333333333336,1610612745,16,18,2022-03-10T01:20:48Z,720000,-146.0,59.0,1,right,J. Green 15' pullup Jump Shot (7 PTS) (K. Porter Jr. 3 AST),"[1630224, 1629645]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,15.73,Made,7.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,,,,,,,
74,PT05M35.00S,2022-03-10T01:20:56.3Z,1,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,16,18,2022-03-10T01:21:04Z,740000,,,0,,L. James bad pass out-of-bounds TURNOVER (1 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,,,,,,,,,,,1628951.0,,,,,1.0,,,,
75,PT05M25.00S,2022-03-10T01:21:16.4Z,1,REGULAR,turnover,bad pass,[],201569,,,1610612745,16,18,2022-03-10T01:21:19Z,750000,,,0,,E. Gordon bad pass TURNOVER (1 TO),"[201569, 1626169]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,1.0,Johnson,1626169.0,,
76,PT05M25.00S,2022-03-10T01:21:16.4Z,1,REGULAR,steal,,[],1626169,,,1610612747,16,18,2022-03-10T01:21:18Z,760000,,,0,,S. Johnson STEAL (1 STL),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M21.00S,2022-03-10T01:21:20.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626169,7.5722733245729295,43.872549019607845,1610612747,16,18,2022-03-10T01:21:27Z,770000,31.0,19.0,1,left,MISS S. Johnson running Layup - blocked,"[1626169, 1629645]",1610612747.0,LAL,running,,,Johnson,S. Johnson,,,,,3.59,Missed,,,,,,,,,,,,,,,,,Porter Jr.,1629645.0
78,PT05M21.00S,2022-03-10T01:21:20.3Z,1,REGULAR,block,,[],1629645,,,1610612747,16,18,2022-03-10T01:21:23Z,780000,,,0,,K. Porter Jr. BLOCK (1 BLK),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M18.00S,2022-03-10T01:21:23.3Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,16,18,2022-03-10T01:21:27Z,790000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,
80,PT05M14.00S,2022-03-10T01:21:28.5Z,1,REGULAR,3pt,Jump Shot,[],201569,71.96123521681997,84.80392156862744,1610612745,16,18,2022-03-10T01:22:12Z,800000,174.0,211.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,27.36,Missed,,,,,,,,,,,,,,,,,,
81,PT05M11.00S,2022-03-10T01:21:31.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,16,18,2022-03-10T01:21:43Z,810000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,80.0,3.0,3.0,0.0,,,,,,,,,,
82,PT05M05.00S,2022-03-10T01:21:36.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201571,24.392247043363994,8.088235294117647,1610612747,16,21,2022-03-10T01:21:51Z,820000,210.0,177.0,1,left,D. Augustin 27' 3PT  (3 PTS) (L. James 3 AST),"[201571, 2544]",1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,27.42,Made,3.0,L. James,2544.0,3.0,,,,,,,,,,,,,,
84,PT04M54.00S,2022-03-10T01:21:47.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,92.72339027595268,50.245098039215684,1610612745,18,21,2022-03-10T01:21:54Z,840000,1.0,16.0,1,right,K. Martin Jr. DUNK (4 PTS) (K. Porter Jr. 4 AST),"[1630231, 1629645]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,1.59,Made,4.0,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,,,,,
86,PT04M31.00S,2022-03-10T01:22:10.8Z,1,REGULAR,3pt,Jump Shot,[],1626169,9.280551905387648,94.11764705882352,1610612747,18,24,2022-03-10T01:22:16Z,860000,-221.0,35.0,1,left,S. Johnson 3PT  (5 PTS) (D. Augustin 1 AST),"[1626169, 201571]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,22.33,Made,5.0,D. Augustin,201571.0,1.0,,,,,,,,,,,,,,
88,PT04M10.00S,2022-03-10T01:22:31.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,94.30026281208936,49.26470588235294,1610612745,20,24,2022-03-10T01:22:36Z,880000,-4.0,1.0,1,right,K. Martin Jr. driving DUNK (6 PTS) (J. Green 1 AST),"[1630231, 1630224]",1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,0.39,Made,6.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
91,PT03M51.00S,2022-03-10T01:22:52.8Z,1,REGULAR,violation,kicked ball,[],1630578,,,1610612747,20,24,2022-03-10T01:23:04Z,910000,,,0,,A. Sengun kicked ball VIOLATION,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,202049.0,,,,,,,,,
92,PT03M51.00S,2022-03-10T01:22:58.5Z,1,REGULAR,substitution,out,[],201569,,,1610612747,20,24,2022-03-10T01:23:11Z,920000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M51.00S,2022-03-10T01:22:58.5Z,1,REGULAR,substitution,out,[],2544,,,1610612747,20,24,2022-03-10T01:23:11Z,930000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M51.00S,2022-03-10T01:22:58.5Z,1,REGULAR,substitution,out,[],1626169,,,1610612747,20,24,2022-03-10T01:23:11Z,940000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M51.00S,2022-03-10T01:22:58.5Z,1,REGULAR,substitution,in,[],203471,,,1610612747,20,24,2022-03-10T01:23:11Z,950000,,,0,,SUB in: D. Schroder,[203471],1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
