actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
93,PT04M17.00S,2022-01-29T01:26:09.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,15,17,2022-01-29T01:26:09Z,930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M13.00S,2022-01-29T01:26:30.0Z,1,REGULAR,3pt,Jump Shot,[],1630256,69.20170827858082,26.715686274509803,1610612745,15,17,2022-01-29T01:26:37Z,940000,-116.0,237.0,1,right,MISS J. Tate 26' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
95,PT04M11.00S,2022-01-29T01:26:32.0Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,15,17,2022-01-29T01:26:37Z,950000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,
96,PT04M01.00S,2022-01-29T01:26:42.9Z,1,REGULAR,2pt,Jump Shot,[],203994,26.10052562417871,49.50980392156863,1610612757,15,19,2022-01-29T01:26:50Z,960000,2.0,193.0,1,left,J. Nurkic 19' Jump Shot (5 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,19.28,Made,5.0,,,,,,,,,,,,,,,,,,
97,PT03M36.00S,2022-01-29T01:27:07.7Z,1,REGULAR,2pt,Jump Shot,[],1626174,93.77463863337714,24.019607843137255,1610612745,15,19,2022-01-29T01:27:16Z,970000,-130.0,6.0,1,right,MISS C. Wood 13' turnaround Shot - blocked,"[1626174, 203496]",1610612745.0,HOU,turnaround,,,Wood,C. Wood,,,,,13.0,Missed,,,,,,,,,,,,,,,,,Covington,203496.0,
98,PT03M36.00S,2022-01-29T01:27:07.7Z,1,REGULAR,block,,[],203496,,,1610612745,15,19,2022-01-29T01:27:09Z,980000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M36.00S,2022-01-29T01:27:07.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,15,19,2022-01-29T01:27:16Z,990000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,
100,PT03M36.00S,2022-01-29T01:27:12.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,15,19,2022-01-29T01:27:12Z,1000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M36.00S,2022-01-29T01:27:12.8Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,15,19,2022-01-29T01:27:20Z,1010000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M36.00S,2022-01-29T01:27:12.8Z,1,REGULAR,substitution,out,[],203994,,,1610612745,15,19,2022-01-29T01:27:20Z,1020000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M36.00S,2022-01-29T01:27:12.8Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,15,19,2022-01-29T01:27:20Z,1030000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M36.00S,2022-01-29T01:27:12.8Z,1,REGULAR,substitution,in,[],1630570,,,1610612745,15,19,2022-01-29T01:27:20Z,1040000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M34.00S,2022-01-29T01:27:34.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629717,87.86136662286465,2.941176470588235,1610612745,15,19,2022-01-29T01:27:48Z,1050000,-235.0,62.0,1,right,MISS A. Brooks 24' fadeaway 3PT,[1629717],1610612745.0,HOU,fadeaway,,,Brooks,A. Brooks,,,,,24.32,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M34.00S,2022-01-29T01:27:34.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,15,19,2022-01-29T01:27:48Z,1060000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,,,
107,PT03M34.00S,2022-01-29T01:27:38.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612745,15,19,2022-01-29T01:27:55Z,1070000,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,2005.0,,,,,,,,,,
108,PT03M21.00S,2022-01-29T01:28:08.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626181,13.748357424441524,73.2843137254902,1610612757,15,21,2022-01-29T01:28:14Z,1080000,-116.0,77.0,1,left,N. Powell 13' Jump Shot (4 PTS) (T. Watford 1 AST),"[1626181, 1630570]",1610612757.0,POR,,,,Powell,N. Powell,,,,,13.94,Made,4.0,,,,,,,,,,,,,T. Watford,1630570.0,1.0,,,
110,PT03M09.00S,2022-01-29T01:28:24.3Z,1,REGULAR,foul,offensive,[],201569,,,1610612745,15,21,2022-01-29T01:31:24Z,1100000,,,0,,E. Gordon offensive FOUL (1 PF),"[201569, 203496]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,202049.0,1.0,0.0,Covington,203496.0,,,,,,
112,PT03M09.00S,2022-01-29T01:28:24.3Z,1,REGULAR,turnover,offensive foul,[],201569,,,1610612745,15,21,2022-01-29T01:28:24Z,1120000,,,0,,E. Gordon offensive foul TURNOVER (3 TO),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,3.0,,,202049.0,,,,,,,,,,
113,PT02M57.00S,2022-01-29T01:28:55.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203496,33.065045992115635,50.73529411764706,1610612757,15,21,2022-01-29T01:29:02Z,1130000,-4.0,258.0,1,left,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M56.00S,2022-01-29T01:28:56.7Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,15,21,2022-01-29T01:29:02Z,1140000,,,0,,C. Wood REBOUND (Off:0 Def:6),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,113.0,6.0,6.0,0.0,,,,,,,,,,,,,,
115,PT02M47.00S,2022-01-29T01:29:06.2Z,1,REGULAR,3pt,Jump Shot,[],1629717,94.1688567674113,3.1862745098039214,1610612745,15,21,2022-01-29T01:29:12Z,1150000,-234.0,2.0,1,right,MISS A. Brooks 3PT,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M46.00S,2022-01-29T01:29:07.2Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,15,21,2022-01-29T01:29:12Z,1160000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,115.0,2.0,2.0,0.0,,,,,,,,,,,,,,
117,PT02M29.00S,2022-01-29T01:29:24.2Z,1,REGULAR,2pt,Jump Shot,[],1629014,25.18068331143233,57.35294117647059,1610612757,15,21,2022-01-29T01:29:31Z,1170000,-37.0,184.0,1,left,MISS A. Simons 18' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,18.78,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M27.00S,2022-01-29T01:29:26.2Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,15,21,2022-01-29T01:29:31Z,1180000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT02M18.00S,2022-01-29T01:29:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,93.77463863337714,50.245098039215684,1610612745,17,21,2022-01-29T01:29:44Z,1190000,1.0,6.0,1,right,E. Gordon driving Layup (4 PTS),[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,0.61,Made,4.0,,,,,,,,,,,,,,,,,,
120,PT02M18.00S,2022-01-29T01:29:40.6Z,1,REGULAR,foul,personal,['1freethrow'],203496,,,1610612745,17,21,2022-01-29T01:29:50Z,1200000,,,0,,R. Covington shooting personal FOUL (2 PF) (Gordon 1 FT),"[203496, 201569]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,,,,,,,,,,,202049.0,2.0,0.0,Gordon,201569.0,,,,,,
122,PT02M18.00S,2022-01-29T01:29:55.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,17,21,2022-01-29T01:30:41Z,1220000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M18.00S,2022-01-29T01:32:06.9Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,17,21,2022-01-29T01:32:41Z,1230000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M18.00S,2022-01-29T01:32:06.9Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,17,21,2022-01-29T01:32:41Z,1240000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M18.00S,2022-01-29T01:32:06.9Z,1,REGULAR,substitution,out,[],1629014,,,1610612745,17,21,2022-01-29T01:32:41Z,1250000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M18.00S,2022-01-29T01:32:06.9Z,1,REGULAR,substitution,out,[],1626181,,,1610612745,17,21,2022-01-29T01:32:41Z,1260000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M18.00S,2022-01-29T01:32:06.9Z,1,REGULAR,substitution,in,[],1630528,,,1610612745,17,21,2022-01-29T01:32:41Z,1270000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M18.00S,2022-01-29T01:32:06.9Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,17,21,2022-01-29T01:32:41Z,1280000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M18.00S,2022-01-29T01:32:06.9Z,1,REGULAR,substitution,in,[],203468,,,1610612745,17,21,2022-01-29T01:32:41Z,1290000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M18.00S,2022-01-29T01:32:06.9Z,1,REGULAR,substitution,in,[],1628372,,,1610612745,17,21,2022-01-29T01:32:41Z,1300000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M18.00S,2022-01-29T01:33:01.0Z,1,REGULAR,freethrow,1 of 1,[],201569,,,1610612745,18,21,2022-01-29T01:33:01Z,1310000,,,0,,E. Gordon Free Throw 1 of 1 (5 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
132,PT02M03.00S,2022-01-29T01:33:18.4Z,1,REGULAR,3pt,Jump Shot,[],203463,32.14520367936925,66.42156862745098,1610612757,18,24,2022-01-29T01:33:26Z,1320000,-82.0,250.0,1,left,B. McLemore 26' 3PT  (3 PTS) (D. Smith Jr. 1 AST),"[203463, 1628372]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,26.29,Made,3.0,,,,,,,,,,,,,D. Smith Jr.,1628372.0,1.0,,,
134,PT01M48.00S,2022-01-29T01:33:33.2Z,1,REGULAR,turnover,bad pass,[],1629717,,,1610612745,18,24,2022-01-29T01:33:39Z,1340000,,,0,,A. Brooks bad pass TURNOVER (1 TO),"[1629717, 1630570]",1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,1.0,Watford,1630570.0,,,,,,,,,,,
135,PT01M48.00S,2022-01-29T01:33:33.2Z,1,REGULAR,steal,,[],1630570,,,1610612757,18,24,2022-01-29T01:33:39Z,1350000,,,0,,T. Watford STEAL (1 STL),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M42.00S,2022-01-29T01:33:39.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,32.802233902759525,50.0,1610612757,18,27,2022-01-29T01:34:58Z,1360000,0.0,256.0,1,left,C. McCollum 25' 3PT running (5 PTS) (T. Watford 2 AST),"[203468, 1630570]",1610612757.0,POR,running,,,McCollum,C. McCollum,,,,,25.58,Made,5.0,,,,,,,,,,,,,T. Watford,1630570.0,2.0,,,
138,PT01M21.00S,2022-01-29T01:34:02.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,18,27,2022-01-29T01:34:02Z,1380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M21.00S,2022-01-29T01:34:05.2Z,1,REGULAR,substitution,out,[],201569,,,1610612745,18,27,2022-01-29T01:34:09Z,1390000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M21.00S,2022-01-29T01:34:05.2Z,1,REGULAR,substitution,in,[],201571,,,1610612745,18,27,2022-01-29T01:34:09Z,1400000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M18.00S,2022-01-29T01:34:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,93.51182654402102,50.0,1610612745,18,27,2022-01-29T01:34:30Z,1410000,0.0,8.0,1,right,MISS J. Christopher cutting Layup - blocked,"[1630528, 203496]",1610612745.0,HOU,cutting,,,Christopher,J. Christopher,,,,,0.85,Missed,,,,,,,,,,,,,,,,,Covington,203496.0,
142,PT01M18.00S,2022-01-29T01:34:21.4Z,1,REGULAR,block,,[],203496,,,1610612745,18,27,2022-01-29T01:34:23Z,1420000,,,0,,R. Covington BLOCK (2 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M15.00S,2022-01-29T01:34:24.4Z,1,REGULAR,rebound,offensive,[],201571,,,1610612745,18,27,2022-01-29T01:34:30Z,1430000,,,0,,D. Augustin REBOUND (Off:1 Def:0),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,141.0,1.0,0.0,1.0,,,,,,,,,,,,,,
144,PT01M14.00S,2022-01-29T01:34:28.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201571,67.23061760840999,72.30392156862744,1610612745,18,27,2022-01-29T01:36:20Z,1440000,112.0,256.0,1,right,MISS D. Augustin 27' pullup 3PT,[201571],1610612745.0,HOU,pullup,,,Augustin,D. Augustin,,,,,27.88,Missed,,,,,,,,,,,,,,,,,,,
145,PT01M14.00S,2022-01-29T01:34:28.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,18,27,2022-01-29T01:34:39Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,
146,PT01M14.00S,2022-01-29T01:34:30.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612745,18,27,2022-01-29T01:34:45Z,1460000,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,1628172.0,,,,,,,,,,
147,PT01M03.00S,2022-01-29T01:34:50.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203463,33.065045992115635,58.82352941176471,1610612757,18,27,2022-01-29T01:34:57Z,1470000,-44.0,258.0,1,left,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
148,PT01M02.00S,2022-01-29T01:34:51.4Z,1,REGULAR,rebound,defensive,[],1629717,,,1610612745,18,27,2022-01-29T01:34:57Z,1480000,,,0,,A. Brooks REBOUND (Off:0 Def:1),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,
149,PT00M51.90S,2022-01-29T01:35:04.3Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,18,27,2022-01-29T01:35:12Z,1490000,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (1 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,,,,,,,,1.0,,,2005.0,,,,,,,,,,
150,PT00M37.90S,2022-01-29T01:35:21.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203496,13.272010512483574,4.189644607843137,1610612757,18,30,2022-01-29T01:35:35Z,1500000,229.0,72.0,1,left,R. Covington 24' 3PT  (3 PTS) (C. McCollum 2 AST),"[203496, 203468]",1610612757.0,POR,,,,Covington,R. Covington,,,,,24.02,Made,3.0,,,,,,,,,,,,,C. McCollum,203468.0,2.0,,,
152,PT00M20.20S,2022-01-29T01:35:46.2Z,1,REGULAR,foul,personal,[],1630570,,,1610612745,18,30,2022-01-29T01:35:56Z,1520000,,,0,,T. Watford personal FOUL (1 PF),"[1630570, 1630578]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,2005.0,1.0,0.0,Sengun,1630578.0,,,,,,
154,PT00M14.20S,2022-01-29T01:36:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,92.46057818659659,47.794117647058826,1610612745,20,30,2022-01-29T01:36:13Z,1540000,-11.0,18.0,1,right,K. Martin Jr. driving Layup (2 PTS),[1630231],1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,2.14,Made,2.0,,,,,,,,,,,,,,,,,,
159,PT00M02.10S,2022-01-29T01:36:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,8.229303547963205,48.529411764705884,1610612757,20,32,2022-01-29T01:38:22Z,1550000,7.0,25.0,1,left,C. McCollum driving finger roll Layup (7 PTS),[203468],1610612757.0,POR,driving finger roll,,,McCollum,C. McCollum,,,,,2.6,Made,7.0,,,,,,,,,,,,,,,,,,
156,PT00M00.00S,2022-01-29T01:36:31.2Z,1,REGULAR,3pt,Jump Shot,[],1630528,46.33705650459921,44.11764705882353,1610612745,20,32,2022-01-29T01:38:36Z,1560000,-29.0,452.0,1,right,MISS J. Christopher 45' 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,45.29,Missed,,,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2022-01-29T01:36:31.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,20,32,2022-01-29T01:38:36Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2022-01-29T01:36:46.8Z,1,REGULAR,period,end,[],0,,,1610612745,20,32,2022-01-29T01:36:46Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-29T01:38:34.3Z,2,REGULAR,substitution,out,['startperiod'],203463,,,1610612745,20,32,2022-01-29T01:38:52Z,1590000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-29T01:38:34.3Z,2,REGULAR,substitution,out,['startperiod'],203496,,,1610612745,20,32,2022-01-29T01:38:52Z,1600000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-29T01:38:34.3Z,2,REGULAR,substitution,in,['startperiod'],203503,,,1610612745,20,32,2022-01-29T01:38:52Z,1610000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-29T01:38:34.3Z,2,REGULAR,substitution,in,['startperiod'],1626181,,,1610612745,20,32,2022-01-29T01:38:52Z,1620000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-01-29T01:39:05.2Z,2,REGULAR,period,start,[],0,,,1610612745,20,32,2022-01-29T01:39:05Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M43.00S,2022-01-29T01:39:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,91.40932982917214,49.754901960784316,1610612745,22,32,2022-01-29T01:39:25Z,1640000,-1.0,28.0,1,right,A. Sengun driving Layup (2 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,2.83,Made,2.0,,,,,,,,,,,,,,,,,,
166,PT11M18.00S,2022-01-29T01:39:48.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612757,22,32,2022-01-29T01:39:57Z,1650000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M58.00S,2022-01-29T01:40:17.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630528,93.24901445466492,50.245098039215684,1610612745,24,32,2022-01-29T01:40:24Z,1660000,1.0,11.0,1,right,J. Christopher cutting Layup (2 PTS) (K. Martin Jr. 1 AST),"[1630528, 1630231]",1610612745.0,HOU,cutting,,,Christopher,J. Christopher,,,,,1.11,Made,2.0,,,,,,,,,,,,,K. Martin Jr.,1630231.0,1.0,,,
169,PT10M40.00S,2022-01-29T01:40:34.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,14.4053876478318,50.0,1610612757,24,34,2022-01-29T01:40:40Z,1680000,0.0,83.0,1,left,T. Watford 8' floating Jump Shot (2 PTS) (C. McCollum 3 AST),"[1630570, 203468]",1610612757.0,POR,floating,,,Watford,T. Watford,,,,,8.29,Made,2.0,,,,,,,,,,,,,C. McCollum,203468.0,3.0,,,
171,PT10M22.00S,2022-01-29T01:40:52.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201571,93.77463863337714,49.26470588235294,1610612745,24,34,2022-01-29T01:41:03Z,1700000,-4.0,6.0,1,right,MISS D. Augustin cutting Layup,[201571],1610612745.0,HOU,cutting,,,Augustin,D. Augustin,,,,,0.7,Missed,,,,,,,,,,,,,,,,,,,
172,PT10M21.00S,2022-01-29T01:40:53.1Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,24,34,2022-01-29T01:41:03Z,1710000,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,171.0,1.0,0.0,1.0,,,,,,,,,,,,,,
173,PT10M21.00S,2022-01-29T01:40:54.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630578,94.40999984741211,50.0,1610612745,24,34,2022-01-29T01:41:34Z,1720000,0.0,0.0,1,right,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
174,PT10M20.00S,2022-01-29T01:40:55.9Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612757,24,34,2022-01-29T01:41:34Z,1730000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,,,
175,PT10M15.00S,2022-01-29T01:41:02.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203468,6.783837056504599,49.01960784313725,1610612757,24,36,2022-01-29T01:41:26Z,1740000,5.0,11.0,1,left,C. McCollum running Layup (9 PTS),[203468],1610612757.0,POR,running,,,McCollum,C. McCollum,,,,,1.23,Made,9.0,,,,,,,,,,,,,,,,,,
176,PT10M15.00S,2022-01-29T01:41:05.0Z,2,REGULAR,foul,personal,['1freethrow'],1630528,,,1610612757,24,36,2022-01-29T01:41:11Z,1750000,,,0,,J. Christopher shooting personal FOUL (1 PF) (McCollum 1 FT),"[1630528, 203468]",1610612745.0,HOU,shooting,,,Christopher,J. Christopher,,,,,,,,,,,,,,,202049.0,1.0,0.0,McCollum,203468.0,,,,,,
178,PT10M15.00S,2022-01-29T01:41:16.7Z,2,REGULAR,substitution,out,[],1629717,,,1610612757,24,36,2022-01-29T01:41:34Z,1770000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M15.00S,2022-01-29T01:41:16.7Z,2,REGULAR,substitution,in,[],1629726,,,1610612757,24,36,2022-01-29T01:41:34Z,1780000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M15.00S,2022-01-29T01:41:35.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],203468,,,1610612757,24,36,2022-01-29T01:41:43Z,1790000,,,0,,MISS C. McCollum Free Throw 1 of 1,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
181,PT10M15.00S,2022-01-29T01:41:35.6Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,24,36,2022-01-29T01:41:43Z,1800000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,180.0,2.0,1.0,1.0,,,,,,,,,,,,,,
182,PT09M52.00S,2022-01-29T01:41:56.7Z,2,REGULAR,turnover,bad pass,[],1630231,,,1610612745,24,36,2022-01-29T01:42:00Z,1810000,,,0,,K. Martin Jr. bad pass TURNOVER (1 TO),"[1630231, 1628372]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,1.0,Smith Jr.,1628372.0,,,,,,,,,,,
