actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
21,PT10M01.00S,2022-02-28T00:12:51.0Z,1,REGULAR,2pt,Jump Shot,[],1626174,26.888961892247043,44.6078431372549,1610612745,5,4,2022-02-28T00:13:24Z,210000,27.0,200.0,1,left,MISS C. Wood 20' step back Shot,[1626174],1610612745.0,HOU,step back,,,Wood,C. Wood,,,,,20.21,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M01.00S,2022-02-28T00:12:51.0Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,5,4,2022-02-28T00:13:24Z,220000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,
23,PT09M43.00S,2022-02-28T00:13:09.2Z,1,REGULAR,3pt,Jump Shot,[],1629611,78.9257555847569,91.17647058823529,1610612746,5,4,2022-02-28T00:13:52Z,230000,206.0,146.0,1,right,MISS T. Mann 25' pullup 3PT,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M42.00S,2022-02-28T00:13:10.2Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,5,4,2022-02-28T00:13:18Z,240000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,
25,PT09M34.00S,2022-02-28T00:13:22.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,5,4,2022-02-28T00:13:22Z,250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M24.00S,2022-02-28T00:13:42.4Z,1,REGULAR,3pt,Jump Shot,[],1630256,18.2161629434954,94.11764705882352,1610612745,5,4,2022-02-28T00:13:49Z,260000,-221.0,119.0,1,left,MISS J. Tate 25' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M21.00S,2022-02-28T00:13:45.4Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,5,4,2022-02-28T00:13:49Z,270000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,
28,PT09M12.00S,2022-02-28T00:13:53.7Z,1,REGULAR,3pt,Jump Shot,[],202694,66.70499342969777,50.0,1610612746,5,7,2022-02-28T00:14:00Z,280000,0.0,260.0,1,right,M. Morris Sr. 26' 3PT  (3 PTS) (N. Batum 1 AST),"[202694, 201587]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,26.05,Made,3.0,N. Batum,201587.0,1.0,,,,,,,,,,,,,,,
30,PT08M46.00S,2022-02-28T00:14:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.178055190538765,49.01960784313725,1610612745,5,7,2022-02-28T00:14:24Z,300000,5.0,15.0,1,left,MISS J. Green driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,1.58,Missed,,,,,,,,,,,,,,,,,,,
31,PT08M45.00S,2022-02-28T00:14:20.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,5,7,2022-02-28T00:14:24Z,310000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,30.0,3.0,2.0,1.0,,,,,,,,,,,
32,PT08M35.00S,2022-02-28T00:14:30.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,84.57621550591328,49.01960784313725,1610612746,5,7,2022-02-28T00:14:36Z,320000,-5.0,92.0,1,right,MISS R. Jackson 9' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,9.26,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M34.00S,2022-02-28T00:14:31.3Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,5,7,2022-02-28T00:14:36Z,330000,,,0,,J. Tate REBOUND (Off:0 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,
34,PT08M25.00S,2022-02-28T00:14:40.9Z,1,REGULAR,3pt,Jump Shot,[],1630256,24.26084099868594,87.99019607843137,1610612745,8,7,2022-02-28T00:14:45Z,340000,-190.0,176.0,1,left,J. Tate 25' 3PT  (5 PTS) (D. Schroder 1 AST),"[1630256, 203471]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,25.87,Made,5.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,,
36,PT08M11.00S,2022-02-28T00:14:54.9Z,1,REGULAR,3pt,Jump Shot,[],202694,66.83639947437582,58.08823529411765,1610612746,8,10,2022-02-28T00:15:00Z,360000,40.0,259.0,1,right,M. Morris Sr. 26' 3PT  (6 PTS) (R. Jackson 1 AST),"[202694, 202704]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,26.23,Made,6.0,R. Jackson,202704.0,1.0,,,,,,,,,,,,,,,
38,PT07M48.00S,2022-02-28T00:15:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,12.040078843626807,51.9607843137255,1610612745,8,10,2022-02-28T00:15:25Z,380000,-10.0,61.0,1,left,MISS E. Gordon 6' driving floating Shot,[201569],1610612745.0,HOU,driving floating,,,Gordon,E. Gordon,,,,,6.15,Missed,,,,,,,,,,,,,,,,,,,
39,PT07M45.00S,2022-02-28T00:15:21.5Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,8,10,2022-02-28T00:15:25Z,390000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,
40,PT07M36.00S,2022-02-28T00:15:30.2Z,1,REGULAR,3pt,Jump Shot,[],201587,68.80749014454665,26.715686274509803,1610612746,8,13,2022-02-28T00:15:34Z,400000,-116.0,241.0,1,right,N. Batum 26' 3PT  (5 PTS),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,26.74,Made,5.0,,,,,,,,,,,,,,,,,,
41,PT07M21.00S,2022-02-28T00:15:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.258212877792378,50.245098039215684,1610612745,8,13,2022-02-28T00:17:46Z,410000,-1.0,6.0,1,left,MISS D. Schroder driving Layup - blocked,"[203471, 1627826]",1610612745.0,HOU,driving,,,Schroder,D. Schroder,,,,,0.64,Missed,,,,,,,,,Zubac,1627826.0,,,,,,,,,
42,PT07M21.00S,2022-02-28T00:15:44.6Z,1,REGULAR,block,,[],1627826,,,1610612745,8,13,2022-02-28T00:15:46Z,420000,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M21.00S,2022-02-28T00:15:44.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,13,2022-02-28T00:15:50Z,430000,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,41.0,4.0,3.0,1.0,,,,,,,,,,,
44,PT07M21.00S,2022-02-28T00:15:49.7Z,1,REGULAR,foul,personal,[],1630256,,,1610612746,8,13,2022-02-28T00:18:17Z,440000,,,0,,J. Tate take personal FOUL (1 PF),"[1630256, 1627826]",1610612745.0,HOU,take,,,Tate,J. Tate,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Zubac,1627826.0,,,,
46,PT07M05.00S,2022-02-28T00:16:26.7Z,1,REGULAR,turnover,out-of-bounds,[],202694,,,1610612746,8,13,2022-02-28T00:16:41Z,460000,,,0,,M. Morris Sr. bad pass out-of-bounds TURNOVER (1 TO),[202694],1610612746.0,LAC,bad pass,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,202053.0,,,,,1.0,,,
47,PT06M44.00S,2022-02-28T00:16:55.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,29.6484888304862,25.245098039215684,1610612745,11,13,2022-02-28T00:17:01Z,470000,124.0,226.0,1,left,J. Green 25' 3PT step back (3 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,25.79,Made,3.0,,,,,,,,,,,,,,,,,,
48,PT06M17.00S,2022-02-28T00:17:23.3Z,1,REGULAR,3pt,Jump Shot,[],202694,95.3515111695138,95.58823529411765,1610612746,11,13,2022-02-28T00:19:41Z,480000,228.0,-9.0,1,right,MISS M. Morris Sr. step back 3PT,[202694],1610612746.0,LAC,step back,,,Morris Sr.,M. Morris Sr.,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,,
49,PT06M16.00S,2022-02-28T00:17:24.3Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,11,13,2022-02-28T00:17:28Z,490000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,
50,PT06M11.00S,2022-02-28T00:17:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630224,8.360709592641262,48.529411764705884,1610612745,11,13,2022-02-28T00:20:07Z,500000,7.0,26.0,1,left,MISS J. Green running Layup - blocked,"[1630224, 201587]",1610612745.0,HOU,running,,,Green,J. Green,,,,,2.71,Missed,,,,,,,,,Batum,201587.0,,,,,,,,,
51,PT06M11.00S,2022-02-28T00:17:28.5Z,1,REGULAR,block,,[],201587,,,1610612745,11,13,2022-02-28T00:17:31Z,510000,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M10.00S,2022-02-28T00:17:29.5Z,1,REGULAR,rebound,offensive,[],203471,,,1610612745,11,13,2022-02-28T00:17:35Z,520000,,,0,,D. Schroder REBOUND (Off:1 Def:0),[203471],1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,,,,,,50.0,1.0,0.0,1.0,,,,,,,,,,,
53,PT06M06.00S,2022-02-28T00:17:33.9Z,1,REGULAR,turnover,bad pass,[],201569,,,1610612745,11,13,2022-02-28T00:17:38Z,530000,,,0,,E. Gordon bad pass TURNOVER (1 TO),"[201569, 201587]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,1.0,Batum,201587.0,
54,PT06M06.00S,2022-02-28T00:17:33.9Z,1,REGULAR,steal,,[],201587,,,1610612746,11,13,2022-02-28T00:17:35Z,540000,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT05M59.00S,2022-02-28T00:17:40.5Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,11,13,2022-02-28T00:17:49Z,550000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1630256]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,1.0,Tate,1630256.0,
56,PT05M59.00S,2022-02-28T00:17:40.5Z,1,REGULAR,steal,,[],1630256,,,1610612745,11,13,2022-02-28T00:35:03Z,560000,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT05M49.00S,2022-02-28T00:17:50.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,16.507884362680684,96.07843137254902,1610612745,11,13,2022-02-28T00:17:56Z,570000,-230.0,103.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
58,PT05M47.00S,2022-02-28T00:17:52.7Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,11,13,2022-02-28T00:17:56Z,580000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,,,,
59,PT05M34.00S,2022-02-28T00:18:09.0Z,1,REGULAR,foul,personal,[],203471,,,1610612746,11,13,2022-02-28T00:18:16Z,590000,,,0,,D. Schroder personal FOUL (1 PF),"[203471, 1627826]",1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Zubac,1627826.0,,,,
61,PT05M34.00S,2022-02-28T00:18:21.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,11,13,2022-02-28T00:18:21Z,610000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M23.00S,2022-02-28T00:21:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,87.46714848883047,36.27450980392157,1610612746,11,15,2022-02-28T00:22:51Z,620000,-69.0,65.0,1,right,R. Jackson 9' fadeaway Jump Shot (2 PTS),[202704],1610612746.0,LAC,fadeaway,,,Jackson,R. Jackson,,,,,9.47,Made,2.0,,,,,,,,,,,,,,,,,,
63,PT04M53.00S,2022-02-28T00:21:57.0Z,1,REGULAR,3pt,Jump Shot,[],201569,27.151773981603156,16.42156862745098,1610612745,14,15,2022-02-28T00:22:01Z,630000,168.0,203.0,1,left,E. Gordon 26' 3PT  (3 PTS) (D. Schroder 2 AST),"[201569, 203471]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,26.32,Made,3.0,D. Schroder,203471.0,2.0,,,,,,,,,,,,,,,
65,PT04M23.00S,2022-02-28T00:22:27.9Z,1,REGULAR,3pt,Jump Shot,[],202704,66.17936925098554,31.127450980392158,1610612746,14,15,2022-02-28T00:22:35Z,650000,-94.0,265.0,1,right,MISS R. Jackson 28' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,28.17,Missed,,,,,,,,,,,,,,,,,,,
66,PT04M20.00S,2022-02-28T00:22:30.9Z,1,REGULAR,rebound,defensive,[],203471,,,1610612745,14,15,2022-02-28T00:22:40Z,660000,,,0,,D. Schroder REBOUND (Off:1 Def:1),[203471],1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,,,,,,65.0,2.0,1.0,1.0,,,,,,,,,,,
67,PT04M15.00S,2022-02-28T00:22:39.5Z,1,REGULAR,foul,personal,[],202704,,,1610612745,14,15,2022-02-28T00:22:44Z,670000,,,0,,R. Jackson personal FOUL (1 PF),"[202704, 1626174]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Wood,1626174.0,,,,
69,PT04M15.00S,2022-02-28T00:22:43.9Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,14,15,2022-02-28T00:22:56Z,690000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M15.00S,2022-02-28T00:22:43.9Z,1,REGULAR,substitution,out,[],201569,,,1610612745,14,15,2022-02-28T00:22:56Z,700000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M15.00S,2022-02-28T00:22:43.9Z,1,REGULAR,substitution,out,[],1629611,,,1610612745,14,15,2022-02-28T00:22:56Z,710000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M15.00S,2022-02-28T00:22:43.9Z,1,REGULAR,substitution,out,[],201587,,,1610612745,14,15,2022-02-28T00:22:56Z,720000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M15.00S,2022-02-28T00:22:43.9Z,1,REGULAR,substitution,in,[],1629726,,,1610612745,14,15,2022-02-28T00:22:56Z,730000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M15.00S,2022-02-28T00:22:43.9Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,14,15,2022-02-28T00:22:56Z,740000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M15.00S,2022-02-28T00:22:43.9Z,1,REGULAR,substitution,in,[],1630527,,,1610612745,14,15,2022-02-28T00:22:56Z,750000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M15.00S,2022-02-28T00:22:43.9Z,1,REGULAR,substitution,in,[],1628379,,,1610612745,14,15,2022-02-28T00:22:56Z,760000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M00.00S,2022-02-28T00:23:17.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,30.831143232588698,68.38235294117648,1610612745,14,15,2022-02-28T00:23:23Z,770000,-92.0,237.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
78,PT03M58.00S,2022-02-28T00:23:19.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,14,15,2022-02-28T00:23:23Z,780000,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,77.0,5.0,4.0,1.0,,,,,,,,,,,
79,PT03M42.00S,2022-02-28T00:23:37.4Z,1,REGULAR,turnover,out-of-bounds,[],1627826,,,1610612746,14,15,2022-02-28T00:23:43Z,790000,,,0,,I. Zubac bad pass out-of-bounds TURNOVER (1 TO),[1627826],1610612746.0,LAC,bad pass,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,2530.0,,,,,1.0,,,
80,PT03M30.00S,2022-02-28T00:24:04.7Z,1,REGULAR,foul,technical,['1freethrow'],1627826,,,1610612745,14,15,2022-02-28T00:24:17Z,800000,,,0,,I. Zubac defensive-3-second technical FOUL (1 Tech),[1627826],1610612746.0,LAC,defensive-3-second,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,1627962.0,0.0,1.0,,,,,,
81,PT03M30.00S,2022-02-28T00:24:24.6Z,1,REGULAR,freethrow,1 of 1,[],1629726,,,1610612745,15,15,2022-02-28T00:24:24Z,810000,,,0,,G. Mathews technical Free Throw 1 of 1 (1 PTS),[1629726],1610612745.0,HOU,technical,,,Mathews,G. Mathews,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
82,PT03M19.00S,2022-02-28T00:24:51.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,32.802233902759525,32.1078431372549,1610612745,18,15,2022-02-28T00:24:55Z,820000,89.0,256.0,1,left,G. Mathews 27' 3PT  (4 PTS) (J. Green 2 AST),"[1629726, 1630224]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,27.1,Made,4.0,J. Green,1630224.0,2.0,,,,,,,,,,,,,,,
84,PT03M07.00S,2022-02-28T00:25:03.7Z,1,REGULAR,3pt,Jump Shot,[],1628379,68.41327201051249,27.205882352941174,1610612746,18,15,2022-02-28T00:25:11Z,840000,-114.0,244.0,1,right,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
85,PT03M04.00S,2022-02-28T00:25:06.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,18,15,2022-02-28T00:25:11Z,850000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,
86,PT03M04.00S,2022-02-28T00:25:09.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,18,15,2022-02-28T00:25:09Z,860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M04.00S,2022-02-28T00:25:11.6Z,1,REGULAR,substitution,out,[],1627826,,,1610612745,18,15,2022-02-28T00:25:16Z,870000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M04.00S,2022-02-28T00:25:11.6Z,1,REGULAR,substitution,in,[],1628392,,,1610612745,18,15,2022-02-28T00:25:16Z,880000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT02M52.00S,2022-02-28T00:25:39.8Z,1,REGULAR,3pt,Jump Shot,[],203471,30.56833114323259,30.392156862745097,1610612745,21,15,2022-02-28T00:25:43Z,890000,98.0,235.0,1,left,D. Schroder 25' 3PT  (6 PTS) (K. Martin Jr. 1 AST),"[203471, 1630231]",1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,25.44,Made,6.0,K. Martin Jr.,1630231.0,1.0,,,,,,,,,,,,,,,
