actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
92,PT04M35.00S,2022-02-07T00:24:48.6Z,1,REGULAR,3pt,Jump Shot,[],1629726,26.231931668856767,84.80392156862744,1610612745,11,11,2022-02-07T00:25:00Z,920000,-174.0,194.0,1,left,MISS G. Mathews 26' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
93,PT04M34.00S,2022-02-07T00:24:49.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,11,11,2022-02-07T00:25:00Z,930000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,
94,PT04M34.00S,2022-02-07T00:24:57.6Z,1,REGULAR,foul,personal,[],1630578,,,1610612740,11,11,2022-02-07T00:25:16Z,940000,,,0,,A. Sengun loose ball personal FOUL (2 PF),"[1630578, 1629637]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Hayes,1629637.0,,,,,
96,PT04M34.00S,2022-02-07T00:25:07.5Z,1,REGULAR,substitution,out,[],1629645,,,1610612740,11,11,2022-02-07T00:25:15Z,960000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M34.00S,2022-02-07T00:25:07.5Z,1,REGULAR,substitution,out,[],1630578,,,1610612740,11,11,2022-02-07T00:25:15Z,970000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M34.00S,2022-02-07T00:25:07.5Z,1,REGULAR,substitution,in,[],1630528,,,1610612740,11,11,2022-02-07T00:25:15Z,980000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M34.00S,2022-02-07T00:25:07.5Z,1,REGULAR,substitution,in,[],1626174,,,1610612740,11,11,2022-02-07T00:25:15Z,990000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M19.00S,2022-02-07T00:25:26.6Z,1,REGULAR,3pt,Jump Shot,[],1630631,70.38436268068331,23.284313725490197,1610612740,11,11,2022-02-07T00:25:31Z,1000000,-134.0,226.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
101,PT04M18.00S,2022-02-07T00:25:27.6Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,11,11,2022-02-07T00:25:31Z,1010000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,
102,PT04M08.00S,2022-02-07T00:25:38.4Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,11,11,2022-02-07T00:25:42Z,1020000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1627742]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,1.0,Ingram,1627742.0,,,,,,,,,,
103,PT04M08.00S,2022-02-07T00:25:38.4Z,1,REGULAR,steal,,[],1627742,,,1610612740,11,11,2022-02-07T00:25:40Z,1030000,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M03.00S,2022-02-07T00:25:42.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629637,93.9060446780552,52.94117647058824,1610612740,11,13,2022-02-07T00:25:47Z,1040000,15.0,5.0,1,right,J. Hayes running alley-oop DUNK (4 PTS) (B. Ingram 1 AST),"[1629637, 1627742]",1610612740.0,NOP,running alley-oop,,,Hayes,J. Hayes,,,,,1.55,Made,,,,,,,,,,,,,,,4.0,B. Ingram,1627742.0,1.0,
106,PT03M50.00S,2022-02-07T00:25:55.6Z,1,REGULAR,turnover,bad pass,[],1626174,,,1610612745,11,13,2022-02-07T00:25:59Z,1060000,,,0,,C. Wood bad pass TURNOVER (1 TO),"[1626174, 1628404]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,1.0,Hart,1628404.0,,,,,,,,,,
107,PT03M50.00S,2022-02-07T00:25:55.6Z,1,REGULAR,steal,,[],1628404,,,1610612740,11,13,2022-02-07T00:26:41Z,1070000,,,0,,J. Hart STEAL (1 STL),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M44.00S,2022-02-07T00:26:03.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629637,92.85479632063075,48.77450980392157,1610612740,11,15,2022-02-07T00:26:09Z,1080000,-6.0,15.0,1,right,J. Hayes cutting DUNK (6 PTS) (B. Ingram 2 AST),"[1629637, 1627742]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,1.59,Made,,,,,,,,,,,,,,,6.0,B. Ingram,1627742.0,2.0,
110,PT03M44.00S,2022-02-07T00:26:07.4Z,1,REGULAR,foul,personal,['1freethrow'],1629726,,,1610612740,11,15,2022-02-07T00:26:19Z,1100000,,,0,,G. Mathews shooting personal FOUL (1 PF) (Hayes 1 FT),"[1629726, 1629637]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Hayes,1629637.0,,,,,
112,PT03M44.00S,2022-02-07T00:26:20.6Z,1,REGULAR,substitution,out,[],1628404,,,1610612740,11,15,2022-02-07T00:26:33Z,1120000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M44.00S,2022-02-07T00:26:20.6Z,1,REGULAR,substitution,in,[],1629638,,,1610612740,11,15,2022-02-07T00:26:33Z,1130000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M44.00S,2022-02-07T00:26:32.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629637,,,1610612740,11,15,2022-02-07T00:26:35Z,1140000,,,0,,MISS J. Hayes Free Throw 1 of 1,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
115,PT03M44.00S,2022-02-07T00:26:32.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,11,15,2022-02-07T00:26:35Z,1150000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,114.0,3.0,3.0,0.0,,,,,,,,,,,,,
116,PT03M23.00S,2022-02-07T00:26:52.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,9.806176084099869,49.01960784313725,1610612745,11,15,2022-02-07T00:27:01Z,1160000,5.0,40.0,1,left,MISS J. Tate turnaround Hook,[1630256],1610612745.0,HOU,turnaround,,,Tate,J. Tate,,,,,4.0,Missed,,,,,,,,,,,,,,,,,,,
117,PT03M22.00S,2022-02-07T00:26:53.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,11,15,2022-02-07T00:27:06Z,1170000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,
118,PT03M22.00S,2022-02-07T00:26:59.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612745,11,15,2022-02-07T00:27:08Z,1180000,,,0,,J. Hayes loose ball personal FOUL (1 PF) (Tate 2 FT),"[1629637, 1630256]",1610612740.0,NOP,loose ball,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Tate,1630256.0,,,,,
120,PT03M22.00S,2022-02-07T00:27:22.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630256,,,1610612745,12,15,2022-02-07T00:27:22Z,1200000,,,0,,J. Tate Free Throw 1 of 2 (3 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Made,,,,,,,,,,,,,,,3.0,,,,
121,PT03M22.00S,2022-02-07T00:27:38.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630256,,,1610612745,13,15,2022-02-07T00:27:38Z,1210000,,,0,,J. Tate Free Throw 2 of 2 (4 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Made,,,,,,,,,,,,,,,4.0,,,,
122,PT03M06.00S,2022-02-07T00:27:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,93.9060446780552,52.69607843137255,1610612740,13,17,2022-02-07T00:28:01Z,1220000,13.0,5.0,1,right,J. Alvarado driving finger roll Layup (2 PTS) (B. Ingram 3 AST),"[1630631, 1627742]",1610612740.0,NOP,driving finger roll,,,Alvarado,J. Alvarado,,,,,1.43,Made,,,,,,,,,,,,,,,2.0,B. Ingram,1627742.0,3.0,
124,PT02M49.00S,2022-02-07T00:28:11.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,6.783837056504599,47.549019607843135,1610612745,13,17,2022-02-07T00:28:17Z,1240000,12.0,11.0,1,left,MISS J. Green driving floating bank Shot,[1630224],1610612745.0,HOU,driving floating bank,,,Green,J. Green,,,,,1.67,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M47.00S,2022-02-07T00:28:13.9Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,13,17,2022-02-07T00:28:17Z,1250000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,
126,PT02M40.00S,2022-02-07T00:28:24.9Z,1,REGULAR,foul,offensive,['inpenalty'],1627742,,,1610612740,13,17,2022-02-07T00:28:32Z,1260000,,,0,,B. Ingram offensive FOUL (1 PF),"[1627742, 1629726]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Mathews,1629726.0,,,,,
128,PT02M40.00S,2022-02-07T00:28:24.9Z,1,REGULAR,turnover,offensive foul,[],1627742,,,1610612740,13,17,2022-02-07T00:28:24Z,1280000,,,0,,B. Ingram offensive foul TURNOVER (2 TO),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,2.0,,,1627964.0,,,,,,,,,
129,PT02M40.00S,2022-02-07T00:28:32.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,13,17,2022-02-07T00:28:32Z,1290000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M40.00S,2022-02-07T00:29:31.7Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,13,17,2022-02-07T00:31:10Z,1300000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M40.00S,2022-02-07T00:29:31.7Z,1,REGULAR,substitution,out,[],1627742,,,1610612745,13,17,2022-02-07T00:31:10Z,1310000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M40.00S,2022-02-07T00:29:31.7Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,13,17,2022-02-07T00:31:10Z,1320000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M40.00S,2022-02-07T00:29:31.7Z,1,REGULAR,substitution,in,[],1630530,,,1610612745,13,17,2022-02-07T00:31:10Z,1330000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M21.00S,2022-02-07T00:31:41.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626174,7.966491458607096,37.254901960784316,1610612745,13,17,2022-02-07T00:31:48Z,1340000,64.0,22.0,1,left,MISS C. Wood 6' driving floating bank Shot,[1626174],1610612745.0,HOU,driving floating bank,,,Wood,C. Wood,,,,,6.75,Missed,,,,,,,,,,,,,,,,,,,
135,PT02M20.00S,2022-02-07T00:31:42.5Z,1,REGULAR,rebound,defensive,[],1629109,,,1610612740,13,17,2022-02-07T00:31:48Z,1350000,,,0,,G. Clark REBOUND (Off:0 Def:1),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,
136,PT02M10.00S,2022-02-07T00:31:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,93.38042049934296,46.568627450980394,1610612740,13,17,2022-02-07T00:31:58Z,1360000,-17.0,10.0,1,right,MISS J. Alvarado driving Layup,[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,1.97,Missed,,,,,,,,,,,,,,,,,,,
137,PT02M09.00S,2022-02-07T00:31:52.8Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,13,17,2022-02-07T00:31:58Z,1370000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,
138,PT02M05.00S,2022-02-07T00:31:57.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630224,7.178055190538765,49.01960784313725,1610612745,15,17,2022-02-07T00:32:08Z,1380000,5.0,15.0,1,left,J. Green running alley-oop DUNK (6 PTS) (J. Christopher 1 AST),"[1630224, 1630528]",1610612745.0,HOU,running alley-oop,,,Green,J. Green,,,,,1.58,Made,,,,,,,,,,,,,,,6.0,J. Christopher,1630528.0,1.0,
140,PT01M41.00S,2022-02-07T00:32:21.5Z,1,REGULAR,3pt,Jump Shot,[],1629637,71.04139290407359,78.67647058823529,1610612740,15,20,2022-02-07T00:32:25Z,1400000,143.0,220.0,1,right,J. Hayes 26' 3PT  (9 PTS) (J. Alvarado 2 AST),"[1629637, 1630631]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,26.24,Made,,,,,,,,,,,,,,,9.0,J. Alvarado,1630631.0,2.0,
142,PT01M24.00S,2022-02-07T00:32:38.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626174,13.485545335085414,51.9607843137255,1610612745,17,20,2022-02-07T00:32:43Z,1420000,-10.0,74.0,1,left,C. Wood 7' driving Hook (2 PTS),[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,7.49,Made,,,,,,,,,,,,,,,2.0,,,,
143,PT01M04.00S,2022-02-07T00:32:57.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,92.9862023653088,50.49019607843137,1610612740,17,22,2022-02-07T00:33:02Z,1430000,2.0,13.0,1,right,J. Hayes driving DUNK (11 PTS),[1629637],1610612740.0,NOP,driving,,,Hayes,J. Hayes,,,,,1.36,Made,,,,,,,,,,,,,,,11.0,,,,
144,PT00M58.90S,2022-02-07T00:33:06.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612745,17,22,2022-02-07T00:33:11Z,1440000,,,0,,N. Alexander-Walker personal FOUL (1 PF) (Mathews 2 FT),"[1629638, 1629726]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Mathews,1629726.0,,,,,
146,PT00M58.90S,2022-02-07T00:33:30.6Z,1,REGULAR,freethrow,1 of 2,[],1629726,,,1610612745,18,22,2022-02-07T00:33:52Z,1460000,,,0,,G. Mathews Free Throw 1 of 2 (1 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,,,,,,,,,,,,,,,1.0,,,,
147,PT00M58.90S,2022-02-07T00:33:30.6Z,1,REGULAR,freethrow,2 of 2,[],1629726,,,1610612745,18,22,2022-02-07T00:33:52Z,1470000,,,0,,MISS G. Mathews Free Throw 2 of 2,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M58.90S,2022-02-07T00:33:30.6Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,18,22,2022-02-07T00:33:52Z,1480000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,
149,PT00M38.00S,2022-02-07T00:34:08.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,93.9060446780552,48.529411764705884,1610612740,18,24,2022-02-07T00:39:08Z,1490000,-7.0,5.0,1,right,J. Hayes reverse DUNK (13 PTS) (J. Alvarado 3 AST),"[1629637, 1630631]",1610612740.0,NOP,reverse,,,Hayes,J. Hayes,,,,,0.88,Made,,,,,,,,,,,,,,,13.0,J. Alvarado,1630631.0,3.0,
151,PT00M26.80S,2022-02-07T00:34:21.5Z,1,REGULAR,3pt,Jump Shot,[],1626174,29.911300919842315,77.45098039215686,1610612745,21,24,2022-02-07T00:34:31Z,1510000,-137.0,229.0,1,left,C. Wood 26' 3PT step back (5 PTS) (J. Green 2 AST),"[1626174, 1630224]",1610612745.0,HOU,step back,,,Wood,C. Wood,,,,,26.67,Made,,,,,,,,,,,,,,,5.0,J. Green,1630224.0,2.0,
152,PT00M08.10S,2022-02-07T00:34:44.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,90.62089356110381,56.86274509803921,1610612740,21,26,2022-02-07T00:34:50Z,1520000,34.0,36.0,1,right,J. Alvarado driving floating Jump Shot (4 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,4.95,Made,,,,,,,,,,,,,,,4.0,,,,
153,PT00M02.70S,2022-02-07T00:34:57.1Z,1,REGULAR,3pt,Jump Shot,[],1626174,36.48160315374508,39.21568627450981,1610612745,21,26,2022-02-07T00:35:03Z,1530000,54.0,290.0,1,left,MISS C. Wood 29' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,29.54,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M02.30S,2022-02-07T00:34:57.5Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,21,26,2022-02-07T00:35:03Z,1540000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,
155,PT00M00.50S,2022-02-07T00:35:02.2Z,1,REGULAR,3pt,Jump Shot,[],1629638,43.446123521682,50.49019607843137,1610612740,21,26,2022-02-07T00:35:42Z,1550000,2.0,479.0,1,right,MISS N. Alexander-Walker 47' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,47.91,Missed,,,,,,,,,,,,,,,,,,,
156,PT00M00.10S,2022-02-07T00:35:02.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,21,26,2022-02-07T00:35:42Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,
157,PT00M00.00S,2022-02-07T00:35:44.0Z,1,REGULAR,period,end,[],0,,,1610612740,21,26,2022-02-07T00:35:44Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-02-07T00:37:24.2Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612740,21,26,2022-02-07T00:37:52Z,1580000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-02-07T00:37:24.2Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612740,21,26,2022-02-07T00:37:52Z,1590000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-02-07T00:37:24.2Z,2,REGULAR,substitution,out,['startperiod'],1629109,,,1610612740,21,26,2022-02-07T00:37:52Z,1600000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-02-07T00:37:24.2Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612740,21,26,2022-02-07T00:37:52Z,1610000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-02-07T00:37:24.2Z,2,REGULAR,substitution,in,['startperiod'],1629645,,,1610612740,21,26,2022-02-07T00:37:52Z,1620000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-02-07T00:37:24.2Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,21,26,2022-02-07T00:37:52Z,1630000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-02-07T00:37:24.2Z,2,REGULAR,substitution,in,['startperiod'],1628984,,,1610612740,21,26,2022-02-07T00:37:52Z,1640000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-02-07T00:37:24.2Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612740,21,26,2022-02-07T00:37:52Z,1650000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-02-07T00:37:49.5Z,2,REGULAR,period,start,[],0,,,1610612745,21,26,2022-02-07T00:37:52Z,1660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M47.00S,2022-02-07T00:38:02.4Z,2,REGULAR,3pt,Jump Shot,[],1626174,33.590670170827856,33.33333333333333,1610612745,24,26,2022-02-07T00:38:30Z,1670000,83.0,263.0,1,left,C. Wood 27' 3PT  (8 PTS) (G. Mathews 1 AST),"[1626174, 1629726]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,27.62,Made,,,,,,,,,,,,,,,8.0,G. Mathews,1629726.0,1.0,
170,PT11M28.00S,2022-02-07T00:38:22.9Z,2,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612740,24,26,2022-02-07T00:38:38Z,1690000,,,0,,K. Martin Jr. shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1630231, 202685]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Valanciunas,202685.0,,,,,
172,PT11M28.00S,2022-02-07T00:38:52.2Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,24,27,2022-02-07T00:39:12Z,1710000,,,0,,J. Valanciunas Free Throw 1 of 2 (1 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,,,,,,,,,,,1.0,,,,
173,PT11M28.00S,2022-02-07T00:38:52.2Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,24,27,2022-02-07T00:39:12Z,1720000,,,0,,MISS J. Valanciunas Free Throw 2 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,,
174,PT11M28.00S,2022-02-07T00:38:52.2Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,24,27,2022-02-07T00:39:12Z,1730000,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,173.0,4.0,4.0,0.0,,,,,,,,,,,,,
175,PT11M20.00S,2022-02-07T00:39:16.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,6.521024967148489,52.450980392156865,1610612745,26,27,2022-02-07T00:39:21Z,1740000,-12.0,9.0,1,left,K. Martin Jr. alley-oop DUNK (2 PTS) (K. Porter Jr. 2 AST),"[1630231, 1629645]",1610612745.0,HOU,alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,1.51,Made,,,,,,,,,,,,,,,2.0,K. Porter Jr.,1629645.0,2.0,
177,PT11M02.00S,2022-02-07T00:39:34.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,92.72339027595268,49.26470588235294,1610612740,26,29,2022-02-07T00:39:37Z,1760000,-4.0,16.0,1,right,T. Murphy III DUNK (2 PTS) (J. Hart 3 AST),"[1630530, 1628404]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,1.63,Made,,,,,,,,,,,,,,,2.0,J. Hart,1628404.0,3.0,
179,PT10M49.00S,2022-02-07T00:39:46.9Z,2,REGULAR,3pt,Jump Shot,[],1630528,24.78646517739816,14.460784313725492,1610612745,29,29,2022-02-07T00:39:52Z,1780000,178.0,180.0,1,left,J. Christopher 25' 3PT step back (3 PTS) (K. Martin Jr. 1 AST),"[1630528, 1630231]",1610612745.0,HOU,step back,,,Christopher,J. Christopher,,,,,25.33,Made,,,,,,,,,,,,,,,3.0,K. Martin Jr.,1630231.0,1.0,
181,PT10M31.00S,2022-02-07T00:40:05.0Z,2,REGULAR,turnover,bad pass,[],202685,,,1610612740,29,29,2022-02-07T00:40:08Z,1800000,,,0,,J. Valanciunas bad pass TURNOVER (1 TO),"[202685, 1630528]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,1.0,Christopher,1630528.0,,,,,,,,,,
182,PT10M31.00S,2022-02-07T00:40:05.0Z,2,REGULAR,steal,,[],1630528,,,1610612745,29,29,2022-02-07T00:40:07Z,1810000,,,0,,J. Christopher STEAL (1 STL),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
