actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
92,PT06M10.00S,2021-11-13T01:25:21.8Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,12,11,2021-11-13T01:25:29Z,910000,,,0,,K. Porter Jr. REBOUND (Off:2 Def:1),[1629645],1610612745.0,HOU,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,91.0,3.0,1.0,2.0,,,,,,,
93,PT06M09.00S,2021-11-13T01:25:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629645,92.59198423127464,49.01960784313725,1610612745,14,11,2021-11-13T01:25:34Z,920000,-5.0,17.0,1,right,K. Porter Jr. putback Layup (7 PTS),[1629645],1610612745.0,HOU,,putback,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,1.78,Made,,,,,7.0,,,,,,
94,PT05M53.00S,2021-11-13T01:25:37.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,5.863994743758213,50.0,1610612757,14,13,2021-11-13T01:25:46Z,930000,0.0,3.0,1,left,C. Zeller cutting DUNK (4 PTS) (D. Lillard 1 AST),"[203469, 203081]",1610612757.0,POR,,cutting,,,Zeller,C. Zeller,,,,,,,,,,,,0.26,Made,,,,,4.0,D. Lillard,203081.0,1.0,,,
96,PT05M40.00S,2021-11-13T01:25:51.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,92.85479632063075,50.245098039215684,1610612745,16,13,2021-11-13T01:25:55Z,950000,1.0,15.0,1,right,D. Theis DUNK (7 PTS) (K. Porter Jr. 2 AST),"[1628464, 1629645]",1610612745.0,HOU,,,,,Theis,D. Theis,,,,,,,,,,,,1.47,Made,,,,,7.0,K. Porter Jr.,1629645.0,2.0,,,
98,PT05M28.00S,2021-11-13T01:26:02.9Z,1,REGULAR,2pt,Jump Shot,[],203081,10.85742444152431,68.13725490196079,1610612757,16,13,2021-11-13T01:26:11Z,970000,-91.0,50.0,1,left,MISS D. Lillard 10' fadeaway Shot,[203081],1610612757.0,POR,,fadeaway,,,Lillard,D. Lillard,,,,,,,,,,,,10.34,Missed,,,,,,,,,,,
99,PT05M28.00S,2021-11-13T01:26:02.9Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,16,13,2021-11-13T01:26:11Z,980000,,,0,,K. Porter Jr. REBOUND (Off:2 Def:2),[1629645],1610612745.0,HOU,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,98.0,4.0,2.0,2.0,,,,,,,
100,PT05M20.00S,2021-11-13T01:26:13.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,92.72339027595268,50.245098039215684,1610612745,18,13,2021-11-13T01:33:29Z,990000,1.0,16.0,1,right,C. Wood driving Layup (2 PTS),[1626174],1610612745.0,HOU,,driving,,,Wood,C. Wood,,,,,,,,,,,,1.59,Made,,,,,2.0,,,,,,
101,PT05M20.00S,2021-11-13T01:26:15.4Z,1,REGULAR,foul,personal,['1freethrow'],203468,,,1610612745,18,13,2021-11-13T01:26:22Z,1000000,,,0,,C. McCollum shooting personal FOUL (1 PF) (Wood 1 FT),"[203468, 1626174]",1610612757.0,POR,2005.0,shooting,,,McCollum,C. McCollum,,,,,,,,1.0,0.0,Wood,1626174.0,,,,,,,,,,,,,
103,PT05M20.00S,2021-11-13T01:26:23.7Z,1,REGULAR,substitution,out,[],1628464,,,1610612745,18,13,2021-11-13T01:26:43Z,1020000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M20.00S,2021-11-13T01:26:23.7Z,1,REGULAR,substitution,out,[],203468,,,1610612745,18,13,2021-11-13T01:26:43Z,1030000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M20.00S,2021-11-13T01:26:23.7Z,1,REGULAR,substitution,out,[],203496,,,1610612745,18,13,2021-11-13T01:26:43Z,1040000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M20.00S,2021-11-13T01:26:23.7Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,18,13,2021-11-13T01:26:43Z,1050000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M20.00S,2021-11-13T01:26:23.7Z,1,REGULAR,substitution,in,[],1629014,,,1610612745,18,13,2021-11-13T01:26:43Z,1060000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M20.00S,2021-11-13T01:26:23.7Z,1,REGULAR,substitution,in,[],1626204,,,1610612745,18,13,2021-11-13T01:26:43Z,1070000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
109,PT05M20.00S,2021-11-13T01:26:41.5Z,1,REGULAR,freethrow,1 of 1,[],1626174,,,1610612745,18,13,2021-11-13T01:26:41Z,1080000,,,0,,MISS C. Wood Free Throw 1 of 1,[1626174],1610612745.0,HOU,,,,,Wood,C. Wood,,,,,,,,,,,,,Missed,,,,,,,,,,,
110,PT05M20.00S,2021-11-13T01:26:41.5Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,18,13,2021-11-13T01:26:47Z,1090000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,,Powell,N. Powell,,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,
111,PT05M08.00S,2021-11-13T01:26:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203469,6.389618922470433,50.245098039215684,1610612757,18,15,2021-11-13T01:27:06Z,1100000,-1.0,8.0,1,left,C. Zeller Layup (6 PTS) (N. Powell 1 AST),"[203469, 1626181]",1610612757.0,POR,,,,,Zeller,C. Zeller,,,,,,,,,,,,0.77,Made,,,,,6.0,N. Powell,1626181.0,1.0,,,
113,PT04M48.00S,2021-11-13T01:27:14.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203469,,,1610612745,18,15,2021-11-13T01:27:33Z,1120000,,,0,,C. Zeller personal FOUL (1 PF) (Sengun 2 FT),"[203469, 1630578]",1610612757.0,POR,1146.0,,,,Zeller,C. Zeller,,,,,,,,1.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,
115,PT04M48.00S,2021-11-13T01:27:49.2Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,18,15,2021-11-13T01:27:49Z,1140000,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,,Sengun,A. Sengun,,,,,,,,,,,,,Missed,,,,,,,,,,,
116,PT04M48.00S,2021-11-13T01:27:49.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,18,15,2021-11-13T01:27:49Z,1150000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,
117,PT04M48.00S,2021-11-13T01:27:50.3Z,1,REGULAR,substitution,out,[],1626181,,,1610612745,18,15,2021-11-13T01:27:56Z,1160000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M48.00S,2021-11-13T01:27:50.3Z,1,REGULAR,substitution,in,[],1629642,,,1610612745,18,15,2021-11-13T01:27:56Z,1170000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M48.00S,2021-11-13T01:28:11.6Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,19,15,2021-11-13T01:28:11Z,1180000,,,0,,A. Sengun Free Throw 2 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,,Sengun,A. Sengun,,,,,,,,,,,,,Made,,,,,1.0,,,,,,
120,PT04M30.00S,2021-11-13T01:28:32.3Z,1,REGULAR,3pt,Jump Shot,[],1629642,8.09789750328515,94.85294117647058,1610612757,19,15,2021-11-13T01:28:40Z,1190000,-224.0,24.0,1,left,MISS N. Little 3PT,[1629642],1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,22.55,Missed,,,,,,,,,,,
121,PT04M27.00S,2021-11-13T01:28:35.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,19,15,2021-11-13T01:28:40Z,1200000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,
122,PT04M27.00S,2021-11-13T01:28:38.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,19,15,2021-11-13T01:28:38Z,1210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M27.00S,2021-11-13T01:28:41.3Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,19,15,2021-11-13T01:28:52Z,1220000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M27.00S,2021-11-13T01:28:41.3Z,1,REGULAR,substitution,in,[],1627863,,,1610612745,19,15,2021-11-13T01:28:52Z,1230000,,,0,,SUB in: D. House Jr.,[1627863],1610612745.0,HOU,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M14.00S,2021-11-13T01:29:11.7Z,1,REGULAR,turnover,out-of-bounds,[],1627863,,,1610612745,19,15,2021-11-13T01:29:19Z,1240000,,,0,,D. House Jr. bad pass out-of-bounds TURNOVER (1 TO),[1627863],1610612745.0,HOU,1146.0,bad pass,,,House Jr.,D. House Jr.,,,,,1.0,,,,,,,,,,,,,,,,,,,
126,PT04M00.00S,2021-11-13T01:29:39.6Z,1,REGULAR,turnover,out-of-bounds,[],1626204,,,1610612757,19,15,2021-11-13T01:29:45Z,1250000,,,0,,L. Nance Jr. bad pass out-of-bounds TURNOVER (1 TO),[1626204],1610612757.0,POR,2005.0,bad pass,,,Nance Jr.,L. Nance Jr.,,,,,1.0,,,,,,,,,,,,,,,,,,,
129,PT03M48.00S,2021-11-13T01:30:10.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629642,,,1610612745,19,15,2021-11-13T01:30:16Z,1280000,,,0,,N. Little personal FOUL (1 PF) (House Jr. 2 FT),"[1629642, 1627863]",1610612757.0,POR,1628954.0,,,,Little,N. Little,,,,,,,,1.0,0.0,House Jr.,1627863.0,,,,,,,,,,,,,
131,PT03M48.00S,2021-11-13T01:30:20.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627863,,,1610612745,19,15,2021-11-13T01:30:20Z,1300000,,,0,,MISS D. House Jr. Free Throw 1 of 2,[1627863],1610612745.0,HOU,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,Missed,,,,,,,,,,,
132,PT03M48.00S,2021-11-13T01:30:20.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,19,15,2021-11-13T01:30:20Z,1310000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,
133,PT03M48.00S,2021-11-13T01:30:30.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627863,,,1610612745,20,15,2021-11-13T01:30:30Z,1320000,,,0,,D. House Jr. Free Throw 2 of 2 (1 PTS),[1627863],1610612745.0,HOU,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,Made,,,,,1.0,,,,,,
134,PT03M29.00S,2021-11-13T01:30:51.5Z,1,REGULAR,3pt,Jump Shot,[],1629014,24.52365308804205,85.5392156862745,1610612757,20,15,2021-11-13T01:31:01Z,1330000,-178.0,178.0,1,left,MISS A. Simons 25' 3PT - blocked,"[1629014, 201569]",1610612757.0,POR,,,,,Simons,A. Simons,,,,,,,,,,,,25.15,Missed,,,,,,,,,Gordon,201569.0,
136,PT03M29.00S,2021-11-13T01:30:51.5Z,1,REGULAR,block,,[],201569,,,1610612757,20,15,2021-11-13T01:31:01Z,1335000,,,0,,E. Gordon BLOCK (1 BLK),[201569],1610612745.0,HOU,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M28.00S,2021-11-13T01:30:52.5Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612745,20,15,2021-11-13T01:31:01Z,1340000,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612745.0,HOU,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,
137,PT03M28.00S,2021-11-13T01:31:03.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629014,,,1610612745,20,15,2021-11-13T01:31:33Z,1350000,,,0,,A. Simons personal FOUL (1 PF) (House Jr. 2 FT),"[1629014, 1627863]",1610612757.0,POR,1628954.0,,,,Simons,A. Simons,,,,,,,,1.0,0.0,House Jr.,1627863.0,,,,,,,,,,,,,
139,PT03M28.00S,2021-11-13T01:31:20.5Z,1,REGULAR,freethrow,1 of 2,[],1627863,,,1610612745,21,15,2021-11-13T01:31:20Z,1370000,,,0,,D. House Jr. Free Throw 1 of 2 (2 PTS),[1627863],1610612745.0,HOU,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,Made,,,,,2.0,,,,,,
140,PT03M28.00S,2021-11-13T01:31:34.6Z,1,REGULAR,freethrow,2 of 2,[],1627863,,,1610612745,22,15,2021-11-13T01:31:34Z,1380000,,,0,,D. House Jr. Free Throw 2 of 2 (3 PTS),[1627863],1610612745.0,HOU,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,Made,,,,,3.0,,,,,,
141,PT03M16.00S,2021-11-13T01:31:52.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201569,,,1610612757,22,15,2021-11-13T01:32:01Z,1390000,,,0,,E. Gordon personal FOUL (1 PF) (Zeller 2 FT),"[201569, 203469]",1610612745.0,HOU,1146.0,,,,Gordon,E. Gordon,,,,,,,,1.0,0.0,Zeller,203469.0,,,,,,,,,,,,,
143,PT03M16.00S,2021-11-13T01:32:11.8Z,1,REGULAR,freethrow,1 of 2,[],203469,,,1610612757,22,16,2021-11-13T01:32:11Z,1410000,,,0,,C. Zeller Free Throw 1 of 2 (7 PTS),[203469],1610612757.0,POR,,,,,Zeller,C. Zeller,,,,,,,,,,,,,Made,,,,,7.0,,,,,,
144,PT03M16.00S,2021-11-13T01:32:24.5Z,1,REGULAR,freethrow,2 of 2,[],203469,,,1610612757,22,17,2021-11-13T01:32:24Z,1420000,,,0,,C. Zeller Free Throw 2 of 2 (8 PTS),[203469],1610612757.0,POR,,,,,Zeller,C. Zeller,,,,,,,,,,,,,Made,,,,,8.0,,,,,,
145,PT03M01.00S,2021-11-13T01:32:42.3Z,1,REGULAR,3pt,Jump Shot,[],1630231,89.70105124835742,95.83333333333334,1610612745,25,17,2021-11-13T01:39:33Z,1430000,229.0,44.0,1,right,K. Martin Jr. 3PT bank (3 PTS) (D. House Jr. 1 AST),"[1630231, 1627863]",1610612745.0,HOU,,bank,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,23.34,Made,,,,,3.0,D. House Jr.,1627863.0,1.0,,,
147,PT02M46.00S,2021-11-13T01:32:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,6.258212877792378,49.26470588235294,1610612757,25,19,2021-11-13T01:33:05Z,1450000,4.0,6.0,1,left,N. Little driving Layup (2 PTS) (D. Lillard 2 AST),"[1629642, 203081]",1610612757.0,POR,,driving,,,Little,N. Little,,,,,,,,,,,,0.73,Made,,,,,2.0,D. Lillard,203081.0,2.0,,,
149,PT02M38.00S,2021-11-13T01:33:06.1Z,1,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,25,19,2021-11-13T01:33:14Z,1470000,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629645],1610612745.0,HOU,1146.0,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,1.0,,,,,,,,,,,,,,,,,,,
150,PT02M38.00S,2021-11-13T01:33:12.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,25,19,2021-11-13T01:33:12Z,1480000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M38.00S,2021-11-13T01:35:26.0Z,1,REGULAR,substitution,out,[],1629645,,,1610612757,25,19,2021-11-13T01:35:59Z,1490000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M38.00S,2021-11-13T01:35:26.0Z,1,REGULAR,substitution,out,[],203081,,,1610612757,25,19,2021-11-13T01:35:59Z,1500000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M38.00S,2021-11-13T01:35:26.0Z,1,REGULAR,substitution,out,[],203469,,,1610612757,25,19,2021-11-13T01:35:59Z,1510000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M38.00S,2021-11-13T01:35:26.0Z,1,REGULAR,substitution,in,[],1630224,,,1610612757,25,19,2021-11-13T01:35:59Z,1520000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M38.00S,2021-11-13T01:35:26.0Z,1,REGULAR,substitution,in,[],203468,,,1610612757,25,19,2021-11-13T01:35:59Z,1530000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
156,PT02M38.00S,2021-11-13T01:35:26.0Z,1,REGULAR,substitution,in,[],203503,,,1610612757,25,19,2021-11-13T01:35:59Z,1540000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
157,PT02M19.00S,2021-11-13T01:36:22.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626204,27.54599211563732,76.7156862745098,1610612757,25,19,2021-11-13T01:36:31Z,1550000,-134.0,206.0,1,left,MISS L. Nance Jr. 24' 3PT,[1626204],1610612757.0,POR,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,24.59,Missed,,,,,,,,,,,
158,PT02M16.00S,2021-11-13T01:36:25.9Z,1,REGULAR,rebound,offensive,[],203503,,,1610612757,25,19,2021-11-13T01:36:31Z,1560000,,,0,,T. Snell REBOUND (Off:1 Def:0),[203503],1610612757.0,POR,,,,,Snell,T. Snell,,,,,,,,,,,,,,157.0,1.0,0.0,1.0,,,,,,,
159,PT02M11.00S,2021-11-13T01:36:30.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629642,32.013797634691194,33.57843137254902,1610612757,25,22,2021-11-13T01:36:35Z,1570000,82.0,248.0,1,left,N. Little 26' 3PT  (5 PTS) (C. McCollum 2 AST),"[1629642, 203468]",1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,26.16,Made,,,,,5.0,C. McCollum,203468.0,2.0,,,
161,PT01M49.00S,2021-11-13T01:36:52.9Z,1,REGULAR,3pt,Jump Shot,[],201569,70.25295663600527,80.63725490196079,1610612745,25,22,2021-11-13T01:37:02Z,1590000,153.0,227.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612745.0,HOU,,,,,Gordon,E. Gordon,,,,,,,,,,,,27.39,Missed,,,,,,,,,,,
162,PT01M47.00S,2021-11-13T01:36:54.9Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,25,22,2021-11-13T01:37:02Z,1600000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,
163,PT01M28.00S,2021-11-13T01:37:13.8Z,1,REGULAR,3pt,Jump Shot,[],1629014,34.247700394218136,57.107843137254896,1610612757,25,22,2021-11-13T01:37:22Z,1610000,-36.0,269.0,1,left,MISS A. Simons 27' 3PT,[1629014],1610612757.0,POR,,,,,Simons,A. Simons,,,,,,,,,,,,27.17,Missed,,,,,,,,,,,
164,PT01M25.00S,2021-11-13T01:37:16.8Z,1,REGULAR,rebound,offensive,[],1629642,,,1610612757,25,22,2021-11-13T01:37:22Z,1620000,,,0,,N. Little REBOUND (Off:1 Def:0),[1629642],1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,,,163.0,1.0,0.0,1.0,,,,,,,
165,PT01M21.00S,2021-11-13T01:37:21.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203468,15.719448094612352,23.03921568627451,1610612757,25,24,2021-11-13T01:37:28Z,1630000,135.0,95.0,1,left,C. McCollum 16' pullup Jump Shot (5 PTS) (N. Little 1 AST),"[203468, 1629642]",1610612757.0,POR,,pullup,,,McCollum,C. McCollum,,,,,,,,,,,,16.51,Made,,,,,5.0,N. Little,1629642.0,1.0,,,
167,PT01M03.00S,2021-11-13T01:37:38.9Z,1,REGULAR,3pt,Jump Shot,[],201569,68.01905387647832,24.754901960784316,1610612745,25,24,2021-11-13T01:37:49Z,1650000,-126.0,248.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612745.0,HOU,,,,,Gordon,E. Gordon,,,,,,,,,,,,27.84,Missed,,,,,,,,,,,
168,PT01M01.00S,2021-11-13T01:37:40.9Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,25,24,2021-11-13T01:37:49Z,1660000,,,0,,N. Little REBOUND (Off:1 Def:1),[1629642],1610612757.0,POR,,,,,Little,N. Little,,,,,,,,,,,,,,167.0,2.0,1.0,1.0,,,,,,,
169,PT00M47.40S,2021-11-13T01:37:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,10.200394218134035,37.254901960784316,1610612757,25,26,2021-11-13T01:43:04Z,1670000,64.0,43.0,1,left,A. Simons 7' driving floating bank Jump Shot (2 PTS),[1629014],1610612757.0,POR,,driving floating bank,,,Simons,A. Simons,,,,,,,,,,,,7.71,Made,,,,,2.0,,,,,,
170,PT00M35.00S,2021-11-13T01:38:11.6Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,25,26,2021-11-13T01:38:15Z,1680000,,,0,,J. Green lost ball TURNOVER (2 TO),"[1630224, 1626204]",1610612745.0,HOU,,,,,Green,J. Green,,,,,2.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,
171,PT00M35.00S,2021-11-13T01:38:11.6Z,1,REGULAR,steal,,[],1626204,,,1610612757,25,26,2021-11-13T01:38:13Z,1690000,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612757.0,POR,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M31.00S,2021-11-13T01:38:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629642,6.521024967148489,48.529411764705884,1610612757,25,28,2021-11-13T01:38:26Z,1700000,7.0,9.0,1,left,N. Little running Layup (7 PTS) (L. Nance Jr. 1 AST),"[1629642, 1626204]",1610612757.0,POR,,running,,,Little,N. Little,,,,,,,,,,,,1.15,Made,,,,,7.0,L. Nance Jr.,1626204.0,1.0,,,
174,PT00M08.90S,2021-11-13T01:38:42.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,93.77463863337714,49.754901960784316,1610612745,27,28,2021-11-13T01:38:46Z,1720000,-1.0,6.0,1,right,E. Gordon driving Layup (2 PTS),[201569],1610612745.0,HOU,,driving,,,Gordon,E. Gordon,,,,,,,,,,,,0.61,Made,,,,,2.0,,,,,,
175,PT00M00.10S,2021-11-13T01:38:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,17.0335085413929,35.78431372549019,1610612757,27,30,2021-11-13T01:38:58Z,1730000,71.0,108.0,1,left,C. McCollum 12' turnaround fadeaway Jump Shot (7 PTS),[203468],1610612757.0,POR,,turnaround fadeaway,,,McCollum,C. McCollum,,,,,,,,,,,,12.9,Made,,,,,7.0,,,,,,
176,PT00M00.00S,2021-11-13T01:39:02.7Z,1,REGULAR,period,end,[],0,,,1610612745,27,30,2021-11-13T01:39:02Z,1740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-11-13T01:41:04.1Z,2,REGULAR,substitution,out,['startperiod'],1630231,,,1610612745,27,30,2021-11-13T01:41:35Z,1750000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2021-11-13T01:41:04.1Z,2,REGULAR,substitution,out,['startperiod'],1626204,,,1610612745,27,30,2021-11-13T01:41:35Z,1760000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2021-11-13T01:41:04.1Z,2,REGULAR,substitution,in,['startperiod'],1626174,,,1610612745,27,30,2021-11-13T01:41:35Z,1770000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-11-13T01:41:04.1Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612745,27,30,2021-11-13T01:41:35Z,1780000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2021-11-13T01:41:41.2Z,2,REGULAR,period,start,[],0,,,1610612757,27,30,2021-11-13T01:41:41Z,1790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M48.00S,2021-11-13T01:41:52.4Z,2,REGULAR,2pt,Jump Shot,[],1629642,23.47240473061761,49.754901960784316,1610612757,27,32,2021-11-13T01:44:36Z,1800000,1.0,168.0,1,left,N. Little 16' pullup Jump Shot (9 PTS) (T. Snell 1 AST),"[1629642, 203503]",1610612757.0,POR,,pullup,,,Little,N. Little,,,,,,,,,,,,16.81,Made,,,,,9.0,T. Snell,203503.0,1.0,,,
