actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
17,PT10M59.00S,2021-10-23T00:15:47.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630224,93.9060446780552,45.588235294117645,1610612745,5,0,2021-10-23T00:16:00Z,170000,-22.0,5.0,1,right,J. Green running Layup (2 PTS),[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,2.26,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M43.00S,2021-10-23T00:16:02.7Z,1,REGULAR,3pt,Jump Shot,[],1629647,14.273981603153747,3.431372549019608,1610612760,5,0,2021-10-23T00:16:06Z,180000,233.0,82.0,1,left,MISS D. Bazley 24' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,
19,PT10M41.00S,2021-10-23T00:16:04.7Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,5,0,2021-10-23T00:16:06Z,190000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,
20,PT10M23.00S,2021-10-23T00:16:22.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626174,87.72996057818659,49.01960784313725,1610612745,5,0,2021-10-23T00:16:44Z,200000,-5.0,63.0,1,right,MISS C. Wood 6' turnaround Hook,[1626174],1610612745.0,HOU,turnaround,,,Wood,C. Wood,,,,,6.3,Missed,,,,,,,,,,,,,,,,,,
21,PT10M21.00S,2021-10-23T00:16:24.1Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,5,0,2021-10-23T00:16:24Z,210000,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,,
22,PT10M20.00S,2021-10-23T00:16:26.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,91.93495400788436,44.11764705882353,1610612745,5,0,2021-10-23T00:16:35Z,220000,-29.0,23.0,1,right,MISS C. Wood Layup - blocked,"[1626174, 1629647]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,3.75,Missed,,,,,,,,,,,,,,Bazley,1629647.0,,,
23,PT10M20.00S,2021-10-23T00:16:26.9Z,1,REGULAR,block,,[],1629647,,,1610612745,5,0,2021-10-23T00:16:28Z,230000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M20.00S,2021-10-23T00:16:26.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,5,0,2021-10-23T00:16:35Z,240000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,
25,PT10M04.00S,2021-10-23T00:16:51.8Z,1,REGULAR,3pt,Jump Shot,[],1628983,27.020367936925098,18.872549019607842,1610612760,5,0,2021-10-23T00:18:49Z,250000,156.0,201.0,1,left,MISS S. Gilgeous-Alexander 25' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,
26,PT10M00.00S,2021-10-23T00:16:55.8Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,5,0,2021-10-23T00:16:57Z,260000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
27,PT09M55.00S,2021-10-23T00:17:00.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630256,92.85479632063075,45.588235294117645,1610612745,7,0,2021-10-23T00:17:07Z,270000,-22.0,15.0,1,right,J. Tate running Layup (5 PTS),[1630256],1610612745.0,HOU,running,,,Tate,J. Tate,,,,,2.65,Made,5.0,,,,,,,,,,,,,,,,,
28,PT09M43.00S,2021-10-23T00:17:12.6Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,7,0,2021-10-23T00:19:47Z,280000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1626174]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,1.0,Wood,1626174.0
29,PT09M43.00S,2021-10-23T00:17:12.6Z,1,REGULAR,steal,,[],1626174,,,1610612745,7,0,2021-10-23T00:17:14Z,290000,,,0,,C. Wood STEAL (1 STL),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M34.00S,2021-10-23T00:17:22.3Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612745,7,0,2021-10-23T00:17:27Z,300000,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 1630581]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,1.0,Giddey,1630581.0
31,PT09M34.00S,2021-10-23T00:17:22.3Z,1,REGULAR,steal,,[],1630581,,,1610612760,7,0,2021-10-23T00:17:25Z,310000,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M27.00S,2021-10-23T00:17:29.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,28.991458607095925,25.245098039215684,1610612760,7,3,2021-10-23T00:17:33Z,320000,124.0,220.0,1,left,J. Giddey 25' 3PT  (3 PTS) (D. Bazley 1 AST),"[1630581, 1629647]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,25.24,Made,3.0,D. Bazley,1629647.0,1.0,,,,,,,,,,,,,,
34,PT09M06.00S,2021-10-23T00:17:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,87.33574244415243,40.931372549019606,1610612745,7,3,2021-10-23T00:21:41Z,340000,-45.0,67.0,1,right,MISS K. Porter Jr. 8' driving reverse Layup,[1629645],1610612745.0,HOU,driving reverse,,,Porter Jr.,K. Porter Jr.,,,,,8.05,Missed,,,,,,,,,,,,,,,,,,
35,PT09M03.00S,2021-10-23T00:17:52.9Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,7,3,2021-10-23T00:17:55Z,350000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,
36,PT09M01.00S,2021-10-23T00:17:54.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,6.915243101182654,50.49019607843137,1610612760,7,3,2021-10-23T00:18:01Z,360000,-2.0,13.0,1,left,MISS J. Giddey running Layup,[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,1.27,Missed,,,,,,,,,,,,,,,,,,
37,PT08M59.00S,2021-10-23T00:17:56.6Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,7,3,2021-10-23T00:17:56Z,370000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,
38,PT08M54.00S,2021-10-23T00:18:01.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,74.98357424441524,12.5,1610612745,7,3,2021-10-23T00:18:07Z,380000,-188.0,183.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
39,PT08M52.00S,2021-10-23T00:18:03.5Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,7,3,2021-10-23T00:18:07Z,390000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,
40,PT08M45.00S,2021-10-23T00:18:14.7Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612760,7,3,2021-10-23T00:18:36Z,400000,,,0,,D. Theis shooting personal FOUL (1 PF) (Bazley 2 FT),"[1628464, 1629647]",1610612745.0,HOU,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,2004.0,1.0,0.0,Bazley,1629647.0,,,,,
42,PT08M45.00S,2021-10-23T00:18:50.1Z,1,REGULAR,freethrow,1 of 2,[],1629647,,,1610612760,7,4,2021-10-23T00:18:50Z,420000,,,0,,D. Bazley Free Throw 1 of 2 (1 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
43,PT08M45.00S,2021-10-23T00:19:04.6Z,1,REGULAR,freethrow,2 of 2,[],1629647,,,1610612760,7,5,2021-10-23T00:19:04Z,430000,,,0,,D. Bazley Free Throw 2 of 2 (2 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
44,PT08M29.00S,2021-10-23T00:19:32.6Z,1,REGULAR,foul,personal,[],1629652,,,1610612745,7,5,2021-10-23T00:20:38Z,440000,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1630224]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Green,1630224.0,,,,,
46,PT08M29.00S,2021-10-23T00:20:12.5Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612745,7,5,2021-10-23T00:20:12Z,460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M17.00S,2021-10-23T00:20:49.2Z,1,REGULAR,3pt,Jump Shot,[],1629645,67.49342969776609,33.57843137254902,1610612745,7,5,2021-10-23T00:21:04Z,470000,-82.0,253.0,1,right,MISS K. Porter Jr. 26' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,
48,PT08M14.00S,2021-10-23T00:20:52.2Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,7,5,2021-10-23T00:20:55Z,480000,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,47.0,2.0,1.0,1.0,,,,,,,,,,
49,PT08M11.00S,2021-10-23T00:20:55.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626174,93.38042049934296,96.32352941176471,1610612745,10,5,2021-10-23T00:21:00Z,490000,232.0,10.0,1,right,C. Wood 3PT  (3 PTS) (J. Tate 1 AST),"[1626174, 1630256]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,23.18,Made,3.0,J. Tate,1630256.0,1.0,,,,,,,,,,,,,,
51,PT07M56.00S,2021-10-23T00:21:10.2Z,1,REGULAR,3pt,Jump Shot,[],1629676,5.995400788436268,95.34313725490196,1610612760,10,8,2021-10-23T00:21:14Z,510000,-227.0,4.0,1,left,I. Roby 3PT  (3 PTS) (J. Giddey 1 AST),"[1629676, 1630581]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,22.67,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
53,PT07M43.00S,2021-10-23T00:21:23.3Z,1,REGULAR,3pt,Jump Shot,[],1629645,91.93495400788436,2.941176470588235,1610612745,13,8,2021-10-23T00:21:26Z,530000,-235.0,23.0,1,right,K. Porter Jr. 3PT  (3 PTS) (J. Green 1 AST),"[1629645, 1630224]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,23.65,Made,3.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
55,PT07M29.00S,2021-10-23T00:21:37.3Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,13,8,2021-10-23T00:21:41Z,550000,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1630224]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,1.0,Green,1630224.0
56,PT07M29.00S,2021-10-23T00:21:37.3Z,1,REGULAR,steal,,[],1630224,,,1610612745,13,8,2021-10-23T00:21:39Z,560000,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M22.00S,2021-10-23T00:21:44.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630224,76.5604467805519,54.166666666666664,1610612745,13,8,2021-10-23T00:21:51Z,570000,21.0,168.0,1,right,MISS J. Green 16' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,16.91,Missed,,,,,,,,,,,,,,,,,,
58,PT07M19.00S,2021-10-23T00:21:47.3Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,13,8,2021-10-23T00:21:51Z,580000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,57.0,3.0,3.0,0.0,,,,,,,,,,
59,PT07M06.00S,2021-10-23T00:22:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,15.456636005256241,50.0,1610612760,13,8,2021-10-23T00:22:04Z,590000,0.0,93.0,1,left,MISS I. Roby 9' Layup - blocked,"[1629676, 1629645]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,9.28,Missed,,,,,,,,,,,,,,Porter Jr.,1629645.0,,,
60,PT07M06.00S,2021-10-23T00:22:00.1Z,1,REGULAR,block,,[],1629645,,,1610612760,13,8,2021-10-23T00:22:02Z,600000,,,0,,K. Porter Jr. BLOCK (1 BLK),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M03.00S,2021-10-23T00:22:03.1Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,13,8,2021-10-23T00:22:04Z,610000,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,59.0,1.0,0.0,1.0,,,,,,,,,,
62,PT07M00.00S,2021-10-23T00:22:05.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,22.683968462549277,10.784313725490197,1610612760,13,8,2021-10-23T00:22:09Z,620000,196.0,161.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,
63,PT06M58.00S,2021-10-23T00:22:07.6Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,13,8,2021-10-23T00:22:07Z,630000,,,0,,J. Tate REBOUND (Off:1 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,62.0,3.0,2.0,1.0,,,,,,,,,,
64,PT06M53.00S,2021-10-23T00:22:13.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626174,92.85479632063075,47.794117647058826,1610612745,15,8,2021-10-23T00:22:21Z,640000,-11.0,15.0,1,right,C. Wood Layup (5 PTS) (J. Tate 2 AST),"[1626174, 1630256]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,1.84,Made,5.0,J. Tate,1630256.0,2.0,,,,,,,,,,,,,,
66,PT06M38.00S,2021-10-23T00:22:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,7.5722733245729295,44.36274509803921,1610612760,15,8,2021-10-23T00:22:35Z,660000,28.0,19.0,1,left,MISS D. Bazley driving Layup - blocked,"[1629647, 1630224]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,3.38,Missed,,,,,,,,,,,,,,Green,1630224.0,,,
67,PT06M38.00S,2021-10-23T00:22:30.1Z,1,REGULAR,block,,[],1630224,,,1610612760,15,8,2021-10-23T00:22:32Z,670000,,,0,,J. Green BLOCK (1 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M38.00S,2021-10-23T00:22:30.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,15,8,2021-10-23T00:22:35Z,680000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,
69,PT06M38.00S,2021-10-23T00:22:35.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,15,8,2021-10-23T00:22:35Z,690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M38.00S,2021-10-23T00:23:12.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,15,8,2021-10-23T00:23:13Z,700000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M38.00S,2021-10-23T00:24:34.6Z,1,REGULAR,substitution,out,[],1628464,,,1610612760,15,8,2021-10-23T00:25:23Z,710000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M38.00S,2021-10-23T00:24:34.6Z,1,REGULAR,substitution,out,[],1630224,,,1610612760,15,8,2021-10-23T00:25:23Z,720000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M38.00S,2021-10-23T00:24:34.6Z,1,REGULAR,substitution,in,[],201569,,,1610612760,15,8,2021-10-23T00:25:23Z,730000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M38.00S,2021-10-23T00:24:34.6Z,1,REGULAR,substitution,in,[],1630578,,,1610612760,15,8,2021-10-23T00:25:23Z,740000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M27.00S,2021-10-23T00:25:38.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628983,33.590670170827856,19.11764705882353,1610612760,15,8,2021-10-23T00:25:42Z,750000,154.0,263.0,1,left,MISS S. Gilgeous-Alexander 30' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,30.52,Missed,,,,,,,,,,,,,,,,,,
76,PT06M24.00S,2021-10-23T00:25:41.5Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,15,8,2021-10-23T00:25:42Z,760000,,,0,,C. Wood REBOUND (Off:1 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,75.0,3.0,2.0,1.0,,,,,,,,,,
77,PT06M13.00S,2021-10-23T00:25:53.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,92.85479632063075,49.50980392156863,1610612745,17,8,2021-10-23T00:25:57Z,770000,-2.0,15.0,1,right,C. Wood driving DUNK (7 PTS),[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,1.49,Made,7.0,,,,,,,,,,,,,,,,,
78,PT05M56.00S,2021-10-23T00:26:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629647,9.937582128777924,43.872549019607845,1610612760,17,8,2021-10-23T00:26:56Z,780000,31.0,41.0,1,left,MISS D. Bazley driving bank Shot,[1629647],1610612760.0,OKC,driving bank,,,Bazley,D. Bazley,,,,,5.11,Missed,,,,,,,,,,,,,,,,,,
79,PT05M52.00S,2021-10-23T00:26:14.0Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,17,8,2021-10-23T00:26:19Z,790000,,,0,,J. Tate REBOUND (Off:1 Def:3),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,78.0,4.0,3.0,1.0,,,,,,,,,,
80,PT05M45.00S,2021-10-23T00:26:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,92.85479632063075,51.9607843137255,1610612745,19,8,2021-10-23T00:26:52Z,800000,10.0,15.0,1,right,E. Gordon driving Layup (2 PTS),[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,1.77,Made,2.0,,,,,,,,,,,,,,,,,
81,PT05M40.00S,2021-10-23T00:26:29.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,19,8,2021-10-23T00:26:29Z,810000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M40.00S,2021-10-23T00:28:10.5Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,19,8,2021-10-23T00:29:04Z,820000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M40.00S,2021-10-23T00:28:10.5Z,1,REGULAR,substitution,out,[],1629676,,,1610612760,19,8,2021-10-23T00:29:04Z,830000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M40.00S,2021-10-23T00:28:10.5Z,1,REGULAR,substitution,in,[],202324,,,1610612760,19,8,2021-10-23T00:29:04Z,840000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M40.00S,2021-10-23T00:28:10.5Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,19,8,2021-10-23T00:29:04Z,850000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M31.00S,2021-10-23T00:29:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.258212877792378,53.431372549019606,1610612760,19,10,2021-10-23T00:29:33Z,860000,-17.0,6.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (2 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.83,Made,2.0,,,,,,,,,,,,,,,,,
87,PT05M07.00S,2021-10-23T00:29:53.2Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,19,10,2021-10-23T00:29:57Z,870000,,,0,,A. Sengun bad pass TURNOVER (1 TO),"[1630578, 1630197]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,1.0,Pokusevski,1630197.0
