actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
93,PT03M41.00S,2021-10-24T23:24:25.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1626174,7.440867279894875,63.48039215686274,1610612745,19,15,2021-10-24T23:25:00Z,930000,-67.0,17.0,1,left,C. Wood 6' turnaround Jump Shot (4 PTS),[1626174],1610612745.0,HOU,turnaround,,,Wood,C. Wood,,,,,,,,6.96,Made,4.0,,,,,,,,,,,,,,,
94,PT03M41.00S,2021-10-24T23:24:30.0Z,1,REGULAR,violation,defensive goaltending,[],1629057,,,1610612745,19,15,2021-10-24T23:24:46Z,940000,,,0,,R. Williams III defensive goaltending VIOLATION,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,1363.0,,,,,
95,PT03M21.00S,2021-10-24T23:24:58.0Z,1,REGULAR,turnover,bad pass,[],1626196,,,1610612738,19,15,2021-10-24T23:25:10Z,950000,,,0,,J. Richardson bad pass TURNOVER (1 TO),"[1626196, 1630578]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,1.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,
96,PT03M21.00S,2021-10-24T23:24:58.0Z,1,REGULAR,steal,,[],1630578,,,1610612745,19,15,2021-10-24T23:27:25Z,960000,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M16.00S,2021-10-24T23:25:03.7Z,1,REGULAR,turnover,bad pass,[],1630256,,,1610612745,19,15,2021-10-24T23:25:13Z,970000,,,0,,J. Tate bad pass TURNOVER (1 TO),"[1630256, 203935]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,1.0,Smart,203935.0,,,,,,,,,,,,,,,,,,
98,PT03M16.00S,2021-10-24T23:25:03.7Z,1,REGULAR,steal,,[],203935,,,1610612738,19,15,2021-10-24T23:30:10Z,980000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M06.00S,2021-10-24T23:25:15.6Z,1,REGULAR,foul,personal,[],1630578,,,1610612738,19,15,2021-10-24T23:25:27Z,990000,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 203935]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Smart,203935.0,
106,PT03M06.00S,2021-10-24T23:25:31.9Z,1,REGULAR,substitution,out,[],1629645,,,1610612738,19,15,2021-10-24T23:28:15Z,1005000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M06.00S,2021-10-24T23:25:31.9Z,1,REGULAR,substitution,out,[],1630256,,,1610612738,19,15,2021-10-24T23:28:15Z,1007500,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M06.00S,2021-10-24T23:25:31.9Z,1,REGULAR,substitution,out,[],1629057,,,1610612738,19,15,2021-10-24T23:28:15Z,1008750,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M06.00S,2021-10-24T23:25:31.9Z,1,REGULAR,substitution,in,[],201571,,,1610612738,19,15,2021-10-24T23:28:15Z,1009375,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M06.00S,2021-10-24T23:25:31.9Z,1,REGULAR,substitution,in,[],1627863,,,1610612738,19,15,2021-10-24T23:28:15Z,1009687,,,0,,SUB in: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M06.00S,2021-10-24T23:25:31.9Z,1,REGULAR,substitution,in,[],201143,,,1610612738,19,15,2021-10-24T23:28:15Z,1009843,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M55.00S,2021-10-24T23:25:48.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,80.55190538764782,7.621017156862746,1610612738,19,15,2021-10-24T23:26:07Z,1010000,-212.0,130.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,24.88,Missed,,,,,,,,,,,,,,,,
102,PT02M52.00S,2021-10-24T23:25:51.3Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,19,15,2021-10-24T23:26:07Z,1020000,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,101.0,2.0,2.0,0.0,,,,,,,,
103,PT02M50.00S,2021-10-24T23:25:57.4Z,1,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612745,19,15,2021-10-24T23:26:15Z,1030000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Wood 2 FT),"[1630174, 1626174]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Wood,1626174.0,
105,PT02M50.00S,2021-10-24T23:26:18.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,19,15,2021-10-24T23:26:18Z,1050000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M50.00S,2021-10-24T23:28:23.0Z,1,REGULAR,substitution,out,[],1629684,,,1610612745,19,15,2021-10-24T23:28:53Z,1060000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M50.00S,2021-10-24T23:28:23.0Z,1,REGULAR,substitution,out,[],203935,,,1610612745,19,15,2021-10-24T23:28:53Z,1070000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M50.00S,2021-10-24T23:28:23.0Z,1,REGULAR,substitution,in,[],1630202,,,1610612745,19,15,2021-10-24T23:28:53Z,1080000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M50.00S,2021-10-24T23:28:23.0Z,1,REGULAR,substitution,in,[],1628369,,,1610612745,19,15,2021-10-24T23:28:53Z,1090000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M50.00S,2021-10-24T23:29:01.6Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,20,15,2021-10-24T23:29:01Z,1100000,,,0,,C. Wood Free Throw 1 of 2 (5 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
117,PT02M50.00S,2021-10-24T23:29:13.0Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,21,15,2021-10-24T23:29:13Z,1110000,,,0,,C. Wood Free Throw 2 of 2 (6 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
118,PT02M35.00S,2021-10-24T23:29:29.3Z,1,REGULAR,2pt,Jump Shot,[],201143,76.42904073587385,42.15686274509804,1610612738,21,15,2021-10-24T23:29:35Z,1120000,-39.0,169.0,1,right,MISS A. Horford 17' Jump Shot,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,17.36,Missed,,,,,,,,,,,,,,,,
119,PT02M34.00S,2021-10-24T23:29:30.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,21,15,2021-10-24T23:29:35Z,1130000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,118.0,2.0,2.0,0.0,,,,,,,,
120,PT02M27.00S,2021-10-24T23:29:45.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612745,21,15,2021-10-24T23:29:54Z,1140000,,,0,,P. Pritchard personal FOUL (1 PF) (Wood 2 FT),"[1630202, 1626174]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Wood,1626174.0,
122,PT02M27.00S,2021-10-24T23:30:02.4Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,21,15,2021-10-24T23:30:02Z,1160000,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,Missed,,,,,,,,,,,,,,,,
123,PT02M27.00S,2021-10-24T23:30:02.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,21,15,2021-10-24T23:30:02Z,1170000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,
124,PT02M27.00S,2021-10-24T23:30:14.0Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,22,15,2021-10-24T23:30:14Z,1180000,,,0,,C. Wood Free Throw 2 of 2 (7 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
125,PT02M09.00S,2021-10-24T23:30:36.8Z,1,REGULAR,turnover,traveling,[],1630202,,,1610612738,22,15,2021-10-24T23:30:48Z,1190000,,,0,,P. Pritchard traveling TURNOVER (1 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,1.0,,,,,,,,,,,,,,,1155.0,,,,,
126,PT01M59.00S,2021-10-24T23:30:59.2Z,1,REGULAR,turnover,out-of-bounds,[],201571,,,1610612745,22,15,2021-10-24T23:31:09Z,1200000,,,0,,D. Augustin bad pass out-of-bounds TURNOVER (1 TO),[201571],1610612745.0,HOU,bad pass,,,Augustin,D. Augustin,,,,,1.0,,,,,,,,,,,,,,,1155.0,,,,,
133,PT01M59.00S,2021-10-24T23:31:09.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,22,15,2021-10-24T23:32:00Z,1205000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M44.00S,2021-10-24T23:31:20.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,70.25295663600527,17.647058823529413,1610612738,22,18,2021-10-24T23:31:23Z,1210000,-162.0,227.0,1,right,P. Pritchard 27' 3PT  (3 PTS) (J. Tatum 1 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,27.88,Made,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,
129,PT01M29.00S,2021-10-24T23:31:36.6Z,1,REGULAR,3pt,Jump Shot,[],1626174,31.488173455978973,36.029411764705884,1610612745,25,18,2021-10-24T23:31:43Z,1230000,70.0,243.0,1,left,C. Wood 25' 3PT  (10 PTS) (D. Augustin 1 AST),"[1626174, 201571]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,25.33,Made,10.0,D. Augustin,201571.0,1.0,,,,,,,,,,,,
131,PT01M11.00S,2021-10-24T23:31:53.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.23061760840999,53.92156862745098,1610612738,25,18,2021-10-24T23:32:00Z,1250000,20.0,256.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,25.63,Missed,,,,,,,,,,,,,,,,
132,PT01M10.00S,2021-10-24T23:31:54.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,25,18,2021-10-24T23:32:00Z,1260000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,131.0,3.0,3.0,0.0,,,,,,,,
134,PT01M05.00S,2021-10-24T23:32:04.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612745,25,18,2021-10-24T23:35:12Z,1270000,,,0,,J. Tatum personal FOUL (1 PF) (Sengun 2 FT),"[1628369, 1630578]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Sengun,1630578.0,
136,PT01M05.00S,2021-10-24T23:32:28.5Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,26,18,2021-10-24T23:35:12Z,1290000,,,0,,A. Sengun Free Throw 1 of 2 (3 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
139,PT01M05.00S,2021-10-24T23:32:28.5Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,27,18,2021-10-24T23:35:12Z,1295000,,,0,,A. Sengun Free Throw 2 of 2 (4 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
137,PT01M05.00S,2021-10-24T23:32:29.8Z,1,REGULAR,substitution,out,[],1626174,,,1610612738,27,18,2021-10-24T23:34:59Z,1300000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M05.00S,2021-10-24T23:32:29.8Z,1,REGULAR,substitution,in,[],1630224,,,1610612738,27,18,2021-10-24T23:34:59Z,1310000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M53.50S,2021-10-24T23:33:03.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,91.14651773981603,62.5,1610612738,27,20,2021-10-24T23:33:19Z,1315000,62.0,31.0,1,right,J. Tatum 6' turnaround bank Jump Shot (10 PTS),[1628369],1610612738.0,BOS,turnaround bank,,,Tatum,J. Tatum,,,,,,,,6.96,Made,10.0,,,,,,,,,,,,,,,
141,PT00M30.50S,2021-10-24T23:33:42.5Z,1,REGULAR,2pt,Jump Shot,[],1630578,20.71287779237845,49.754901960784316,1610612745,27,20,2021-10-24T23:33:51Z,1340000,1.0,142.0,1,left,MISS A. Sengun 14' turnaround Shot,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,,,,14.22,Missed,,,,,,,,,,,,,,,,
143,PT00M29.20S,2021-10-24T23:33:43.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,27,20,2021-10-24T23:33:51Z,1360000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,
144,PT00M05.80S,2021-10-24T23:34:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.9862023653088,53.92156862745098,1610612738,27,22,2021-10-24T23:34:18Z,1370000,20.0,13.0,1,right,J. Tatum reverse Layup (12 PTS) (J. Richardson 1 AST),"[1628369, 1626196]",1610612738.0,BOS,reverse,,,Tatum,J. Tatum,,,,,,,,2.37,Made,12.0,J. Richardson,1626196.0,1.0,,,,,,,,,,,,
146,PT00M00.80S,2021-10-24T23:34:15.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,35.56176084099869,50.245098039215684,1610612745,30,22,2021-10-24T23:34:22Z,1390000,-1.0,282.0,1,left,J. Green 28' 3PT pullup (9 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,,,,28.18,Made,9.0,,,,,,,,,,,,,,,
147,PT00M00.00S,2021-10-24T23:34:35.0Z,1,REGULAR,period,end,[],0,,,1610612738,30,22,2021-10-24T23:34:35Z,1400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-10-24T23:36:30.3Z,2,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,30,22,2021-10-24T23:36:59Z,1410000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-10-24T23:36:30.3Z,2,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,30,22,2021-10-24T23:36:59Z,1420000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-10-24T23:37:06.6Z,2,REGULAR,period,start,[],0,,,1610612738,30,22,2021-10-24T23:37:06Z,1430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M52.00S,2021-10-24T23:37:14.9Z,2,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,30,22,2021-10-24T23:37:20Z,1440000,,,0,,A. Horford bad pass out-of-bounds TURNOVER (1 TO),[201143],1610612738.0,BOS,bad pass,,,Horford,A. Horford,,,,,1.0,,,,,,,,,,,,,,,1363.0,,,,,
157,PT11M52.00S,2021-10-24T23:37:29.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,30,22,2021-10-24T23:38:04Z,1445000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M30.00S,2021-10-24T23:37:43.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627863,16.770696452036795,54.65686274509803,1610612745,30,22,2021-10-24T23:37:50Z,1450000,-23.0,105.0,1,left,MISS D. House Jr. 10' pullup Shot - blocked,"[1627863, 1628369]",1610612745.0,HOU,pullup,,,House Jr.,D. House Jr.,,,,,,,,10.77,Missed,,,,,,,,,Tatum,1628369.0,,,,,,
153,PT11M30.00S,2021-10-24T23:37:43.4Z,2,REGULAR,block,,[],1628369,,,1610612745,30,22,2021-10-24T23:37:45Z,1460000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M29.00S,2021-10-24T23:37:44.4Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,30,22,2021-10-24T23:37:50Z,1470000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,
155,PT11M20.00S,2021-10-24T23:37:54.2Z,2,REGULAR,3pt,Jump Shot,[],1626196,74.58935611038108,11.76470588235294,1610612738,30,25,2021-10-24T23:37:59Z,1480000,-191.0,186.0,1,right,J. Richardson 26' 3PT  (3 PTS) (P. Pritchard 1 AST),"[1626196, 1630202]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,26.7,Made,3.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,
158,PT11M10.00S,2021-10-24T23:38:06.3Z,2,REGULAR,turnover,out-of-bounds,[],201569,,,1610612745,30,25,2021-10-24T23:38:12Z,1500000,,,0,,E. Gordon lost ball out-of-bounds TURNOVER (1 TO),[201569],1610612745.0,HOU,lost ball,,,Gordon,E. Gordon,,,,,1.0,,,,,,,,,,,,,,,1155.0,,,,,
170,PT11M10.00S,2021-10-24T23:38:16.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,30,25,2021-10-24T23:39:59Z,1505000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M00.00S,2021-10-24T23:38:26.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630202,84.1819973718791,69.11764705882352,1610612738,30,25,2021-10-24T23:38:32Z,1510000,96.0,96.0,1,right,MISS P. Pritchard 13' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,,,13.56,Missed,,,,,,,,,,,,,,,,
160,PT10M59.00S,2021-10-24T23:38:27.6Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,30,25,2021-10-24T23:38:32Z,1520000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,
161,PT10M47.00S,2021-10-24T23:38:40.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,9.280551905387648,49.50980392156863,1610612745,30,25,2021-10-24T23:38:48Z,1530000,2.0,35.0,1,left,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,,,,3.48,Missed,,,,,,,,,,,,,,,,
162,PT10M46.00S,2021-10-24T23:38:41.0Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,30,25,2021-10-24T23:38:48Z,1540000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,161.0,3.0,3.0,0.0,,,,,,,,
163,PT10M40.00S,2021-10-24T23:38:46.9Z,2,REGULAR,3pt,Jump Shot,[],201143,68.9388961892247,71.07843137254902,1610612738,30,25,2021-10-24T23:38:57Z,1550000,105.0,239.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,26.17,Missed,,,,,,,,,,,,,,,,
164,PT10M40.00S,2021-10-24T23:38:46.9Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612745,30,25,2021-10-24T23:38:57Z,1560000,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,
165,PT10M34.00S,2021-10-24T23:38:52.4Z,2,REGULAR,turnover,bad pass,[],1627863,,,1610612745,30,25,2021-10-24T23:39:02Z,1570000,,,0,,D. House Jr. bad pass TURNOVER (1 TO),"[1627863, 201143]",1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,1.0,Horford,201143.0,,,,,,,,,,,,,,,,,,
166,PT10M34.00S,2021-10-24T23:38:52.4Z,2,REGULAR,steal,,[],201143,,,1610612738,30,25,2021-10-24T23:38:54Z,1580000,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M28.00S,2021-10-24T23:38:58.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,95.22010512483574,2.450980392156863,1610612738,30,28,2021-10-24T23:39:05Z,1590000,-238.0,-8.0,1,right,G. Williams 3PT  (6 PTS) (P. Pritchard 2 AST),"[1629684, 1630202]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,23.78,Made,6.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,,,
169,PT10M27.00S,2021-10-24T23:39:02.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,30,28,2021-10-24T23:39:02Z,1610000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M27.00S,2021-10-24T23:41:21.3Z,2,REGULAR,substitution,out,[],1627863,,,1610612745,30,28,2021-10-24T23:41:47Z,1620000,,,0,,SUB out: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M27.00S,2021-10-24T23:41:21.3Z,2,REGULAR,substitution,out,[],201571,,,1610612745,30,28,2021-10-24T23:41:47Z,1630000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M27.00S,2021-10-24T23:41:21.3Z,2,REGULAR,substitution,out,[],201143,,,1610612745,30,28,2021-10-24T23:41:47Z,1640000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M27.00S,2021-10-24T23:41:21.3Z,2,REGULAR,substitution,in,[],1629645,,,1610612745,30,28,2021-10-24T23:41:47Z,1650000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M27.00S,2021-10-24T23:41:21.3Z,2,REGULAR,substitution,in,[],1628021,,,1610612745,30,28,2021-10-24T23:41:47Z,1660000,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M27.00S,2021-10-24T23:41:21.3Z,2,REGULAR,substitution,in,[],1629057,,,1610612745,30,28,2021-10-24T23:41:47Z,1670000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M16.00S,2021-10-24T23:42:09.1Z,2,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,30,28,2021-10-24T23:42:20Z,1680000,,,0,,K. Porter Jr. step out-of-bounds TURNOVER (3 TO),[1629645],1610612745.0,HOU,step,,,Porter Jr.,K. Porter Jr.,,,,,3.0,,,,,,,,,,,,,,,202049.0,,,,,
178,PT10M06.00S,2021-10-24T23:42:26.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629057,87.20433639947439,50.49019607843137,1610612738,30,28,2021-10-24T23:43:14Z,1690000,2.0,68.0,1,right,MISS R. Williams III 6' floating Shot,[1629057],1610612738.0,BOS,floating,,,Williams III,R. Williams III,,,,,,,,6.78,Missed,,,,,,,,,,,,,,,,
179,PT10M04.00S,2021-10-24T23:42:28.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,30,28,2021-10-24T23:42:53Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,178.0,,,,,,,,,,,
180,PT10M04.00S,2021-10-24T23:42:34.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,30,28,2021-10-24T23:42:34Z,1710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M58.00S,2021-10-24T23:42:48.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626196,73.40670170827858,12.745098039215685,1610612738,30,28,2021-10-24T23:42:57Z,1720000,-186.0,197.0,1,right,MISS J. Richardson 27' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,27.15,Missed,,,,,,,,,,,,,,,,
