actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
270,PT04M52.00S,2021-12-06T00:57:38.6Z,2,REGULAR,block,,[],1630529,,,1610612745,45,38,2021-12-06T00:57:40Z,2690000,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M48.00S,2021-12-06T00:57:42.6Z,2,REGULAR,rebound,defensive,[],202066,,,1610612740,45,38,2021-12-06T00:57:54Z,2700000,,,0,,G. Temple REBOUND (Off:0 Def:3),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,269.0,3.0,3.0,0.0,,,,,,,,,,,,,,
272,PT04M47.00S,2021-12-06T00:57:45.7Z,2,REGULAR,turnover,out-of-bounds,[],203107,,,1610612740,45,38,2021-12-06T00:58:04Z,2710000,,,0,,T. Satoransky bad pass out-of-bounds TURNOVER (1 TO),[203107],1610612740.0,NOP,bad pass,,,Satoransky,T. Satoransky,,,,,,,,,,,2715.0,1.0,,,,,,,,,,,,
273,PT04M36.00S,2021-12-06T00:58:17.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201569,6.521024967148489,45.588235294117645,1610612745,47,38,2021-12-06T00:58:25Z,2720000,22.0,9.0,1,left,E. Gordon driving finger roll Layup (7 PTS),[201569],1610612745.0,HOU,driving finger roll,,,Gordon,E. Gordon,,,,,2.38,Made,,,,,,,,,,,7.0,,,,,,,
274,PT04M22.00S,2021-12-06T00:58:33.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612740,47,38,2021-12-06T00:58:45Z,2730000,,,0,,J. Tate shooting personal FOUL (1 PF) (Ingram 2 FT),"[1630256, 1627742]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,2715.0,,1.0,0.0,Ingram,1627742.0,,,,,,,,
276,PT04M22.00S,2021-12-06T00:59:02.9Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,47,39,2021-12-06T00:59:02Z,2750000,,,0,,B. Ingram Free Throw 1 of 2 (12 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
277,PT04M22.00S,2021-12-06T00:59:03.5Z,2,REGULAR,substitution,out,[],203107,,,1610612740,47,39,2021-12-06T00:59:10Z,2760000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M22.00S,2021-12-06T00:59:03.5Z,2,REGULAR,substitution,in,[],1628984,,,1610612740,47,39,2021-12-06T00:59:10Z,2770000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M22.00S,2021-12-06T00:59:26.9Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,47,40,2021-12-06T00:59:26Z,2780000,,,0,,B. Ingram Free Throw 2 of 2 (13 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,,,,,,,13.0,,,,,,,
280,PT03M59.00S,2021-12-06T00:59:52.6Z,2,REGULAR,3pt,Jump Shot,[],1630528,13.87976346911958,4.6568627450980395,1610612745,47,40,2021-12-06T01:00:00Z,2790000,227.0,78.0,1,left,MISS J. Christopher 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,23.97,Missed,,,,,,,,,,,,,,,,,,
281,PT03M57.00S,2021-12-06T00:59:54.6Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,47,40,2021-12-06T01:00:00Z,2800000,,,0,,W. Hernangomez REBOUND (Off:6 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,280.0,8.0,2.0,6.0,,,,,,,,,,,,,,
282,PT03M39.00S,2021-12-06T01:00:12.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,92.72339027595268,47.05882352941176,1610612740,47,42,2021-12-06T01:00:18Z,2810000,-15.0,16.0,1,right,B. Ingram alley-oop Layup (15 PTS) (D. Graham 2 AST),"[1627742, 1628984]",1610612740.0,NOP,alley-oop,,,Ingram,B. Ingram,,,,,2.17,Made,,,,,,,,,,,15.0,D. Graham,1628984.0,2.0,,,,
284,PT03M39.00S,2021-12-06T01:00:16.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612745,47,42,2021-12-06T01:00:17Z,2830000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M39.00S,2021-12-06T01:01:08.4Z,2,REGULAR,substitution,out,[],1630528,,,1610612745,47,42,2021-12-06T01:01:55Z,2840000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M39.00S,2021-12-06T01:01:08.4Z,2,REGULAR,substitution,in,[],1629717,,,1610612745,47,42,2021-12-06T01:01:55Z,2850000,,,0,,SUB in: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M16.00S,2021-12-06T01:02:21.8Z,2,REGULAR,2pt,Jump Shot,[],1626174,27.151773981603156,55.392156862745104,1610612745,47,42,2021-12-06T01:02:29Z,2860000,-27.0,203.0,1,left,MISS C. Wood 20' Jump Shot,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,20.45,Missed,,,,,,,,,,,,,,,,,,
288,PT03M14.00S,2021-12-06T01:02:23.8Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,47,42,2021-12-06T01:02:29Z,2870000,,,0,,W. Hernangomez REBOUND (Off:6 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,287.0,9.0,3.0,6.0,,,,,,,,,,,,,,
289,PT03M05.00S,2021-12-06T01:02:32.6Z,2,REGULAR,turnover,bad pass,[],202066,,,1610612740,47,42,2021-12-06T01:02:36Z,2880000,,,0,,G. Temple bad pass TURNOVER (1 TO),"[202066, 1629717]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,1.0,,,,,,,,,Brooks,1629717.0,,
290,PT03M05.00S,2021-12-06T01:02:32.6Z,2,REGULAR,steal,,[],1629717,,,1610612745,47,42,2021-12-06T01:02:34Z,2890000,,,0,,A. Brooks STEAL (2 STL),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M00.00S,2021-12-06T01:02:37.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630256,5.338370565045992,50.98039215686274,1610612745,49,42,2021-12-06T01:02:44Z,2900000,-5.0,-2.0,1,left,J. Tate running Layup (9 PTS) (A. Brooks 1 AST),"[1630256, 1629717]",1610612745.0,HOU,running,,,Tate,J. Tate,,,,,0.54,Made,,,,,,,,,,,9.0,A. Brooks,1629717.0,1.0,,,,
293,PT02M46.00S,2021-12-06T01:02:51.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,92.59198423127464,47.05882352941176,1610612740,49,42,2021-12-06T01:18:16Z,2920000,-15.0,17.0,1,right,MISS B. Ingram driving finger roll Layup,[1627742],1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,2.25,Missed,,,,,,,,,,,,,,,,,,
294,PT02M45.00S,2021-12-06T01:02:52.5Z,2,REGULAR,rebound,offensive,[],1627742,,,1610612740,49,42,2021-12-06T01:18:16Z,2930000,,,0,,B. Ingram REBOUND (Off:1 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,293.0,2.0,1.0,1.0,,,,,,,,,,,,,,
295,PT02M43.00S,2021-12-06T01:02:54.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627742,92.32917214191852,52.94117647058824,1610612740,49,44,2021-12-06T01:03:06Z,2940000,15.0,20.0,1,right,B. Ingram putback Layup (17 PTS),[1627742],1610612740.0,NOP,putback,,,Ingram,B. Ingram,,,,,2.45,Made,,,,,,,,,,,17.0,,,,,,,
296,PT02M21.00S,2021-12-06T01:03:18.8Z,2,REGULAR,3pt,Jump Shot,[],1629726,28.728646517739815,89.95098039215686,1610612745,52,44,2021-12-06T01:03:33Z,2950000,-200.0,218.0,1,left,G. Mathews 29' 3PT  (9 PTS) (C. Wood 2 AST),"[1629726, 1626174]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,29.53,Made,,,,,,,,,,,9.0,C. Wood,1626174.0,2.0,,,,
297,PT02M21.00S,2021-12-06T01:03:27.0Z,2,REGULAR,foul,personal,['1freethrow'],202066,,,1610612745,52,44,2021-12-06T01:03:34Z,2960000,,,0,,G. Temple shooting personal FOUL (2 PF) (Mathews 1 FT),"[202066, 1629726]",1610612740.0,NOP,shooting,,,Temple,G. Temple,,,,,,,,,,,1628168.0,,2.0,0.0,Mathews,1629726.0,,,,,,,,
300,PT02M21.00S,2021-12-06T01:03:34.9Z,2,REGULAR,substitution,out,[],1626174,,,1610612745,52,44,2021-12-06T01:04:09Z,2980000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M21.00S,2021-12-06T01:03:34.9Z,2,REGULAR,substitution,in,[],1628464,,,1610612745,52,44,2021-12-06T01:04:09Z,2990000,,,0,,SUB in: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M21.00S,2021-12-06T01:03:54.8Z,2,REGULAR,freethrow,1 of 1,[],1629726,,,1610612745,53,44,2021-12-06T01:03:54Z,3000000,,,0,,G. Mathews Free Throw 1 of 1 (10 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
303,PT02M10.00S,2021-12-06T01:04:06.9Z,2,REGULAR,3pt,Jump Shot,[],202066,91.67214191852825,3.6764705882352944,1610612740,53,44,2021-12-06T01:04:12Z,3010000,-232.0,26.0,1,right,MISS G. Temple 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,
304,PT02M07.00S,2021-12-06T01:04:09.4Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,53,44,2021-12-06T01:04:09Z,3020000,,,0,,W. Hernangomez REBOUND (Off:7 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,303.0,10.0,3.0,7.0,,,,,,,,,,,,,,
305,PT01M57.00S,2021-12-06T01:04:19.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202066,93.38042049934296,47.30392156862745,1610612740,53,44,2021-12-06T01:07:22Z,3030000,-13.0,10.0,1,right,MISS G. Temple finger roll Layup,[202066],1610612740.0,NOP,finger roll,,,Temple,G. Temple,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,
306,PT01M57.00S,2021-12-06T01:04:19.1Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,53,44,2021-12-06T01:04:23Z,3040000,,,0,,W. Hernangomez REBOUND (Off:8 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,305.0,11.0,3.0,8.0,,,,,,,,,,,,,,
307,PT01M57.00S,2021-12-06T01:04:21.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626195,94.40999984741211,50.0,1610612740,53,44,2021-12-06T01:05:03Z,3050000,0.0,0.0,1,right,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
311,PT01M57.00S,2021-12-06T01:04:21.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,53,44,2021-12-06T01:05:03Z,3060000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,
308,PT01M54.00S,2021-12-06T01:05:00.5Z,2,REGULAR,jumpball,recovered,[],1629717,,,1610612745,53,44,2021-12-06T01:05:00Z,3070000,,,0,,Jump Ball D. Theis vs. W. Hernangomez: Tip to A. Brooks,"[1629717, 1628464, 1626195]",1610612745.0,HOU,heldball,A. Brooks,1629717.0,Brooks,A. Brooks,Theis,1628464.0,Hernangomez,1626195.0,,,,,,,,,,,,,,,,,,,,
312,PT01M47.00S,2021-12-06T01:05:09.7Z,2,REGULAR,foul,personal,[],1630529,,,1610612745,53,44,2021-12-06T01:05:18Z,3100000,,,0,,H. Jones personal FOUL (3 PF),"[1630529, 201569]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,1628168.0,,3.0,0.0,Gordon,201569.0,,,,,,,,
315,PT01M47.00S,2021-12-06T01:05:16.9Z,2,REGULAR,substitution,in,[],1629638,,,1610612745,53,44,2021-12-06T01:05:25Z,3130000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
316,PT01M47.00S,2021-12-06T01:05:16.9Z,2,REGULAR,substitution,out,[],1630529,,,1610612745,53,44,2021-12-06T01:05:34Z,3140000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M37.00S,2021-12-06T01:05:38.1Z,2,REGULAR,3pt,Jump Shot,[],1628464,29.911300919842315,22.30392156862745,1610612745,53,44,2021-12-06T01:05:44Z,3150000,138.0,229.0,1,left,MISS D. Theis 26' 3PT,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,
318,PT01M37.00S,2021-12-06T01:05:38.1Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,53,44,2021-12-06T01:05:44Z,3160000,,,0,,W. Hernangomez REBOUND (Off:8 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,317.0,12.0,4.0,8.0,,,,,,,,,,,,,,
319,PT01M21.00S,2021-12-06T01:05:54.1Z,2,REGULAR,3pt,Jump Shot,[],202066,77.21747700394218,7.107843137254902,1610612740,53,44,2021-12-06T01:06:00Z,3170000,-214.0,162.0,1,right,MISS G. Temple 26' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,
320,PT01M21.00S,2021-12-06T01:05:54.1Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,53,44,2021-12-06T01:06:00Z,3180000,,,0,,G. Mathews REBOUND (Off:0 Def:5),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,319.0,5.0,5.0,0.0,,,,,,,,,,,,,,
321,PT01M12.00S,2021-12-06T01:06:03.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,6.389618922470433,47.549019607843135,1610612745,55,44,2021-12-06T01:06:13Z,3190000,12.0,8.0,1,left,E. Gordon driving finger roll Layup (9 PTS),[201569],1610612745.0,HOU,driving finger roll,,,Gordon,E. Gordon,,,,,1.45,Made,,,,,,,,,,,9.0,,,,,,,
322,PT01M00.00S,2021-12-06T01:06:16.0Z,2,REGULAR,3pt,Jump Shot,[],1627742,72.09264126149803,20.588235294117645,1610612740,55,44,2021-12-06T01:18:26Z,3200000,-147.0,210.0,1,right,MISS B. Ingram 25' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,
323,PT00M59.80S,2021-12-06T01:06:16.2Z,2,REGULAR,rebound,defensive,[],1629717,,,1610612745,55,44,2021-12-06T01:06:24Z,3210000,,,0,,A. Brooks REBOUND (Off:0 Def:2),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,322.0,2.0,2.0,0.0,,,,,,,,,,,,,,
324,PT00M50.90S,2021-12-06T01:06:25.8Z,2,REGULAR,2pt,Jump Shot,[],1629717,17.821944809461236,84.55882352941177,1610612745,57,44,2021-12-06T01:06:31Z,3220000,-173.0,115.0,1,left,A. Brooks 20' step back Jump Shot (2 PTS),[1629717],1610612745.0,HOU,step back,,,Brooks,A. Brooks,,,,,20.76,Made,,,,,,,,,,,2.0,,,,,,,
325,PT00M35.60S,2021-12-06T01:06:43.7Z,2,REGULAR,3pt,Jump Shot,[],1629638,77.4802890932983,9.313725490196079,1610612740,57,47,2021-12-06T01:06:54Z,3230000,-203.0,159.0,1,right,N. Alexander-Walker 25' 3PT  (3 PTS) (D. Graham 3 AST),"[1629638, 1628984]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.83,Made,,,,,,,,,,,3.0,D. Graham,1628984.0,3.0,,,,
327,PT00M20.90S,2021-12-06T01:07:07.4Z,2,REGULAR,turnover,bad pass,[],1630256,,,1610612745,57,47,2021-12-06T01:07:11Z,3250000,,,0,,J. Tate bad pass TURNOVER (4 TO),"[1630256, 1626195]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,4.0,,,,,,,,,Hernangomez,1626195.0,,
328,PT00M20.90S,2021-12-06T01:07:07.4Z,2,REGULAR,steal,,[],1626195,,,1610612740,57,47,2021-12-06T01:07:09Z,3260000,,,0,,W. Hernangomez STEAL (2 STL),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M20.20S,2021-12-06T01:07:12.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612740,57,47,2021-12-06T01:07:19Z,3270000,,,0,,J. Tate personal FOUL (2 PF) (Ingram 2 FT),"[1630256, 1627742]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,2715.0,,2.0,0.0,Ingram,1627742.0,,,,,,,,
331,PT00M20.20S,2021-12-06T01:07:46.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627742,,,1610612740,57,48,2021-12-06T01:07:46Z,3290000,,,0,,B. Ingram Free Throw 1 of 2 (18 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,,,,,,,18.0,,,,,,,
332,PT00M20.20S,2021-12-06T01:07:47.1Z,2,REGULAR,substitution,out,[],1630256,,,1610612740,57,48,2021-12-06T01:07:56Z,3300000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M20.20S,2021-12-06T01:07:47.1Z,2,REGULAR,substitution,out,[],1628464,,,1610612740,57,48,2021-12-06T01:07:56Z,3310000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M20.20S,2021-12-06T01:07:47.1Z,2,REGULAR,substitution,out,[],1626195,,,1610612740,57,48,2021-12-06T01:07:56Z,3320000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M20.20S,2021-12-06T01:07:47.1Z,2,REGULAR,substitution,in,[],201571,,,1610612740,57,48,2021-12-06T01:07:56Z,3330000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M20.20S,2021-12-06T01:07:47.1Z,2,REGULAR,substitution,in,[],1626174,,,1610612740,57,48,2021-12-06T01:07:56Z,3340000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M20.20S,2021-12-06T01:07:47.1Z,2,REGULAR,substitution,in,[],203107,,,1610612740,57,48,2021-12-06T01:07:56Z,3350000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M20.20S,2021-12-06T01:08:16.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627742,,,1610612740,57,49,2021-12-06T01:08:16Z,3360000,,,0,,B. Ingram Free Throw 2 of 2 (19 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,,,,,,,19.0,,,,,,,
339,PT00M00.90S,2021-12-06T01:08:39.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,7.046649145860711,56.61764705882353,1610612745,57,49,2021-12-06T01:12:53Z,3370000,-33.0,14.0,1,left,MISS E. Gordon driving finger roll Layup - blocked,"[201569, 1629638]",1610612745.0,HOU,driving finger roll,,,Gordon,E. Gordon,,,,,3.58,Missed,,,,,,,,,,,,,,,,,Alexander-Walker,1629638.0
340,PT00M00.90S,2021-12-06T01:08:39.4Z,2,REGULAR,block,,[],1629638,,,1610612745,57,49,2021-12-06T01:08:42Z,3380000,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M00.90S,2021-12-06T01:08:39.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,57,49,2021-12-06T01:08:46Z,3390000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,339.0,,,,,,,,,,,,,,,,,
342,PT00M00.90S,2021-12-06T01:08:45.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,57,49,2021-12-06T01:08:45Z,3400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M00.00S,2021-12-06T01:09:06.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201569,3.235873850197109,69.6078431372549,1610612745,57,49,2021-12-06T01:09:15Z,3410000,-98.0,-22.0,1,left,MISS E. Gordon 10' floating Shot - blocked,"[201569, 202066]",1610612745.0,HOU,floating,,,Gordon,E. Gordon,,,,,10.05,Missed,,,,,,,,,,,,,,,,,Temple,202066.0
344,PT00M00.00S,2021-12-06T01:09:06.6Z,2,REGULAR,block,,[],202066,,,1610612745,57,49,2021-12-06T01:09:09Z,3420000,,,0,,G. Temple BLOCK (1 BLK),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M00.00S,2021-12-06T01:09:06.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,57,49,2021-12-06T01:09:15Z,3430000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,343.0,,,,,,,,,,,,,,,,,
346,PT00M00.00S,2021-12-06T01:09:18.1Z,2,REGULAR,period,end,[],0,,,1610612745,57,49,2021-12-06T01:09:18Z,3440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-12-06T01:23:49.2Z,3,REGULAR,substitution,out,['startperiod'],1629717,,,1610612745,57,49,2021-12-06T01:24:29Z,3450000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-12-06T01:23:49.2Z,3,REGULAR,substitution,out,['startperiod'],201571,,,1610612745,57,49,2021-12-06T01:24:29Z,3460000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-12-06T01:23:49.2Z,3,REGULAR,substitution,out,['startperiod'],1629638,,,1610612745,57,49,2021-12-06T01:24:29Z,3470000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-12-06T01:23:49.2Z,3,REGULAR,substitution,out,['startperiod'],203107,,,1610612745,57,49,2021-12-06T01:24:29Z,3480000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-12-06T01:23:49.2Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612745,57,49,2021-12-06T01:24:29Z,3490000,,,0,,SUB in: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-12-06T01:23:49.2Z,3,REGULAR,substitution,in,['startperiod'],1630256,,,1610612745,57,49,2021-12-06T01:24:29Z,3500000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-12-06T01:23:49.2Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612745,57,49,2021-12-06T01:24:29Z,3510000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-12-06T01:23:49.2Z,3,REGULAR,substitution,in,['startperiod'],1630529,,,1610612745,57,49,2021-12-06T01:24:29Z,3520000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-12-06T01:24:48.3Z,3,REGULAR,period,start,[],0,,,1610612745,57,49,2021-12-06T01:24:48Z,3530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT11M44.00S,2021-12-06T01:25:02.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,92.06636005256242,50.0,1610612745,57,49,2021-12-06T01:26:27Z,3540000,0.0,22.0,1,right,MISS C. Wood driving finger roll Layup,[1626174],1610612745.0,HOU,driving finger roll,,,Wood,C. Wood,,,,,2.21,Missed,,,,,,,,,,,,,,,,,,
357,PT11M43.00S,2021-12-06T01:25:03.8Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612745,57,49,2021-12-06T01:25:24Z,3550000,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,356.0,2.0,1.0,1.0,,,,,,,,,,,,,,
358,PT11M43.00S,2021-12-06T01:25:08.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628464,94.40999984741211,50.0,1610612745,59,49,2021-12-06T01:26:04Z,3560000,0.0,0.0,1,right,D. Theis tip Layup (7 PTS),[1628464],1610612745.0,HOU,tip,,,Theis,D. Theis,,,,,0.0,Made,,,,,,,,,,,7.0,,,,,,,
