actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-02T01:11:09.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-02T01:11:09Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-01-02T01:11:11.9Z,1,REGULAR,jumpball,recovered,[],1628021,,,1610612745,0,0,2022-01-02T01:11:11Z,40000,,,0,,Jump Ball D. Theis vs. N. Jokic: Tip to D. Nwaba,"[1628021, 1628464, 203999]",1610612745.0,HOU,startperiod,D. Nwaba,1628021.0,Nwaba,D. Nwaba,Theis,1628464.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-01-02T01:11:32.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,84.44480946123521,40.19607843137255,1610612745,0,0,2022-01-02T01:11:38Z,70000,-49.0,94.0,1,right,MISS D. Theis 10' Jump Shot,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,10.57,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-01-02T01:11:35.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2022-01-02T01:11:38Z,80000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M22.00S,2022-01-02T01:11:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,16.376478318002626,45.34313725490196,1610612743,0,0,2022-01-02T01:12:26Z,90000,23.0,101.0,1,left,MISS N. Jokic 10' floating Shot,[203999],1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,10.4,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2022-01-02T01:11:50.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,0,0,2022-01-02T01:12:26Z,100000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,
11,PT11M20.00S,2022-01-02T01:11:53.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,0,0,2022-01-02T01:11:53Z,110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PT11M10.00S,2022-01-02T01:12:08.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,71.82982917214193,17.401960784313726,1610612745,3,0,2022-01-02T01:12:25Z,120000,-163.0,212.0,1,right,J. Green 26' 3PT  (3 PTS) (K. Porter Jr. 1 AST),"[1630224, 1629645]",1610612745.0,HOU,,,,Green,J. Green,,,,,26.77,Made,,,,,3.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,
14,PT10M52.00S,2022-01-02T01:12:25.8Z,1,REGULAR,3pt,Jump Shot,[],203115,16.507884362680684,95.83333333333334,1610612743,3,3,2022-01-02T01:12:29Z,140000,-229.0,103.0,1,left,W. Barton 25' 3PT  (3 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,25.12,Made,,,,,3.0,,,,,,,,,,,,,,
15,PT10M40.00S,2022-01-02T01:12:38.6Z,1,REGULAR,3pt,Jump Shot,[],1628021,75.64060446780552,86.51960784313727,1610612745,6,3,2022-01-02T01:12:42Z,150000,183.0,176.0,1,right,D. Nwaba 25' 3PT  (3 PTS) (K. Porter Jr. 2 AST),"[1628021, 1629645]",1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,25.4,Made,,,,,3.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,
