actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
92,PT05M07.00S,2021-12-04T01:24:32.5Z,1,REGULAR,substitution,out,[],1628976,,,1610612745,19,15,2021-12-04T01:24:52Z,890000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M07.00S,2021-12-04T01:24:32.5Z,1,REGULAR,substitution,in,[],1627863,,,1610612745,19,15,2021-12-04T01:24:52Z,900000,,,0,,SUB in: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M07.00S,2021-12-04T01:24:32.5Z,1,REGULAR,substitution,in,[],1629717,,,1610612745,19,15,2021-12-04T01:24:52Z,910000,,,0,,SUB in: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M07.00S,2021-12-04T01:24:32.5Z,1,REGULAR,substitution,in,[],1629021,,,1610612745,19,15,2021-12-04T01:24:52Z,920000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M00.00S,2021-12-04T01:24:57.8Z,1,REGULAR,3pt,Jump Shot,[],1629645,26.363337713534822,17.15686274509804,1610612745,19,15,2021-12-04T01:27:17Z,930000,164.0,195.0,1,left,MISS K. Porter Jr. 25' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
97,PT05M00.00S,2021-12-04T01:24:57.8Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,19,15,2021-12-04T01:25:06Z,940000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
98,PT04M52.00S,2021-12-04T01:25:05.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630175,92.59198423127464,47.05882352941176,1610612753,19,17,2021-12-04T01:25:13Z,950000,-15.0,17.0,1,right,C. Anthony running Layup (2 PTS),[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,2.25,Made,,,,,,,,,,2.0,,,,,,,,,
99,PT04M41.00S,2021-12-04T01:25:16.4Z,1,REGULAR,3pt,Jump Shot,[],1626174,21.50131406044678,92.8921568627451,1610612745,19,17,2021-12-04T01:28:19Z,960000,-214.0,150.0,1,left,MISS C. Wood 26' step back 3PT,[1626174],1610612745.0,HOU,step back,,,Wood,C. Wood,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,,
100,PT04M40.00S,2021-12-04T01:25:17.4Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,19,17,2021-12-04T01:25:27Z,970000,,,0,,T. Ross REBOUND (Off:0 Def:2),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
101,PT04M33.00S,2021-12-04T01:25:25.6Z,1,REGULAR,3pt,Jump Shot,[],203082,71.43561103810775,82.35294117647058,1610612753,19,17,2021-12-04T01:25:38Z,980000,162.0,216.0,1,right,MISS T. Ross 26' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M33.00S,2021-12-04T01:25:25.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,19,17,2021-12-04T01:25:38Z,990000,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,101.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
103,PT04M24.00S,2021-12-04T01:25:34.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,9.543363994743759,51.9607843137255,1610612745,19,17,2021-12-04T01:25:43Z,1000000,-10.0,37.0,1,left,MISS C. Wood Jump Shot,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,,
104,PT04M22.00S,2021-12-04T01:25:36.9Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,19,17,2021-12-04T01:25:36Z,1010000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
105,PT04M14.00S,2021-12-04T01:25:44.3Z,1,REGULAR,3pt,Jump Shot,[],1629021,67.49342969776609,57.84313725490197,1610612753,19,20,2021-12-04T01:25:50Z,1020000,39.0,253.0,1,right,M. Wagner 25' 3PT bank (3 PTS) (C. Anthony 3 AST),"[1629021, 1630175]",1610612753.0,ORL,bank,,,Wagner,M. Wagner,,,,,25.61,Made,,,,,,,,,,3.0,C. Anthony,1630175.0,3.0,,,,,,
107,PT04M00.00S,2021-12-04T01:26:00.9Z,1,REGULAR,foul,offensive,[],1630256,,,1610612745,19,20,2021-12-04T01:26:20Z,1040000,,,0,,J. Tate offensive FOUL (2 PF),"[1630256, 203082]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,2882.0,2.0,0.0,Ross,203082.0,,,,,,,,,,
109,PT04M00.00S,2021-12-04T01:26:00.9Z,1,REGULAR,turnover,offensive foul,[],1630256,,,1610612745,19,20,2021-12-04T01:26:00Z,1060000,,,0,,J. Tate offensive foul TURNOVER (1 TO),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,2882.0,,,,,,,,,1.0,,,,,
110,PT04M00.00S,2021-12-04T01:26:13.0Z,1,REGULAR,substitution,out,[],1630256,,,1610612753,19,20,2021-12-04T01:26:15Z,1070000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M00.00S,2021-12-04T01:26:13.0Z,1,REGULAR,substitution,in,[],1630231,,,1610612753,19,20,2021-12-04T01:26:15Z,1080000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M51.00S,2021-12-04T01:26:31.6Z,1,REGULAR,foul,personal,['2freethrow'],1627863,,,1610612753,19,20,2021-12-04T01:26:39Z,1090000,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Wagner 2 FT),"[1627863, 1629021]",1610612745.0,HOU,shooting,,,House Jr.,D. House Jr.,,,,,,,,,,,201245.0,1.0,0.0,Wagner,1629021.0,,,,,,,,,,
114,PT03M51.00S,2021-12-04T01:26:58.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629021,,,1610612753,19,21,2021-12-04T01:26:58Z,1110000,,,0,,M. Wagner Free Throw 1 of 2 (4 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
116,PT03M51.00S,2021-12-04T01:27:09.9Z,1,REGULAR,substitution,out,[],203914,,,1610612753,19,21,2021-12-04T01:27:16Z,1120000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M51.00S,2021-12-04T01:27:09.9Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,19,21,2021-12-04T01:27:16Z,1130000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M51.00S,2021-12-04T01:27:34.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629021,,,1610612753,19,22,2021-12-04T01:27:34Z,1140000,,,0,,M. Wagner Free Throw 2 of 2 (5 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
119,PT03M38.00S,2021-12-04T01:27:52.1Z,1,REGULAR,foul,personal,[],1630532,,,1610612745,19,22,2021-12-04T01:28:02Z,1150000,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 1629645]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,200834.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,
121,PT03M28.00S,2021-12-04T01:28:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630231,6.915243101182654,55.14705882352941,1610612745,21,22,2021-12-04T01:28:23Z,1170000,-26.0,13.0,1,left,K. Martin Jr. driving floating Jump Shot (2 PTS) (K. Porter Jr. 5 AST),"[1630231, 1629645]",1610612745.0,HOU,driving floating,,,Martin Jr.,K. Martin Jr.,,,,,2.86,Made,,,,,,,,,,2.0,K. Porter Jr.,1629645.0,5.0,,,,,,
123,PT03M10.00S,2021-12-04T01:28:32.3Z,1,REGULAR,3pt,Jump Shot,[],203082,74.06373193166885,17.15686274509804,1610612753,21,22,2021-12-04T01:28:39Z,1190000,-164.0,191.0,1,right,MISS T. Ross 25' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,,
124,PT03M10.00S,2021-12-04T01:28:32.3Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612745,21,22,2021-12-04T01:28:39Z,1200000,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
125,PT02M58.00S,2021-12-04T01:28:45.5Z,1,REGULAR,3pt,Jump Shot,[],1630231,10.463206307490145,96.32352941176471,1610612745,21,22,2021-12-04T01:28:51Z,1210000,-232.0,46.0,1,left,MISS K. Martin Jr. 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M57.00S,2021-12-04T01:28:46.5Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,21,22,2021-12-04T01:28:51Z,1220000,,,0,,T. Ross REBOUND (Off:0 Def:3),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,125.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
127,PT02M44.00S,2021-12-04T01:28:59.9Z,1,REGULAR,3pt,Jump Shot,[],1630175,69.20170827858082,23.52941176470588,1610612753,21,22,2021-12-04T01:29:06Z,1230000,-132.0,237.0,1,right,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,27.15,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M42.00S,2021-12-04T01:29:01.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,21,22,2021-12-04T01:29:06Z,1240000,,,0,,C. Wood REBOUND (Off:0 Def:5),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,127.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
129,PT02M34.00S,2021-12-04T01:29:09.6Z,1,REGULAR,2pt,Jump Shot,[],1629645,24.26084099868594,36.029411764705884,1610612745,23,22,2021-12-04T01:29:14Z,1250000,70.0,176.0,1,left,K. Porter Jr. 18' pullup Jump Shot (6 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,18.9,Made,,,,,,,,,,6.0,,,,,,,,,
130,PT02M23.00S,2021-12-04T01:29:20.8Z,1,REGULAR,3pt,Jump Shot,[],1629643,68.15045992115637,73.52941176470588,1610612753,23,22,2021-12-04T01:29:28Z,1260000,118.0,247.0,1,right,MISS C. Okeke 27' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,27.35,Missed,,,,,,,,,,,,,,,,,,,
131,PT02M22.00S,2021-12-04T01:29:21.8Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,23,22,2021-12-04T01:29:28Z,1270000,,,0,,C. Wood REBOUND (Off:0 Def:6),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,130.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
132,PT02M11.00S,2021-12-04T01:29:31.3Z,1,REGULAR,3pt,Jump Shot,[],1626174,31.09395532194481,68.87254901960785,1610612745,23,22,2021-12-04T01:29:37Z,1280000,-94.0,240.0,1,left,MISS C. Wood 25' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M11.00S,2021-12-04T01:29:31.3Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,23,22,2021-12-04T01:29:37Z,1290000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
134,PT02M01.00S,2021-12-04T01:29:42.4Z,1,REGULAR,3pt,Jump Shot,[],1629021,71.56701708278581,80.63725490196079,1610612753,23,22,2021-12-04T01:29:49Z,1300000,153.0,215.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,,
135,PT02M00.00S,2021-12-04T01:29:43.4Z,1,REGULAR,rebound,offensive,[],1629643,,,1610612753,23,22,2021-12-04T01:29:49Z,1310000,,,0,,C. Okeke REBOUND (Off:1 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,134.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
136,PT01M55.00S,2021-12-04T01:29:48.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,64.20827858081472,45.83333333333333,1610612753,23,22,2021-12-04T01:29:56Z,1320000,-21.0,284.0,1,right,MISS C. Anthony 28' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,28.47,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M54.00S,2021-12-04T01:29:49.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,23,22,2021-12-04T01:29:56Z,1330000,,,0,,C. Wood REBOUND (Off:0 Def:7),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,136.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
138,PT01M44.00S,2021-12-04T01:30:02.6Z,1,REGULAR,foul,personal,['2freethrow'],203082,,,1610612745,23,22,2021-12-04T01:30:16Z,1340000,,,0,,T. Ross shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[203082, 1629645]",1610612753.0,ORL,shooting,,,Ross,T. Ross,,,,,,,,,,,200834.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,
140,PT01M44.00S,2021-12-04T01:30:19.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,23,22,2021-12-04T01:30:19Z,1360000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M44.00S,2021-12-04T01:32:36.4Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,23,22,2021-12-04T01:33:07Z,1370000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M44.00S,2021-12-04T01:32:36.4Z,1,REGULAR,substitution,out,[],1630175,,,1610612745,23,22,2021-12-04T01:33:07Z,1380000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M44.00S,2021-12-04T01:32:36.4Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,23,22,2021-12-04T01:33:07Z,1390000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M44.00S,2021-12-04T01:32:36.4Z,1,REGULAR,substitution,in,[],1630181,,,1610612745,23,22,2021-12-04T01:33:07Z,1400000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M44.00S,2021-12-04T01:33:15.0Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,24,22,2021-12-04T01:33:15Z,1410000,,,0,,K. Porter Jr. Free Throw 1 of 2 (7 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
146,PT01M44.00S,2021-12-04T01:33:28.2Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,25,22,2021-12-04T01:33:28Z,1420000,,,0,,K. Porter Jr. Free Throw 2 of 2 (8 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
147,PT01M33.00S,2021-12-04T01:33:43.3Z,1,REGULAR,foul,offensive,[],203082,,,1610612753,25,22,2021-12-04T01:33:55Z,1430000,,,0,,T. Ross charge offensive FOUL (2 PF),"[203082, 1630578]",1610612753.0,ORL,charge,,,Ross,T. Ross,,,,,,,,,,,200834.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,,
149,PT01M33.00S,2021-12-04T01:33:43.3Z,1,REGULAR,turnover,offensive foul,[],203082,,,1610612753,25,22,2021-12-04T01:33:43Z,1450000,,,0,,T. Ross offensive foul TURNOVER (1 TO),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,200834.0,,,,,,,,,1.0,,,,,
150,PT01M33.00S,2021-12-04T01:33:53.9Z,1,REGULAR,substitution,out,[],1629645,,,1610612745,25,22,2021-12-04T01:34:02Z,1460000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M33.00S,2021-12-04T01:33:53.9Z,1,REGULAR,substitution,in,[],201571,,,1610612745,25,22,2021-12-04T01:34:02Z,1470000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M14.00S,2021-12-04T01:34:22.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630231,6.258212877792378,47.05882352941176,1610612745,27,22,2021-12-04T01:34:29Z,1480000,15.0,6.0,1,left,K. Martin Jr. cutting DUNK (4 PTS) (A. Sengun 1 AST),"[1630231, 1630578]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,1.6,Made,,,,,,,,,,4.0,A. Sengun,1630578.0,1.0,,,,,,
154,PT00M58.30S,2021-12-04T01:34:41.0Z,1,REGULAR,violation,kicked ball,[],1630578,,,1610612753,27,22,2021-12-04T01:35:04Z,1500000,,,0,,A. Sengun kicked ball VIOLATION,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,2882.0,,,,,,,,,,,,,,
155,PT00M53.40S,2021-12-04T01:34:57.1Z,1,REGULAR,2pt,Jump Shot,[],203082,77.4802890932983,46.32352941176471,1610612753,27,24,2021-12-04T01:35:08Z,1510000,-18.0,159.0,1,right,T. Ross 16' Jump Shot (2 PTS) (F. Wagner 2 AST),"[203082, 1630532]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,16.03,Made,,,,,,,,,,2.0,F. Wagner,1630532.0,2.0,,,,,,
157,PT00M37.40S,2021-12-04T01:35:15.8Z,1,REGULAR,3pt,Jump Shot,[],1627863,5.601182654402102,96.07843137254902,1610612745,27,24,2021-12-04T01:35:23Z,1530000,-230.0,0.0,1,left,MISS D. House Jr. 3PT,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M35.40S,2021-12-04T01:35:17.8Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,27,24,2021-12-04T01:35:23Z,1540000,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,157.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
159,PT00M29.90S,2021-12-04T01:35:23.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627863,17.296320630749015,29.411764705882355,1610612745,29,24,2021-12-04T01:35:30Z,1550000,103.0,110.0,1,left,D. House Jr. 15' pullup Jump Shot (2 PTS) (A. Sengun 2 AST),"[1627863, 1630578]",1610612745.0,HOU,pullup,,,House Jr.,D. House Jr.,,,,,15.07,Made,,,,,,,,,,2.0,A. Sengun,1630578.0,2.0,,,,,,
161,PT00M18.00S,2021-12-04T01:35:37.7Z,1,REGULAR,3pt,Jump Shot,[],1630532,94.43166885676742,96.56862745098039,1610612753,29,24,2021-12-04T01:35:48Z,1570000,233.0,0.0,1,right,MISS F. Wagner 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
162,PT00M15.00S,2021-12-04T01:35:40.7Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612745,29,24,2021-12-04T01:35:48Z,1580000,,,0,,D. House Jr. REBOUND (Off:0 Def:2),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,161.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
163,PT00M05.30S,2021-12-04T01:35:52.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629021,,,1610612745,29,24,2021-12-04T01:36:01Z,1590000,,,0,,M. Wagner personal FOUL (1 PF) (Sengun 2 FT),"[1629021, 1630578]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,201245.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,,
165,PT00M05.30S,2021-12-04T01:36:16.9Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,30,24,2021-12-04T01:36:16Z,1610000,,,0,,A. Sengun Free Throw 1 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
166,PT00M05.30S,2021-12-04T01:36:17.9Z,1,REGULAR,substitution,out,[],201571,,,1610612745,30,24,2021-12-04T01:36:23Z,1620000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M05.30S,2021-12-04T01:36:17.9Z,1,REGULAR,substitution,in,[],1630528,,,1610612745,30,24,2021-12-04T01:36:23Z,1630000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M05.30S,2021-12-04T01:36:39.3Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,31,24,2021-12-04T01:36:39Z,1640000,,,0,,A. Sengun Free Throw 2 of 2 (2 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
169,PT00M00.00S,2021-12-04T01:36:50.8Z,1,REGULAR,3pt,Jump Shot,[],1630181,67.36202365308804,3.6764705882352944,1610612753,31,24,2021-12-04T01:36:56Z,1650000,-232.0,254.0,1,right,MISS R. Hampton 34' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,34.4,Missed,,,,,,,,,,,,,,,,,,,
170,PT00M00.00S,2021-12-04T01:36:50.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,31,24,2021-12-04T01:36:56Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2021-12-04T01:37:00.1Z,1,REGULAR,period,end,[],0,,,1610612753,31,24,2021-12-04T01:37:00Z,1670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-12-04T01:37:37.8Z,2,REGULAR,substitution,out,['startperiod'],1629717,,,1610612753,31,24,2021-12-04T01:39:30Z,1680000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-12-04T01:37:37.8Z,2,REGULAR,substitution,out,['startperiod'],1630528,,,1610612753,31,24,2021-12-04T01:39:30Z,1690000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-12-04T01:37:37.8Z,2,REGULAR,substitution,out,['startperiod'],1629021,,,1610612753,31,24,2021-12-04T01:39:30Z,1700000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-12-04T01:37:37.8Z,2,REGULAR,substitution,in,['startperiod'],201569,,,1610612753,31,24,2021-12-04T01:39:30Z,1710000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-12-04T01:37:37.8Z,2,REGULAR,substitution,in,['startperiod'],201571,,,1610612753,31,24,2021-12-04T01:39:30Z,1720000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-12-04T01:37:37.8Z,2,REGULAR,substitution,in,['startperiod'],1628964,,,1610612753,31,24,2021-12-04T01:39:30Z,1730000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2021-12-04T01:39:34.7Z,2,REGULAR,period,start,[],0,,,1610612753,31,24,2021-12-04T01:39:34Z,1740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M45.00S,2021-12-04T01:39:48.6Z,2,REGULAR,turnover,bad pass,[],1629643,,,1610612753,31,24,2021-12-04T01:39:53Z,1750000,,,0,,C. Okeke bad pass TURNOVER (1 TO),"[1629643, 201569]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,1.0,,,Gordon,201569.0,
180,PT11M45.00S,2021-12-04T01:39:48.6Z,2,REGULAR,steal,,[],201569,,,1610612745,31,24,2021-12-04T01:39:51Z,1760000,,,0,,E. Gordon STEAL (1 STL),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
