actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
85,PT05M12.00S,2021-11-15T00:23:04.6Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,10,22,2021-11-15T00:23:04Z,810000,,,0,,D. Booker Free Throw 1 of 2 (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,
86,PT05M12.00S,2021-11-15T00:23:05.4Z,1,REGULAR,substitution,out,[],201580,,,1610612756,10,22,2021-11-15T00:23:10Z,820000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M12.00S,2021-11-15T00:23:05.4Z,1,REGULAR,substitution,in,[],1626163,,,1610612756,10,22,2021-11-15T00:23:10Z,830000,,,0,,SUB in: F. Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M12.00S,2021-11-15T00:23:19.7Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,10,23,2021-11-15T00:23:19Z,840000,,,0,,D. Booker Free Throw 2 of 2 (12 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,Made,,,,,12.0,,,,,,,,,,,
89,PT05M01.00S,2021-11-15T00:23:32.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,6.1268068331143235,49.754901960784316,1610612745,12,23,2021-11-15T00:23:36Z,850000,1.0,5.0,1,left,C. Wood cutting DUNK (4 PTS) (E. Gordon 1 AST),"[1626174, 201569]",1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,,,,0.52,Made,,,,,4.0,,,,,,E. Gordon,201569.0,1.0,,,
91,PT04M40.00S,2021-11-15T00:23:54.1Z,1,REGULAR,2pt,Jump Shot,[],1626164,74.45795006570303,26.96078431372549,1610612756,12,23,2021-11-15T00:24:01Z,870000,-115.0,188.0,1,right,MISS D. Booker 22' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,,,,22.01,Missed,,,,,,,,,,,,,,,,
92,PT04M39.00S,2021-11-15T00:23:55.1Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612745,12,23,2021-11-15T00:24:01Z,880000,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,
93,PT04M27.00S,2021-11-15T00:24:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,5.995400788436268,51.225490196078425,1610612745,12,23,2021-11-15T00:24:14Z,890000,-6.0,4.0,1,left,MISS K. Porter Jr. driving Layup,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,,,,0.72,Missed,,,,,,,,,,,,,,,,
94,PT04M25.00S,2021-11-15T00:24:08.7Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,12,23,2021-11-15T01:16:04Z,900000,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,93.0,1.0,0.0,1.0,,,,,,,,,,,,
97,PT04M25.00S,2021-11-15T00:24:09.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626174,6.521024967148489,47.30392156862745,1610612745,14,23,2021-11-15T00:24:20Z,910000,13.0,9.0,1,left,C. Wood DUNK (6 PTS) (A. Sengun 2 AST),"[1626174, 1630578]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,1.61,Made,,,,,6.0,,,,,,A. Sengun,1630578.0,2.0,,,
98,PT04M02.00S,2021-11-15T00:24:31.6Z,1,REGULAR,3pt,Jump Shot,[],101108,66.44218134034165,49.754901960784316,1610612756,14,23,2021-11-15T00:24:39Z,920000,-1.0,263.0,1,right,MISS C. Paul 26' pullup 3PT,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,,,,26.29,Missed,,,,,,,,,,,,,,,,
99,PT04M01.00S,2021-11-15T00:24:32.6Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,14,23,2021-11-15T00:24:39Z,930000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,98.0,2.0,1.0,1.0,,,,,,,,,,,,
100,PT03M53.00S,2021-11-15T00:24:41.4Z,1,REGULAR,3pt,Jump Shot,[],1629645,32.670827858081466,50.98039215686274,1610612745,14,23,2021-11-15T00:30:47Z,940000,-5.0,255.0,1,left,MISS K. Porter Jr. 25' running pullup 3PT,[1629645],1610612745.0,HOU,running pullup,,,Porter Jr.,K. Porter Jr.,,,,,,,,25.46,Missed,,,,,,,,,,,,,,,,
101,PT03M52.00S,2021-11-15T00:24:42.4Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,14,23,2021-11-15T00:24:47Z,950000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,
102,PT03M47.00S,2021-11-15T00:24:47.1Z,1,REGULAR,3pt,Jump Shot,[],1628969,72.61826544021025,78.92156862745098,1610612756,14,23,2021-11-15T00:24:57Z,960000,145.0,205.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,25.08,Missed,,,,,,,,,,,,,,,,
103,PT03M46.00S,2021-11-15T00:24:48.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,14,23,2021-11-15T00:24:57Z,970000,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,102.0,3.0,2.0,1.0,,,,,,,,,,,,
104,PT03M41.00S,2021-11-15T00:24:53.6Z,1,REGULAR,turnover,bad pass,[],1626174,,,1610612745,14,23,2021-11-15T00:25:02Z,980000,,,0,,C. Wood bad pass TURNOVER (2 TO),"[1626174, 101108]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,2.0,Paul,101108.0,,,,,,,,,,,,,,,,,,
105,PT03M41.00S,2021-11-15T00:24:53.6Z,1,REGULAR,steal,,[],101108,,,1610612756,14,23,2021-11-15T00:24:55Z,990000,,,0,,C. Paul STEAL (3 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M38.00S,2021-11-15T00:24:56.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626164,94.69448094612353,50.0,1610612756,14,25,2021-11-15T00:25:09Z,1000000,0.0,-3.0,1,right,D. Booker cutting DUNK (14 PTS) (C. Paul 1 AST),"[1626164, 101108]",1610612756.0,PHX,cutting,,,Booker,D. Booker,,,,,,,,0.26,Made,,,,,14.0,,,,,,C. Paul,101108.0,1.0,,,
108,PT03M38.00S,2021-11-15T00:25:02.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,14,25,2021-11-15T00:25:02Z,1020000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M38.00S,2021-11-15T00:26:59.8Z,1,REGULAR,substitution,out,[],101108,,,1610612745,14,25,2021-11-15T00:27:44Z,1030000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M38.00S,2021-11-15T00:26:59.8Z,1,REGULAR,substitution,out,[],203109,,,1610612745,14,25,2021-11-15T00:27:44Z,1040000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M38.00S,2021-11-15T00:26:59.8Z,1,REGULAR,substitution,in,[],1626166,,,1610612745,14,25,2021-11-15T00:27:44Z,1050000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M38.00S,2021-11-15T00:26:59.8Z,1,REGULAR,substitution,in,[],1629661,,,1610612745,14,25,2021-11-15T00:27:44Z,1060000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M18.00S,2021-11-15T00:28:15.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,14.273981603153747,49.754901960784316,1610612745,14,25,2021-11-15T00:28:23Z,1070000,1.0,82.0,1,left,MISS E. Gordon 8' driving floating Shot,[201569],1610612745.0,HOU,driving floating,,,Gordon,E. Gordon,,,,,,,,8.17,Missed,,,,,,,,,,,,,,,,
117,PT03M17.00S,2021-11-15T00:28:16.1Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,14,25,2021-11-15T00:28:23Z,1080000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,116.0,4.0,4.0,0.0,,,,,,,,,,,,
118,PT03M06.00S,2021-11-15T00:28:26.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,92.72339027595268,50.245098039215684,1610612756,14,25,2021-11-15T00:33:00Z,1090000,1.0,16.0,1,right,MISS C. Payne driving reverse Layup - blocked,"[1626166, 1630578]",1610612756.0,PHX,driving reverse,,,Payne,C. Payne,,,,,,,,1.59,Missed,,,,,,,,,,,,,,Sengun,1630578.0,
119,PT03M06.00S,2021-11-15T00:28:26.8Z,1,REGULAR,block,,[],1630578,,,1610612756,14,25,2021-11-15T00:28:29Z,1100000,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M04.00S,2021-11-15T00:28:28.8Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,14,25,2021-11-15T00:28:34Z,1110000,,,0,,C. Wood REBOUND (Off:1 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,118.0,4.0,3.0,1.0,,,,,,,,,,,,
121,PT02M58.00S,2021-11-15T00:28:33.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626174,6.915243101182654,48.77450980392157,1610612745,16,25,2021-11-15T00:28:39Z,1120000,6.0,13.0,1,left,C. Wood cutting Layup (8 PTS) (K. Porter Jr. 2 AST),"[1626174, 1629645]",1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,,,,1.39,Made,,,,,8.0,,,,,,K. Porter Jr.,1629645.0,2.0,,,
123,PT02M47.00S,2021-11-15T00:28:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,88.91261498028909,57.35294117647059,1610612756,16,27,2021-11-15T00:28:51Z,1140000,37.0,52.0,1,right,D. Booker 6' driving floating Jump Shot (16 PTS) (C. Payne 1 AST),"[1626164, 1626166]",1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,,,,6.35,Made,,,,,16.0,,,,,,C. Payne,1626166.0,1.0,,,
125,PT02M34.00S,2021-11-15T00:29:00.4Z,1,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,16,27,2021-11-15T00:29:11Z,1160000,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (2 TO),[1629645],1610612745.0,HOU,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,2.0,,,,,,,,,,101283.0,,,,,,,,,,
126,PT02M13.00S,2021-11-15T00:29:31.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,80.3712220762155,92.15686274509804,1610612756,16,27,2021-11-15T00:29:39Z,1170000,211.0,132.0,1,right,MISS C. Johnson 24' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,24.87,Missed,,,,,,,,,,,,,,,,
127,PT02M11.00S,2021-11-15T00:29:33.5Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,16,27,2021-11-15T00:29:39Z,1180000,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,126.0,4.0,3.0,1.0,,,,,,,,,,,,
128,PT01M59.00S,2021-11-15T00:29:45.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.1268068331143235,50.73529411764706,1610612745,16,27,2021-11-15T00:29:56Z,1190000,-4.0,5.0,1,left,MISS A. Sengun cutting Layup,[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,,,,0.63,Missed,,,,,,,,,,,,,,,,
129,PT01M57.00S,2021-11-15T00:29:47.4Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,16,27,2021-11-15T00:29:47Z,1200000,,,0,,A. Sengun REBOUND (Off:2 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,128.0,5.0,3.0,2.0,,,,,,,,,,,,
130,PT01M55.00S,2021-11-15T00:29:49.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,6.258212877792378,49.50980392156863,1610612745,18,27,2021-11-15T00:29:59Z,1210000,2.0,6.0,1,left,A. Sengun Layup (2 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,0.68,Made,,,,,2.0,,,,,,,,,,,
131,PT01M38.00S,2021-11-15T00:30:06.0Z,1,REGULAR,3pt,Jump Shot,[],1626166,66.3107752956636,41.911764705882355,1610612756,18,27,2021-11-15T00:30:12Z,1220000,-40.0,264.0,1,right,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,26.73,Missed,,,,,,,,,,,,,,,,
132,PT01M36.00S,2021-11-15T00:30:08.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,18,27,2021-11-15T00:30:12Z,1230000,,,0,,A. Sengun REBOUND (Off:2 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,131.0,6.0,4.0,2.0,,,,,,,,,,,,
133,PT01M22.00S,2021-11-15T00:30:21.7Z,1,REGULAR,3pt,Jump Shot,[],201569,31.09395532194481,26.47058823529412,1610612745,21,27,2021-11-15T00:30:30Z,1240000,118.0,240.0,1,left,E. Gordon 26' 3PT  (3 PTS) (K. Porter Jr. 3 AST),"[201569, 1629645]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,26.71,Made,,,,,3.0,,,,,,K. Porter Jr.,1629645.0,3.0,,,
135,PT01M21.00S,2021-11-15T00:30:29.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612756,21,27,2021-11-15T00:30:29Z,1260000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M21.00S,2021-11-15T00:31:23.0Z,1,REGULAR,substitution,out,[],1629645,,,1610612756,21,27,2021-11-15T00:31:55Z,1270000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M21.00S,2021-11-15T00:31:23.0Z,1,REGULAR,substitution,out,[],1626174,,,1610612756,21,27,2021-11-15T00:31:55Z,1280000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M21.00S,2021-11-15T00:31:23.0Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,21,27,2021-11-15T00:31:55Z,1290000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M21.00S,2021-11-15T00:31:23.0Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,21,27,2021-11-15T00:31:55Z,1300000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M21.00S,2021-11-15T00:31:23.0Z,1,REGULAR,substitution,in,[],1630224,,,1610612756,21,27,2021-11-15T00:31:55Z,1310000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M21.00S,2021-11-15T00:31:23.0Z,1,REGULAR,substitution,in,[],1630231,,,1610612756,21,27,2021-11-15T00:31:55Z,1320000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M21.00S,2021-11-15T00:31:23.0Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,21,27,2021-11-15T00:31:55Z,1330000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M21.00S,2021-11-15T00:31:23.0Z,1,REGULAR,substitution,in,[],1627846,,,1610612756,21,27,2021-11-15T00:31:55Z,1340000,,,0,,SUB in: A. Nader,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M06.00S,2021-11-15T00:32:12.0Z,1,REGULAR,3pt,Jump Shot,[],1629013,90.3580814717477,3.1862745098039214,1610612756,21,27,2021-11-15T00:32:18Z,1350000,-234.0,38.0,1,right,MISS L. Shamet 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,23.72,Missed,,,,,,,,,,,,,,,,
145,PT01M03.00S,2021-11-15T00:32:15.0Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,21,27,2021-11-15T00:32:18Z,1360000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,
146,PT00M56.50S,2021-11-15T00:32:22.0Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,21,27,2021-11-15T00:32:31Z,1370000,,,0,,A. Sengun bad pass TURNOVER (1 TO),"[1630578, 1626166]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,1.0,Payne,1626166.0,,,,,,,,,,,,,,,,,,
147,PT00M56.50S,2021-11-15T00:32:22.0Z,1,REGULAR,steal,,[],1626166,,,1610612756,21,27,2021-11-15T00:32:23Z,1380000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M53.30S,2021-11-15T00:32:25.2Z,1,REGULAR,turnover,bad pass,[],1626166,,,1610612756,21,27,2021-11-15T00:32:33Z,1390000,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 201569]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,1.0,Gordon,201569.0,,,,,,,,,,,,,,,,,,
149,PT00M53.30S,2021-11-15T00:32:25.2Z,1,REGULAR,steal,,[],201569,,,1610612745,21,27,2021-11-15T00:32:27Z,1400000,,,0,,E. Gordon STEAL (1 STL),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M51.00S,2021-11-15T00:32:28.7Z,1,REGULAR,turnover,out-of-bounds,[],201569,,,1610612745,21,27,2021-11-15T00:32:37Z,1410000,,,0,,E. Gordon bad pass out-of-bounds TURNOVER (1 TO),[201569],1610612745.0,HOU,bad pass,,,Gordon,E. Gordon,,,,,1.0,,,,,,,,,,202053.0,,,,,,,,,,
151,PT00M32.90S,2021-11-15T00:32:55.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626163,93.24901445466492,60.78431372549019,1610612756,21,27,2021-11-15T00:33:05Z,1420000,54.0,11.0,1,right,MISS F. Kaminsky turnaround bank Shot,[1626163],1610612756.0,PHX,turnaround bank,,,Kaminsky,F. Kaminsky,,,,,,,,5.5,Missed,,,,,,,,,,,,,,,,
152,PT00M31.60S,2021-11-15T00:32:57.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,21,27,2021-11-15T00:33:05Z,1430000,,,0,,A. Sengun REBOUND (Off:2 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,151.0,7.0,5.0,2.0,,,,,,,,,,,,
153,PT00M11.10S,2021-11-15T00:33:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.258212877792378,50.245098039215684,1610612745,23,27,2021-11-15T00:33:25Z,1440000,-1.0,6.0,1,left,A. Sengun driving Layup (4 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,,,,0.64,Made,,,,,4.0,,,,,,,,,,,
154,PT00M11.10S,2021-11-15T00:33:22.1Z,1,REGULAR,foul,personal,['1freethrow'],1627846,,,1610612745,23,27,2021-11-15T00:33:31Z,1450000,,,0,,A. Nader shooting personal FOUL (1 PF) (Sengun 1 FT),"[1627846, 1630578]",1610612756.0,PHX,shooting,,,Nader,A. Nader,,,,,,,,,,,,,,,202053.0,1.0,0.0,Sengun,1630578.0,,,,,,
156,PT00M11.10S,2021-11-15T00:33:34.0Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,23,27,2021-11-15T00:34:00Z,1470000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M11.10S,2021-11-15T00:33:34.0Z,1,REGULAR,substitution,in,[],1630528,,,1610612745,23,27,2021-11-15T00:34:00Z,1480000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M11.10S,2021-11-15T00:33:58.8Z,1,REGULAR,freethrow,1 of 1,[],1630578,,,1610612745,23,27,2021-11-15T00:33:58Z,1490000,,,0,,MISS A. Sengun Free Throw 1 of 1,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,Missed,,,,,,,,,,,,,,,,
159,PT00M10.60S,2021-11-15T00:33:59.3Z,1,REGULAR,rebound,defensive,[],1627846,,,1610612756,23,27,2021-11-15T00:34:02Z,1500000,,,0,,A. Nader REBOUND (Off:0 Def:1),[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,
160,PT00M00.00S,2021-11-15T00:34:14.5Z,1,REGULAR,period,end,[],0,,,1610612756,23,27,2021-11-15T00:34:14Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-11-15T00:37:22.7Z,2,REGULAR,period,start,[],0,,,1610612756,23,27,2021-11-15T00:37:22Z,1520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M48.00S,2021-11-15T00:37:34.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626163,93.11760840998686,53.67647058823529,1610612756,23,27,2021-11-15T00:37:42Z,1530000,18.0,12.0,1,right,MISS F. Kaminsky cutting Layup - blocked,"[1626163, 1630231]",1610612756.0,PHX,cutting,,,Kaminsky,F. Kaminsky,,,,,,,,2.21,Missed,,,,,,,,,,,,,,Martin Jr.,1630231.0,
163,PT11M48.00S,2021-11-15T00:37:34.6Z,2,REGULAR,block,,[],1630231,,,1610612756,23,27,2021-11-15T00:37:37Z,1540000,,,0,,K. Martin Jr. BLOCK (1 BLK),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M48.00S,2021-11-15T00:37:34.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,23,27,2021-11-15T00:37:42Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,
165,PT11M48.00S,2021-11-15T00:37:39.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,23,27,2021-11-15T00:37:39Z,1560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M45.00S,2021-11-15T00:37:47.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629013,92.59198423127464,96.32352941176471,1610612756,23,27,2021-11-15T00:37:55Z,1570000,232.0,17.0,1,right,MISS L. Shamet 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,23.22,Missed,,,,,,,,,,,,,,,,
167,PT11M43.00S,2021-11-15T00:37:49.6Z,2,REGULAR,rebound,offensive,[],1626166,,,1610612756,23,27,2021-11-15T00:37:55Z,1580000,,,0,,C. Payne REBOUND (Off:1 Def:0),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,166.0,1.0,0.0,1.0,,,,,,,,,,,,
168,PT11M40.00S,2021-11-15T00:37:55.4Z,2,REGULAR,violation,kicked ball,[],1630578,,,1610612756,23,27,2021-11-15T00:38:01Z,1590000,,,0,,A. Sengun kicked ball VIOLATION,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,202053.0,,,,,,,,,,
169,PT11M40.00S,2021-11-15T00:38:07.0Z,2,REGULAR,foul,offensive,[],1626166,,,1610612756,23,27,2021-11-15T00:38:15Z,1600000,,,0,,C. Payne offensive FOUL (1 PF),"[1626166, 1630528]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,202053.0,1.0,0.0,Christopher,1630528.0,,,,,,
171,PT11M40.00S,2021-11-15T00:38:07.0Z,2,REGULAR,turnover,offensive foul,[],1626166,,,1610612756,23,27,2021-11-15T00:38:07Z,1620000,,,0,,C. Payne offensive foul TURNOVER (2 TO),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,2.0,,,,,,,,,,202053.0,,,,,,,,,,
172,PT11M25.00S,2021-11-15T00:38:28.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201569,6.783837056504599,48.77450980392157,1610612745,25,27,2021-11-15T00:38:51Z,1630000,6.0,11.0,1,left,E. Gordon driving Layup (5 PTS),[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,,,,1.28,Made,,,,,5.0,,,,,,,,,,,
173,PT11M07.00S,2021-11-15T00:38:45.2Z,2,REGULAR,3pt,Jump Shot,[],1629013,89.96386333771353,96.56862745098039,1610612756,25,27,2021-11-15T00:38:56Z,1640000,233.0,42.0,1,right,MISS L. Shamet 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,23.65,Missed,,,,,,,,,,,,,,,,
