actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
16,PT11M03.00S,2022-02-03T01:14:50.0Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,0,2022-02-03T01:14:50Z,160000,,,0,,J. Allen REBOUND (Off:2 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,15.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
17,PT11M02.00S,2022-02-03T01:14:51.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628386,6.389618922470433,48.77450980392157,1610612739,0,2,2022-02-03T01:15:04Z,170000,6.0,8.0,1,left,J. Allen putback DUNK (2 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,0.97,Made,,,,,,,,,,2.0,,,,,,,,,
18,PT10M43.00S,2022-02-03T01:15:10.7Z,1,REGULAR,3pt,Jump Shot,[],1630256,94.82588699080158,95.83333333333334,1610612745,0,2,2022-02-03T01:15:18Z,180000,229.0,-4.0,1,right,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M41.00S,2022-02-03T01:15:12.7Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,0,2,2022-02-03T01:15:18Z,190000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
20,PT10M27.00S,2022-02-03T01:15:25.8Z,1,REGULAR,3pt,Jump Shot,[],1630171,8.492115637319317,3.6764705882352944,1610612739,0,5,2022-02-03T01:15:30Z,200000,232.0,27.0,1,left,I. Okoro 3PT  (3 PTS) (B. Goodwin 1 AST),"[1630171, 1629164]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,23.32,Made,,,,,,,,,,3.0,B. Goodwin,1629164.0,1.0,,,,,,
22,PT10M15.00S,2022-02-03T01:15:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.9862023653088,51.9607843137255,1610612745,0,5,2022-02-03T01:15:45Z,220000,10.0,13.0,1,right,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M13.00S,2022-02-03T01:15:40.7Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,0,5,2022-02-03T01:15:45Z,230000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
24,PT09M55.00S,2022-02-03T01:15:58.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.652431011826544,48.529411764705884,1610612739,0,7,2022-02-03T01:16:04Z,240000,7.0,10.0,1,left,E. Mobley driving Layup (2 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,1.24,Made,,,,,,,,,,2.0,,,,,,,,,
25,PT09M38.00S,2022-02-03T01:16:15.1Z,1,REGULAR,3pt,Jump Shot,[],1629645,68.41327201051249,28.186274509803923,1610612745,3,7,2022-02-03T01:16:27Z,250000,-109.0,244.0,1,right,K. Porter Jr. 26' 3PT pullup bank (3 PTS) (J. Green 1 AST),"[1629645, 1630224]",1610612745.0,HOU,pullup bank,,,Porter Jr.,K. Porter Jr.,,,,,26.76,Made,,,,,,,,,,3.0,J. Green,1630224.0,1.0,,,,,,
26,PT09M20.00S,2022-02-03T01:16:37.1Z,1,REGULAR,foul,personal,[],1629645,,,1610612739,3,7,2022-02-03T01:17:06Z,260000,,,0,,K. Porter Jr. personal FOUL (1 PF),"[1629645, 1628386]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,2004.0,1.0,0.0,Allen,1628386.0,,,,,,,,,,
28,PT09M08.00S,2022-02-03T01:17:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,6.783837056504599,47.549019607843135,1610612739,3,9,2022-02-03T01:18:59Z,280000,12.0,11.0,1,left,C. Osman cutting Layup (2 PTS) (B. Goodwin 2 AST),"[1626224, 1629164]",1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,1.67,Made,,,,,,,,,,2.0,B. Goodwin,1629164.0,2.0,,,,,,
30,PT09M01.00S,2022-02-03T01:17:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.72339027595268,49.50980392156863,1610612745,5,9,2022-02-03T01:19:36Z,300000,-2.0,16.0,1,right,J. Green running Layup (2 PTS) (K. Porter Jr. 1 AST),"[1630224, 1629645]",1610612745.0,HOU,running,,,Green,J. Green,,,,,1.61,Made,,,,,,,,,,2.0,K. Porter Jr.,1629645.0,1.0,,,,,,
33,PT08M37.00S,2022-02-03T01:17:44.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,16.113666228646515,51.71568627450981,1610612739,5,11,2022-02-03T01:17:49Z,320000,-9.0,99.0,1,left,J. Allen 9' driving Hook (4 PTS),[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,9.94,Made,,,,,,,,,,4.0,,,,,,,,,
34,PT08M24.00S,2022-02-03T01:17:58.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,66.70499342969777,56.86274509803921,1610612745,8,11,2022-02-03T01:18:03Z,330000,34.0,260.0,1,right,J. Green 26' 3PT pullup (5 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,26.27,Made,,,,,,,,,,5.0,,,,,,,,,
35,PT08M04.00S,2022-02-03T01:18:24.5Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612739,8,11,2022-02-03T01:18:32Z,340000,,,0,,J. Green shooting personal FOUL (1 PF) (Mobley 2 FT),"[1630224, 1630596]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,,,,,,,2004.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,
37,PT08M04.00S,2022-02-03T01:18:53.1Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,8,12,2022-02-03T01:18:53Z,360000,,,0,,E. Mobley Free Throw 1 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
38,PT08M04.00S,2022-02-03T01:19:10.1Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,8,13,2022-02-03T01:19:10Z,370000,,,0,,E. Mobley Free Throw 2 of 2 (4 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
39,PT07M58.00S,2022-02-03T01:19:19.3Z,1,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,8,13,2022-02-03T01:19:27Z,380000,,,0,,K. Porter Jr. lost ball out-of-bounds TURNOVER (1 TO),[1629645],1610612745.0,HOU,lost ball,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,202035.0,,,,,,,,,1.0,,,,,
40,PT07M44.00S,2022-02-03T01:19:41.8Z,1,REGULAR,foul,personal,[],1629645,,,1610612739,8,13,2022-02-03T01:19:51Z,390000,,,0,,K. Porter Jr. personal FOUL (2 PF),"[1629645, 1630596]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,1626300.0,2.0,0.0,Mobley,1630596.0,,,,,,,,,,
42,PT07M42.00S,2022-02-03T01:20:12.5Z,1,REGULAR,foul,personal,[],1630256,,,1610612739,8,13,2022-02-03T01:20:23Z,410000,,,0,,J. Tate personal FOUL (1 PF),"[1630256, 1628386]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,202035.0,1.0,0.0,Allen,1628386.0,,,,,,,,,,
44,PT07M32.00S,2022-02-03T01:20:40.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,6.521024967148489,49.50980392156863,1610612739,8,15,2022-02-03T01:20:45Z,430000,2.0,9.0,1,left,E. Mobley driving Layup (6 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,0.91,Made,,,,,,,,,,6.0,,,,,,,,,
45,PT07M18.00S,2022-02-03T01:20:58.6Z,1,REGULAR,foul,personal,[],1629164,,,1610612745,8,15,2022-02-03T01:21:07Z,440000,,,0,,B. Goodwin personal FOUL (1 PF),"[1629164, 1629645]",1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,2004.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,
47,PT07M13.00S,2022-02-03T01:21:20.1Z,1,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612745,8,15,2022-02-03T01:21:29Z,460000,,,0,,J. Allen shooting personal FOUL (2 PF) (Wood 2 FT),"[1628386, 1626174]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,,,,,,,1626300.0,2.0,0.0,Wood,1626174.0,,,,,,,,,,
49,PT07M13.00S,2022-02-03T01:21:41.7Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,9,15,2022-02-03T01:21:41Z,480000,,,0,,C. Wood Free Throw 1 of 2 (1 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
50,PT07M13.00S,2022-02-03T01:21:43.6Z,1,REGULAR,substitution,out,[],1628386,,,1610612745,9,15,2022-02-03T01:21:49Z,490000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M13.00S,2022-02-03T01:21:43.6Z,1,REGULAR,substitution,in,[],201567,,,1610612745,9,15,2022-02-03T01:21:49Z,500000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M13.00S,2022-02-03T01:22:00.6Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,10,15,2022-02-03T01:22:00Z,510000,,,0,,C. Wood Free Throw 2 of 2 (2 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
53,PT06M52.00S,2022-02-03T01:22:24.0Z,1,REGULAR,2pt,Jump Shot,[],201567,18.74178712220762,25.245098039215684,1610612739,10,15,2022-02-03T01:22:32Z,520000,124.0,124.0,1,left,MISS K. Love 17' turnaround Shot,[201567],1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,17.5,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M51.00S,2022-02-03T01:22:25.0Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,10,15,2022-02-03T01:22:32Z,530000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
55,PT06M42.00S,2022-02-03T01:22:33.5Z,1,REGULAR,3pt,Jump Shot,[],201569,94.56307490144546,96.32352941176471,1610612745,10,15,2022-02-03T01:22:40Z,540000,232.0,-1.0,1,right,MISS E. Gordon 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M41.00S,2022-02-03T01:22:34.5Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,10,15,2022-02-03T01:22:40Z,550000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
57,PT06M25.00S,2022-02-03T01:22:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,10.988830486202366,46.81372549019608,1610612739,10,15,2022-02-03T01:22:58Z,560000,16.0,51.0,1,left,MISS E. Mobley Layup,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,5.32,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M23.00S,2022-02-03T01:22:52.2Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,10,15,2022-02-03T01:22:58Z,570000,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,57.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
61,PT06M21.00S,2022-02-03T01:22:54.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630596,5.590000152587891,50.0,1610612739,10,17,2022-02-03T01:22:54Z,600000,0.0,0.0,1,left,E. Mobley tip Layup (8 PTS),[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,0.0,Made,,,,,,,,,,8.0,,,,,,,,,
62,PT06M21.00S,2022-02-03T01:23:00.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,10,17,2022-02-03T01:23:00Z,610000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M21.00S,2022-02-03T01:25:32.8Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,10,17,2022-02-03T01:25:56Z,620000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M21.00S,2022-02-03T01:25:32.8Z,1,REGULAR,substitution,out,[],201569,,,1610612745,10,17,2022-02-03T01:25:56Z,630000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M21.00S,2022-02-03T01:25:32.8Z,1,REGULAR,substitution,out,[],1629164,,,1610612745,10,17,2022-02-03T01:25:56Z,640000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M21.00S,2022-02-03T01:25:32.8Z,1,REGULAR,substitution,in,[],1629726,,,1610612745,10,17,2022-02-03T01:25:56Z,650000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M21.00S,2022-02-03T01:25:32.8Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,10,17,2022-02-03T01:25:56Z,660000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M21.00S,2022-02-03T01:25:32.8Z,1,REGULAR,substitution,in,[],200765,,,1610612745,10,17,2022-02-03T01:25:56Z,670000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M58.00S,2022-02-03T01:26:22.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,93.64323258869908,50.0,1610612745,12,17,2022-02-03T01:26:54Z,680000,0.0,7.0,1,right,J. Green driving finger roll Layup (7 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,0.73,Made,,,,,,,,,,7.0,,,,,,,,,
70,PT05M58.00S,2022-02-03T01:26:25.1Z,1,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612745,12,17,2022-02-03T01:26:34Z,690000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Green 1 FT),"[1630596, 1630224]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,,,,,,,202035.0,1.0,0.0,Green,1630224.0,,,,,,,,,,
72,PT05M58.00S,2022-02-03T01:26:45.1Z,1,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,13,17,2022-02-03T01:26:45Z,710000,,,0,,J. Green Free Throw 1 of 1 (8 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
73,PT05M34.00S,2022-02-03T01:27:10.6Z,1,REGULAR,3pt,Jump Shot,[],200765,28.465834428383708,78.43137254901961,1610612739,13,17,2022-02-03T01:27:17Z,720000,-142.0,215.0,1,left,MISS R. Rondo 25' 3PT,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M32.00S,2022-02-03T01:27:12.6Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,13,17,2022-02-03T01:27:17Z,730000,,,0,,K. Love REBOUND (Off:1 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,73.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
75,PT05M29.00S,2022-02-03T01:27:15.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201567,6.915243101182654,27.941176470588236,1610612739,13,19,2022-02-03T01:27:21Z,740000,110.0,13.0,1,left,K. Love 11' Jump Shot (2 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,11.1,Made,,,,,,,,,,2.0,,,,,,,,,
76,PT05M11.00S,2022-02-03T01:27:34.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,93.77463863337714,49.754901960784316,1610612745,15,19,2022-02-03T01:27:39Z,750000,-1.0,6.0,1,right,C. Wood driving Layup (4 PTS) (A. Sengun 1 AST),"[1626174, 1630578]",1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,0.61,Made,,,,,,,,,,4.0,A. Sengun,1630578.0,1.0,,,,,,
78,PT04M58.00S,2022-02-03T01:27:46.6Z,1,REGULAR,2pt,Jump Shot,[],1630596,14.011169513797633,77.20588235294117,1610612739,15,21,2022-02-03T01:27:52Z,770000,-136.0,79.0,1,left,E. Mobley 15' Jump Shot (10 PTS) (K. Love 1 AST),"[1630596, 201567]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,15.74,Made,,,,,,,,,,10.0,K. Love,201567.0,1.0,,,,,,
80,PT04M38.00S,2022-02-03T01:28:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,88.12417871222075,50.245098039215684,1610612745,15,21,2022-02-03T01:28:51Z,790000,1.0,59.0,1,right,MISS J. Green cutting Layup - blocked,"[1630224, 1630171]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,5.91,Missed,,,,,,,,,,,,,,,Okoro,1630171.0,,,
81,PT04M38.00S,2022-02-03T01:28:06.3Z,1,REGULAR,block,,[],1630171,,,1610612745,15,21,2022-02-03T01:28:08Z,800000,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M36.00S,2022-02-03T01:28:08.3Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,15,21,2022-02-03T01:28:34Z,810000,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,80.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
83,PT04M30.00S,2022-02-03T01:28:15.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201567,29.38567674113009,27.696078431372552,1610612739,15,21,2022-02-03T01:28:37Z,820000,112.0,224.0,1,left,MISS K. Love 24' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M28.00S,2022-02-03T01:28:17.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,15,21,2022-02-03T01:28:37Z,830000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
85,PT04M18.00S,2022-02-03T01:28:26.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,91.01511169513797,47.05882352941176,1610612745,17,21,2022-02-03T01:28:42Z,840000,-15.0,32.0,1,right,A. Sengun Layup (2 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,3.52,Made,,,,,,,,,,2.0,,,,,,,,,
86,PT04M10.00S,2022-02-03T01:28:43.7Z,1,REGULAR,foul,offensive,[],1626224,,,1610612739,17,21,2022-02-03T01:28:59Z,850000,,,0,,C. Osman offensive FOUL (1 PF),"[1626224, 1629726]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,202035.0,1.0,0.0,Mathews,1629726.0,,,,,,,,,,
88,PT04M10.00S,2022-02-03T01:28:43.7Z,1,REGULAR,turnover,offensive foul,[],1626224,,,1610612739,17,21,2022-02-03T01:28:43Z,870000,,,0,,C. Osman offensive foul TURNOVER (1 TO),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,202035.0,,,,,,,,,1.0,,,,,
89,PT04M10.00S,2022-02-03T01:28:50.1Z,1,REGULAR,substitution,out,[],1630171,,,1610612745,17,21,2022-02-03T01:28:55Z,880000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M10.00S,2022-02-03T01:28:50.1Z,1,REGULAR,substitution,in,[],1630205,,,1610612745,17,21,2022-02-03T01:28:55Z,890000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M57.00S,2022-02-03T01:29:09.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626174,66.70499342969777,52.20588235294118,1610612745,17,21,2022-02-03T01:30:08Z,900000,11.0,260.0,1,right,MISS C. Wood 26' step back 3PT,[1626174],1610612745.0,HOU,step back,,,Wood,C. Wood,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
92,PT03M55.00S,2022-02-03T01:29:11.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,17,21,2022-02-03T01:29:16Z,910000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,91.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
93,PT03M49.00S,2022-02-03T01:29:17.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630205,6.389618922470433,49.50980392156863,1610612739,17,23,2022-02-03T01:29:28Z,920000,2.0,8.0,1,left,L. Stevens running DUNK (2 PTS) (R. Rondo 1 AST),"[1630205, 200765]",1610612739.0,CLE,running,,,Stevens,L. Stevens,,,,,0.8,Made,,,,,,,,,,2.0,R. Rondo,200765.0,1.0,,,,,,
