actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
45,PT08M08.00S,2022-01-26T01:15:56.6Z,1,REGULAR,3pt,Jump Shot,[],201569,71.04139290407359,87.00980392156863,1610612745,8,10,2022-01-26T01:16:06Z,450000,185.0,220.0,1,right,MISS E. Gordon 28' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,28.72,Missed,,,,,,,,,,,,,,,,,,
46,PT08M07.00S,2022-01-26T01:15:57.6Z,1,REGULAR,rebound,offensive,[],201569,,,1610612745,8,10,2022-01-26T01:16:06Z,460000,,,0,,E. Gordon REBOUND (Off:1 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,45.0,2.0,1.0,1.0,,,,,,,,,,
47,PT08M01.00S,2022-01-26T01:16:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201569,92.46057818659659,51.71568627450981,1610612745,10,10,2022-01-26T01:16:10Z,470000,9.0,18.0,1,right,E. Gordon driving reverse Layup (4 PTS),[201569],1610612745.0,HOU,driving reverse,,,Gordon,E. Gordon,,,,,2.03,Made,4.0,,,,,,,,,,,,,,,,,
48,PT07M48.00S,2022-01-26T01:16:16.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,26.62614980289093,83.33333333333334,1610612759,10,10,2022-01-26T01:16:24Z,480000,-167.0,198.0,1,left,MISS D. White 25' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,
49,PT07M44.00S,2022-01-26T01:16:20.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,10,10,2022-01-26T01:16:24Z,490000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,
50,PT07M38.00S,2022-01-26T01:16:25.9Z,1,REGULAR,3pt,Jump Shot,[],1626174,65.39093298291722,52.94117647058824,1610612745,10,10,2022-01-26T01:16:35Z,500000,15.0,273.0,1,right,MISS C. Wood 27' step back 3PT,[1626174],1610612745.0,HOU,step back,,,Wood,C. Wood,,,,,27.32,Missed,,,,,,,,,,,,,,,,,,
51,PT07M36.00S,2022-01-26T01:16:27.9Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,10,10,2022-01-26T01:16:35Z,510000,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,50.0,1.0,0.0,1.0,,,,,,,,,,
52,PT07M31.00S,2022-01-26T01:16:33.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629645,91.14651773981603,48.529411764705884,1610612745,12,10,2022-01-26T01:16:39Z,520000,-7.0,31.0,1,right,K. Porter Jr. cutting Layup (2 PTS) (J. Tate 1 AST),"[1629645, 1630256]",1610612745.0,HOU,cutting,,,Porter Jr.,K. Porter Jr.,,,,,3.16,Made,2.0,J. Tate,1630256.0,1.0,,,,,,,,,,,,,,
54,PT07M17.00S,2022-01-26T01:16:47.5Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612759,12,10,2022-01-26T01:16:53Z,540000,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1630256]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,1.0,Tate,1630256.0
55,PT07M17.00S,2022-01-26T01:16:47.5Z,1,REGULAR,steal,,[],1630256,,,1610612745,12,10,2022-01-26T01:16:49Z,550000,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M15.00S,2022-01-26T01:16:53.3Z,1,REGULAR,foul,personal,['2freethrow'],203926,,,1610612745,12,10,2022-01-26T01:17:11Z,560000,,,0,,D. McDermott shooting personal FOUL (1 PF) (Tate 2 FT),"[203926, 1630256]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,,,,,,,,,,,2003.0,1.0,0.0,Tate,1630256.0,,,,,
58,PT07M15.00S,2022-01-26T01:17:23.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630256,,,1610612745,12,10,2022-01-26T01:17:23Z,580000,,,0,,MISS J. Tate Free Throw 1 of 2,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT07M15.00S,2022-01-26T01:17:23.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,12,10,2022-01-26T01:17:23Z,590000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,
60,PT07M15.00S,2022-01-26T01:17:26.1Z,1,REGULAR,substitution,out,[],203926,,,1610612745,12,10,2022-01-26T01:17:35Z,600000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M15.00S,2022-01-26T01:17:26.1Z,1,REGULAR,substitution,out,[],1627751,,,1610612745,12,10,2022-01-26T01:17:35Z,610000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M15.00S,2022-01-26T01:17:26.1Z,1,REGULAR,substitution,in,[],1630170,,,1610612745,12,10,2022-01-26T01:17:35Z,620000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M15.00S,2022-01-26T01:17:26.1Z,1,REGULAR,substitution,in,[],1629234,,,1610612745,12,10,2022-01-26T01:17:35Z,630000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M15.00S,2022-01-26T01:17:46.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630256,,,1610612745,13,10,2022-01-26T01:17:46Z,640000,,,0,,J. Tate Free Throw 2 of 2 (4 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
65,PT06M56.00S,2022-01-26T01:18:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,9.806176084099869,58.82352941176471,1610612759,13,10,2022-01-26T01:18:12Z,650000,-44.0,40.0,1,left,MISS D. Eubanks driving Layup,[1629234],1610612759.0,SAS,driving,,,Eubanks,D. Eubanks,,,,,5.93,Missed,,,,,,,,,,,,,,,,,,
66,PT06M54.00S,2022-01-26T01:18:08.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,13,10,2022-01-26T01:18:12Z,660000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,65.0,3.0,3.0,0.0,,,,,,,,,,
67,PT06M48.00S,2022-01-26T01:18:17.5Z,1,REGULAR,foul,personal,[],1630170,,,1610612745,13,10,2022-01-26T01:18:28Z,670000,,,0,,D. Vassell personal FOUL (1 PF),"[1630170, 1630256]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,204058.0,1.0,0.0,Tate,1630256.0,,,,,
69,PT06M48.00S,2022-01-26T01:18:34.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,13,10,2022-01-26T01:18:34Z,690000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2022-01-26T01:21:29.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,66.3107752956636,55.63725490196079,1610612745,13,10,2022-01-26T01:21:40Z,700000,28.0,264.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,
71,PT06M39.00S,2022-01-26T01:21:31.4Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,13,10,2022-01-26T01:21:40Z,710000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:0),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,70.0,1.0,0.0,1.0,,,,,,,,,,
72,PT06M29.00S,2022-01-26T01:21:41.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,92.59198423127464,55.63725490196079,1610612745,13,10,2022-01-26T01:21:49Z,720000,28.0,17.0,1,right,MISS J. Tate driving Layup,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,3.3,Missed,,,,,,,,,,,,,,,,,,
73,PT06M28.00S,2022-01-26T01:21:42.2Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,13,10,2022-01-26T01:21:49Z,730000,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,72.0,3.0,2.0,1.0,,,,,,,,,,
74,PT06M20.00S,2022-01-26T01:21:50.6Z,1,REGULAR,turnover,lost ball,[],1629640,,,1610612759,13,10,2022-01-26T01:21:56Z,740000,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 1630256]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,1.0,Tate,1630256.0
75,PT06M20.00S,2022-01-26T01:21:50.6Z,1,REGULAR,steal,,[],1630256,,,1610612745,13,10,2022-01-26T01:21:53Z,750000,,,0,,J. Tate STEAL (2 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M12.00S,2022-01-26T01:21:58.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626174,86.28449408672799,49.754901960784316,1610612745,13,10,2022-01-26T01:22:03Z,760000,-1.0,76.0,1,right,MISS C. Wood 7' driving Layup,[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,7.64,Missed,,,,,,,,,,,,,,,,,,
77,PT06M10.00S,2022-01-26T01:22:00.1Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,13,10,2022-01-26T01:22:03Z,770000,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,76.0,4.0,4.0,0.0,,,,,,,,,,
78,PT06M06.00S,2022-01-26T01:22:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,10.85742444152431,50.49019607843137,1610612759,13,12,2022-01-26T01:22:13Z,780000,-2.0,50.0,1,left,D. Eubanks cutting Layup (2 PTS) (D. Murray 2 AST),"[1629234, 1627749]",1610612759.0,SAS,cutting,,,Eubanks,D. Eubanks,,,,,4.97,Made,2.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,
80,PT06M06.00S,2022-01-26T01:22:16.7Z,1,REGULAR,foul,personal,['1freethrow'],1630256,,,1610612759,13,12,2022-01-26T01:22:27Z,800000,,,0,,J. Tate shooting personal FOUL (1 PF) (Eubanks 1 FT),"[1630256, 1629234]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,,204058.0,1.0,0.0,Eubanks,1629234.0,,,,,
82,PT06M06.00S,2022-01-26T01:22:28.4Z,1,REGULAR,substitution,out,[],1628401,,,1610612759,13,12,2022-01-26T01:25:00Z,820000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M06.00S,2022-01-26T01:22:28.4Z,1,REGULAR,substitution,in,[],1629022,,,1610612759,13,12,2022-01-26T01:25:00Z,830000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M06.00S,2022-01-26T01:22:34.5Z,1,REGULAR,freethrow,1 of 1,[],1629234,,,1610612759,13,13,2022-01-26T01:22:34Z,840000,,,0,,D. Eubanks Free Throw 1 of 1 (3 PTS),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
85,PT05M54.00S,2022-01-26T01:22:45.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,90.88370565045992,50.73529411764706,1610612745,15,13,2022-01-26T01:22:51Z,850000,4.0,33.0,1,right,J. Green cutting DUNK (5 PTS) (K. Porter Jr. 3 AST),"[1630224, 1629645]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,3.34,Made,5.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,,,,,,,
87,PT05M44.00S,2022-01-26T01:22:55.5Z,1,REGULAR,turnover,out-of-bounds,[],1629234,,,1610612759,15,13,2022-01-26T01:23:09Z,870000,,,0,,D. Eubanks bad pass out-of-bounds TURNOVER (1 TO),[1629234],1610612759.0,SAS,bad pass,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,202053.0,,,,,,,1.0,,
88,PT05M26.00S,2022-01-26T01:23:30.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626174,87.33574244415243,46.07843137254902,1610612745,17,13,2022-01-26T01:25:41Z,880000,-20.0,67.0,1,right,C. Wood 6' driving DUNK (2 PTS) (K. Porter Jr. 4 AST),"[1626174, 1629645]",1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,6.93,Made,2.0,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,,,,,
90,PT05M19.00S,2022-01-26T01:23:37.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,17,13,2022-01-26T01:23:37Z,900000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M19.00S,2022-01-26T01:25:55.2Z,1,REGULAR,substitution,out,[],1630256,,,1610612759,17,13,2022-01-26T01:26:29Z,910000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M19.00S,2022-01-26T01:25:55.2Z,1,REGULAR,substitution,out,[],201569,,,1610612759,17,13,2022-01-26T01:26:29Z,920000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
