actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
270,PT05M29.00S,2022-03-31T00:56:17.0Z,2,REGULAR,2pt,Jump Shot,[],203087,4.812746386333772,31.61764705882353,1610612758,55,48,2022-03-31T00:56:23Z,2670000,92.0,-7.0,1,left,J. Lamb 9' driving floating Jump Shot (6 PTS) (D. Jones 4 AST),"[203087, 1627745]",1610612758.0,SAC,driving floating,,,Lamb,J. Lamb,,,,,9.22,Made,6.0,,,,,,D. Jones,1627745.0,4.0,,,,,,,,,,
272,PT05M29.00S,2022-03-31T00:56:28.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630224,,,1610612758,55,48,2022-03-31T00:56:47Z,2690000,,,0,,J. Green shooting personal FOUL (1 PF) (Lamb 1 FT),"[1630224, 203087]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,,,,200832.0,1.0,0.0,Lamb,203087.0,,,,,,,,,,,,,
274,PT05M29.00S,2022-03-31T00:56:34.1Z,2,REGULAR,substitution,out,[],1628981,,,1610612758,55,48,2022-03-31T00:56:40Z,2710000,,,0,,SUB out: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M29.00S,2022-03-31T00:56:34.1Z,2,REGULAR,substitution,out,[],1628367,,,1610612758,55,48,2022-03-31T00:56:40Z,2720000,,,0,,SUB out: J. Jackson,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M29.00S,2022-03-31T00:56:34.1Z,2,REGULAR,substitution,in,[],1630586,,,1610612758,55,48,2022-03-31T00:56:40Z,2730000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M29.00S,2022-03-31T00:56:34.1Z,2,REGULAR,substitution,in,[],203084,,,1610612758,55,48,2022-03-31T00:56:40Z,2740000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M29.00S,2022-03-31T00:56:49.1Z,2,REGULAR,freethrow,1 of 1,[],203087,,,1610612758,55,49,2022-03-31T00:56:49Z,2750000,,,0,,J. Lamb Free Throw 1 of 1 (7 PTS),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
279,PT05M10.00S,2022-03-31T00:57:11.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630586,92.59198423127464,45.34313725490196,1610612745,55,49,2022-03-31T01:02:55Z,2760000,-23.0,17.0,1,right,MISS U. Garuba Layup - blocked,"[1630586, 1626168]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,2.89,Missed,,,,,,,,,,,,,,Lyles,1626168.0,,,,
280,PT05M10.00S,2022-03-31T00:57:11.7Z,2,REGULAR,block,,[],1626168,,,1610612745,55,49,2022-03-31T00:57:14Z,2770000,,,0,,T. Lyles BLOCK (1 BLK),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M09.00S,2022-03-31T00:57:12.7Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,55,49,2022-03-31T01:02:55Z,2780000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,279.0,1.0,1.0,0.0,,,,,,
282,PT05M03.00S,2022-03-31T00:57:17.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630558,6.258212877792378,49.26470588235294,1610612758,55,51,2022-03-31T01:03:14Z,2790000,4.0,6.0,1,left,D. Mitchell running Layup (10 PTS),[1630558],1610612758.0,SAC,running,,,Mitchell,D. Mitchell,,,,,0.73,Made,10.0,,,,,,,,,,,,,,,,,,
283,PT04M53.00S,2022-03-31T00:57:26.5Z,2,REGULAR,3pt,Jump Shot,[],1630256,90.09526938239159,4.411764705882353,1610612745,55,51,2022-03-31T00:57:30Z,2800000,-228.0,41.0,1,right,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,,
284,PT04M50.00S,2022-03-31T00:57:29.5Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,55,51,2022-03-31T00:57:30Z,2810000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,283.0,1.0,1.0,0.0,,,,,,
285,PT04M41.00S,2022-03-31T00:57:41.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630227,,,1610612758,55,51,2022-03-31T00:57:55Z,2820000,,,0,,D. Nix personal FOUL (3 PF) (Lyles 2 FT),"[1630227, 1626168]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,1628159.0,3.0,0.0,Lyles,1626168.0,,,,,,,,,,,,,
287,PT04M41.00S,2022-03-31T00:58:08.2Z,2,REGULAR,freethrow,1 of 2,[],1626168,,,1610612758,55,51,2022-03-31T00:58:08Z,2840000,,,0,,MISS T. Lyles Free Throw 1 of 2,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Missed,,,,,,,,,,,,,,,,,,,
288,PT04M41.00S,2022-03-31T00:58:08.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,55,51,2022-03-31T00:58:08Z,2850000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,287.0,,,,,,,,,
289,PT04M41.00S,2022-03-31T00:58:09.7Z,2,REGULAR,substitution,out,[],1630227,,,1610612758,55,51,2022-03-31T00:58:14Z,2860000,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M41.00S,2022-03-31T00:58:09.7Z,2,REGULAR,substitution,in,[],1629726,,,1610612758,55,51,2022-03-31T00:58:14Z,2870000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M41.00S,2022-03-31T00:58:28.7Z,2,REGULAR,freethrow,2 of 2,[],1626168,,,1610612758,55,52,2022-03-31T00:58:28Z,2880000,,,0,,T. Lyles Free Throw 2 of 2 (10 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
292,PT04M20.00S,2022-03-31T00:58:50.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,92.06636005256242,47.30392156862745,1610612745,55,52,2022-03-31T00:58:55Z,2890000,-13.0,22.0,1,right,MISS J. Tate turnaround bank Hook,[1630256],1610612745.0,HOU,turnaround bank,,,Tate,J. Tate,,,,,2.59,Missed,,,,,,,,,,,,,,,,,,,
293,PT04M18.00S,2022-03-31T00:58:52.4Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,55,52,2022-03-31T00:58:55Z,2900000,,,0,,D. Jones REBOUND (Off:2 Def:3),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,292.0,5.0,3.0,2.0,,,,,,
294,PT04M13.00S,2022-03-31T00:58:57.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626168,23.603810775295663,86.02941176470588,1610612758,55,55,2022-03-31T00:59:01Z,2910000,-180.0,169.0,1,left,T. Lyles 24' 3PT  (13 PTS) (J. Lamb 1 AST),"[1626168, 203087]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,24.72,Made,13.0,,,,,,J. Lamb,203087.0,1.0,,,,,,,,,,
296,PT03M56.00S,2022-03-31T00:59:14.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,90.88370565045992,51.9607843137255,1610612745,55,55,2022-03-31T00:59:19Z,2930000,10.0,33.0,1,right,MISS J. Green driving Layup - blocked,"[1630224, 1627745]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,3.46,Missed,,,,,,,,,,,,,,Jones,1627745.0,,,,
297,PT03M56.00S,2022-03-31T00:59:14.2Z,2,REGULAR,block,,[],1627745,,,1610612745,55,55,2022-03-31T00:59:17Z,2940000,,,0,,D. Jones BLOCK (2 BLK),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M52.00S,2022-03-31T00:59:18.2Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,55,55,2022-03-31T00:59:19Z,2950000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,296.0,2.0,2.0,0.0,,,,,,
299,PT03M50.00S,2022-03-31T00:59:19.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627745,6.389618922470433,50.49019607843137,1610612758,55,55,2022-03-31T00:59:39Z,2960000,-2.0,8.0,1,left,MISS D. Jones running alley-oop DUNK,[1627745],1610612758.0,SAC,running alley-oop,,,Jones,D. Jones,,,,,0.8,Missed,,,,,,,,,,,,,,,,,,,
300,PT03M46.00S,2022-03-31T00:59:23.9Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,55,55,2022-03-31T00:59:27Z,2970000,,,0,,J. Tate REBOUND (Off:0 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,299.0,2.0,2.0,0.0,,,,,,
301,PT03M44.00S,2022-03-31T00:59:25.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630224,93.38042049934296,50.49019607843137,1610612745,57,55,2022-03-31T00:59:33Z,2980000,2.0,10.0,1,right,J. Green running DUNK (15 PTS) (J. Tate 1 AST),"[1630224, 1630256]",1610612745.0,HOU,running,,,Green,J. Green,,,,,1.0,Made,15.0,,,,,,J. Tate,1630256.0,1.0,,,,,,,,,,
324,PT03M44.00S,2022-03-31T00:59:37.5Z,2,REGULAR,stoppage,other,[],0,,,1610612758,57,55,2022-03-31T01:02:28Z,2995000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M30.00S,2022-03-31T00:59:49.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,18.2161629434954,62.5,1610612758,57,57,2022-03-31T00:59:54Z,3000000,-62.0,119.0,1,left,D. Mitchell 13' pullup Jump Shot (12 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,13.41,Made,12.0,,,,,,,,,,,,,,,,,,
304,PT03M20.00S,2022-03-31T00:59:59.2Z,2,REGULAR,3pt,Jump Shot,[],1629645,67.23061760840999,36.27450980392157,1610612745,57,57,2022-03-31T01:00:04Z,3010000,-69.0,256.0,1,right,MISS K. Porter Jr. 26' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
305,PT03M17.00S,2022-03-31T01:00:02.2Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,57,57,2022-03-31T01:00:04Z,3020000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,304.0,2.0,2.0,0.0,,,,,,
306,PT03M06.00S,2022-03-31T01:00:14.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,6.389618922470433,46.81372549019608,1610612758,57,59,2022-03-31T01:00:18Z,3030000,16.0,8.0,1,left,D. Jones DUNK (15 PTS) (T. Lyles 2 AST),"[1627745, 1626168]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,1.76,Made,15.0,,,,,,T. Lyles,1626168.0,2.0,,,,,,,,,,
308,PT02M56.00S,2022-03-31T01:00:24.3Z,2,REGULAR,3pt,Jump Shot,[],1630224,73.53810775295663,85.29411764705883,1610612745,60,59,2022-03-31T01:00:28Z,3050000,176.0,196.0,1,right,J. Green 26' 3PT  (18 PTS) (K. Porter Jr. 5 AST),"[1630224, 1629645]",1610612745.0,HOU,,,,Green,J. Green,,,,,26.39,Made,18.0,,,,,,K. Porter Jr.,1629645.0,5.0,,,,,,,,,,
310,PT02M43.00S,2022-03-31T01:00:37.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,7.046649145860711,59.80392156862745,1610612758,60,61,2022-03-31T01:00:41Z,3070000,-49.0,14.0,1,left,J. Lamb driving floating Jump Shot (9 PTS) (D. Mitchell 3 AST),"[203087, 1630558]",1610612758.0,SAC,driving floating,,,Lamb,J. Lamb,,,,,5.09,Made,9.0,,,,,,D. Mitchell,1630558.0,3.0,,,,,,,,,,
312,PT02M25.00S,2022-03-31T01:00:54.9Z,2,REGULAR,3pt,Jump Shot,[],1630224,68.9388961892247,72.79411764705883,1610612745,60,61,2022-03-31T01:01:00Z,3090000,114.0,239.0,1,right,MISS J. Green 26' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,,
313,PT02M22.00S,2022-03-31T01:00:57.9Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,60,61,2022-03-31T01:01:00Z,3100000,,,0,,D. Jones REBOUND (Off:2 Def:4),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,312.0,6.0,4.0,2.0,,,,,,
314,PT02M16.00S,2022-03-31T01:01:03.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.915243101182654,54.90196078431373,1610612758,60,61,2022-03-31T01:01:10Z,3110000,-25.0,13.0,1,left,MISS D. Mitchell running Layup - blocked,"[1630558, 1629726]",1610612758.0,SAC,running,,,Mitchell,D. Mitchell,,,,,2.75,Missed,,,,,,,,,,,,,,Mathews,1629726.0,,,,
315,PT02M16.00S,2022-03-31T01:01:03.6Z,2,REGULAR,block,,[],1629726,,,1610612758,60,61,2022-03-31T01:01:06Z,3120000,,,0,,G. Mathews BLOCK (1 BLK),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M13.00S,2022-03-31T01:01:06.6Z,2,REGULAR,rebound,offensive,[],1630558,,,1610612758,60,61,2022-03-31T01:01:10Z,3130000,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,314.0,3.0,2.0,1.0,,,,,,
317,PT02M12.00S,2022-03-31T01:01:08.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626168,30.89684625492773,76.73866421568627,1610612758,60,64,2022-03-31T01:01:15Z,3140000,-134.0,238.0,1,left,T. Lyles 27' 3PT  (16 PTS) (D. Mitchell 4 AST),"[1626168, 1630558]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,27.29,Made,16.0,,,,,,D. Mitchell,1630558.0,4.0,,,,,,,,,,
319,PT02M00.00S,2022-03-31T01:01:19.9Z,2,REGULAR,3pt,Jump Shot,[],1629645,72.22404730617609,77.45098039215686,1610612745,63,64,2022-03-31T01:01:24Z,3160000,137.0,209.0,1,right,K. Porter Jr. 24' 3PT  (14 PTS) (J. Green 1 AST),"[1629645, 1630224]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,24.97,Made,14.0,,,,,,J. Green,1630224.0,1.0,,,,,,,,,,
321,PT01M47.00S,2022-03-31T01:01:35.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612758,63,64,2022-03-31T01:04:48Z,3180000,,,0,,U. Garuba shooting personal FOUL (1 PF) (Jones 2 FT),"[1630586, 1627745]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,,,,200832.0,1.0,1.0,Jones,1627745.0,,,,,,,,,,,,,
323,PT01M47.00S,2022-03-31T01:01:57.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,63,64,2022-03-31T01:01:57Z,3200000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M47.00S,2022-03-31T01:04:49.1Z,2,REGULAR,freethrow,1 of 2,[],1627745,,,1610612758,63,65,2022-03-31T01:04:49Z,3210000,,,0,,D. Jones Free Throw 1 of 2 (16 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
326,PT01M47.00S,2022-03-31T01:05:25.2Z,2,REGULAR,freethrow,2 of 2,[],1627745,,,1610612758,63,66,2022-03-31T01:05:25Z,3220000,,,0,,D. Jones Free Throw 2 of 2 (17 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
327,PT01M33.00S,2022-03-31T01:05:40.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,91.14651773981603,40.68627450980392,1610612745,65,66,2022-03-31T01:05:51Z,3230000,-47.0,31.0,1,right,J. Tate driving bank Hook (5 PTS),[1630256],1610612745.0,HOU,driving bank,,,Tate,J. Tate,,,,,5.58,Made,5.0,,,,,,,,,,,,,,,,,,
328,PT01M19.00S,2022-03-31T01:05:53.1Z,2,REGULAR,2pt,Jump Shot,[],1630558,24.129434954007884,67.8921568627451,1610612758,65,68,2022-03-31T01:05:57Z,3240000,-89.0,174.0,1,left,D. Mitchell 19' pullup Jump Shot (14 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,19.59,Made,14.0,,,,,,,,,,,,,,,,,,
329,PT01M09.00S,2022-03-31T01:06:07.2Z,2,REGULAR,foul,personal,[],1630558,,,1610612745,65,68,2022-03-31T01:06:16Z,3250000,,,0,,D. Mitchell personal FOUL (2 PF),"[1630558, 1629645]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,1628159.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,,,,
332,PT01M09.00S,2022-03-31T01:06:18.9Z,2,REGULAR,substitution,out,[],1627745,,,1610612745,65,68,2022-03-31T01:06:25Z,3280000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M09.00S,2022-03-31T01:06:18.9Z,2,REGULAR,substitution,in,[],1629002,,,1610612745,65,68,2022-03-31T01:06:25Z,3290000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M09.00S,2022-03-31T01:06:18.9Z,2,REGULAR,substitution,in,[],1628978,,,1610612745,65,68,2022-03-31T01:06:25Z,3300000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT01M09.00S,2022-03-31T01:06:18.9Z,2,REGULAR,substitution,out,[],203087,,,1610612745,65,68,2022-03-31T01:07:20Z,3305000,,,0,,SUB out: J. Lamb,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT01M00.00S,2022-03-31T01:06:50.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,91.40932982917214,36.27450980392157,1610612745,65,68,2022-03-31T01:06:54Z,3330000,-69.0,28.0,1,right,MISS J. Tate 7' Hook,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,7.42,Missed,,,,,,,,,,,,,,,,,,,
338,PT00M58.90S,2022-03-31T01:06:51.3Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612758,65,68,2022-03-31T01:06:54Z,3340000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:3),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,337.0,4.0,3.0,1.0,,,,,,
339,PT00M48.10S,2022-03-31T01:07:04.2Z,2,REGULAR,2pt,Jump Shot,[],1629002,17.0335085413929,16.666666666666664,1610612758,65,70,2022-03-31T01:07:09Z,3350000,167.0,108.0,1,left,C. Metu 19' pullup Jump Shot (5 PTS) (D. Mitchell 5 AST),"[1629002, 1630558]",1610612758.0,SAC,pullup,,,Metu,C. Metu,,,,,19.84,Made,5.0,,,,,,D. Mitchell,1630558.0,5.0,,,,,,,,,,
341,PT00M48.10S,2022-03-31T01:07:14.3Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612745,65,70,2022-03-31T01:07:32Z,3370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M32.20S,2022-03-31T01:07:45.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628978,,,1610612745,65,70,2022-03-31T01:07:59Z,3380000,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Garuba 2 FT),"[1628978, 1630586]",1610612758.0,SAC,shooting,,,DiVincenzo,D. DiVincenzo,,,,,,,,200832.0,1.0,0.0,Garuba,1630586.0,,,,,,,,,,,,,
345,PT00M32.20S,2022-03-31T01:08:09.7Z,2,REGULAR,freethrow,1 of 2,[],1630586,,,1610612745,66,70,2022-03-31T01:08:36Z,3400000,,,0,,U. Garuba Free Throw 1 of 2 (1 PTS),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
346,PT00M32.20S,2022-03-31T01:08:09.7Z,2,REGULAR,freethrow,2 of 2,[],1630586,,,1610612745,66,70,2022-03-31T01:08:36Z,3410000,,,0,,MISS U. Garuba Free Throw 2 of 2,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,Missed,,,,,,,,,,,,,,,,,,,
347,PT00M32.20S,2022-03-31T01:08:09.7Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,66,70,2022-03-31T01:08:36Z,3420000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,346.0,1.0,1.0,0.0,,,,,,
348,PT00M25.90S,2022-03-31T01:08:34.0Z,2,REGULAR,2pt,Jump Shot,[],1630558,24.26084099868594,77.69607843137256,1610612758,66,72,2022-03-31T01:08:40Z,3430000,-138.0,176.0,1,left,D. Mitchell 22' pullup Jump Shot (16 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,22.36,Made,16.0,,,,,,,,,,,,,,,,,,
349,PT00M02.50S,2022-03-31T01:09:00.5Z,2,REGULAR,3pt,Jump Shot,[],1630224,73.80091984231275,11.029411764705882,1610612745,66,72,2022-03-31T01:09:18Z,3440000,-195.0,194.0,1,right,MISS J. Green 27' 3PT - blocked,"[1630224, 203084]",1610612745.0,HOU,,,,Green,J. Green,,,,,27.49,Missed,,,,,,,,,,,,,,Barnes,203084.0,,,,
350,PT00M02.50S,2022-03-31T01:09:00.5Z,2,REGULAR,block,,[],203084,,,1610612745,66,72,2022-03-31T01:09:03Z,3450000,,,0,,H. Barnes BLOCK (1 BLK),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M01.90S,2022-03-31T01:09:01.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,66,72,2022-03-31T01:09:18Z,3460000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,349.0,,,,,,,,,
352,PT00M01.90S,2022-03-31T01:09:07.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612745,66,72,2022-03-31T01:09:24Z,3470000,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,,,,1628159.0,,,,,,,,,,,,,,,,,
353,PT00M00.00S,2022-03-31T01:09:21.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630558,53.6957950065703,49.01960784313725,1610612758,66,72,2022-03-31T01:09:35Z,3480000,5.0,452.0,1,left,MISS D. Mitchell 45' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,45.22,Missed,,,,,,,,,,,,,,,,,,,
354,PT00M00.00S,2022-03-31T01:09:21.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,66,72,2022-03-31T01:09:35Z,3490000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,353.0,,,,,,,,,
355,PT00M00.00S,2022-03-31T01:09:45.9Z,2,REGULAR,period,end,[],0,,,1610612758,66,72,2022-03-31T01:09:45Z,3500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-03-31T01:23:54.4Z,3,REGULAR,substitution,out,['startperiod'],1629002,,,1610612758,66,72,2022-03-31T01:24:24Z,3510000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-03-31T01:23:54.4Z,3,REGULAR,substitution,out,['startperiod'],1628978,,,1610612758,66,72,2022-03-31T01:24:24Z,3520000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-03-31T01:23:54.4Z,3,REGULAR,substitution,in,['startperiod'],203200,,,1610612758,66,72,2022-03-31T01:24:24Z,3530000,,,0,,SUB in: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-03-31T01:23:54.4Z,3,REGULAR,substitution,in,['startperiod'],1627745,,,1610612758,66,72,2022-03-31T01:24:24Z,3540000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-03-31T01:24:37.7Z,3,REGULAR,period,start,[],0,,,1610612758,66,72,2022-03-31T01:24:37Z,3550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT11M44.00S,2022-03-31T01:24:53.4Z,3,REGULAR,2pt,Jump Shot,[],1630558,73.53810775295663,32.59803921568628,1610612758,66,72,2022-03-31T01:24:59Z,3560000,-87.0,196.0,1,right,MISS D. Mitchell 21' Jump Shot,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,21.46,Missed,,,,,,,,,,,,,,,,,,,
