actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
22,PT10M25.00S,2023-04-06T23:17:28.4Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,2,0,2023-04-06T23:17:40Z,220000,False,,,0,,B. Bol REBOUND (Off:0 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,,
23,PT10M21.00S,2023-04-06T23:17:32.6Z,1,REGULAR,foul,personal,['2freethrow'],201577,,,1610612753,2,0,2023-04-06T23:17:58Z,230000,False,,,0,,R. Lopez shooting personal FOUL (1 PF) (Bol 2 FT),"[201577, 1629626]",1610612739.0,CLE,shooting,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,1155.0,,,,,,,,1.0,0.0,Bol,1629626.0,,,,,
25,PT10M21.00S,2023-04-06T23:18:01.7Z,1,REGULAR,freethrow,1 of 2,[],1629626,,,1610612753,3,0,2023-04-06T23:18:01Z,250000,False,,,0,,B. Bol Free Throw 1 of 2 (1 PTS),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
26,PT10M21.00S,2023-04-06T23:18:18.2Z,1,REGULAR,freethrow,2 of 2,[],1629626,,,1610612753,4,0,2023-04-06T23:18:18Z,260000,False,,,0,,B. Bol Free Throw 2 of 2 (2 PTS),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,
27,PT10M02.00S,2023-04-06T23:18:40.9Z,1,REGULAR,2pt,Jump Shot,[],1630205,92.19776609724047,74.01960784313727,1610612739,4,0,2023-04-06T23:20:59Z,270000,False,120.0,21.0,1,right,MISS L. Stevens 12' fadeaway Shot,[1630205],1610612739.0,CLE,fadeaway,,,Stevens,L. Stevens,,,,,Mid-Range,8-16 Right,,,,,12.19,Missed,,,,,,,,,,,,,,
28,PT09M57.00S,2023-04-06T23:18:45.9Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,4,0,2023-04-06T23:19:29Z,280000,False,,,0,,B. Bol REBOUND (Off:0 Def:3),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Right,,,,,,,27.0,3.0,3.0,0.0,,,,,,,,,,
31,PT09M51.00S,2023-04-06T23:18:52.2Z,1,REGULAR,turnover,bad pass,[],1629626,,,1610612753,4,0,2023-04-06T23:18:59Z,310000,False,,,0,,B. Bol bad pass TURNOVER (2 TO),"[1629626, 1630205]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,2.0,Stevens,1630205.0,,,,,,,,,,,,,,,,,
32,PT09M51.00S,2023-04-06T23:18:52.2Z,1,REGULAR,steal,,[],1630205,,,1610612739,4,0,2023-04-06T23:18:54Z,320000,False,,,0,,L. Stevens STEAL (1 STL),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M44.00S,2023-04-06T23:19:01.7Z,1,REGULAR,foul,personal,['2freethrow'],1629021,,,1610612739,4,0,2023-04-06T23:19:08Z,330000,False,,,0,,M. Wagner shooting personal FOUL (1 PF) (Stevens 2 FT),"[1629021, 1630205]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,1155.0,,,,,,,,1.0,0.0,Stevens,1630205.0,,,,,
35,PT09M44.00S,2023-04-06T23:19:26.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630205,,,1610612739,4,0,2023-04-06T23:19:26Z,350000,False,,,0,,MISS L. Stevens Free Throw 1 of 2,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
36,PT09M44.00S,2023-04-06T23:19:26.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,4,0,2023-04-06T23:19:26Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,
37,PT09M44.00S,2023-04-06T23:19:42.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630205,,,1610612739,4,1,2023-04-06T23:19:42Z,370000,False,,,0,,L. Stevens Free Throw 2 of 2 (1 PTS),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
38,PT09M31.00S,2023-04-06T23:19:59.6Z,1,REGULAR,3pt,Jump Shot,[],1630591,28.465834428383708,14.460784313725492,1610612753,7,1,2023-04-06T23:20:06Z,380000,False,178.0,215.0,1,left,J. Suggs 27' 3PT  (5 PTS) (B. Bol 1 AST),"[1630591, 1629626]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,27.9,Made,,,,,5.0,,,,,B. Bol,1629626.0,1.0,,
40,PT09M19.00S,2023-04-06T23:20:11.3Z,1,REGULAR,3pt,Jump Shot,[],1626224,65.91655716162943,41.911764705882355,1610612739,7,1,2023-04-06T23:22:09Z,400000,False,-40.0,268.0,1,right,MISS C. Osman 27' pullup 3PT,[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,Above the Break 3,24+ Center,,,,,27.09,Missed,,,,,,,,,,,,,,
41,PT09M14.00S,2023-04-06T23:20:16.3Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,7,1,2023-04-06T23:20:18Z,410000,False,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Center,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,
42,PT09M09.00S,2023-04-06T23:20:24.0Z,1,REGULAR,foul,personal,[],201937,,,1610612753,7,1,2023-04-06T23:20:31Z,420000,False,,,0,,R. Rubio personal FOUL (1 PF),"[201937, 1629626]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,In The Paint (Non-RA),8-16 Left,,,,200834.0,,,,,,,,1.0,0.0,Bol,1629626.0,,,,,
44,PT08M56.00S,2023-04-06T23:20:48.0Z,1,REGULAR,3pt,Jump Shot,[],1631216,27.151773981603156,79.16666666666666,1610612753,10,1,2023-04-06T23:20:55Z,440000,False,-146.0,203.0,1,left,C. Houstan 24' 3PT  (3 PTS) (J. Suggs 1 AST),"[1631216, 1630591]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,,,,,24.97,Made,,,,,3.0,,,,,J. Suggs,1630591.0,1.0,,
46,PT08M35.00S,2023-04-06T23:21:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201577,92.19776609724047,47.549019607843135,1610612739,10,3,2023-04-06T23:21:15Z,460000,False,-12.0,21.0,1,right,R. Lopez driving Layup (2 PTS),[201577],1610612739.0,CLE,driving,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,,,,,2.42,Made,,,,,2.0,,,,,,,,,
47,PT08M27.00S,2023-04-06T23:21:17.2Z,1,REGULAR,3pt,Jump Shot,[],1630591,24.655059132720105,14.950980392156863,1610612753,13,3,2023-04-06T23:21:24Z,470000,False,175.0,179.0,1,left,J. Suggs 25' 3PT step back (8 PTS),[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,25.07,Made,,,,,8.0,,,,,,,,,
48,PT08M02.00S,2023-04-06T23:21:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630205,92.72339027595268,47.549019607843135,1610612739,13,5,2023-04-06T23:21:46Z,480000,False,-12.0,16.0,1,right,L. Stevens driving Layup (3 PTS) (R. Lopez 1 AST),"[1630205, 201577]",1610612739.0,CLE,driving,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,2.01,Made,,,,,3.0,,,,,R. Lopez,201577.0,1.0,,
50,PT07M56.00S,2023-04-06T23:21:50.2Z,1,REGULAR,foul,personal,[],201937,,,1610612753,13,5,2023-04-06T23:21:59Z,500000,False,,,0,,R. Rubio personal FOUL (2 PF),"[201937, 1630591]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Mid-Range,8-16 Right,,,,1155.0,,,,,,,,2.0,0.0,Suggs,1630591.0,,,,,
52,PT07M56.00S,2023-04-06T23:22:10.4Z,1,REGULAR,substitution,out,[],201937,,,1610612753,13,5,2023-04-06T23:22:14Z,520000,False,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M56.00S,2023-04-06T23:22:10.4Z,1,REGULAR,substitution,in,[],203526,,,1610612753,13,5,2023-04-06T23:22:14Z,530000,False,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M50.00S,2023-04-06T23:22:29.1Z,1,REGULAR,3pt,Jump Shot,[],1629626,10.200394218134035,96.07843137254902,1610612753,13,5,2023-04-06T23:24:37Z,540000,False,-230.0,43.0,1,left,MISS B. Bol pullup 3PT,[1629626],1610612753.0,ORL,pullup,,,Bol,B. Bol,,,,,Left Corner 3,24+ Left,,,,,23.45,Missed,,,,,,,,,,,,,,
55,PT07M50.00S,2023-04-06T23:22:29.1Z,1,REGULAR,rebound,offensive,[],1629643,,,1610612753,13,5,2023-04-06T23:27:33Z,550000,False,,,0,,C. Okeke REBOUND (Off:1 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Left Corner 3,24+ Left,,,,,,,54.0,2.0,1.0,1.0,,,,,,,,,,
56,PT07M44.00S,2023-04-06T23:22:34.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629626,5.338370565045992,52.20588235294118,1610612753,15,5,2023-04-06T23:22:47Z,560000,False,-11.0,-2.0,1,left,B. Bol alley-oop DUNK (4 PTS) (C. Okeke 1 AST),"[1629626, 1629643]",1610612753.0,ORL,alley-oop,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,1.12,Made,,,,,4.0,,,,,C. Okeke,1629643.0,1.0,,
58,PT07M24.00S,2023-04-06T23:22:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,80.3712220762155,39.950980392156865,1610612739,15,7,2023-04-06T23:26:11Z,580000,False,-50.0,132.0,1,right,C. Osman 14' pullup Jump Shot (2 PTS),[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Center,,,,,14.12,Made,,,,,2.0,,,,,,,,,
59,PT07M07.00S,2023-04-06T23:23:12.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,7.440867279894875,55.392156862745104,1610612753,15,7,2023-04-06T23:23:19Z,590000,False,-27.0,17.0,1,left,MISS M. Wagner driving DUNK,[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,3.21,Missed,,,,,,,,,,,,,,
60,PT07M07.00S,2023-04-06T23:23:12.3Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,15,7,2023-04-06T23:23:19Z,600000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,
61,PT07M02.00S,2023-04-06T23:23:18.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626224,93.11760840998686,54.166666666666664,1610612739,15,9,2023-04-06T23:26:45Z,610000,False,21.0,12.0,1,right,C. Osman running finger roll Layup (4 PTS),[1626224],1610612739.0,CLE,running finger roll,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,,2.41,Made,,,,,4.0,,,,,,,,,
62,PT07M02.00S,2023-04-06T23:23:23.7Z,1,REGULAR,foul,personal,['1freethrow'],1629643,,,1610612739,15,9,2023-04-06T23:23:33Z,620000,False,,,0,,C. Okeke shooting personal FOUL (1 PF) (Osman 1 FT),"[1629643, 1626224]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,,202901.0,,,,,,,,1.0,0.0,Osman,1626224.0,,,,,
64,PT07M02.00S,2023-04-06T23:23:34.3Z,1,REGULAR,substitution,out,[],1630205,,,1610612739,15,9,2023-04-06T23:24:27Z,640000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M02.00S,2023-04-06T23:23:34.3Z,1,REGULAR,substitution,in,[],201980,,,1610612739,15,9,2023-04-06T23:24:27Z,650000,False,,,0,,SUB in: D. Green,[201980],1610612739.0,CLE,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M02.00S,2023-04-06T23:23:54.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1626224,,,1610612739,15,10,2023-04-06T23:23:54Z,660000,False,,,0,,C. Osman Free Throw 1 of 1 (5 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
67,PT06M48.00S,2023-04-06T23:24:08.6Z,1,REGULAR,3pt,Jump Shot,[],1630591,17.427726675427067,94.36274509803921,1610612753,18,10,2023-04-06T23:24:14Z,670000,False,-222.0,111.0,1,left,J. Suggs 24' 3PT step back (11 PTS) (M. Wagner 1 AST),"[1630591, 1629021]",1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,24.82,Made,,,,,11.0,,,,,M. Wagner,1629021.0,1.0,,
68,PT06M40.00S,2023-04-06T23:24:17.1Z,1,REGULAR,3pt,Jump Shot,[],201980,81.8166885676741,96.81372549019608,1610612739,18,13,2023-04-06T23:24:27Z,680000,False,234.0,118.0,1,right,D. Green 26' 3PT  (3 PTS) (R. Neto 1 AST),"[201980, 203526]",1610612739.0,CLE,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,26.23,Made,,,,,3.0,,,,,R. Neto,203526.0,1.0,,
70,PT06M30.00S,2023-04-06T23:24:26.7Z,1,REGULAR,3pt,Jump Shot,[],1630591,25.706307490144546,17.892156862745097,1610612753,21,13,2023-04-06T23:28:35Z,700000,False,161.0,189.0,1,left,J. Suggs 24' 3PT pullup (14 PTS),[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,24.8,Made,,,,,14.0,,,,,,,,,
71,PT06M21.00S,2023-04-06T23:24:35.4Z,1,REGULAR,turnover,lost ball,[],203526,,,1610612739,21,13,2023-04-06T23:24:40Z,710000,False,,,0,,R. Neto lost ball TURNOVER (1 TO),"[203526, 1629643]",1610612739.0,CLE,,,,Neto,R. Neto,,,,,Above the Break 3,16-24 Left Center,1.0,Okeke,1629643.0,,,,,,,,,,,,,,,,,
72,PT06M21.00S,2023-04-06T23:24:35.4Z,1,REGULAR,steal,,[],1629643,,,1610612753,21,13,2023-04-06T23:24:37Z,720000,False,,,0,,C. Okeke STEAL (2 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
73,PT06M16.00S,2023-04-06T23:24:39.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631216,6.258212877792378,50.49019607843137,1610612753,21,13,2023-04-06T23:24:47Z,730000,False,-2.0,6.0,1,left,MISS C. Houstan running DUNK - blocked,"[1631216, 201577]",1610612753.0,ORL,running,,,Houstan,C. Houstan,,,,,Restricted Area,0-8 Center,,,,,0.68,Missed,,,,,,,,,,,,,Lopez,201577.0
77,PT06M16.00S,2023-04-06T23:24:39.8Z,1,REGULAR,block,,[],201577,,,1610612753,21,13,2023-04-06T23:25:05Z,735000,False,,,0,,R. Lopez BLOCK (1 BLK),[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M10.00S,2023-04-06T23:24:45.8Z,1,REGULAR,rebound,offensive,[],1630591,,,1610612753,21,13,2023-04-06T23:24:47Z,740000,False,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,73.0,2.0,1.0,1.0,,,,,,,,,,
75,PT06M10.00S,2023-04-06T23:24:46.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629626,6.783837056504599,51.470588235294116,1610612753,23,13,2023-04-06T23:30:20Z,750000,False,-7.0,11.0,1,left,B. Bol floating Jump Shot (6 PTS) (J. Suggs 2 AST),"[1629626, 1630591]",1610612753.0,ORL,floating,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,1.35,Made,,,,,6.0,,,,,J. Suggs,1630591.0,2.0,,
78,PT05M54.00S,2023-04-06T23:25:06.0Z,1,REGULAR,foul,personal,[],1629643,,,1610612739,23,13,2023-04-06T23:28:15Z,770000,False,,,0,,C. Okeke personal FOUL (2 PF),"[1629643, 1626224]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Center,,,,202901.0,,,,,,,,2.0,0.0,Osman,1626224.0,,,,,
81,PT05M54.00S,2023-04-06T23:25:27.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,23,13,2023-04-06T23:25:27Z,790000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M54.00S,2023-04-06T23:26:17.3Z,1,REGULAR,substitution,out,[],1629021,,,1610612739,23,13,2023-04-06T23:27:55Z,800000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M54.00S,2023-04-06T23:26:17.3Z,1,REGULAR,substitution,out,[],201577,,,1610612739,23,13,2023-04-06T23:27:55Z,810000,False,,,0,,SUB out: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M54.00S,2023-04-06T23:26:17.3Z,1,REGULAR,substitution,in,[],1629048,,,1610612739,23,13,2023-04-06T23:27:55Z,820000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M54.00S,2023-04-06T23:26:17.3Z,1,REGULAR,substitution,in,[],1629603,,,1610612739,23,13,2023-04-06T23:27:55Z,830000,False,,,0,,SUB in: M. Diakite,[1629603],1610612739.0,CLE,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M41.00S,2023-04-06T23:28:45.6Z,1,REGULAR,2pt,Jump Shot,[],201980,86.41590013140605,72.05882352941177,1610612739,23,15,2023-04-06T23:28:52Z,850000,False,110.0,75.0,1,right,D. Green 13' turnaround Jump Shot (5 PTS) (R. Neto 2 AST),"[201980, 203526]",1610612739.0,CLE,turnaround,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,13.35,Made,,,,,5.0,,,,,R. Neto,203526.0,2.0,,
