actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
439,PT03M23.00S,2023-01-21T01:41:03.0Z,3,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,82,83,2023-01-21T01:41:03Z,4270000,False,,,0,,P. Banchero Free Throw 1 of 2 (10 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
440,PT03M23.00S,2023-01-21T01:41:21.0Z,3,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,83,83,2023-01-21T01:41:21Z,4280000,False,,,0,,P. Banchero Free Throw 2 of 2 (11 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
441,PT03M06.00S,2023-01-21T01:41:42.8Z,3,REGULAR,3pt,Jump Shot,[],1629637,87.20433639947439,95.58823529411765,1610612740,83,83,2023-01-21T01:42:06Z,4290000,False,228.0,68.0,1,right,MISS J. Hayes 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Right Corner 3,24+ Right,23.78,Missed,,,,,,,,,,,,,,,,,,
442,PT03M03.00S,2023-01-21T01:41:45.8Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,83,83,2023-01-21T01:42:06Z,4300000,False,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,,,,,441.0,2.0,2.0,0.0,,,,,,,,,,,,
443,PT02M51.00S,2023-01-21T01:41:58.1Z,3,REGULAR,turnover,lost ball,[],1631094,,,1610612753,83,83,2023-01-21T01:42:10Z,4310000,False,,,0,,P. Banchero lost ball TURNOVER (3 TO),"[1631094, 1626204]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,3.0,Nance Jr.,1626204.0,,,,,,,,
444,PT02M51.00S,2023-01-21T01:41:58.1Z,3,REGULAR,steal,,[],1626204,,,1610612740,83,83,2023-01-21T01:46:24Z,4320000,False,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
445,PT02M44.00S,2023-01-21T01:42:04.9Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630530,92.06636005256242,54.166666666666664,1610612740,83,85,2023-01-21T01:45:07Z,4330000,False,21.0,22.0,1,right,T. Murphy III running DUNK (18 PTS) (C. McCollum 6 AST),"[1630530, 203468]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,,,18.0,,,,C. McCollum,203468.0,6.0,,,,,
447,PT02M33.00S,2023-01-21T01:42:16.7Z,3,REGULAR,turnover,bad pass,[],1628365,,,1610612753,83,85,2023-01-21T01:42:23Z,4350000,False,,,0,,M. Fultz bad pass TURNOVER (2 TO),"[1628365, 203468]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,2.0,McCollum,203468.0,,,,,,,,
448,PT02M33.00S,2023-01-21T01:42:16.7Z,3,REGULAR,steal,,[],203468,,,1610612740,83,85,2023-01-21T01:42:19Z,4360000,False,,,0,,C. McCollum STEAL (2 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
449,PT02M28.00S,2023-01-21T01:42:21.0Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630530,89.79960578186596,4.411764705882348,1610612740,83,85,2023-01-21T01:47:39Z,4370000,False,-228.0,43.0,1,right,MISS T. Murphy III running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
450,PT02M26.00S,2023-01-21T01:42:23.0Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,83,85,2023-01-21T01:42:26Z,4380000,False,,,0,,J. Suggs REBOUND (Off:0 Def:3),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,449.0,3.0,3.0,0.0,,,,,,,,,,,,
451,PT02M25.00S,2023-01-21T01:42:23.8Z,3,REGULAR,turnover,lost ball,[],1630591,,,1610612753,83,85,2023-01-21T01:42:30Z,4390000,False,,,0,,J. Suggs lost ball TURNOVER (1 TO),"[1630591, 203468]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,McCollum,203468.0,,,,,,,,
452,PT02M25.00S,2023-01-21T01:42:23.8Z,3,REGULAR,steal,,[],203468,,,1610612740,83,85,2023-01-21T01:42:27Z,4400000,False,,,0,,C. McCollum STEAL (3 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
453,PT02M20.00S,2023-01-21T01:42:28.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629637,89.96386333771353,47.549019607843135,1610612740,83,87,2023-01-21T01:44:43Z,4410000,False,-12.0,42.0,1,right,J. Hayes DUNK (10 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,4.36,Made,,,,,,,10.0,,,,,,,,,,,
454,PT01M59.00S,2023-01-21T01:42:49.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,7.440867279894875,52.69607843137255,1610612753,85,87,2023-01-21T01:43:01Z,4420000,False,-13.0,17.0,1,left,M. Fultz Layup (9 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,9.0,,,,,,,,,,,
456,PT01M43.00S,2023-01-21T01:43:07.8Z,3,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,85,87,2023-01-21T01:43:14Z,4430000,False,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (2 TO),[203468],1610612740.0,NOP,bad pass,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,,,,,,1628159.0,,,,
457,PT01M43.00S,2023-01-21T01:43:17.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,85,87,2023-01-21T01:43:17Z,4440000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT01M43.00S,2023-01-21T01:44:40.7Z,3,REGULAR,substitution,out,[],1631094,,,1610612753,85,87,2023-01-21T01:45:57Z,4450000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M43.00S,2023-01-21T01:44:40.7Z,3,REGULAR,substitution,out,[],1628365,,,1610612753,85,87,2023-01-21T01:45:57Z,4460000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT01M43.00S,2023-01-21T01:44:40.7Z,3,REGULAR,substitution,out,[],1628976,,,1610612753,85,87,2023-01-21T01:45:57Z,4470000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M43.00S,2023-01-21T01:44:40.7Z,3,REGULAR,substitution,out,[],203468,,,1610612753,85,87,2023-01-21T01:45:57Z,4480000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT01M43.00S,2023-01-21T01:44:40.7Z,3,REGULAR,substitution,out,[],1626204,,,1610612753,85,87,2023-01-21T01:45:57Z,4490000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M43.00S,2023-01-21T01:44:40.7Z,3,REGULAR,substitution,out,[],1630530,,,1610612753,85,87,2023-01-21T01:45:57Z,4500000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT01M43.00S,2023-01-21T01:44:40.7Z,3,REGULAR,substitution,in,[],1629021,,,1610612753,85,87,2023-01-21T01:45:57Z,4510000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M43.00S,2023-01-21T01:44:40.7Z,3,REGULAR,substitution,in,[],1629626,,,1610612753,85,87,2023-01-21T01:45:57Z,4520000,False,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M43.00S,2023-01-21T01:44:40.7Z,3,REGULAR,substitution,in,[],1630175,,,1610612753,85,87,2023-01-21T01:45:57Z,4530000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M43.00S,2023-01-21T01:44:40.7Z,3,REGULAR,substitution,in,[],1628984,,,1610612753,85,87,2023-01-21T01:45:57Z,4540000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M43.00S,2023-01-21T01:44:40.7Z,3,REGULAR,substitution,in,[],1630700,,,1610612753,85,87,2023-01-21T01:45:57Z,4550000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M43.00S,2023-01-21T01:44:40.7Z,3,REGULAR,substitution,in,[],202685,,,1610612753,85,87,2023-01-21T01:45:57Z,4560000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M32.00S,2023-01-21T01:46:17.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202685,,,1610612753,85,87,2023-01-21T01:46:30Z,4570000,False,,,0,,J. Valanciunas shooting personal FOUL (3 PF) (Anthony 2 FT),"[202685, 1630175]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,3.0,0.0,Anthony,1630175.0
472,PT01M32.00S,2023-01-21T01:46:44.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630175,,,1610612753,86,87,2023-01-21T01:46:44Z,4590000,False,,,0,,C. Anthony Free Throw 1 of 2 (10 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
473,PT01M32.00S,2023-01-21T01:47:02.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630175,,,1610612753,87,87,2023-01-21T01:47:02Z,4600000,False,,,0,,C. Anthony Free Throw 2 of 2 (11 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
474,PT01M14.00S,2023-01-21T01:47:22.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,91.5407358738502,50.245098039215684,1610612740,87,89,2023-01-21T01:52:41Z,4610000,False,1.0,27.0,1,right,J. Valanciunas DUNK (16 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,,,16.0,,,,,,,,,,,
475,PT00M52.20S,2023-01-21T01:47:45.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629626,8.387401445466494,42.76960784313726,1610612753,87,89,2023-01-21T01:53:36Z,4620000,False,36.0,26.0,1,left,MISS B. Bol driving floating Shot,[1629626],1610612753.0,ORL,driving floating,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,,,,,,,,,,,,,,,,,,
476,PT00M52.20S,2023-01-21T01:47:45.7Z,3,REGULAR,rebound,offensive,[],1629626,,,1610612753,87,89,2023-01-21T01:48:41Z,4630000,False,,,0,,B. Bol REBOUND (Off:1 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,475.0,3.0,2.0,1.0,,,,,,,,,,,,
479,PT00M52.20S,2023-01-21T01:47:55.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202685,,,1610612753,87,89,2023-01-21T01:48:12Z,4660000,False,,,0,,J. Valanciunas shooting personal FOUL (4 PF) (Bol 2 FT),"[202685, 1629626]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204059.0,4.0,0.0,Bol,1629626.0
481,PT00M52.20S,2023-01-21T01:48:13.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629626,,,1610612753,88,89,2023-01-21T01:48:13Z,4680000,False,,,0,,B. Bol Free Throw 1 of 2 (8 PTS),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
482,PT00M52.20S,2023-01-21T01:48:29.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629626,,,1610612753,88,89,2023-01-21T01:48:29Z,4690000,False,,,0,,MISS B. Bol Free Throw 2 of 2,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
483,PT00M49.90S,2023-01-21T01:48:31.0Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612740,88,89,2023-01-21T01:48:31Z,4700000,False,,,0,,J. Hayes REBOUND (Off:1 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,482.0,3.0,2.0,1.0,,,,,,,,,,,,
484,PT00M39.00S,2023-01-21T01:48:41.9Z,3,REGULAR,3pt,Jump Shot,[],1628984,71.30420499342969,80.63725490196079,1610612740,88,89,2023-01-21T01:48:56Z,4710000,False,153.0,217.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,26.58,Missed,,,,,,,,,,,,,,,,,,
485,PT00M36.30S,2023-01-21T01:48:44.6Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,88,89,2023-01-21T01:48:56Z,4720000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,,,484.0,1.0,1.0,0.0,,,,,,,,,,,,
486,PT00M32.60S,2023-01-21T01:48:48.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630175,7.178055190538765,49.754901960784316,1610612753,88,89,2023-01-21T01:54:40Z,4730000,False,1.0,15.0,1,left,MISS C. Anthony running Layup - blocked,"[1630175, 1630700]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,1.5,Missed,Daniels,1630700.0,,,,,,,,,,,,,,,,
487,PT00M32.60S,2023-01-21T01:48:48.2Z,3,REGULAR,block,,[],1630700,,,1610612753,88,89,2023-01-21T01:49:04Z,4740000,False,,,0,,D. Daniels BLOCK (1 BLK),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
488,PT00M28.70S,2023-01-21T01:48:52.1Z,3,REGULAR,rebound,defensive,[],1630631,,,1610612740,88,89,2023-01-21T01:49:04Z,4750000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:3),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,486.0,3.0,3.0,0.0,,,,,,,,,,,,
489,PT00M23.70S,2023-01-21T01:48:58.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,92.46057818659659,51.225490196078425,1610612740,88,91,2023-01-21T01:55:12Z,4760000,False,6.0,18.0,1,right,J. Valanciunas cutting DUNK (18 PTS) (D. Daniels 8 AST),"[202685, 1630700]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,18.0,,,,D. Daniels,1630700.0,8.0,,,,,
491,PT00M00.00S,2023-01-21T01:49:27.5Z,3,REGULAR,3pt,Jump Shot,[],1630175,27.808804204993432,19.362745098039216,1610612753,88,91,2023-01-21T01:49:32Z,4780000,False,153.0,209.0,1,left,MISS C. Anthony 25' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
492,PT00M00.00S,2023-01-21T01:49:30.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,88,91,2023-01-21T01:49:30Z,4790000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,491.0,,,,,,,,,,,,,,,
493,PT00M00.00S,2023-01-21T01:49:33.0Z,3,REGULAR,period,end,[],0,,,1610612753,88,91,2023-01-21T01:49:33Z,4800000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2023-01-21T01:49:53.9Z,4,REGULAR,substitution,out,['startperiod'],1629637,,,1610612753,88,91,2023-01-21T01:52:10Z,4810000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2023-01-21T01:49:53.9Z,4,REGULAR,substitution,in,['startperiod'],1630529,,,1610612753,88,91,2023-01-21T01:52:10Z,4820000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2023-01-21T01:52:14.7Z,4,REGULAR,period,start,[],0,,,1610612753,88,91,2023-01-21T01:52:14Z,4830000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT11M46.00S,2023-01-21T01:52:28.0Z,4,REGULAR,3pt,Jump Shot,[],1630175,33.327858081471746,59.068627450980394,1610612753,88,91,2023-01-21T01:52:34Z,4840000,False,-45.0,261.0,1,left,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,26.47,Missed,,,,,,,,,,,,,,,,,,
498,PT11M43.00S,2023-01-21T01:52:31.0Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612740,88,91,2023-01-21T01:52:34Z,4850000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:4),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,497.0,4.0,4.0,0.0,,,,,,,,,,,,
499,PT11M30.00S,2023-01-21T01:52:44.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,91.27792378449409,63.725490196078425,1610612740,88,91,2023-01-21T01:52:51Z,4860000,False,69.0,29.0,1,right,MISS J. Valanciunas 7' turnaround Shot,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,,,,,
500,PT11M25.00S,2023-01-21T01:52:49.3Z,4,REGULAR,rebound,offensive,[],1630700,,,1610612740,88,91,2023-01-21T01:52:51Z,4870000,False,,,0,,D. Daniels REBOUND (Off:1 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,499.0,3.0,2.0,1.0,,,,,,,,,,,,
501,PT11M18.00S,2023-01-21T01:52:55.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,69.07030223390277,30.88235294117647,1610612740,88,91,2023-01-21T01:53:05Z,4880000,False,-96.0,238.0,1,right,MISS J. Alvarado 25' 3PT - blocked,"[1630631, 203082]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,25.67,Missed,Ross,203082.0,,,,,,,,,,,,,,,,
502,PT11M18.00S,2023-01-21T01:52:55.5Z,4,REGULAR,block,,[],203082,,,1610612740,88,91,2023-01-21T01:53:03Z,4890000,False,,,0,,T. Ross BLOCK (1 BLK),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
503,PT11M14.00S,2023-01-21T01:52:59.5Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,88,91,2023-01-21T01:53:05Z,4900000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,,501.0,7.0,5.0,2.0,,,,,,,,,,,,
504,PT11M14.00S,2023-01-21T01:53:04.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202685,84.44480946123521,51.225490196078425,1610612740,88,91,2023-01-21T01:58:03Z,4910000,False,6.0,94.0,1,right,MISS J. Valanciunas 9' turnaround Shot - blocked,"[202685, 1629626]",1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,9.39,Missed,Bol,1629626.0,,,,,,,,,,,,,,,,
505,PT11M14.00S,2023-01-21T01:53:04.7Z,4,REGULAR,block,,[],1629626,,,1610612740,88,91,2023-01-21T01:53:07Z,4920000,False,,,0,,B. Bol BLOCK (2 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
506,PT11M14.00S,2023-01-21T01:53:04.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,88,91,2023-01-21T01:53:28Z,4930000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,504.0,,,,,,,,,,,,,,,
507,PT11M14.00S,2023-01-21T01:53:23.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612740,88,91,2023-01-21T01:54:19Z,4940000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1830.0,,,,
508,PT11M06.00S,2023-01-21T01:53:35.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629021,32.276609724047304,47.30392156862745,1610612753,88,91,2023-01-21T01:53:41Z,4950000,False,13.0,251.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,25.13,Missed,,,,,,,,,,,,,,,,,,
509,PT11M01.00S,2023-01-21T01:53:40.6Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612740,88,91,2023-01-21T01:53:41Z,4960000,False,,,0,,D. Daniels REBOUND (Off:1 Def:3),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,508.0,4.0,3.0,1.0,,,,,,,,,,,,
510,PT10M56.00S,2023-01-21T01:53:45.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.46057818659659,50.73529411764706,1610612740,88,91,2023-01-21T01:59:20Z,4970000,False,4.0,18.0,1,right,MISS D. Daniels driving finger roll Layup,[1630700],1610612740.0,NOP,driving finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
511,PT10M53.00S,2023-01-21T01:53:48.3Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,88,91,2023-01-21T01:53:54Z,4980000,False,,,0,,M. Wagner REBOUND (Off:0 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,510.0,3.0,3.0,0.0,,,,,,,,,,,,
512,PT10M44.00S,2023-01-21T01:53:59.1Z,4,REGULAR,foul,personal,['2freethrow'],1630631,,,1610612753,88,91,2023-01-21T01:54:10Z,4990000,False,,,0,,J. Alvarado shooting personal FOUL (2 PF) (Anthony 2 FT),"[1630631, 1630175]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Anthony,1630175.0
514,PT10M44.00S,2023-01-21T01:54:31.5Z,4,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,89,91,2023-01-21T01:54:31Z,5010000,False,,,0,,C. Anthony Free Throw 1 of 2 (12 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
515,PT10M44.00S,2023-01-21T01:54:49.8Z,4,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,90,91,2023-01-21T01:54:49Z,5020000,False,,,0,,C. Anthony Free Throw 2 of 2 (13 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
516,PT10M39.00S,2023-01-21T01:54:59.3Z,4,REGULAR,foul,personal,['2freethrow'],203082,,,1610612740,90,91,2023-01-21T01:55:13Z,5030000,False,,,0,,T. Ross shooting personal FOUL (1 PF) (Jones 2 FT),"[203082, 1630529]",1610612753.0,ORL,shooting,,,Ross,T. Ross,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Jones,1630529.0
518,PT10M39.00S,2023-01-21T01:55:22.1Z,4,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,90,91,2023-01-21T01:56:31Z,5050000,False,,,0,,MISS H. Jones Free Throw 1 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
526,PT10M39.00S,2023-01-21T01:55:22.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,90,91,2023-01-21T01:56:31Z,5055000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,
519,PT10M39.00S,2023-01-21T01:55:22.1Z,4,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,90,91,2023-01-21T01:55:52Z,5060000,False,,,0,,MISS H. Jones Free Throw 2 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
