actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M38.00S,2023-03-23T23:12:20.2Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612752,2,0,2023-03-23T23:18:44Z,180000,False,,,0,,I. Quickley REBOUND (Off:1 Def:0),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,
19,PT10M37.00S,2023-03-23T23:12:21.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,67.09921156373193,65.93137254901961,1610612752,2,3,2023-03-23T23:18:44Z,190000,False,80.0,257.0,1,right,Q. Grimes 26' 3PT  (3 PTS) (I. Quickley 1 AST),"[1629656, 1630193]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,26.89,Made,,,,,,,,,,3.0,I. Quickley,1630193.0,1.0,,,,,
21,PT10M11.00S,2023-03-23T23:12:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,13.354139290407357,43.627450980392155,1610612753,2,3,2023-03-23T23:12:54Z,210000,False,32.0,73.0,1,left,MISS M. Fultz 7' driving Layup,[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,7.97,Missed,,,,,,,,,,,,,,,,,,
22,PT10M07.00S,2023-03-23T23:12:50.7Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,2,3,2023-03-23T23:12:50Z,220000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,
23,PT10M02.00S,2023-03-23T23:13:00.5Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,2,3,2023-03-23T23:20:37Z,230000,False,,,0,,R. Barrett step out-of-bounds TURNOVER (1 TO),[1629628],1610612752.0,NYK,step,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,,,,,,,,,1.0,,,,,,,1201.0,,,,
24,PT09M44.00S,2023-03-23T23:13:24.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628976,5.206964520367937,3.9215686274509802,1610612753,2,3,2023-03-23T23:13:29Z,240000,False,230.0,-4.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
25,PT09M41.00S,2023-03-23T23:13:27.1Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,2,3,2023-03-23T23:13:29Z,250000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,24.0,2.0,1.0,1.0,,,,,,,,,,,,
26,PT09M37.00S,2023-03-23T23:13:36.9Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612752,2,3,2023-03-23T23:13:47Z,260000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Randle 2 FT),"[1631094, 203944]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Randle,203944.0
28,PT09M37.00S,2023-03-23T23:14:03.7Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,2,4,2023-03-23T23:14:29Z,280000,False,,,0,,J. Randle Free Throw 1 of 2 (1 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
29,PT09M37.00S,2023-03-23T23:14:03.7Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,2,4,2023-03-23T23:14:29Z,290000,False,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT09M31.00S,2023-03-23T23:14:09.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,4,2023-03-23T23:14:29Z,300000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
31,PT09M23.00S,2023-03-23T23:14:36.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628365,12.959921156373195,51.71568627450981,1610612753,4,4,2023-03-23T23:14:41Z,310000,False,-9.0,69.0,1,left,M. Fultz 6' Hook (2 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,6.98,Made,,,,,,,,,,2.0,,,,,,,,
32,PT09M06.00S,2023-03-23T23:14:55.8Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612752,4,4,2023-03-23T23:15:06Z,320000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Barrett 2 FT),"[1630532, 1629628]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Barrett,1629628.0
34,PT09M06.00S,2023-03-23T23:15:20.6Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,4,4,2023-03-23T23:15:20Z,340000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
35,PT09M06.00S,2023-03-23T23:15:20.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,4,4,2023-03-23T23:15:20Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,
36,PT09M06.00S,2023-03-23T23:15:31.8Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,4,5,2023-03-23T23:15:31Z,360000,False,,,0,,R. Barrett Free Throw 2 of 2 (1 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
37,PT08M57.00S,2023-03-23T23:15:41.5Z,1,REGULAR,3pt,Jump Shot,[],1628976,29.25427069645204,73.52941176470588,1610612753,4,5,2023-03-23T23:15:46Z,370000,False,-118.0,222.0,1,left,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
38,PT08M53.00S,2023-03-23T23:15:45.5Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,4,5,2023-03-23T23:15:46Z,380000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,
39,PT08M43.00S,2023-03-23T23:15:54.5Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612752,4,5,2023-03-23T23:15:59Z,390000,False,,,0,,R. Barrett bad pass TURNOVER (2 TO),"[1629628, 1630532]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,Wagner,1630532.0,,,,,,,,,
40,PT08M43.00S,2023-03-23T23:15:54.5Z,1,REGULAR,steal,,[],1630532,,,1610612753,4,5,2023-03-23T23:15:56Z,400000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M38.00S,2023-03-23T23:15:59.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631094,4.944152431011826,94.6078431372549,1610612753,7,5,2023-03-23T23:16:08Z,410000,False,-223.0,-6.0,1,left,P. Banchero 3PT running (5 PTS) (F. Wagner 1 AST),"[1631094, 1630532]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,22.31,Made,,,,,,,,,,5.0,F. Wagner,1630532.0,1.0,,,,,
43,PT08M11.00S,2023-03-23T23:16:26.3Z,1,REGULAR,3pt,Jump Shot,[],203944,68.28186596583443,71.07843137254902,1610612752,7,5,2023-03-23T23:16:31Z,430000,False,105.0,246.0,1,right,MISS J. Randle 26' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,26.74,Missed,,,,,,,,,,,,,,,,,,
44,PT08M09.00S,2023-03-23T23:16:28.3Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,7,5,2023-03-23T23:16:31Z,440000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,
45,PT08M02.00S,2023-03-23T23:16:35.7Z,1,REGULAR,3pt,Jump Shot,[],203914,4.02431011826544,94.6078431372549,1610612753,10,5,2023-03-23T23:16:40Z,450000,False,-223.0,-15.0,1,left,G. Harris 3PT  (3 PTS) (F. Wagner 2 AST),"[203914, 1630532]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,22.35,Made,,,,,,,,,,3.0,F. Wagner,1630532.0,2.0,,,,,
47,PT07M51.00S,2023-03-23T23:16:46.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,90.62089356110381,51.9607843137255,1610612752,10,5,2023-03-23T23:16:51Z,470000,False,10.0,36.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
49,PT07M47.00S,2023-03-23T23:16:50.2Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,10,5,2023-03-23T23:16:51Z,490000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,47.0,3.0,3.0,0.0,,,,,,,,,,,,
50,PT07M43.00S,2023-03-23T23:16:57.5Z,1,REGULAR,foul,personal,['2freethrow'],203944,,,1610612753,10,5,2023-03-23T23:17:07Z,500000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Banchero 2 FT),"[203944, 1631094]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Banchero,1631094.0
52,PT07M43.00S,2023-03-23T23:17:22.3Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,11,5,2023-03-23T23:17:22Z,520000,False,,,0,,P. Banchero Free Throw 1 of 2 (6 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
53,PT07M43.00S,2023-03-23T23:17:45.1Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,12,5,2023-03-23T23:17:45Z,530000,False,,,0,,P. Banchero Free Throw 2 of 2 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
54,PT07M33.00S,2023-03-23T23:17:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,86.94152431011827,52.20588235294118,1610612752,12,5,2023-03-23T23:26:27Z,540000,False,11.0,70.0,1,right,MISS I. Quickley 7' driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,7.11,Missed,,,,,,,,,,,,,,,,,,
55,PT07M31.00S,2023-03-23T23:17:58.4Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612752,12,5,2023-03-23T23:17:58Z,550000,False,,,0,,I. Quickley REBOUND (Off:2 Def:0),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,54.0,2.0,0.0,2.0,,,,,,,,,,,,
56,PT07M29.00S,2023-03-23T23:18:00.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629628,92.72339027595268,50.0,1610612752,12,7,2023-03-23T23:27:35Z,560000,False,0.0,16.0,1,right,R. Barrett Layup (3 PTS) (I. Quickley 2 AST),"[1629628, 1630193]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,,3.0,I. Quickley,1630193.0,2.0,,,,,
58,PT07M02.00S,2023-03-23T23:18:28.1Z,1,REGULAR,3pt,Jump Shot,[],1628976,32.013797634691194,45.83333333333333,1610612753,12,7,2023-03-23T23:18:40Z,580000,False,21.0,248.0,1,left,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,24.93,Missed,,,,,,,,,,,,,,,,,,
59,PT07M02.00S,2023-03-23T23:18:28.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,12,7,2023-03-23T23:30:48Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,58.0,,,,,,,,,,,,,,,
141,PT07M02.00S,2023-03-23T23:18:42.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612753,12,7,2023-03-23T23:31:34Z,600000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1201.0,,,,
62,PT06M42.00S,2023-03-23T23:18:57.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,69.33311432325887,20.098039215686274,1610612752,12,10,2023-03-23T23:31:34Z,610000,False,-150.0,236.0,1,right,Q. Grimes 27' 3PT  (6 PTS) (R. Barrett 1 AST),"[1629656, 1629628]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,27.92,Made,,,,,,,,,,6.0,R. Barrett,1629628.0,1.0,,,,,
64,PT06M25.00S,2023-03-23T23:19:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.915243101182654,45.83333333333333,1610612753,12,10,2023-03-23T23:32:31Z,630000,False,21.0,13.0,1,left,MISS P. Banchero driving finger roll Layup,[1631094],1610612753.0,ORL,driving finger roll,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
65,PT06M22.00S,2023-03-23T23:19:17.5Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,12,10,2023-03-23T23:19:19Z,640000,False,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,64.0,3.0,2.0,1.0,,,,,,,,,,,,
66,PT06M13.00S,2023-03-23T23:19:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,88.38699080157687,40.19607843137255,1610612752,12,10,2023-03-23T23:19:32Z,650000,False,-49.0,57.0,1,right,MISS R. Barrett 7' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.49,Missed,,,,,,,,,,,,,,,,,,
67,PT06M10.00S,2023-03-23T23:19:30.0Z,1,REGULAR,rebound,offensive,[],1629656,,,1610612752,12,10,2023-03-23T23:19:30Z,660000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,66.0,2.0,1.0,1.0,,,,,,,,,,,,
68,PT06M09.00S,2023-03-23T23:19:31.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,66.17936925098554,50.73529411764706,1610612752,12,10,2023-03-23T23:19:35Z,670000,False,4.0,265.0,1,right,MISS Q. Grimes 26' pullup 3PT,[1629656],1610612752.0,NYK,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,26.54,Missed,,,,,,,,,,,,,,,,,,
69,PT06M06.00S,2023-03-23T23:19:34.1Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,12,10,2023-03-23T23:19:34Z,680000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,
70,PT06M03.00S,2023-03-23T23:19:37.6Z,1,REGULAR,turnover,bad pass,[],1631094,,,1610612753,12,10,2023-03-23T23:19:46Z,690000,False,,,0,,P. Banchero bad pass TURNOVER (1 TO),"[1631094, 1630193]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,Quickley,1630193.0,,,,,,,,,
71,PT06M03.00S,2023-03-23T23:19:37.6Z,1,REGULAR,steal,,[],1630193,,,1610612752,12,10,2023-03-23T23:19:41Z,700000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
72,PT05M58.00S,2023-03-23T23:19:44.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203944,92.46057818659659,51.225490196078425,1610612752,12,12,2023-03-23T23:19:50Z,710000,False,6.0,18.0,1,right,J. Randle driving DUNK (3 PTS) (Q. Grimes 1 AST),"[203944, 1629656]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,,,,3.0,Q. Grimes,1629656.0,1.0,,,,,
74,PT05M58.00S,2023-03-23T23:19:57.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,12,12,2023-03-23T23:19:57Z,730000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M47.00S,2023-03-23T23:22:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,7.178055190538765,54.65686274509803,1610612753,12,12,2023-03-23T23:22:57Z,740000,False,-23.0,15.0,1,left,MISS M. Fultz driving Layup,[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
76,PT05M44.00S,2023-03-23T23:22:54.7Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,12,12,2023-03-23T23:22:57Z,750000,False,,,0,,M. Robinson REBOUND (Off:1 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,75.0,4.0,3.0,1.0,,,,,,,,,,,,
77,PT05M26.00S,2023-03-23T23:23:13.3Z,1,REGULAR,3pt,Jump Shot,[],1630193,71.17279894875165,20.833333333333336,1610612752,12,12,2023-03-23T23:23:21Z,760000,False,-146.0,218.0,1,right,MISS I. Quickley 26' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
78,PT05M22.00S,2023-03-23T23:23:17.3Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,12,12,2023-03-23T23:23:21Z,770000,False,,,0,,M. Robinson REBOUND (Off:2 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,77.0,5.0,3.0,2.0,,,,,,,,,,,,
79,PT05M16.00S,2023-03-23T23:23:24.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,65.91655716162943,51.470588235294116,1610612752,12,12,2023-03-23T23:34:41Z,780000,False,7.0,268.0,1,right,MISS J. Randle 26' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,26.8,Missed,,,,,,,,,,,,,,,,,,
80,PT05M12.00S,2023-03-23T23:23:28.3Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,12,12,2023-03-23T23:23:29Z,790000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Center,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,
