actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
273,PT06M11.00S,2022-11-03T23:57:28.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202691,74.85216819973719,87.74509803921569,1610612744,40,47,2022-11-03T23:57:32Z,2700000,189.0,184.0,1,right,K. Thompson 26' 3PT  (12 PTS) (S. Curry 4 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.35,Made,,,,,12.0,S. Curry,201939.0,4.0,,,,,,,,,,
275,PT05M59.00S,2022-11-03T23:57:47.5Z,2,REGULAR,foul,offensive,[],1630591,,,1610612753,40,47,2022-11-03T23:57:59Z,2720000,,,0,,J. Suggs off-the-ball offensive FOUL (1 PF),"[1630591, 201939]",1610612753.0,ORL,off-the-ball,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1627964.0,1.0,0.0,Curry,201939.0,,
277,PT05M59.00S,2022-11-03T23:57:47.5Z,2,REGULAR,turnover,offensive foul,[],1630591,,,1610612753,40,47,2022-11-03T23:57:47Z,2740000,,,0,,J. Suggs offensive foul TURNOVER (2 TO),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2.0,,,1627964.0,,,,,,
278,PT05M59.00S,2022-11-03T23:57:56.6Z,2,REGULAR,substitution,out,[],1631094,,,1610612744,40,47,2022-11-03T23:58:13Z,2750000,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M59.00S,2022-11-03T23:57:56.6Z,2,REGULAR,substitution,out,[],203952,,,1610612744,40,47,2022-11-03T23:58:13Z,2760000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M59.00S,2022-11-03T23:57:56.6Z,2,REGULAR,substitution,in,[],1628976,,,1610612744,40,47,2022-11-03T23:58:13Z,2770000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M59.00S,2022-11-03T23:57:56.6Z,2,REGULAR,substitution,in,[],1630541,,,1610612744,40,47,2022-11-03T23:58:13Z,2780000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M44.00S,2022-11-03T23:58:19.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201939,72.48685939553219,83.08823529411765,1610612744,40,50,2022-11-03T23:58:23Z,2790000,165.0,206.0,1,right,S. Curry 26' 3PT pullup (6 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,26.43,Made,,,,,6.0,D. Green,203110.0,2.0,,,,,,,,,,
284,PT05M23.00S,2022-11-03T23:58:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,6.1268068331143235,46.32352941176471,1610612753,42,50,2022-11-03T23:58:46Z,2810000,18.0,5.0,1,left,W. Carter Jr. cutting finger roll Layup (6 PTS) (C. Okeke 2 AST),"[1628976, 1629643]",1610612753.0,ORL,cutting finger roll,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,6.0,C. Okeke,1629643.0,2.0,,,,,,,,,,
286,PT05M08.00S,2022-11-03T23:58:55.6Z,2,REGULAR,3pt,Jump Shot,[],202691,75.64060446780552,90.44117647058823,1610612744,42,50,2022-11-03T23:58:59Z,2830000,202.0,176.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.84,Missed,,,,,,,,,,,,,,,,,,
287,PT05M06.00S,2022-11-03T23:58:57.6Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,42,50,2022-11-03T23:58:59Z,2840000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,286.0,1.0,1.0,0.0,,,,,,,,,,,,,,
288,PT04M57.00S,2022-11-03T23:59:06.4Z,2,REGULAR,turnover,bad pass,[],1630532,,,1610612753,42,50,2022-11-03T23:59:10Z,2850000,,,0,,F. Wagner bad pass TURNOVER (2 TO),"[1630532, 1630541]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,2.0,Moody,1630541.0,,,,,,,
289,PT04M57.00S,2022-11-03T23:59:06.4Z,2,REGULAR,steal,,[],1630541,,,1610612744,42,50,2022-11-04T00:18:38Z,2860000,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
291,PT04M48.00S,2022-11-03T23:59:32.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202691,75.24638633377135,65.44117647058823,1610612744,42,52,2022-11-03T23:59:37Z,2880000,77.0,180.0,1,right,K. Thompson 19' pullup Jump Shot (14 PTS) (J. Wiseman 1 AST),"[202691, 1630164]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,19.6,Made,,,,,14.0,J. Wiseman,1630164.0,1.0,,,,,,,,,,
293,PT04M30.00S,2022-11-03T23:59:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,4.944152431011826,54.166666666666664,1610612753,44,52,2022-11-03T23:59:55Z,2900000,-21.0,-6.0,1,left,F. Wagner driving Layup (7 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.16,Made,,,,,7.0,,,,,,,,,,,,,
294,PT04M24.00S,2022-11-03T23:59:57.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,92.06636005256242,53.92156862745098,1610612744,44,52,2022-11-04T00:32:33Z,2910000,20.0,22.0,1,right,MISS D. Green running Layup,[203110],1610612744.0,GSW,running,,,Green,D. Green,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
295,PT04M21.00S,2022-11-03T23:59:59.8Z,2,REGULAR,rebound,offensive,[],202691,,,1610612744,44,52,2022-11-03T23:59:59Z,2920000,,,0,,K. Thompson REBOUND (Off:1 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,294.0,3.0,2.0,1.0,,,,,,,,,,,,,,
296,PT04M18.00S,2022-11-04T00:00:02.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202691,70.77858081471747,15.686274509803921,1610612744,44,52,2022-11-04T00:00:09Z,2930000,-172.0,222.0,1,right,MISS K. Thompson 28' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,28.07,Missed,,,,,,,,,,,,,,,,,,
297,PT04M14.00S,2022-11-04T00:00:06.8Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,44,52,2022-11-04T00:00:09Z,2940000,,,0,,C. Okeke REBOUND (Off:1 Def:4),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Left Center,,,296.0,5.0,4.0,1.0,,,,,,,,,,,,,,
298,PT04M10.00S,2022-11-04T00:00:10.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629643,29.38567674113009,67.64705882352942,1610612753,44,52,2022-11-04T00:00:21Z,2950000,-88.0,224.0,1,left,MISS C. Okeke 24' running pullup 3PT,[1629643],1610612753.0,ORL,running pullup,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Left Center,24.05,Missed,,,,,,,,,,,,,,,,,,
299,PT04M04.00S,2022-11-04T00:00:16.2Z,2,REGULAR,rebound,defensive,[],1630164,,,1610612744,44,52,2022-11-04T00:00:21Z,2960000,,,0,,J. Wiseman REBOUND (Off:1 Def:2),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,,,298.0,3.0,2.0,1.0,,,,,,,,,,,,,,
300,PT04M00.00S,2022-11-04T00:00:20.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.72339027595268,52.94117647058824,1610612744,44,54,2022-11-04T00:00:37Z,2970000,15.0,16.0,1,right,S. Curry cutting Layup (8 PTS) (D. Green 3 AST),"[201939, 203110]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,8.0,D. Green,203110.0,3.0,,,,,,,,,,
302,PT03M59.00S,2022-11-04T00:00:26.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,44,54,2022-11-04T00:00:26Z,2990000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M59.00S,2022-11-04T00:02:44.0Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,44,54,2022-11-04T00:03:09Z,3000000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M59.00S,2022-11-04T00:02:44.0Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,44,54,2022-11-04T00:03:09Z,3010000,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M47.00S,2022-11-04T00:03:31.4Z,2,REGULAR,foul,personal,['2freethrow'],202691,,,1610612753,44,54,2022-11-04T00:03:54Z,3020000,,,0,,K. Thompson shooting personal FOUL (1 PF) (Banchero 2 FT),"[202691, 1631094]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1627964.0,1.0,0.0,Banchero,1631094.0,,
307,PT03M47.00S,2022-11-04T00:03:55.6Z,2,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,45,54,2022-11-04T00:03:55Z,3040000,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
308,PT03M47.00S,2022-11-04T00:04:14.9Z,2,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,46,54,2022-11-04T00:04:15Z,3050000,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
309,PT03M36.00S,2022-11-04T00:04:27.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,80.1084099868594,46.32352941176471,1610612744,46,54,2022-11-04T00:04:31Z,3060000,-18.0,134.0,1,right,MISS K. Thompson 13' driving floating Shot,[202691],1610612744.0,GSW,driving floating,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,13.58,Missed,,,,,,,,,,,,,,,,,,
310,PT03M33.00S,2022-11-04T00:04:30.4Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,46,54,2022-11-04T00:04:31Z,3070000,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Center,,,309.0,2.0,2.0,0.0,,,,,,,,,,,,,,
311,PT03M19.00S,2022-11-04T00:04:46.9Z,2,REGULAR,foul,personal,[],203110,,,1610612753,46,54,2022-11-04T00:04:52Z,3080000,,,0,,D. Green personal FOUL (2 PF),"[203110, 1630532]",1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1627964.0,2.0,1.0,Wagner,1630532.0,,
313,PT03M19.00S,2022-11-04T00:04:52.3Z,2,REGULAR,substitution,out,[],1630541,,,1610612753,46,54,2022-11-04T00:05:05Z,3100000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT03M19.00S,2022-11-04T00:04:52.3Z,2,REGULAR,substitution,out,[],1630164,,,1610612753,46,54,2022-11-04T00:05:05Z,3110000,,,0,,SUB out: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M19.00S,2022-11-04T00:04:52.3Z,2,REGULAR,substitution,in,[],1629673,,,1610612753,46,54,2022-11-04T00:05:05Z,3120000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M19.00S,2022-11-04T00:04:52.3Z,2,REGULAR,substitution,in,[],203952,,,1610612753,46,54,2022-11-04T00:05:05Z,3130000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M08.00S,2022-11-04T00:05:20.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,4.944152431011826,52.94117647058824,1610612753,46,54,2022-11-04T00:05:25Z,3140000,-15.0,-6.0,1,left,MISS F. Wagner cutting Layup,[1630532],1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
318,PT03M04.00S,2022-11-04T00:05:24.3Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,46,54,2022-11-04T00:19:43Z,3150000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,317.0,2.0,2.0,0.0,,,,,,,,,,,,,,
319,PT02M56.00S,2022-11-04T00:05:32.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.9862023653088,51.71568627450981,1610612744,46,54,2022-11-04T00:05:38Z,3160000,9.0,13.0,1,right,MISS J. Poole driving Layup,[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
320,PT02M55.00S,2022-11-04T00:05:35.1Z,2,REGULAR,rebound,offensive,[],1629673,,,1610612744,46,54,2022-11-04T00:05:35Z,3170000,,,0,,J. Poole REBOUND (Off:1 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,319.0,2.0,1.0,1.0,,,,,,,,,,,,,,
321,PT02M55.00S,2022-11-04T00:05:35.9Z,2,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612744,46,54,2022-11-04T00:05:49Z,3180000,,,0,,J. Suggs shooting personal FOUL (2 PF) (Poole 2 FT),"[1630591, 1629673]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627964.0,2.0,0.0,Poole,1629673.0,,
323,PT02M55.00S,2022-11-04T00:06:01.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629673,,,1610612744,46,55,2022-11-04T00:06:30Z,3200000,,,0,,J. Poole Free Throw 1 of 2 (4 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
324,PT02M55.00S,2022-11-04T00:06:08.3Z,2,REGULAR,substitution,out,[],1628964,,,1610612744,46,55,2022-11-04T00:06:15Z,3210000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M55.00S,2022-11-04T00:06:08.3Z,2,REGULAR,substitution,in,[],1630284,,,1610612744,46,55,2022-11-04T00:06:15Z,3220000,,,0,,SUB in: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M55.00S,2022-11-04T00:06:01.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629673,,,1610612744,46,55,2022-11-04T00:06:30Z,3230000,,,0,,MISS J. Poole Free Throw 2 of 2,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
327,PT02M52.00S,2022-11-04T00:06:04.0Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,46,55,2022-11-04T00:06:30Z,3240000,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,326.0,3.0,3.0,0.0,,,,,,,,,,,,,,
328,PT02M37.00S,2022-11-04T00:06:45.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,5.995400788436268,54.90196078431373,1610612753,48,55,2022-11-04T00:33:40Z,3250000,-25.0,4.0,1,left,P. Banchero driving finger roll Layup (4 PTS),[1631094],1610612753.0,ORL,driving finger roll,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,4.0,,,,,,,,,,,,,
329,PT02M21.00S,2022-11-04T00:07:01.6Z,2,REGULAR,2pt,Jump Shot,[],203952,74.98357424441524,26.715686274509803,1610612744,48,57,2022-11-04T00:07:07Z,3260000,-116.0,183.0,1,right,A. Wiggins 21' pullup Jump Shot (10 PTS),[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left Center,21.66,Made,,,,,10.0,,,,,,,,,,,,,
330,PT02M10.00S,2022-11-04T00:07:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,6.389618922470433,52.69607843137255,1610612753,50,57,2022-11-04T00:07:20Z,3270000,-13.0,8.0,1,left,J. Suggs driving reverse Layup (8 PTS),[1630591],1610612753.0,ORL,driving reverse,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,8.0,,,,,,,,,,,,,
331,PT01M54.00S,2022-11-04T00:07:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,90.48948751642575,48.28431372549019,1610612744,50,57,2022-11-04T00:07:33Z,3280000,-9.0,37.0,1,right,MISS J. Poole driving Layup,[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,,,,,,,,
332,PT01M52.00S,2022-11-04T00:07:30.3Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,50,57,2022-11-04T00:07:33Z,3290000,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,331.0,4.0,4.0,0.0,,,,,,,,,,,,,,
333,PT01M48.00S,2022-11-04T00:07:34.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631094,31.35676741130092,38.23529411764706,1610612753,50,57,2022-11-04T00:38:05Z,3300000,59.0,242.0,1,left,MISS P. Banchero 24' running pullup 3PT,[1631094],1610612753.0,ORL,running pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,24.93,Missed,,,,,,,,,,,,,,,,,,
334,PT01M47.00S,2022-11-04T00:07:35.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,50,57,2022-11-04T00:07:45Z,3310000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,333.0,,,,,,,,,,,,,,,,,
335,PT01M47.00S,2022-11-04T00:07:42.0Z,2,REGULAR,foul,personal,[],203952,,,1610612753,50,57,2022-11-04T00:08:10Z,3320000,,,0,,A. Wiggins loose ball personal FOUL (2 PF),"[203952, 1630284]",1610612744.0,GSW,loose ball,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201245.0,2.0,0.0,Harris,1630284.0,,
337,PT01M42.00S,2022-11-04T00:08:17.6Z,2,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,50,57,2022-11-04T00:09:09Z,3340000,,,0,,J. Suggs bad pass out-of-bounds TURNOVER (3 TO),[1630591],1610612753.0,ORL,bad pass,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,,,1162.0,,,,,,
338,PT01M31.00S,2022-11-04T00:08:39.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201939,72.48685939553219,83.57843137254902,1610612744,50,60,2022-11-04T00:08:43Z,3350000,168.0,206.0,1,right,S. Curry 26' 3PT  (11 PTS) (D. Green 4 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,26.58,Made,,,,,11.0,D. Green,203110.0,4.0,,,,,,,,,,
339,PT01M20.00S,2022-11-04T00:08:53.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201939,,,1610612753,50,60,2022-11-04T00:09:19Z,3360000,,,0,,S. Curry personal FOUL (2 PF) (Carter Jr. 2 FT),"[201939, 1628976]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,201245.0,2.0,0.0,Carter Jr.,1628976.0,,
341,PT01M20.00S,2022-11-04T00:09:21.3Z,2,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,50,60,2022-11-04T00:09:21Z,3380000,,,0,,MISS W. Carter Jr. Free Throw 1 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
342,PT01M20.00S,2022-11-04T00:09:21.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,50,60,2022-11-04T00:09:21Z,3390000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,341.0,,,,,,,,,,,,,,,,,
344,PT01M20.00S,2022-11-04T00:09:37.6Z,2,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,51,60,2022-11-04T00:09:37Z,3400000,,,0,,W. Carter Jr. Free Throw 2 of 2 (7 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
345,PT01M10.00S,2022-11-04T00:09:49.0Z,2,REGULAR,3pt,Jump Shot,[],201939,67.88764783180025,30.637254901960787,1610612744,51,63,2022-11-04T00:09:57Z,3410000,-97.0,249.0,1,right,S. Curry 26' 3PT step back (14 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.75,Made,,,,,14.0,,,,,,,,,,,,,
347,PT00M49.00S,2022-11-04T00:10:28.2Z,2,REGULAR,3pt,Jump Shot,[],1630284,2.9730617608409986,97.30392156862744,1610612753,51,63,2022-11-04T00:10:36Z,3430000,-237.0,-25.0,1,left,MISS K. Harris 3PT,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,Left Corner 3,24+ Left,23.78,Missed,,,,,,,,,,,,,,,,,,
348,PT00M44.90S,2022-11-04T00:10:32.3Z,2,REGULAR,rebound,offensive,[],1630284,,,1610612753,51,63,2022-11-04T00:10:36Z,3440000,,,0,,K. Harris REBOUND (Off:2 Def:1),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,Left Corner 3,24+ Left,,,347.0,3.0,1.0,2.0,,,,,,,,,,,,,,
349,PT00M44.30S,2022-11-04T00:10:35.2Z,2,REGULAR,turnover,out-of-bounds,[],1630284,,,1610612753,51,63,2022-11-04T00:10:42Z,3450000,,,0,,K. Harris bad pass out-of-bounds TURNOVER (1 TO),[1630284],1610612753.0,ORL,bad pass,,,Harris,K. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,1627964.0,,,,,,
352,PT00M26.60S,2022-11-04T00:11:38.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203110,90.09526938239159,49.50980392156863,1610612744,51,65,2022-11-04T00:11:44Z,3480000,-2.0,41.0,1,right,D. Green driving DUNK (4 PTS) (A. Wiggins 2 AST),"[203110, 203952]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,4.07,Made,,,,,4.0,A. Wiggins,203952.0,2.0,,,,,,,,,,
354,PT00M04.70S,2022-11-04T00:12:05.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,6.389618922470433,47.549019607843135,1610612753,53,65,2022-11-04T00:12:15Z,3500000,12.0,8.0,1,left,J. Suggs driving Layup (10 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,10.0,,,,,,,,,,,,,
355,PT00M04.70S,2022-11-04T00:12:08.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203110,,,1610612753,53,65,2022-11-04T00:12:16Z,3510000,,,0,,D. Green shooting personal FOUL (3 PF) (Suggs 1 FT),"[203110, 1630591]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1162.0,3.0,1.0,Suggs,1630591.0,,
357,PT00M04.70S,2022-11-04T00:12:22.1Z,2,REGULAR,substitution,out,[],203110,,,1610612753,53,65,2022-11-04T00:12:46Z,3530000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M04.70S,2022-11-04T00:12:22.1Z,2,REGULAR,substitution,in,[],1626172,,,1610612753,53,65,2022-11-04T00:12:46Z,3540000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT00M04.70S,2022-11-04T00:12:44.2Z,2,REGULAR,freethrow,1 of 1,[],1630591,,,1610612753,53,65,2022-11-04T00:12:44Z,3550000,,,0,,MISS J. Suggs Free Throw 1 of 1,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
360,PT00M01.70S,2022-11-04T00:12:47.2Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,53,65,2022-11-04T00:12:47Z,3560000,,,0,,K. Looney REBOUND (Off:2 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,359.0,5.0,3.0,2.0,,,,,,,,,,,,,,
361,PT00M00.10S,2022-11-04T00:12:48.2Z,2,REGULAR,3pt,Jump Shot,[],201939,36.08738501971091,18.872549019607842,1610612744,53,65,2022-11-04T00:12:58Z,3570000,-156.0,548.0,1,right,MISS S. Curry 57' running 3PT,[201939],1610612744.0,GSW,running,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,57.0,Missed,,,,,,,,,,,,,,,,,,
