actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-24T00:10:50.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-24T00:10:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-12-24T00:10:54.2Z,1,REGULAR,jumpball,recovered,[],1629640,,,1610612759,0,0,2022-12-24T00:10:54Z,40000,False,,,0,,Jump Ball J. Poeltl vs. B. Bol: Tip to K. Johnson,"[1629640, 1627751, 1629626]",1610612759.0,SAS,startperiod,K. Johnson,1629640.0,Johnson,K. Johnson,Poeltl,1627751.0,Bol,1629626.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2022-12-24T00:11:20.7Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,0,0,2022-12-24T00:11:33Z,80000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1628365]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,1.0,Fultz,1628365.0,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2022-12-24T00:11:20.7Z,1,REGULAR,steal,,[],1628365,,,1610612753,0,0,2022-12-24T00:11:24Z,90000,False,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2022-12-24T00:11:28.3Z,1,REGULAR,turnover,bad pass,[],1631094,,,1610612753,0,0,2022-12-24T00:13:06Z,100000,False,,,0,,P. Banchero bad pass TURNOVER (1 TO),"[1631094, 1630170]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,1.0,Vassell,1630170.0,,,,,,,,,,,,,,,,,
11,PT11M34.00S,2022-12-24T00:11:28.3Z,1,REGULAR,steal,,[],1630170,,,1610612759,0,0,2022-12-24T00:13:21Z,110000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
12,PT11M15.00S,2022-12-24T00:11:47.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,68.28186596583443,68.87254901960785,1610612759,0,3,2022-12-24T00:11:53Z,120000,False,94.0,246.0,1,right,K. Johnson 26' 3PT  (3 PTS) (T. Jones 1 AST),"[1629640, 1630200]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,26.32,Made,3.0,T. Jones,1630200.0,1.0,,,,,,,,,,,
14,PT10M54.00S,2022-12-24T00:12:08.1Z,1,REGULAR,3pt,Jump Shot,[],1629021,32.276609724047304,37.5,1610612753,0,3,2022-12-24T00:12:13Z,140000,False,62.0,251.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,,25.86,Missed,,,,,,,,,,,,,,,
15,PT10M51.00S,2022-12-24T00:12:11.1Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,0,3,2022-12-24T00:12:13Z,150000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,
16,PT10M47.00S,2022-12-24T00:12:16.2Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,0,3,2022-12-24T00:12:25Z,160000,False,,,0,,T. Jones bad pass TURNOVER (2 TO),"[1630200, 1629626]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,2.0,Bol,1629626.0,,,,,,,,,,,,,,,,,
