actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-11-26T00:10:40.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-26T00:10:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-26T00:10:43.5Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2022-11-26T00:10:43Z,40000,False,,,0,,Jump Ball B. Bol vs. M. Harrell: Tip to J. Suggs,"[1630591, 1629626, 1626149]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Bol,1629626.0,Harrell,1626149.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-11-26T00:11:00.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628964,13.222733245729303,50.0,1610612753,0,0,2022-11-26T00:11:56Z,70000,False,0.0,72.0,1,left,MISS M. Bamba 7' floating Shot,[1628964],1610612753.0,ORL,floating,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,7.18,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2022-11-26T00:11:02.8Z,1,REGULAR,rebound,offensive,[],1629626,,,1610612753,0,0,2022-11-26T00:11:56Z,80000,False,,,0,,B. Bol REBOUND (Off:1 Def:0),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M40.00S,2022-11-26T00:11:07.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629626,5.590000152587891,50.0,1610612753,2,0,2022-11-26T00:12:04Z,90000,False,0.0,0.0,1,left,B. Bol tip DUNK (2 PTS),[1629626],1610612753.0,ORL,tip,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
11,PT11M17.00S,2022-11-26T00:11:35.8Z,1,REGULAR,2pt,Jump Shot,[],202699,93.11760840998686,75.98039215686273,1610612755,2,2,2022-11-26T00:11:43Z,110000,False,130.0,12.0,1,right,T. Harris 13' Jump Shot (2 PTS) (S. Milton 1 AST),"[202699, 1629003]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,13.05,Made,,,,,2.0,S. Milton,1629003.0,1.0,,,,,,,,,,
13,PT11M08.00S,2022-11-26T00:11:46.5Z,1,REGULAR,foul,personal,['2freethrow'],200782,,,1610612753,2,2,2022-11-26T00:12:03Z,130000,False,,,0,,P. Tucker shooting personal FOUL (1 PF) (Banchero 2 FT),"[200782, 1631094]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202049.0,1.0,0.0,Banchero,1631094.0,,,,,
15,PT11M08.00S,2022-11-26T00:12:18.4Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,3,2,2022-11-26T00:12:39Z,150000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
16,PT11M08.00S,2022-11-26T00:12:18.4Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,3,2,2022-11-26T00:12:39Z,160000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
17,PT11M04.00S,2022-11-26T00:12:22.4Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,3,2,2022-11-26T00:12:39Z,170000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
