actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
22,PT09M40.00S,2023-01-06T00:13:16.9Z,1,REGULAR,3pt,Jump Shot,[],203914,91.14651773981603,97.30392156862744,1610612753,0,4,2023-01-06T00:13:25Z,220000,False,237.0,31.0,1,right,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,,23.85,Missed,,,,,,,,,,,,,,,,,
24,PT09M35.00S,2023-01-06T00:13:21.9Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,0,4,2023-01-06T00:13:25Z,240000,False,,,0,,P. Banchero REBOUND (Off:1 Def:0),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,
25,PT09M33.00S,2023-01-06T00:13:23.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631094,91.80354796320631,60.049019607843135,1610612753,0,4,2023-01-06T00:18:11Z,250000,False,50.0,25.0,1,right,MISS P. Banchero driving DUNK - blocked,"[1631094, 1628991]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,5.59,Missed,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,
26,PT09M33.00S,2023-01-06T00:13:23.6Z,1,REGULAR,block,,[],1628991,,,1610612753,0,4,2023-01-06T00:13:26Z,260000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M33.00S,2023-01-06T00:13:23.6Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,4,2023-01-06T00:13:30Z,270000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M28.00S,2023-01-06T00:13:28.7Z,1,REGULAR,turnover,bad pass,[],1628991,,,1610612763,0,4,2023-01-06T00:20:10Z,280000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (1 TO),"[1628991, 1628365]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,Fultz,1628365.0,,,,,,,,,
29,PT09M28.00S,2023-01-06T00:13:28.7Z,1,REGULAR,steal,,[],1628365,,,1610612753,0,4,2023-01-06T00:13:30Z,290000,False,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
30,PT09M22.00S,2023-01-06T00:13:36.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203914,93.9060446780552,56.127450980392155,1610612753,2,4,2023-01-06T00:13:49Z,300000,False,31.0,5.0,1,right,G. Harris driving Layup (2 PTS),[203914],1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,3.1,Made,,,,,2.0,,,,,,,,,,,,
31,PT09M22.00S,2023-01-06T00:13:40.0Z,1,REGULAR,foul,personal,['1freethrow'],1628415,,,1610612753,2,4,2023-01-06T00:13:49Z,310000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Harris 1 FT),"[1628415, 203914]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1193.0,,,,,,,,,,,,,1.0,0.0,Harris,203914.0,,,
33,PT09M22.00S,2023-01-06T00:14:11.3Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203914,,,1610612753,2,4,2023-01-06T00:14:15Z,330000,False,,,0,,MISS G. Harris Free Throw 1 of 1,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
34,PT09M19.00S,2023-01-06T00:14:14.3Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,2,4,2023-01-06T00:14:15Z,340000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,
35,PT09M02.00S,2023-01-06T00:14:29.3Z,1,REGULAR,2pt,Jump Shot,[],1628415,23.603810775295663,70.09803921568627,1610612763,2,4,2023-01-06T00:14:35Z,350000,False,-100.0,169.0,1,left,MISS D. Brooks 19' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,,19.7,Missed,,,,,,,,,,,,,,,,,
36,PT08M59.00S,2023-01-06T00:14:32.3Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,4,2023-01-06T00:14:35Z,360000,False,,,0,,P. Banchero REBOUND (Off:1 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,,,,35.0,2.0,1.0,1.0,,,,,,,,,,,,,
37,PT08M44.00S,2023-01-06T00:14:47.3Z,1,REGULAR,2pt,Jump Shot,[],1628976,88.12417871222075,67.8921568627451,1610612753,2,4,2023-01-06T00:14:54Z,370000,False,89.0,59.0,1,right,MISS W. Carter Jr. 10' turnaround Shot,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,10.73,Missed,,,,,,,,,,,,,,,,,
38,PT08M42.00S,2023-01-06T00:14:49.3Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,2,4,2023-01-06T00:14:54Z,380000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Right,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,
39,PT08M37.00S,2023-01-06T00:14:56.9Z,1,REGULAR,foul,personal,[],203914,,,1610612763,2,4,2023-01-06T00:15:05Z,390000,False,,,0,,G. Harris personal FOUL (1 PF),"[203914, 1629630]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Left Center,2005.0,,,,,,,,,,,,,1.0,0.0,Morant,1629630.0,,,
41,PT08M33.00S,2023-01-06T00:15:17.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203500,9.017739816031538,35.78431372549019,1610612763,2,4,2023-01-06T00:15:24Z,410000,False,71.0,32.0,1,left,MISS S. Adams 7' driving bank Hook,[203500],1610612763.0,MEM,driving bank,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,7.81,Missed,,,,,,,,,,,,,,,,,
42,PT08M31.00S,2023-01-06T00:15:19.6Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,2,4,2023-01-06T00:15:24Z,420000,False,,,0,,M. Fultz REBOUND (Off:0 Def:2),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,
43,PT08M27.00S,2023-01-06T00:15:23.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628365,92.9862023653088,43.872549019607845,1610612753,2,4,2023-01-06T00:15:29Z,430000,False,-31.0,13.0,1,right,MISS M. Fultz running Layup - blocked,"[1628365, 1628991]",1610612753.0,ORL,running,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,3.34,Missed,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,
44,PT08M27.00S,2023-01-06T00:15:23.0Z,1,REGULAR,block,,[],1628991,,,1610612753,2,4,2023-01-06T00:15:25Z,440000,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT08M27.00S,2023-01-06T00:15:23.0Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,2,4,2023-01-06T00:15:29Z,450000,False,,,0,,D. Brooks REBOUND (Off:0 Def:3),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,43.0,3.0,3.0,0.0,,,,,,,,,,,,,
46,PT08M21.00S,2023-01-06T00:15:29.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629723,10.726018396846255,52.94117647058824,1610612763,2,4,2023-01-06T00:15:37Z,460000,False,-15.0,48.0,1,left,MISS J. Konchar running Layup,[1629723],1610612763.0,MEM,running,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,5.05,Missed,,,,,,,,,,,,,,,,,
47,PT08M21.00S,2023-01-06T00:15:29.8Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,2,4,2023-01-06T00:15:37Z,470000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,
48,PT08M06.00S,2023-01-06T00:15:46.9Z,1,REGULAR,foul,personal,[],1629723,,,1610612753,2,4,2023-01-06T00:15:54Z,480000,False,,,0,,J. Konchar personal FOUL (1 PF),"[1629723, 203914]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,16-24 Center,202049.0,,,,,,,,,,,,,1.0,0.0,Harris,203914.0,,,
50,PT07M58.00S,2023-01-06T00:16:14.0Z,1,REGULAR,3pt,Jump Shot,[],1631094,72.61826544021025,16.42156862745098,1610612753,2,4,2023-01-06T00:16:20Z,500000,False,-168.0,205.0,1,right,MISS P. Banchero 26' step back 3PT,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,26.49,Missed,,,,,,,,,,,,,,,,,
51,PT07M54.00S,2023-01-06T00:16:18.0Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,2,4,2023-01-06T00:16:20Z,510000,False,,,0,,J. Konchar REBOUND (Off:0 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,,50.0,3.0,3.0,0.0,,,,,,,,,,,,,
52,PT07M49.00S,2023-01-06T00:16:25.3Z,1,REGULAR,foul,personal,[],1631094,,,1610612763,2,4,2023-01-06T00:16:32Z,520000,False,,,0,,P. Banchero personal FOUL (1 PF),"[1631094, 1628991]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,2005.0,,,,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0,,,
54,PT07M43.00S,2023-01-06T00:16:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,9.674770039421814,48.28431372549019,1610612763,2,6,2023-01-06T00:17:00Z,540000,False,9.0,38.0,1,left,J. Jackson Jr. driving Layup (2 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,3.94,Made,,,,,2.0,,,,,,,,,,,,
55,PT07M31.00S,2023-01-06T00:17:05.2Z,1,REGULAR,3pt,Jump Shot,[],1631094,67.7562417871222,61.76470588235294,1610612753,2,6,2023-01-06T00:17:11Z,550000,False,59.0,251.0,1,right,MISS P. Banchero 25' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,25.74,Missed,,,,,,,,,,,,,,,,,
56,PT07M31.00S,2023-01-06T00:17:05.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,2,6,2023-01-06T00:17:11Z,560000,False,,,0,,J. Morant REBOUND (Off:1 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,55.0,2.0,1.0,1.0,,,,,,,,,,,,,
57,PT07M16.00S,2023-01-06T00:17:21.0Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,2,6,2023-01-06T00:17:26Z,570000,False,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1631094]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,Banchero,1631094.0,,,,,,,,,
58,PT07M16.00S,2023-01-06T00:17:21.0Z,1,REGULAR,steal,,[],1631094,,,1610612753,2,6,2023-01-06T00:17:23Z,580000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M06.00S,2023-01-06T00:17:30.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628365,77.21747700394218,37.5,1610612753,4,6,2023-01-06T00:17:34Z,590000,False,-62.0,162.0,1,right,M. Fultz 17' pullup Jump Shot (2 PTS),[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Left Center,,17.34,Made,,,,,2.0,,,,,,,,,,,,
60,PT06M58.00S,2023-01-06T00:17:38.6Z,1,REGULAR,3pt,Jump Shot,[],1628415,17.296320630749015,96.32352941176471,1610612763,4,6,2023-01-06T00:17:43Z,600000,False,-232.0,110.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,25.64,Missed,,,,,,,,,,,,,,,,,
61,PT06M55.00S,2023-01-06T00:17:41.6Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,4,6,2023-01-06T00:17:43Z,610000,False,,,0,,M. Fultz REBOUND (Off:0 Def:3),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,,,,60.0,3.0,3.0,0.0,,,,,,,,,,,,,
63,PT06M48.00S,2023-01-06T00:17:56.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,4,6,2023-01-06T00:17:56Z,630000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M48.00S,2023-01-06T00:17:58.9Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,4,6,2023-01-06T00:20:39Z,640000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M48.00S,2023-01-06T00:17:58.9Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,4,6,2023-01-06T00:20:39Z,650000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M37.00S,2023-01-06T00:21:04.2Z,1,REGULAR,3pt,Jump Shot,[],203914,64.99671484888306,46.568627450980394,1610612753,4,6,2023-01-06T00:21:09Z,660000,False,-17.0,277.0,1,right,MISS G. Harris 27' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,27.7,Missed,,,,,,,,,,,,,,,,,
67,PT06M34.00S,2023-01-06T00:21:07.2Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,4,6,2023-01-06T00:21:09Z,670000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,
68,PT06M20.00S,2023-01-06T00:21:21.2Z,1,REGULAR,3pt,Jump Shot,[],1628991,32.802233902759525,53.18627450980392,1610612763,4,9,2023-01-06T00:21:27Z,680000,False,-16.0,256.0,1,left,J. Jackson Jr. 25' 3PT  (5 PTS) (D. Brooks 1 AST),"[1628991, 1628415]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,25.63,Made,,,,,5.0,,,,,,,,,,D. Brooks,1628415.0,1.0
70,PT06M03.00S,2023-01-06T00:21:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,88.12417871222075,49.754901960784316,1610612753,4,9,2023-01-06T00:21:45Z,700000,False,-1.0,59.0,1,right,MISS J. Suggs driving Layup - blocked,"[1630591, 1628991]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,5.91,Missed,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,
71,PT06M03.00S,2023-01-06T00:21:39.1Z,1,REGULAR,block,,[],1628991,,,1610612753,4,9,2023-01-06T00:21:42Z,710000,False,,,0,,J. Jackson Jr. BLOCK (3 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M03.00S,2023-01-06T00:21:39.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,4,9,2023-01-06T00:21:45Z,720000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,70.0,,,,,,,,,,,,,,,,
74,PT06M03.00S,2023-01-06T00:21:46.5Z,1,REGULAR,substitution,out,[],1628991,,,1610612753,4,9,2023-01-06T00:21:49Z,740000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M03.00S,2023-01-06T00:21:46.5Z,1,REGULAR,substitution,in,[],1630583,,,1610612753,4,9,2023-01-06T00:21:49Z,750000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M03.00S,2023-01-06T00:22:01.3Z,1,REGULAR,foul,personal,['2freethrow'],203500,,,1610612753,4,9,2023-01-06T00:22:27Z,760000,False,,,0,,S. Adams shooting personal FOUL (1 PF) (Harris 2 FT),"[203500, 203914]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,2005.0,,,,,,,,,,,,,1.0,0.0,Harris,203914.0,,,
78,PT06M03.00S,2023-01-06T00:22:27.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203914,,,1610612753,5,9,2023-01-06T00:22:27Z,780000,False,,,0,,G. Harris Free Throw 1 of 2 (3 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
79,PT06M03.00S,2023-01-06T00:22:46.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203914,,,1610612753,6,9,2023-01-06T00:22:46Z,790000,False,,,0,,G. Harris Free Throw 2 of 2 (4 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
80,PT05M51.00S,2023-01-06T00:22:58.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,8.541392904073588,61.29748774509803,1610612763,6,9,2023-01-06T00:28:16Z,800000,False,-56.0,28.0,1,left,MISS D. Brooks 6' driving floating bank Shot,[1628415],1610612763.0,MEM,driving floating bank,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,6.3,Missed,,,,,,,,,,,,,,,,,
