shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
12:00,2,PT12M00.00S,2022-12-11T23:10:22.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-11T23:10:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:55,4,PT11M55.00S,2022-12-11T23:10:26.6Z,1,REGULAR,jumpball,recovered,[],1627832,,,1610612761,0,0,2022-12-11T23:10:26Z,40000,False,,,0,,Jump Ball C. Koloko vs. B. Bol: Tip to F. VanVleet,"[1627832, 1631132, 1629626]",23,1610612761.0,TOR,startperiod,F. VanVleet,1627832.0,VanVleet,F. VanVleet,Koloko,1631132.0,Bol,1629626.0,,,,,,,,,,,,,,,,,,,,,,
11:41,7,PT11M41.00S,2022-12-11T23:10:40.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,84.1819973718791,40.931372549019606,1610612761,0,2,2022-12-11T23:10:48Z,70000,False,-45.0,96.0,1,right,S. Barnes 10' turnaround Hook (2 PTS) (P. Siakam 1 AST),"[1630567, 1627783]",4,1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,10.63,Made,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
11:19,8,PT11M19.00S,2022-12-11T23:11:02.0Z,1,REGULAR,3pt,Jump Shot,[],1629021,14.14257555847569,3.9215686274509802,1610612753,0,2,2022-12-11T23:11:07Z,80000,False,230.0,80.0,1,left,MISS M. Wagner 24' 3PT,[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Right Corner 3,24+ Right,24.4,Missed,,,,,,,,,,,,,,,,,,
11:15,9,PT11M15.00S,2022-12-11T23:11:06.0Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,0,2,2022-12-11T23:11:07Z,90000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],33,1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,
11:07,10,PT11M07.00S,2022-12-11T23:11:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,91.01511169513797,50.49019607843137,1610612761,0,2,2022-12-11T23:11:19Z,100000,False,2.0,32.0,1,right,MISS S. Barnes driving Layup,[1630567],4,1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
11:04,11,PT11M04.00S,2022-12-11T23:11:18.1Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,0,2,2022-12-11T23:11:19Z,110000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],20,1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
10:41,12,PT10M41.00S,2022-12-11T23:11:40.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629626,7.966491458607096,48.28431372549019,1610612753,2,2,2022-12-11T23:11:46Z,120000,False,9.0,22.0,1,left,B. Bol driving Hook (2 PTS) (P. Banchero 1 AST),"[1629626, 1631094]",10,1610612753.0,ORL,driving,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,2.4,Made,2.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,
10:29,14,PT10M29.00S,2022-12-11T23:11:52.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,90.22667542706965,50.73529411764706,1610612761,2,2,2022-12-11T23:11:58Z,140000,False,4.0,39.0,1,right,MISS P. Siakam driving Layup - blocked,"[1627783, 1629626]",43,1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,Bol,1629626.0,,,,,,,,
10:29,15,PT10M29.00S,2022-12-11T23:11:52.3Z,1,REGULAR,block,,[],1629626,,,1610612761,2,2,2022-12-11T23:11:56Z,150000,False,,,0,,B. Bol BLOCK (1 BLK),[1629626],10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
10:24,16,PT10M24.00S,2022-12-11T23:11:57.3Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,2,2,2022-12-11T23:11:58Z,160000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
10:23,17,PT10M23.00S,2022-12-11T23:11:57.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629626,7.835085413929041,47.794117647058826,1610612753,4,2,2022-12-11T23:12:08Z,170000,False,11.0,21.0,1,left,B. Bol running finger roll Layup (4 PTS),[1629626],10,1610612753.0,ORL,running finger roll,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,2.38,Made,4.0,,,,,,,,,,,,,,,,,
10:07,18,PT10M07.00S,2022-12-11T23:12:14.3Z,1,REGULAR,3pt,Jump Shot,[],1629018,76.95466491458606,12.009803921568627,1610612761,4,2,2022-12-11T23:12:21Z,180000,False,-190.0,164.0,1,right,MISS G. Trent Jr. 25' 3PT,[1629018],33,1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,25.11,Missed,,,,,,,,,,,,,,,,,,
10:07,19,PT10M07.00S,2022-12-11T23:12:14.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,4,2,2022-12-11T23:12:21Z,190000,False,,,0,,TEAM offensive REBOUND,[],,1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,18.0,,,,,,,,,,,,,
10:07,20,PT10M07.00S,2022-12-11T23:12:22.0Z,1,REGULAR,foul,personal,[],1629021,,,1610612761,4,2,2022-12-11T23:37:34Z,200000,False,,,0,,M. Wagner personal FOUL (1 PF),"[1629021, 1627783]",21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201246.0,1.0,0.0,Siakam,1627783.0,,,
09:58,22,PT09M58.00S,2022-12-11T23:12:43.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629018,78.26872536136662,57.84313725490197,1610612761,4,2,2022-12-11T23:16:43Z,220000,False,39.0,152.0,1,right,MISS G. Trent Jr. 15' pullup Shot,[1629018],33,1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Center,15.68,Missed,,,,,,,,,,,,,,,,,,
09:57,23,PT09M57.00S,2022-12-11T23:12:44.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,4,2,2022-12-11T23:12:51Z,230000,False,,,0,,TEAM defensive REBOUND,[],,1610612753.0,ORL,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,22.0,,,,,,,,,,,,,
09:48,25,PT09M48.00S,2022-12-11T23:13:04.4Z,1,REGULAR,foul,personal,[],1629018,,,1610612753,4,2,2022-12-11T23:13:15Z,250000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1629626]",33,1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202049.0,1.0,0.0,Bol,1629626.0,,,
09:47,27,PT09M47.00S,2022-12-11T23:13:22.7Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612753,4,2,2022-12-11T23:13:33Z,270000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (Wagner 2 FT),"[1627783, 1630532]",43,1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,29032.0,1.0,0.0,Wagner,1630532.0,,,
09:47,29,PT09M47.00S,2022-12-11T23:13:41.4Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,5,2,2022-12-11T23:13:41Z,290000,False,,,0,,F. Wagner Free Throw 1 of 2 (1 PTS),[1630532],22,1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
09:47,30,PT09M47.00S,2022-12-11T23:13:55.4Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,6,2,2022-12-11T23:13:55Z,300000,False,,,0,,F. Wagner Free Throw 2 of 2 (2 PTS),[1630532],22,1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
09:28,31,PT09M28.00S,2022-12-11T23:14:16.7Z,1,REGULAR,3pt,Jump Shot,[],1627783,88.78120893561103,3.9215686274509802,1610612761,6,2,2022-12-11T23:14:23Z,310000,False,-230.0,53.0,1,right,MISS P. Siakam 3PT,[1627783],43,1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,23.64,Missed,,,,,,,,,,,,,,,,,,
09:23,32,PT09M23.00S,2022-12-11T23:14:21.7Z,1,REGULAR,rebound,offensive,[],1627832,,,1610612761,6,2,2022-12-11T23:14:23Z,320000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:0),[1627832],23,1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,,,,,,,31.0,1.0,0.0,1.0,,,,,,,,,,
09:22,33,PT09M22.00S,2022-12-11T23:14:21.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627832,90.09526938239159,48.77450980392157,1610612761,6,4,2022-12-11T23:14:31Z,330000,False,-6.0,41.0,1,right,F. VanVleet putback Layup (2 PTS),[1627832],23,1610612761.0,TOR,putback,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,4.11,Made,2.0,,,,,,,,,,,,,,,,,
09:13,34,PT09M13.00S,2022-12-11T23:14:31.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,9.592641261498029,55.575980392156865,1610612753,6,4,2022-12-11T23:15:06Z,340000,False,-28.0,38.0,1,left,MISS P. Banchero driving Layup - blocked,"[1631094, 1631132]",5,1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,Koloko,1631132.0,,,,,,,,
09:13,35,PT09M13.00S,2022-12-11T23:14:31.4Z,1,REGULAR,block,,[],1631132,,,1610612753,6,4,2022-12-11T23:14:34Z,350000,False,,,0,,C. Koloko BLOCK (1 BLK),[1631132],35,1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
09:08,36,PT09M08.00S,2022-12-11T23:14:36.4Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,6,4,2022-12-11T23:14:38Z,360000,False,,,0,,P. Banchero REBOUND (Off:1 Def:0),[1631094],5,1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,
