actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M35.00S,2022-11-09T22:56:14.5Z,1,REGULAR,foul,offensive,[],1629643,,,1610612753,14,15,2022-11-09T22:56:26Z,850000,False,,,0,,C. Okeke off-the-ball offensive FOUL (1 PF),"[1629643, 203493]",1610612753.0,ORL,off-the-ball,,,Okeke,C. Okeke,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,202041.0,,,1.0,0.0,Bullock,203493.0
88,PT05M35.00S,2022-11-09T22:56:14.5Z,1,REGULAR,turnover,offensive foul,[],1629643,,,1610612753,14,15,2022-11-09T22:56:14Z,870000,False,,,0,,C. Okeke offensive foul TURNOVER (2 TO),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Mid-Range,16-24 Right,,,,,,,,,,,2.0,,,202041.0,,,,,,
89,PT05M35.00S,2022-11-09T22:56:29.1Z,1,REGULAR,substitution,out,[],203493,,,1610612742,14,15,2022-11-09T22:56:33Z,880000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M35.00S,2022-11-09T22:56:29.1Z,1,REGULAR,substitution,in,[],203501,,,1610612742,14,15,2022-11-09T22:56:33Z,890000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M22.00S,2022-11-09T22:56:46.0Z,1,REGULAR,foul,personal,[],203082,,,1610612742,14,15,2022-11-09T22:56:57Z,900000,False,,,0,,T. Ross personal FOUL (1 PF),"[203082, 1629029]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,200833.0,,,1.0,0.0,Doncic,1629029.0
93,PT05M22.00S,2022-11-09T22:57:02.2Z,1,REGULAR,substitution,out,[],1630532,,,1610612742,14,15,2022-11-09T22:57:11Z,920000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M22.00S,2022-11-09T22:57:02.2Z,1,REGULAR,substitution,in,[],1630181,,,1610612742,14,15,2022-11-09T22:57:11Z,930000,False,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M22.00S,2022-11-09T22:57:19.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,14,15,2022-11-09T22:57:24Z,940000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,200833.0,,,,,,
97,PT05M12.00S,2022-11-09T22:57:47.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,64.07687253613666,49.26470588235294,1610612742,14,15,2022-11-09T22:57:53Z,960000,False,-4.0,285.0,1,right,MISS L. Doncic 28' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,28.52,Missed,,,,,,,,,,,,,,,,,,
98,PT05M07.00S,2022-11-09T22:57:52.4Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,14,15,2022-11-09T22:57:53Z,970000,False,,,0,,C. Okeke REBOUND (Off:0 Def:4),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Center,,,,97.0,4.0,4.0,0.0,,,,,,,,,,,,,
99,PT05M00.00S,2022-11-09T22:58:00.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203082,13.748357424441524,47.549019607843135,1610612753,16,15,2022-11-09T22:58:07Z,980000,False,12.0,77.0,1,left,T. Ross 7' driving Hook (2 PTS),[203082],1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,In The Paint (Non-RA),0-8 Center,7.77,Made,2.0,,,,,,,,,,,,,,,,,
100,PT04M52.00S,2022-11-09T22:58:10.2Z,1,REGULAR,foul,personal,[],203082,,,1610612742,16,15,2022-11-09T22:58:21Z,990000,False,,,0,,T. Ross personal FOUL (2 PF),"[203082, 1629029]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203054.0,,,2.0,0.0,Doncic,1629029.0
102,PT04M52.00S,2022-11-09T22:58:20.5Z,1,REGULAR,substitution,out,[],203915,,,1610612742,16,15,2022-11-09T22:58:25Z,1010000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M52.00S,2022-11-09T22:58:20.5Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,16,15,2022-11-09T22:58:25Z,1020000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M40.00S,2022-11-09T22:58:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,86.94152431011827,52.69607843137255,1610612742,16,15,2022-11-09T23:00:42Z,1030000,False,13.0,70.0,1,right,MISS L. Doncic 7' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.15,Missed,,,,,,,,,,,,,,,,,,
106,PT04M36.00S,2022-11-09T22:58:47.3Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,16,15,2022-11-09T22:58:55Z,1050000,False,,,0,,B. Bol REBOUND (Off:0 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,104.0,2.0,2.0,0.0,,,,,,,,,,,,,
107,PT04M32.00S,2022-11-09T22:58:52.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,5.338370565045992,50.73529411764706,1610612753,18,15,2022-11-09T22:59:08Z,1060000,False,-4.0,-2.0,1,left,M. Bamba DUNK (2 PTS) (R. Hampton 1 AST),"[1628964, 1630181]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,0.44,Made,2.0,,,,,R. Hampton,1630181.0,1.0,,,,,,,,,,
109,PT04M09.00S,2022-11-09T22:59:14.5Z,1,REGULAR,3pt,Jump Shot,[],1628467,68.54467805519053,28.186274509803923,1610612742,18,15,2022-11-09T22:59:18Z,1080000,False,-109.0,243.0,1,right,MISS M. Kleber 26' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Left Center,26.66,Missed,,,,,,,,,,,,,,,,,,
110,PT04M06.00S,2022-11-09T22:59:17.5Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,18,15,2022-11-09T22:59:18Z,1090000,False,,,0,,B. Bol REBOUND (Off:0 Def:3),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,,,,109.0,3.0,3.0,0.0,,,,,,,,,,,,,
111,PT04M04.00S,2022-11-09T22:59:19.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629626,17.427726675427067,53.18627450980392,1610612753,20,15,2022-11-09T22:59:28Z,1100000,False,-16.0,111.0,1,left,B. Bol 11' running pullup Jump Shot (4 PTS) (C. Okeke 1 AST),"[1629626, 1629643]",1610612753.0,ORL,running pullup,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,11.24,Made,4.0,,,,,C. Okeke,1629643.0,1.0,,,,,,,,,,
113,PT03M47.00S,2022-11-09T22:59:36.7Z,1,REGULAR,3pt,Jump Shot,[],1627827,92.46057818659659,4.6568627450980395,1610612742,20,18,2022-11-09T22:59:42Z,1120000,False,-227.0,18.0,1,right,D. Finney-Smith 3PT  (3 PTS) (L. Doncic 2 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,22.74,Made,3.0,,,,,L. Doncic,1629029.0,2.0,,,,,,,,,,
115,PT03M30.00S,2022-11-09T22:59:53.7Z,1,REGULAR,turnover,bad pass,[],203082,,,1610612753,20,18,2022-11-09T22:59:59Z,1140000,False,,,0,,T. Ross bad pass TURNOVER (1 TO),"[203082, 203501]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,Hardaway Jr.,203501.0,,,,,,,
116,PT03M30.00S,2022-11-09T22:59:53.7Z,1,REGULAR,steal,,[],203501,,,1610612742,20,18,2022-11-09T23:05:02Z,1150000,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
117,PT03M25.00S,2022-11-09T22:59:58.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630182,93.24901445466492,52.450980392156865,1610612742,20,20,2022-11-09T23:00:05Z,1160000,False,12.0,11.0,1,right,J. Green running Layup (2 PTS) (T. Hardaway Jr. 1 AST),"[1630182, 203501]",1610612742.0,DAL,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.65,Made,2.0,,,,,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,
120,PT03M09.00S,2022-11-09T23:00:31.1Z,1,REGULAR,substitution,out,[],1629643,,,1610612753,20,20,2022-11-09T23:00:39Z,1190000,False,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M09.00S,2022-11-09T23:00:31.1Z,1,REGULAR,substitution,in,[],1631216,,,1610612753,20,20,2022-11-09T23:00:39Z,1200000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M59.00S,2022-11-09T23:00:57.7Z,1,REGULAR,turnover,bad pass,[],1630181,,,1610612753,20,20,2022-11-09T23:01:02Z,1210000,False,,,0,,R. Hampton bad pass TURNOVER (1 TO),"[1630181, 1630182]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Green,1630182.0,,,,,,,
123,PT02M59.00S,2022-11-09T23:00:57.7Z,1,REGULAR,steal,,[],1630182,,,1610612742,20,20,2022-11-09T23:00:59Z,1220000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
124,PT02M52.00S,2022-11-09T23:01:04.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628467,91.67214191852825,4.411764705882353,1610612742,20,20,2022-11-09T23:01:09Z,1230000,False,-228.0,26.0,1,right,MISS M. Kleber 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
125,PT02M49.00S,2022-11-09T23:01:07.3Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,20,20,2022-11-09T23:01:09Z,1240000,False,,,0,,B. Bol REBOUND (Off:0 Def:4),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Left Corner 3,24+ Left,,,,124.0,4.0,4.0,0.0,,,,,,,,,,,,,
126,PT02M37.00S,2022-11-09T23:01:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,7.178055190538765,53.67647058823529,1610612753,22,20,2022-11-09T23:01:24Z,1250000,False,-18.0,15.0,1,left,R. Hampton driving Layup (2 PTS),[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,2.37,Made,2.0,,,,,,,,,,,,,,,,,
127,PT02M23.00S,2022-11-09T23:01:36.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,92.32917214191852,52.450980392156865,1610612742,22,22,2022-11-09T23:01:43Z,1260000,False,12.0,20.0,1,right,L. Doncic floating Jump Shot (9 PTS),[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.31,Made,9.0,,,,,,,,,,,,,,,,,
128,PT02M23.00S,2022-11-09T23:01:40.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628964,,,1610612742,22,22,2022-11-09T23:01:52Z,1270000,False,,,0,,M. Bamba shooting personal FOUL (1 PF) (Doncic 1 FT),"[1628964, 1629029]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203054.0,,,1.0,0.0,Doncic,1629029.0
130,PT02M23.00S,2022-11-09T23:02:01.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,22,22,2022-11-09T23:05:02Z,1290000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M23.00S,2022-11-09T23:04:04.8Z,1,REGULAR,substitution,out,[],1629626,,,1610612742,22,22,2022-11-09T23:05:02Z,1300000,False,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M23.00S,2022-11-09T23:04:04.8Z,1,REGULAR,substitution,in,[],1628976,,,1610612742,22,22,2022-11-09T23:05:02Z,1310000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M23.00S,2022-11-09T23:04:52.2Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,22,23,2022-11-09T23:04:52Z,1320000,False,,,0,,L. Doncic Free Throw 1 of 1 (10 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
134,PT02M02.00S,2022-11-09T23:05:13.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,6.652431011826544,49.01960784313725,1610612753,24,23,2022-11-09T23:06:13Z,1330000,False,5.0,10.0,1,left,M. Bamba alley-oop DUNK (4 PTS) (W. Carter Jr. 3 AST),"[1628964, 1628976]",1610612753.0,ORL,alley-oop,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,1.11,Made,4.0,,,,,W. Carter Jr.,1628976.0,3.0,,,,,,,,,,
136,PT01M40.00S,2022-11-09T23:05:36.0Z,1,REGULAR,3pt,Jump Shot,[],1630182,92.90407358738501,96.34650735294117,1610612742,24,23,2022-11-09T23:05:44Z,1350000,False,232.0,14.0,1,right,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.21,Missed,,,,,,,,,,,,,,,,,,
137,PT01M37.00S,2022-11-09T23:05:39.0Z,1,REGULAR,rebound,offensive,[],1628467,,,1610612742,24,23,2022-11-09T23:05:44Z,1360000,False,,,0,,M. Kleber REBOUND (Off:1 Def:0),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Right Corner 3,24+ Right,,,,136.0,1.0,0.0,1.0,,,,,,,,,,,,,
138,PT01M31.00S,2022-11-09T23:05:44.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,78.26872536136662,92.64705882352942,1610612742,24,23,2022-11-09T23:07:01Z,1370000,False,213.0,152.0,1,right,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
139,PT01M28.00S,2022-11-09T23:05:47.9Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,24,23,2022-11-09T23:05:51Z,1380000,False,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Right Center,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,
140,PT01M17.00S,2022-11-09T23:05:59.4Z,1,REGULAR,turnover,bad pass,[],1630181,,,1610612753,24,23,2022-11-09T23:06:04Z,1390000,False,,,0,,R. Hampton bad pass TURNOVER (2 TO),"[1630181, 1629029]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,2.0,Doncic,1629029.0,,,,,,,
141,PT01M17.00S,2022-11-09T23:05:59.4Z,1,REGULAR,steal,,[],1629029,,,1610612742,24,23,2022-11-09T23:06:02Z,1400000,False,,,0,,L. Doncic STEAL (2 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
142,PT01M14.00S,2022-11-09T23:06:04.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630182,92.59198423127464,50.73529411764706,1610612742,24,23,2022-11-09T23:06:12Z,1410000,False,4.0,17.0,1,right,MISS J. Green running Layup - blocked,"[1630182, 1630181]",1610612742.0,DAL,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,Hampton,1630181.0,,,,
143,PT01M14.00S,2022-11-09T23:06:04.6Z,1,REGULAR,block,,[],1630181,,,1610612742,24,23,2022-11-09T23:06:08Z,1420000,False,,,0,,R. Hampton BLOCK (1 BLK),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
144,PT01M14.00S,2022-11-09T23:06:04.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,24,23,2022-11-09T23:06:12Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,142.0,,,,,,,,,,,,,,,,
145,PT01M14.00S,2022-11-09T23:06:12.9Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,24,23,2022-11-09T23:06:19Z,1440000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M14.00S,2022-11-09T23:06:12.9Z,1,REGULAR,substitution,in,[],201580,,,1610612742,24,23,2022-11-09T23:06:19Z,1450000,False,,,0,,SUB in: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M03.00S,2022-11-09T23:06:32.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629029,92.32917214191852,55.392156862745104,1610612742,24,25,2022-11-09T23:06:38Z,1460000,False,27.0,20.0,1,right,L. Doncic driving Layup (12 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,3.34,Made,12.0,,,,,,,,,,,,,,,,,
148,PT00M42.70S,2022-11-09T23:06:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,6.652431011826544,51.225490196078425,1610612753,24,25,2022-11-09T23:07:00Z,1470000,False,-6.0,10.0,1,left,MISS W. Carter Jr. driving Layup,[1628976],1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,,,,,,,,
149,PT00M39.70S,2022-11-09T23:06:56.5Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,24,25,2022-11-09T23:07:00Z,1480000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,
150,PT00M35.80S,2022-11-09T23:07:00.4Z,1,REGULAR,3pt,Jump Shot,[],203501,71.69842312746385,82.59803921568627,1610612742,24,28,2022-11-09T23:08:18Z,1490000,False,163.0,214.0,1,right,T. Hardaway Jr. 26' 3PT pullup (3 PTS) (L. Doncic 3 AST),"[203501, 1629029]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,26.86,Made,3.0,,,,,L. Doncic,1629029.0,3.0,,,,,,,,,,
152,PT00M28.90S,2022-11-09T23:07:18.7Z,1,REGULAR,foul,personal,[],1628467,,,1610612753,24,28,2022-11-09T23:07:31Z,1510000,False,,,0,,M. Kleber personal FOUL (1 PF),"[1628467, 1630181]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200833.0,,,1.0,0.0,Hampton,1630181.0
154,PT00M20.20S,2022-11-09T23:07:39.7Z,1,REGULAR,3pt,Jump Shot,[],1630181,10.5946123521682,96.32352941176471,1610612753,24,28,2022-11-09T23:07:45Z,1530000,False,-232.0,47.0,1,left,MISS R. Hampton step back 3PT,[1630181],1610612753.0,ORL,step back,,,Hampton,R. Hampton,,,,,Left Corner 3,24+ Left,23.63,Missed,,,,,,,,,,,,,,,,,,
155,PT00M16.70S,2022-11-09T23:07:43.2Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,24,28,2022-11-09T23:07:43Z,1540000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,
156,PT00M02.50S,2022-11-09T23:07:57.4Z,1,REGULAR,2pt,Jump Shot,[],1629029,82.21090670170827,26.225490196078432,1610612742,24,28,2022-11-09T23:09:49Z,1550000,False,-119.0,115.0,1,right,MISS L. Doncic 16' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left Center,16.52,Missed,,,,,,,,,,,,,,,,,,
157,PT00M02.50S,2022-11-09T23:07:57.4Z,1,REGULAR,rebound,offensive,[],201580,,,1610612742,24,28,2022-11-09T23:08:05Z,1560000,False,,,0,,J. McGee REBOUND (Off:1 Def:0),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Mid-Range,16-24 Left Center,,,,156.0,1.0,0.0,1.0,,,,,,,,,,,,,
158,PT00M00.00S,2022-11-09T23:08:03.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201580,94.40999984741211,50.0,1610612742,24,28,2022-11-09T23:08:13Z,1570000,False,0.0,0.0,1,right,MISS J. McGee tip Layup,[201580],1610612742.0,DAL,tip,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2022-11-09T23:08:03.6Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,24,28,2022-11-09T23:08:13Z,1580000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,
160,PT00M00.00S,2022-11-09T23:08:08.9Z,1,REGULAR,period,end,[],0,,,1610612753,24,28,2022-11-09T23:08:08Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-11-09T23:08:17.3Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612753,24,28,2022-11-09T23:10:28Z,1600000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-11-09T23:08:17.3Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612753,24,28,2022-11-09T23:10:28Z,1610000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-11-09T23:10:43.9Z,2,REGULAR,period,start,[],0,,,1610612742,24,28,2022-11-09T23:10:43Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M43.00S,2022-11-09T23:11:00.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,82.47371879106439,54.65686274509803,1610612742,24,28,2022-11-09T23:11:08Z,1630000,False,23.0,112.0,1,right,MISS J. McGee 11' turnaround fadeaway Shot,[201580],1610612742.0,DAL,turnaround fadeaway,,,McGee,J. McGee,,,,,In The Paint (Non-RA),8-16 Center,11.46,Missed,,,,,,,,,,,,,,,,,,
165,PT11M39.00S,2022-11-09T23:11:04.8Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,24,28,2022-11-09T23:11:08Z,1640000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Center,,,,164.0,1.0,1.0,0.0,,,,,,,,,,,,,
166,PT11M26.00S,2022-11-09T23:11:16.8Z,2,REGULAR,3pt,Jump Shot,[],203082,28.465834428383708,21.813725490196077,1610612753,24,28,2022-11-09T23:11:22Z,1650000,False,141.0,215.0,1,left,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,,
167,PT11M23.00S,2022-11-09T23:11:19.8Z,2,REGULAR,rebound,defensive,[],201580,,,1610612742,24,28,2022-11-09T23:11:22Z,1660000,False,,,0,,J. McGee REBOUND (Off:1 Def:1),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Above the Break 3,24+ Right Center,,,,166.0,2.0,1.0,1.0,,,,,,,,,,,,,
168,PT11M12.00S,2022-11-09T23:11:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201580,92.9862023653088,48.28431372549019,1610612742,24,30,2022-11-09T23:11:36Z,1670000,False,-9.0,13.0,1,right,J. McGee alley-oop Layup (2 PTS) (J. Green 1 AST),"[201580, 1630182]",1610612742.0,DAL,alley-oop,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,,,,,J. Green,1630182.0,1.0,,,,,,,,,,
170,PT10M45.00S,2022-11-09T23:11:57.3Z,2,REGULAR,turnover,bad pass,[],1628976,,,1610612753,24,30,2022-11-09T23:12:03Z,1690000,False,,,0,,W. Carter Jr. bad pass TURNOVER (2 TO),"[1628976, 1630182]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,Green,1630182.0,,,,,,,
