actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-24T00:10:51.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-24T00:10:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT12M00.00S,2023-01-24T00:11:00.3Z,1,REGULAR,jumpball,recovered,[],1628365,,,1610612753,0,0,2023-01-24T00:14:18Z,35000,False,,,0,,Jump Ball W. Carter Jr. vs. A. Horford: Tip to M. Fultz,"[1628365, 1628976, 201143]",1610612753.0,ORL,startperiod,M. Fultz,1628365.0,Fultz,M. Fultz,Carter Jr.,1628976.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
4,PT11M44.00S,2023-01-24T00:11:09.3Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,0,0,2023-01-24T00:14:54Z,40000,False,,,0,,P. Banchero lost ball out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,lost ball,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,1199.0,1.0,,,,,,,,,,,,,,,,,,
5,PT11M17.00S,2023-01-24T00:11:43.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201143,87.59855453350855,21.323529411764707,1610612738,0,0,2023-01-24T00:11:49Z,50000,False,-143.0,64.0,1,right,MISS A. Horford 15' Jump Shot,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,,,15.71,Missed,,,,,,,,,,,,,,,,
6,PT11M14.00S,2023-01-24T00:11:46.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,0,0,2023-01-24T00:11:49Z,60000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,,,5.0,1.0,1.0,0.0,,,,,,,,,,,,
7,PT11M12.00S,2023-01-24T00:11:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,14.799605781865965,56.86274509803921,1610612753,0,0,2023-01-24T00:17:24Z,70000,False,-34.0,87.0,1,left,MISS M. Fultz 9' Jump Shot,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,9.31,Missed,,,,,,,,,,,,,,,,
8,PT11M10.00S,2023-01-24T00:11:51.9Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,0,0,2023-01-24T00:17:24Z,80000,False,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,
9,PT11M10.00S,2023-01-24T00:11:56.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630532,5.590000152587891,50.0,1610612753,0,0,2023-01-24T00:18:03Z,90000,False,0.0,0.0,1,left,MISS F. Wagner tip Layup,[1630532],1610612753.0,ORL,tip,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
10,PT11M09.00S,2023-01-24T00:11:57.1Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,0,0,2023-01-24T00:18:03Z,100000,False,,,0,,F. Wagner REBOUND (Off:2 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,9.0,2.0,0.0,2.0,,,,,,,,,,,,
11,PT11M07.00S,2023-01-24T00:12:02.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628976,27.151773981603156,19.362745098039216,1610612753,3,0,2023-01-24T00:18:15Z,110000,False,153.0,203.0,1,left,W. Carter Jr. 25' 3PT  (3 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,25.41,Made,,,,,3.0,F. Wagner,1630532.0,1.0,,,,,,,,
