actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M39.00S,2023-02-10T00:12:54.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,0,5,2023-02-10T00:12:56Z,160000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,
17,PT10M39.00S,2023-02-10T00:12:58.3Z,1,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612743,0,5,2023-02-10T00:13:07Z,170000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Brown 2 FT),"[1630591, 1628971]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,1627962.0,1.0,0.0,Brown,1628971.0,,,,,,,,
19,PT10M39.00S,2023-02-10T00:13:18.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628971,,,1610612743,0,6,2023-02-10T00:13:49Z,190000,False,,,0,,B. Brown Free Throw 1 of 2 (1 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
20,PT10M39.00S,2023-02-10T00:13:18.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628971,,,1610612743,0,6,2023-02-10T00:13:49Z,200000,False,,,0,,MISS B. Brown Free Throw 2 of 2,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
21,PT10M36.00S,2023-02-10T00:13:21.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,0,6,2023-02-10T00:13:49Z,210000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,
22,PT10M22.00S,2023-02-10T00:13:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,15.588042049934298,50.73529411764706,1610612753,0,6,2023-02-10T00:13:53Z,220000,False,-4.0,94.0,1,left,MISS M. Fultz 9' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,9.41,Missed,,,,,,,,,,,,,,,,,,
23,PT10M19.00S,2023-02-10T00:13:49.7Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,6,2023-02-10T00:13:53Z,230000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,
24,PT10M10.00S,2023-02-10T00:13:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,87.33574244415243,53.67647058823529,1610612743,0,6,2023-02-10T00:15:05Z,240000,False,18.0,67.0,1,right,MISS M. Porter Jr. 6' floating Shot,[1629008],1610612743.0,DEN,floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,,,,,,,,,,,,,,,,,,
25,PT10M07.00S,2023-02-10T00:14:01.5Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,0,6,2023-02-10T00:14:05Z,250000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,24.0,2.0,1.0,1.0,,,,,,,,,,,,,
26,PT10M07.00S,2023-02-10T00:14:02.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,92.19776609724047,50.0,1610612743,0,8,2023-02-10T00:14:12Z,260000,False,0.0,21.0,1,right,A. Gordon putback Layup (2 PTS),[203932],1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,,,,,,,,,,,,,,,,,
27,PT09M58.00S,2023-02-10T00:14:15.3Z,1,REGULAR,foul,personal,[],203999,,,1610612753,0,8,2023-02-10T00:14:40Z,270000,False,,,0,,N. Jokic personal FOUL (1 PF),"[203999, 1628976]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Right Center,,,,,,,,202035.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,
29,PT09M47.00S,2023-02-10T00:14:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,6.783837056504599,49.754901960784316,1610612753,0,8,2023-02-10T00:16:24Z,290000,False,1.0,11.0,1,left,MISS J. Suggs driving finger roll Layup,[1630591],1610612753.0,ORL,driving finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.14,Missed,,,,,,,,,,,,,,,,,,
30,PT09M44.00S,2023-02-10T00:14:42.3Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,0,8,2023-02-10T00:14:44Z,300000,False,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,29.0,3.0,2.0,1.0,,,,,,,,,,,,,
31,PT09M41.00S,2023-02-10T00:14:48.8Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612743,0,8,2023-02-10T00:14:59Z,310000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Gordon 2 FT),"[1628976, 203932]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202035.0,1.0,0.0,Gordon,203932.0,,,,,,,,
33,PT09M41.00S,2023-02-10T00:15:15.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203932,,,1610612743,0,8,2023-02-10T00:15:15Z,330000,False,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
34,PT09M41.00S,2023-02-10T00:15:15.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,0,8,2023-02-10T00:15:15Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,
35,PT09M41.00S,2023-02-10T00:15:33.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203932,,,1610612743,0,9,2023-02-10T00:15:33Z,350000,False,,,0,,A. Gordon Free Throw 2 of 2 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
75,PT09M28.00S,2023-02-10T00:15:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,13.32128777923785,49.01960784313726,1610612753,0,9,2023-02-10T00:23:16Z,365000,False,5.0,73.0,1,left,MISS M. Fultz 7' driving floating Shot - blocked,"[1628365, 1628971]",1610612753.0,ORL,driving floating,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,7.29,Missed,,,,,,,,,,,Brown,1628971.0,,,,,,
76,PT09M28.00S,2023-02-10T00:15:36.8Z,1,REGULAR,block,,[],1628971,,,1610612753,0,9,2023-02-10T00:23:16Z,372500,False,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT09M26.00S,2023-02-10T00:15:38.8Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,0,9,2023-02-10T00:23:16Z,376250,False,,,0,,A. Gordon REBOUND (Off:1 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,75.0,4.0,3.0,1.0,,,,,,,,,,,,,
38,PT09M18.00S,2023-02-10T00:15:57.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,71.82982917214193,82.35294117647058,1610612743,0,12,2023-02-10T00:22:43Z,380000,False,162.0,212.0,1,right,M. Porter Jr. 26' 3PT running (6 PTS) (K. Caldwell-Pope 1 AST),"[1629008, 203484]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.69,Made,6.0,,,,,,,,,,,,K. Caldwell-Pope,203484.0,1.0,,,
40,PT09M18.00S,2023-02-10T00:16:12.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612753,0,12,2023-02-10T00:16:12Z,400000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M55.00S,2023-02-10T00:19:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,7.703679369250986,52.450980392156865,1610612753,0,12,2023-02-10T00:19:21Z,410000,False,-12.0,20.0,1,left,MISS P. Banchero cutting Layup - blocked,"[1631094, 203932]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,Gordon,203932.0,,,,,,
47,PT08M55.00S,2023-02-10T00:19:15.2Z,1,REGULAR,block,,[],203932,,,1610612753,0,12,2023-02-10T00:19:55Z,415000,False,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M51.00S,2023-02-10T00:19:19.2Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,0,12,2023-02-10T00:19:21Z,420000,False,,,0,,A. Gordon REBOUND (Off:1 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,41.0,5.0,4.0,1.0,,,,,,,,,,,,,
43,PT08M45.00S,2023-02-10T00:19:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,87.86136662286465,53.67647058823529,1610612743,0,12,2023-02-10T00:24:26Z,430000,False,18.0,62.0,1,right,MISS M. Porter Jr. 6' driving floating bank Shot,[1629008],1610612743.0,DEN,driving floating bank,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,,,,,,,,,,,,,,,,,,
44,PT08M43.00S,2023-02-10T00:19:27.7Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,0,12,2023-02-10T00:24:26Z,440000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,
45,PT08M43.00S,2023-02-10T00:19:33.9Z,1,REGULAR,foul,personal,['2freethrow'],203484,,,1610612753,0,12,2023-02-10T00:19:42Z,450000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Banchero 2 FT),"[203484, 1631094]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202035.0,1.0,0.0,Banchero,1631094.0,,,,,,,,
48,PT08M43.00S,2023-02-10T00:19:58.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631094,,,1610612753,0,12,2023-02-10T00:19:58Z,470000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT08M43.00S,2023-02-10T00:19:58.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,0,12,2023-02-10T00:19:58Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,
50,PT08M43.00S,2023-02-10T00:19:58.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631094,,,1610612753,0,12,2023-02-10T00:20:20Z,490000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
51,PT08M39.00S,2023-02-10T00:20:02.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,12,2023-02-10T00:20:20Z,500000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,
52,PT08M28.00S,2023-02-10T00:20:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,94.30026281208936,52.20588235294118,1610612743,0,12,2023-02-10T00:20:40Z,510000,False,11.0,1.0,1,right,MISS M. Porter Jr. driving Layup,[1629008],1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
53,PT08M28.00S,2023-02-10T00:20:31.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,0,12,2023-02-10T00:28:44Z,520000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,52.0,,,,,,,,,,,,,,,,
55,PT08M21.00S,2023-02-10T00:20:45.7Z,1,REGULAR,3pt,Jump Shot,[],1630591,30.56833114323259,20.34313725490196,1610612753,3,12,2023-02-10T00:28:50Z,540000,False,148.0,235.0,1,left,J. Suggs 27' 3PT  (3 PTS) (W. Carter Jr. 1 AST),"[1630591, 1628976]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,27.77,Made,3.0,,,,,,,,,,,,W. Carter Jr.,1628976.0,1.0,,,
57,PT08M04.00S,2023-02-10T00:21:01.4Z,1,REGULAR,3pt,Jump Shot,[],1629008,92.9862023653088,96.07843137254902,1610612743,3,15,2023-02-10T00:21:07Z,560000,False,230.0,13.0,1,right,M. Porter Jr. 3PT  (9 PTS) (A. Gordon 1 AST),"[1629008, 203932]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,23.08,Made,9.0,,,,,,,,,,,,A. Gordon,203932.0,1.0,,,
59,PT07M52.00S,2023-02-10T00:21:14.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630591,5.995400788436268,51.470588235294116,1610612753,5,15,2023-02-10T00:21:27Z,580000,False,-7.0,4.0,1,left,J. Suggs cutting DUNK (5 PTS) (M. Fultz 1 AST),"[1630591, 1628365]",1610612753.0,ORL,cutting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,0.84,Made,5.0,,,,,,,,,,,,M. Fultz,1628365.0,1.0,,,
61,PT07M41.00S,2023-02-10T00:21:25.2Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,5,15,2023-02-10T00:21:54Z,600000,False,,,0,,N. Jokic lost ball TURNOVER (1 TO),"[203999, 1628365]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Fultz,1628365.0
62,PT07M41.00S,2023-02-10T00:21:25.2Z,1,REGULAR,steal,,[],1628365,,,1610612753,5,15,2023-02-10T00:21:27Z,610000,False,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
63,PT07M35.00S,2023-02-10T00:21:31.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628976,5.863994743758213,50.98039215686274,1610612753,7,15,2023-02-10T00:30:49Z,620000,False,-5.0,3.0,1,left,W. Carter Jr. running alley-oop DUNK (2 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,running alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.55,Made,2.0,,,,,,,,,,,,F. Wagner,1630532.0,1.0,,,
65,PT07M27.00S,2023-02-10T00:21:41.9Z,1,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612743,7,15,2023-02-10T00:21:49Z,640000,False,,,0,,B. Brown step out-of-bounds TURNOVER (1 TO),[1628971],1610612743.0,DEN,step,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,1628172.0,,,,,,,,,,1.0,,
66,PT07M20.00S,2023-02-10T00:21:58.4Z,1,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612753,7,15,2023-02-10T00:22:26Z,650000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Wagner 2 FT),"[1628971, 1630532]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,1628172.0,1.0,0.0,Wagner,1630532.0,,,,,,,,
68,PT07M20.00S,2023-02-10T00:22:27.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630532,,,1610612753,8,15,2023-02-10T00:22:27Z,670000,False,,,0,,F. Wagner Free Throw 1 of 2 (1 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
69,PT07M20.00S,2023-02-10T00:22:43.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630532,,,1610612753,9,15,2023-02-10T00:22:43Z,680000,False,,,0,,F. Wagner Free Throw 2 of 2 (2 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
70,PT07M09.00S,2023-02-10T00:22:56.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,91.5407358738502,53.67647058823529,1610612743,9,15,2023-02-10T00:23:02Z,690000,False,18.0,27.0,1,right,MISS A. Gordon driving Layup,[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
71,PT07M05.00S,2023-02-10T00:23:00.9Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,9,15,2023-02-10T00:23:02Z,700000,False,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,70.0,2.0,1.0,1.0,,,,,,,,,,,,,
72,PT07M05.00S,2023-02-10T00:23:01.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,9,15,2023-02-10T00:23:01Z,710000,False,0.0,0.0,1,right,MISS N. Jokic tip Layup,[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
73,PT07M04.00S,2023-02-10T00:23:01.7Z,1,REGULAR,rebound,offensive,[],203484,,,1610612743,9,15,2023-02-10T00:23:01Z,720000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,,,,72.0,1.0,0.0,1.0,,,,,,,,,,,,,
74,PT06M58.00S,2023-02-10T00:23:07.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203932,92.59198423127464,96.81372549019608,1610612743,9,18,2023-02-10T00:23:14Z,730000,False,234.0,17.0,1,right,A. Gordon 3PT step back (6 PTS),[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,Right Corner 3,24+ Right,23.47,Made,6.0,,,,,,,,,,,,,,,,,
78,PT06M42.00S,2023-02-10T00:23:23.3Z,1,REGULAR,2pt,Jump Shot,[],1628365,12.828515111695138,77.45098039215686,1610612753,11,18,2023-02-10T00:23:34Z,740000,False,-137.0,68.0,1,left,M. Fultz 15' turnaround fadeaway Jump Shot (2 PTS),[1628365],1610612753.0,ORL,turnaround fadeaway,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,15.33,Made,2.0,,,,,,,,,,,,,,,,,
79,PT06M24.00S,2023-02-10T00:23:42.2Z,1,REGULAR,turnover,bad pass,[],1628971,,,1610612743,11,18,2023-02-10T00:23:50Z,750000,False,,,0,,B. Brown bad pass TURNOVER (2 TO),"[1628971, 1628365]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,2.0,Fultz,1628365.0
80,PT06M24.00S,2023-02-10T00:23:42.2Z,1,REGULAR,steal,,[],1628365,,,1610612753,11,18,2023-02-10T00:23:44Z,760000,False,,,0,,M. Fultz STEAL (2 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
83,PT06M15.00S,2023-02-10T00:23:53.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630532,6.652431011826544,96.56862745098039,1610612753,11,18,2023-02-10T00:35:19Z,790000,False,-233.0,10.0,1,left,MISS F. Wagner 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
84,PT06M15.00S,2023-02-10T00:24:03.9Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,11,18,2023-02-10T00:24:03Z,800000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,83.0,2.0,1.0,1.0,,,,,,,,,,,,,
85,PT06M15.00S,2023-02-10T00:24:03.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628976,5.590000152587891,50.0,1610612753,13,18,2023-02-10T00:24:16Z,810000,False,0.0,0.0,1,left,W. Carter Jr. tip DUNK (4 PTS),[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
86,PT06M15.00S,2023-02-10T00:24:12.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612743,13,18,2023-02-10T00:24:12Z,820000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
