actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
2,PT12M00.00S,2022-12-28T00:11:16.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-28T00:11:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-12-28T00:11:19.9Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2022-12-28T00:11:20Z,40000,False,,,0,,Jump Ball T. Bryant vs. B. Bol: Tip to L. James,"[2544, 1628418, 1629626]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Bryant,1628418.0,Bol,1629626.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-12-28T00:11:31.9Z,1,REGULAR,3pt,Jump Shot,[],1629022,31.09395532194481,68.13725490196079,1610612747,0,0,2022-12-28T00:11:37Z,70000,False,-91.0,240.0,1,left,MISS L. Walker IV 25' pullup 3PT,[1629022],1610612747.0,LAL,pullup,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2022-12-28T00:11:34.9Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,0,0,2022-12-28T00:11:37Z,80000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2022-12-28T00:11:48.4Z,1,REGULAR,foul,personal,['2freethrow'],201976,,,1610612753,0,0,2022-12-28T00:12:01Z,90000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Banchero 2 FT),"[201976, 1631094]",1610612747.0,LAL,shooting,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Center,,,,,,,201638.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,
11,PT11M28.00S,2022-12-28T00:12:19.7Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,0,0,2022-12-28T00:12:19Z,110000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
12,PT11M28.00S,2022-12-28T00:12:19.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,0,0,2022-12-28T00:12:19Z,120000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
13,PT11M28.00S,2022-12-28T00:12:38.7Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,1,0,2022-12-28T00:12:38Z,130000,False,,,0,,P. Banchero Free Throw 2 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
14,PT11M07.00S,2022-12-28T00:13:00.3Z,1,REGULAR,3pt,Jump Shot,[],201976,26.62614980289093,81.61764705882352,1610612747,1,0,2022-12-28T00:13:12Z,140000,False,-158.0,198.0,1,left,MISS P. Beverley 25' 3PT,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
15,PT11M03.00S,2022-12-28T00:13:04.3Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,1,0,2022-12-28T00:13:12Z,150000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
