actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
443,PT04M02.00S,2023-01-26T01:41:39.6Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612754,93,88,2023-01-26T01:41:41Z,4360000,False,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,442.0,1.0,1.0,0.0,,,,
444,PT03M55.00S,2023-01-26T01:41:46.5Z,3,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612754,93,88,2023-01-26T01:41:56Z,4370000,False,,,0,,B. Hield bad pass out-of-bounds TURNOVER (3 TO),[1627741],1610612754.0,IND,bad pass,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,202901.0,,,,,,,3.0,,,,,,,,,,,,
445,PT03M49.00S,2023-01-26T01:42:13.0Z,3,REGULAR,foul,personal,[],1631097,,,1610612753,93,88,2023-01-26T01:42:22Z,4380000,False,,,0,,B. Mathurin personal FOUL (1 PF),"[1631097, 1628964]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,1146.0,1.0,0.0,Bamba,1628964.0,,,,,,,,,,,,,,,
448,PT03M39.00S,2023-01-26T01:42:41.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628964,92.72339027595268,56.61764705882353,1610612753,93,88,2023-01-26T01:44:36Z,4400000,False,33.0,16.0,1,right,MISS M. Bamba cutting Layup,[1628964],1610612753.0,ORL,cutting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.67,,,,,,,,,,,
449,PT03M35.00S,2023-01-26T01:42:45.4Z,3,REGULAR,rebound,offensive,[],1628964,,,1610612753,93,88,2023-01-26T01:42:53Z,4410000,False,,,0,,M. Bamba REBOUND (Off:1 Def:0),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,448.0,1.0,0.0,1.0,,,,
450,PT03M35.00S,2023-01-26T01:42:44.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628964,94.40999984741211,50.0,1610612753,93,88,2023-01-26T01:42:44Z,4420000,False,0.0,0.0,1,right,MISS M. Bamba tip Layup,[1628964],1610612753.0,ORL,tip,,,Bamba,M. Bamba,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,0.0,,,,,,,,,,,
451,PT03M34.00S,2023-01-26T01:42:45.8Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,93,88,2023-01-26T01:42:45Z,4430000,False,,,0,,M. Turner REBOUND (Off:4 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,450.0,8.0,4.0,4.0,,,,
452,PT03M26.00S,2023-01-26T01:42:54.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,7.30946123521682,55.14705882352941,1610612754,93,88,2023-01-26T01:43:41Z,4440000,False,-26.0,16.0,1,left,MISS B. Hield driving Layup,[1627741],1610612754.0,IND,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.04,,,,,,,,,,,
453,PT03M26.00S,2023-01-26T01:42:54.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,93,88,2023-01-26T01:43:41Z,4450000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,452.0,,,,,,,
455,PT03M23.00S,2023-01-26T01:43:16.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631097,8.09789750328515,96.81372549019608,1610612754,93,88,2023-01-26T01:43:27Z,4470000,False,-234.0,24.0,1,left,MISS B. Mathurin bank 3PT,[1631097],1610612754.0,IND,bank,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.53,,,,,,,,,,,
456,PT03M19.00S,2023-01-26T01:43:20.0Z,3,REGULAR,rebound,defensive,[],1628371,,,1610612753,93,88,2023-01-26T01:43:27Z,4480000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,455.0,1.0,1.0,0.0,,,,
457,PT03M02.00S,2023-01-26T01:43:37.1Z,3,REGULAR,3pt,Jump Shot,[],1628371,90.09526938239159,4.901960784313726,1610612753,96,88,2023-01-26T01:43:45Z,4490000,False,-225.0,41.0,1,right,J. Isaac 3PT  (5 PTS) (M. Fultz 7 AST),"[1628371, 1628365]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Left Corner 3,24+ Left,,,,,,Made,5.0,,22.91,M. Fultz,1628365.0,7.0,,,,,,,,
459,PT02M54.00S,2023-01-26T01:43:51.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,96,88,2023-01-26T01:43:51Z,4510000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M54.00S,2023-01-26T01:46:20.2Z,3,REGULAR,substitution,out,[],1628371,,,1610612754,96,88,2023-01-26T01:46:47Z,4520000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M54.00S,2023-01-26T01:46:20.2Z,3,REGULAR,substitution,out,[],1628365,,,1610612754,96,88,2023-01-26T01:46:47Z,4530000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M54.00S,2023-01-26T01:46:20.2Z,3,REGULAR,substitution,in,[],1630532,,,1610612754,96,88,2023-01-26T01:46:47Z,4540000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M54.00S,2023-01-26T01:46:20.2Z,3,REGULAR,substitution,in,[],1630591,,,1610612754,96,88,2023-01-26T01:46:47Z,4550000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M49.00S,2023-01-26T01:46:51.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,7.703679369250986,49.754901960784316,1610612754,96,88,2023-01-26T01:47:25Z,4560000,False,1.0,20.0,1,left,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.99,,,,,,,,,,,
465,PT02M48.00S,2023-01-26T01:46:52.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,96,88,2023-01-26T01:47:25Z,4570000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,464.0,,,,,,,
467,PT02M29.00S,2023-01-26T01:47:26.9Z,3,REGULAR,foul,personal,['2freethrow'],1629052,,,1610612753,96,88,2023-01-26T01:47:41Z,4590000,False,,,0,,O. Brissett shooting personal FOUL (3 PF) (Wagner 2 FT),"[1629052, 1630532]",1610612754.0,IND,shooting,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),0-8 Center,202901.0,3.0,0.0,Wagner,1630532.0,,,,,,,,,,,,,,,
469,PT02M29.00S,2023-01-26T01:47:46.9Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,96,88,2023-01-26T01:47:46Z,4610000,False,,,0,,MISS F. Wagner Free Throw 1 of 2,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
470,PT02M29.00S,2023-01-26T01:47:46.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,96,88,2023-01-26T01:47:46Z,4620000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,469.0,,,,,,,
471,PT02M29.00S,2023-01-26T01:47:59.1Z,3,REGULAR,substitution,out,[],1629052,,,1610612753,96,88,2023-01-26T01:48:05Z,4630000,False,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M29.00S,2023-01-26T01:47:59.1Z,3,REGULAR,substitution,in,[],204456,,,1610612753,96,88,2023-01-26T01:48:05Z,4640000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M29.00S,2023-01-26T01:48:14.4Z,3,REGULAR,substitution,out,[],1630537,,,1610612753,96,88,2023-01-26T01:48:19Z,4650000,False,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M29.00S,2023-01-26T01:48:14.4Z,3,REGULAR,substitution,in,[],1630174,,,1610612753,96,88,2023-01-26T01:48:19Z,4660000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M29.00S,2023-01-26T01:48:26.9Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,96,88,2023-01-26T01:48:26Z,4670000,False,,,0,,MISS F. Wagner Free Throw 2 of 2,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
476,PT02M27.00S,2023-01-26T01:48:28.3Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,96,88,2023-01-26T01:48:28Z,4680000,False,,,0,,M. Turner REBOUND (Off:4 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,475.0,9.0,5.0,4.0,,,,
477,PT02M09.00S,2023-01-26T01:48:45.7Z,3,REGULAR,3pt,Jump Shot,[],1626167,32.276609724047304,62.5,1610612754,96,91,2023-01-26T01:48:52Z,4690000,False,-62.0,251.0,1,left,M. Turner 25' 3PT  (18 PTS) (T. McConnell 8 AST),"[1626167, 204456]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,Made,18.0,,25.86,T. McConnell,204456.0,8.0,,,,,,,,
479,PT01M40.00S,2023-01-26T01:49:16.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,93.11760840998686,55.14705882352941,1610612753,96,91,2023-01-26T01:49:43Z,4710000,False,26.0,12.0,1,right,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.84,,,,,,,,,,,
480,PT01M37.00S,2023-01-26T01:49:19.9Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,96,91,2023-01-26T01:49:43Z,4720000,False,,,0,,M. Turner REBOUND (Off:4 Def:6),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,479.0,10.0,6.0,4.0,,,,
481,PT01M32.00S,2023-01-26T01:49:23.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,26.10052562417871,17.15686274509804,1610612754,96,91,2023-01-26T01:49:48Z,4730000,False,164.0,193.0,1,left,MISS B. Hield 25' running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.32,,,,,,,,,,,
482,PT01M29.00S,2023-01-26T01:49:26.1Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,96,91,2023-01-26T01:49:30Z,4740000,False,,,0,,M. Bamba REBOUND (Off:1 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,481.0,2.0,1.0,1.0,,,,
483,PT01M16.00S,2023-01-26T01:49:39.1Z,3,REGULAR,3pt,Jump Shot,[],1631094,70.38436268068331,20.34313725490196,1610612753,96,91,2023-01-26T01:49:48Z,4750000,False,-148.0,226.0,1,right,MISS P. Banchero 27' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.02,,,,,,,,,,,
484,PT01M13.00S,2023-01-26T01:49:42.2Z,3,REGULAR,rebound,offensive,[],1630591,,,1610612753,96,91,2023-01-26T01:49:42Z,4760000,False,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,483.0,1.0,0.0,1.0,,,,
485,PT01M09.00S,2023-01-26T01:49:45.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628964,95.3515111695138,96.81372549019608,1610612753,99,91,2023-01-26T01:49:51Z,4770000,False,234.0,-9.0,1,right,M. Bamba 3PT  (3 PTS) (C. Anthony 4 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,,23.43,C. Anthony,1630175.0,4.0,,,,,,,,
487,PT00M47.60S,2023-01-26T01:50:07.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,10.85742444152431,38.72549019607843,1610612754,99,91,2023-01-26T01:50:28Z,4790000,False,56.0,50.0,1,left,MISS M. Turner 7' turnaround fadeaway Shot,[1626167],1610612754.0,IND,turnaround fadeaway,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.51,,,,,,,,,,,
488,PT00M46.00S,2023-01-26T01:50:08.6Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,99,91,2023-01-26T01:50:15Z,4800000,False,,,0,,C. Anthony REBOUND (Off:1 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,487.0,2.0,1.0,1.0,,,,
489,PT00M27.40S,2023-01-26T01:50:29.5Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612753,99,91,2023-01-26T01:50:52Z,4810000,False,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Bamba 2 FT),"[1630174, 1628964]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,1146.0,3.0,0.0,Bamba,1628964.0,,,,,,,,,,,,,,,
491,PT00M27.40S,2023-01-26T01:51:01.2Z,3,REGULAR,freethrow,1 of 2,[],1628964,,,1610612753,100,91,2023-01-26T01:51:01Z,4830000,False,,,0,,M. Bamba Free Throw 1 of 2 (4 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
492,PT00M27.40S,2023-01-26T01:51:02.9Z,3,REGULAR,substitution,out,[],1631094,,,1610612753,100,91,2023-01-26T01:51:08Z,4840000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M27.40S,2023-01-26T01:51:02.9Z,3,REGULAR,substitution,in,[],1629626,,,1610612753,100,91,2023-01-26T01:51:08Z,4850000,False,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M27.40S,2023-01-26T01:51:01.2Z,3,REGULAR,freethrow,2 of 2,[],1628964,,,1610612753,100,91,2023-01-26T01:51:21Z,4860000,False,,,0,,MISS M. Bamba Free Throw 2 of 2,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
495,PT00M24.80S,2023-01-26T01:51:03.8Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,100,91,2023-01-26T01:51:21Z,4870000,False,,,0,,M. Turner REBOUND (Off:4 Def:7),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,494.0,11.0,7.0,4.0,,,,
496,PT00M01.20S,2023-01-26T01:51:44.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,100,91,2023-01-26T01:51:53Z,4880000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Left,202901.0,,,,,,,,,,,,,,,,,,,
497,PT00M00.00S,2023-01-26T01:52:01.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,92.9862023653088,54.65686274509803,1610612753,102,91,2023-01-26T01:52:38Z,4890000,False,23.0,13.0,1,right,F. Wagner Layup (10 PTS) (J. Suggs 2 AST),"[1630532, 1630591]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,2.69,J. Suggs,1630591.0,2.0,,,,,,,,
499,PT00M00.00S,2023-01-26T01:52:08.7Z,3,REGULAR,period,end,[],0,,,1610612754,102,91,2023-01-26T01:52:08Z,4910000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2023-01-26T01:54:29.0Z,4,REGULAR,substitution,out,['startperiod'],1630174,,,1610612754,102,91,2023-01-26T01:54:49Z,4920000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2023-01-26T01:54:29.0Z,4,REGULAR,substitution,in,['startperiod'],1630678,,,1610612754,102,91,2023-01-26T01:54:49Z,4930000,False,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2023-01-26T01:54:42.5Z,4,REGULAR,period,start,[],0,,,1610612753,102,91,2023-01-26T01:54:49Z,4940000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT11M44.00S,2023-01-26T01:54:57.9Z,4,REGULAR,3pt,Jump Shot,[],1630532,81.553876478318,4.411764705882353,1610612753,102,91,2023-01-26T01:55:17Z,4950000,False,-228.0,121.0,1,right,MISS F. Wagner 25' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.8,,,,,,,,,,,
505,PT11M41.00S,2023-01-26T01:55:00.9Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,102,91,2023-01-26T01:55:03Z,4960000,False,,,0,,T. McConnell REBOUND (Off:0 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,504.0,3.0,3.0,0.0,,,,
506,PT11M37.00S,2023-01-26T01:55:04.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,5.469776609724048,47.794117647058826,1610612754,102,91,2023-01-26T01:55:29Z,4970000,False,11.0,-1.0,1,left,MISS B. Mathurin running Layup,[1631097],1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.11,,,,,,,,,,,
507,PT11M35.00S,2023-01-26T01:55:06.1Z,4,REGULAR,rebound,offensive,[],1630678,,,1610612754,102,91,2023-01-26T01:55:11Z,4980000,False,,,0,,T. Taylor REBOUND (Off:1 Def:0),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,506.0,1.0,0.0,1.0,,,,
508,PT11M34.00S,2023-01-26T01:55:07.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,5.338370565045992,53.18627450980392,1610612754,102,91,2023-01-26T01:55:16Z,4990000,False,-16.0,-2.0,1,left,MISS T. Taylor putback Layup,[1630678],1610612754.0,IND,putback,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.61,,,,,,,,,,,
509,PT11M34.00S,2023-01-26T01:55:07.5Z,4,REGULAR,rebound,offensive,[],1627741,,,1610612754,102,91,2023-01-26T01:55:31Z,5000000,False,,,0,,B. Hield REBOUND (Off:1 Def:0),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,508.0,1.0,0.0,1.0,,,,
510,PT11M31.00S,2023-01-26T01:55:10.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,32.933639947437584,52.69607843137255,1610612754,102,94,2023-01-26T01:55:21Z,5010000,False,-13.0,257.0,1,left,B. Hield 25' 3PT  (20 PTS),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,Made,20.0,,25.75,,,,,,,,,,,
511,PT11M15.00S,2023-01-26T01:55:26.2Z,4,REGULAR,2pt,Jump Shot,[],1630175,76.16622864651774,47.05882352941176,1610612753,104,94,2023-01-26T01:55:40Z,5020000,False,-15.0,172.0,1,right,C. Anthony 17' pullup Jump Shot (8 PTS) (M. Bamba 1 AST),"[1630175, 1628964]",1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Center,,,,,,Made,8.0,,17.21,M. Bamba,1628964.0,1.0,,,,,,,,
512,PT11M02.00S,2023-01-26T01:55:45.3Z,4,REGULAR,violation,kicked ball,[],1630175,,,1610612754,104,94,2023-01-26T01:55:51Z,5030000,False,,,0,,C. Anthony kicked ball VIOLATION,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,1628953.0,,,,,,,,,,,,,,,,,,,
513,PT10M46.00S,2023-01-26T01:56:05.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,17.821944809461236,39.46078431372549,1610612754,104,94,2023-01-26T01:56:55Z,5040000,False,53.0,115.0,1,left,MISS B. Mathurin 12' pullup Shot,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,12.65,,,,,,,,,,,
514,PT10M46.00S,2023-01-26T01:56:14.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,104,94,2023-01-26T01:56:14Z,5050000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,513.0,,,,,,,
515,PT10M46.00S,2023-01-26T01:56:15.1Z,4,REGULAR,foul,personal,[],1628964,,,1610612754,104,94,2023-01-26T01:57:06Z,5060000,False,,,0,,M. Bamba loose ball personal FOUL (1 PF),"[1628964, 1626167]",1610612753.0,ORL,loose ball,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,1146.0,1.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,
518,PT10M37.00S,2023-01-26T01:56:37.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,12.828515111695138,3.9215686274509802,1610612754,104,94,2023-01-26T01:57:36Z,5080000,False,230.0,68.0,1,left,MISS B. Hield 24' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,24.03,,,,,,,,,,,
519,PT10M34.00S,2023-01-26T01:56:40.5Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,104,94,2023-01-26T01:56:41Z,5090000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,518.0,2.0,2.0,0.0,,,,
520,PT10M26.00S,2023-01-26T01:56:48.2Z,4,REGULAR,3pt,Jump Shot,[],1630532,66.83639947437582,37.745098039215684,1610612753,107,94,2023-01-26T01:56:53Z,5100000,False,-61.0,259.0,1,right,F. Wagner 26' 3PT  (13 PTS) (C. Anthony 5 AST),"[1630532, 1630175]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,Made,13.0,,26.64,C. Anthony,1630175.0,5.0,,,,,,,,
522,PT09M59.00S,2023-01-26T01:57:19.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612754,107,94,2023-01-26T01:57:25Z,5120000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Left,202901.0,,,,,,,,,,,,,,,,,,,
523,PT09M40.00S,2023-01-26T01:57:48.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,89.43823915900131,31.127450980392158,1610612753,107,94,2023-01-26T01:57:53Z,5130000,False,-94.0,47.0,1,right,MISS C. Anthony 10' driving bank Shot,[1630175],1610612753.0,ORL,driving bank,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,10.54,,,,,,,,,,,
524,PT09M37.00S,2023-01-26T01:57:50.0Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612753,107,94,2023-01-26T01:57:50Z,5140000,False,,,0,,M. Bamba REBOUND (Off:2 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,523.0,3.0,1.0,2.0,,,,
525,PT09M30.00S,2023-01-26T01:57:58.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630591,90.75229960578186,56.127450980392155,1610612753,107,94,2023-01-26T01:58:49Z,5150000,False,31.0,34.0,1,right,MISS J. Suggs floating Shot,[1630591],1610612753.0,ORL,floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.6,,,,,,,,,,,
526,PT09M29.00S,2023-01-26T01:57:59.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,107,94,2023-01-26T01:58:49Z,5160000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,525.0,,,,,,,
527,PT09M29.00S,2023-01-26T01:58:03.9Z,4,REGULAR,foul,personal,[],1631097,,,1610612753,107,94,2023-01-26T01:58:17Z,5170000,False,,,0,,B. Mathurin loose ball personal FOUL (2 PF),"[1631097, 1630591]",1610612754.0,IND,loose ball,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,202901.0,2.0,0.0,Suggs,1630591.0,,,,,,,,,,,,,,,
529,PT09M29.00S,2023-01-26T01:58:24.4Z,4,REGULAR,substitution,out,[],1627741,,,1610612753,107,94,2023-01-26T01:58:32Z,5190000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
