shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
10:36,18,PT10M36.00S,2022-12-06T00:12:34.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203114,6.256568698156209,52.450980392156865,1610612749,5,5,2022-12-06T00:12:40Z,180000,False,-12.0,6.0,1,left,K. Middleton cutting Layup (2 PTS) (J. Holiday 1 AST),"[203114, 201950]",22,1610612749.0,MIL,cutting,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,1.38,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,
10:36,20,PT10M36.00S,2022-12-06T00:12:38.4Z,1,REGULAR,foul,personal,['1freethrow'],1628365,,,1610612749,5,5,2022-12-06T00:12:47Z,200000,False,,,0,,M. Fultz shooting personal FOUL (1 PF) (Middleton 1 FT),"[1628365, 203114]",20,1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,200833.0,,,,,,,,1.0,0.0,Middleton,203114.0,,,,,
10:36,22,PT10M36.00S,2022-12-06T00:12:59.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203114,,,1610612749,5,5,2022-12-06T00:15:51Z,220000,False,,,0,,MISS K. Middleton Free Throw 1 of 1,[203114],22,1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
10:35,23,PT10M35.00S,2022-12-06T00:13:00.0Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,5,5,2022-12-06T00:20:38Z,230000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,22.0,,,,,1.0,1.0,0.0,,
10:19,26,PT10M19.00S,2022-12-06T00:13:20.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,81.81504438803793,53.92156862745098,1610612753,5,5,2022-12-06T00:19:05Z,260000,False,20.0,118.0,1,right,MISS M. Fultz 12' pullup Shot,[1628365],20,1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,,,12.0,Missed,,,,,,,,,,,,,,
10:19,27,PT10M19.00S,2022-12-06T00:13:27.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,5,5,2022-12-06T00:13:27Z,270000,False,,,0,,TEAM offensive REBOUND,[],,1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,26.0,,,,,,,,,
10:16,28,PT10M16.00S,2022-12-06T00:13:38.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629021,69.98850036701297,77.45098039215686,1610612753,5,5,2022-12-06T00:14:08Z,280000,False,137.0,230.0,1,right,MISS M. Wagner 26' 3PT,[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,26.75,Missed,,,,,,,,,,,,,,
10:16,29,PT10M16.00S,2022-12-06T00:13:42.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,5,5,2022-12-06T00:13:42Z,290000,False,,,0,,TEAM offensive REBOUND,[],,1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,28.0,,,,,,,,,
10:04,31,PT10M04.00S,2022-12-06T00:14:16.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629021,70.5141245457252,23.03921568627451,1610612753,5,5,2022-12-06T00:20:47Z,310000,False,-135.0,225.0,1,right,MISS M. Wagner 26' 3PT,[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,26.2,Missed,,,,,,,,,,,,,,
10:02,32,PT10M02.00S,2022-12-06T00:14:18.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,5,5,2022-12-06T00:14:38Z,320000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,31.0,,,,,1.0,1.0,0.0,,
09:53,33,PT09M53.00S,2022-12-06T00:14:27.8Z,1,REGULAR,3pt,Jump Shot,[],201950,18.871548987249508,95.09803921568627,1610612749,5,5,2022-12-06T00:14:43Z,330000,False,-225.0,125.0,1,left,MISS J. Holiday 25' step back 3PT,[201950],21,1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,25.78,Missed,,,,,,,,,,,,,,
09:49,34,PT09M49.00S,2022-12-06T00:14:31.8Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,5,5,2022-12-06T00:14:43Z,340000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],22,1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,33.0,,,,,1.0,1.0,0.0,,
09:47,35,PT09M47.00S,2022-12-06T00:14:34.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,71.03974872443742,84.06862745098039,1610612753,5,5,2022-12-06T00:22:23Z,350000,False,170.0,220.0,1,right,MISS F. Wagner 27' running pullup 3PT,[1630532],22,1610612753.0,ORL,running pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,27.8,Missed,,,,,,,,,,,,,,
09:44,36,PT09M44.00S,2022-12-06T00:14:37.2Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,5,5,2022-12-06T00:22:23Z,360000,False,,,0,,P. Banchero REBOUND (Off:1 Def:0),[1631094],5,1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,35.0,,,,,1.0,0.0,1.0,,
09:37,37,PT09M37.00S,2022-12-06T00:14:44.6Z,1,REGULAR,turnover,bad pass,[],1629626,,,1610612753,5,5,2022-12-06T00:14:53Z,370000,False,,,0,,B. Bol bad pass TURNOVER (1 TO),"[1629626, 203114]",10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Center,1.0,Middleton,203114.0,,,,,,,,,,,,,,,,,
09:37,38,PT09M37.00S,2022-12-06T00:14:44.6Z,1,REGULAR,steal,,[],203114,,,1610612749,5,5,2022-12-06T00:14:47Z,380000,False,,,0,,K. Middleton STEAL (1 STL),[203114],22,1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
09:34,39,PT09M34.00S,2022-12-06T00:14:50.6Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,5,5,2022-12-06T00:24:35Z,390000,False,,,0,,G. Antetokounmpo offensive FOUL (1 PF),"[203507, 1630532]",34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,101283.0,,,,,,,,1.0,0.0,Wagner,1630532.0,,,,,
09:34,41,PT09M34.00S,2022-12-06T00:14:50.6Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,5,5,2022-12-06T00:14:50Z,410000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (1 TO),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,1.0,,,101283.0,,,,,,,,,,,,,,,,
09:21,42,PT09M21.00S,2022-12-06T00:15:19.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,92.59034005163846,51.470588235294116,1610612753,7,5,2022-12-06T00:25:32Z,420000,False,7.0,17.0,1,right,F. Wagner driving Layup (2 PTS) (M. Fultz 1 AST),"[1630532, 1628365]",22,1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,1.87,Made,2.0,M. Fultz,1628365.0,1.0,,,,,,,,,,
09:21,44,PT09M21.00S,2022-12-06T00:15:24.9Z,1,REGULAR,foul,personal,['1freethrow'],1626171,,,1610612753,7,5,2022-12-06T00:15:41Z,440000,False,,,0,,B. Portis shooting personal FOUL (1 PF) (Wagner 1 FT),"[1626171, 1630532]",9,1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,101283.0,,,,,,,,1.0,0.0,Wagner,1630532.0,,,,,
09:21,46,PT09M21.00S,2022-12-06T00:15:45.0Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630532,,,1610612753,8,5,2022-12-06T00:15:45Z,460000,False,,,0,,F. Wagner Free Throw 1 of 1 (3 PTS),[1630532],22,1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
09:10,47,PT09M10.00S,2022-12-06T00:16:02.9Z,1,REGULAR,turnover,traveling,[],203507,,,1610612749,8,5,2022-12-06T00:16:11Z,470000,False,,,0,,G. Antetokounmpo traveling TURNOVER (2 TO),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left,2.0,,,200833.0,,,,,,,,,,,,,,,,
08:59,48,PT08M59.00S,2022-12-06T00:16:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,91.01346751550182,49.01960784313725,1610612753,10,5,2022-12-06T00:16:28Z,480000,False,-5.0,32.0,1,right,M. Wagner cutting Layup (2 PTS) (M. Fultz 2 AST),"[1629021, 1628365]",21,1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,3.24,Made,2.0,M. Fultz,1628365.0,2.0,,,,,,,,,,
08:59,50,PT08M59.00S,2022-12-06T00:16:25.1Z,1,REGULAR,foul,personal,['1freethrow'],1626171,,,1610612753,10,5,2022-12-06T00:16:40Z,500000,False,,,0,,B. Portis shooting personal FOUL (2 PF) (Wagner 1 FT),"[1626171, 1629021]",9,1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,1627524.0,,,,,,,,2.0,0.0,Wagner,1629021.0,,,,,
08:59,52,PT08M59.00S,2022-12-06T00:16:43.1Z,1,REGULAR,substitution,out,[],1626171,,,1610612753,10,5,2022-12-06T00:17:35Z,520000,False,,,0,,SUB out: B. Portis,[1626171],9,1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
08:59,53,PT08M59.00S,2022-12-06T00:16:43.1Z,1,REGULAR,substitution,in,[],1626192,,,1610612753,10,5,2022-12-06T00:17:35Z,530000,False,,,0,,SUB in: P. Connaughton,[1626192],24,1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
08:59,54,PT08M59.00S,2022-12-06T00:17:20.3Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629021,,,1610612753,11,5,2022-12-06T00:17:20Z,540000,False,,,0,,M. Wagner Free Throw 1 of 1 (3 PTS),[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
08:58,55,PT08M58.00S,2022-12-06T00:17:22.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,11,5,2022-12-06T00:17:32Z,550000,False,,,0,,TEAM delay-of-game VIOLATION,[],,1610612749.0,MIL,,,,,,,,,,,,,,,101283.0,,,,,,,,,,,,,,,,
08:48,56,PT08M48.00S,2022-12-06T00:17:35.3Z,1,REGULAR,foul,offensive,[],201950,,,1610612749,11,5,2022-12-06T00:27:12Z,560000,False,,,0,,J. Holiday offensive FOUL (1 PF),"[201950, 1629021]",21,1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,101283.0,,,,,,,,1.0,0.0,Wagner,1629021.0,,,,,
08:48,58,PT08M48.00S,2022-12-06T00:17:35.3Z,1,REGULAR,turnover,offensive foul,[],201950,,,1610612749,11,5,2022-12-06T00:17:35Z,580000,False,,,0,,J. Holiday offensive foul TURNOVER (1 TO),[201950],21,1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,1.0,,,101283.0,,,,,,,,,,,,,,,,
08:40,59,PT08M40.00S,2022-12-06T00:17:50.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631094,66.30913111602743,61.51960784313726,1610612753,11,5,2022-12-06T00:17:57Z,590000,False,58.0,264.0,1,right,MISS P. Banchero 27' pullup 3PT,[1631094],5,1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,27.04,Missed,,,,,,,,,,,,,,
08:35,60,PT08M35.00S,2022-12-06T00:17:55.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,11,5,2022-12-06T00:17:57Z,600000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,59.0,,,,,2.0,2.0,0.0,,
08:31,61,PT08M31.00S,2022-12-06T00:17:59.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203507,24.78482099776199,57.107843137254896,1610612749,11,7,2022-12-06T00:27:48Z,610000,False,-36.0,180.0,1,left,G. Antetokounmpo 18' running pullup Jump Shot (2 PTS),[203507],34,1610612749.0,MIL,running pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,,,18.4,Made,2.0,,,,,,,,,,,,,
08:20,62,PT08M20.00S,2022-12-06T00:18:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,91.67049773889208,51.225490196078425,1610612753,11,7,2022-12-06T00:29:14Z,620000,False,6.0,26.0,1,right,MISS M. Fultz driving Layup,[1628365],20,1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,,2.65,Missed,,,,,,,,,,,,,,
08:20,63,PT08M20.00S,2022-12-06T00:18:10.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,11,7,2022-12-06T00:18:26Z,630000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,62.0,,,,,3.0,3.0,0.0,,
08:08,65,PT08M08.00S,2022-12-06T00:18:42.8Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612749,11,7,2022-12-06T00:18:46Z,650000,False,,,0,,J. Holiday lost ball TURNOVER (2 TO),"[201950, 1629021]",21,1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,2.0,Wagner,1629021.0,,,,,,,,,,,,,,,,,
08:08,66,PT08M08.00S,2022-12-06T00:18:42.8Z,1,REGULAR,steal,,[],1629021,,,1610612753,11,7,2022-12-06T00:32:09Z,660000,False,,,0,,M. Wagner STEAL (1 STL),[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
07:59,67,PT07M59.00S,2022-12-06T00:18:52.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,92.85315214099458,51.470588235294116,1610612753,13,7,2022-12-06T00:18:58Z,670000,False,7.0,15.0,1,right,M. Wagner cutting Layup (5 PTS) (F. Wagner 2 AST),"[1629021, 1630532]",21,1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,1.65,Made,5.0,F. Wagner,1630532.0,2.0,,,,,,,,,,
07:59,69,PT07M59.00S,2022-12-06T00:18:59.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612749,13,7,2022-12-06T00:18:59Z,690000,False,,,0,,MIL Timeout,[],,1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:59,70,PT07M59.00S,2022-12-06T00:21:15.6Z,1,REGULAR,substitution,out,[],1629670,,,1610612749,13,7,2022-12-06T00:21:35Z,700000,False,,,0,,SUB out: J. Nwora,[1629670],13,1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
07:59,71,PT07M59.00S,2022-12-06T00:21:15.6Z,1,REGULAR,substitution,in,[],1628975,,,1610612749,13,7,2022-12-06T00:21:35Z,710000,False,,,0,,SUB in: J. Carter,[1628975],5,1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
07:55,72,PT07M55.00S,2022-12-06T00:22:01.8Z,1,REGULAR,foul,personal,['2freethrow'],1629626,,,1610612749,13,7,2022-12-06T00:22:39Z,720000,False,,,0,,B. Bol shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629626, 203507]",10,1610612753.0,ORL,shooting,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,,200833.0,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,,,
07:55,74,PT07M55.00S,2022-12-06T00:22:44.0Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,13,8,2022-12-06T00:22:44Z,740000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
07:55,75,PT07M55.00S,2022-12-06T00:23:04.7Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,13,9,2022-12-06T00:23:04Z,750000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (4 PTS),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
07:35,76,PT07M35.00S,2022-12-06T00:23:29.3Z,1,REGULAR,turnover,out-of-bounds,[],1628365,,,1610612753,13,9,2022-12-06T00:23:39Z,760000,False,,,0,,M. Fultz lost ball out-of-bounds TURNOVER (1 TO),[1628365],20,1610612753.0,ORL,lost ball,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,1.0,,,200833.0,,,,,,,,,,,,,,,,
07:35,77,PT07M35.00S,2022-12-06T00:23:34.3Z,1,REGULAR,substitution,out,[],203114,,,1610612749,13,9,2022-12-06T00:23:37Z,770000,False,,,0,,SUB out: K. Middleton,[203114],22,1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
07:35,78,PT07M35.00S,2022-12-06T00:23:34.3Z,1,REGULAR,substitution,in,[],1630572,,,1610612749,13,9,2022-12-06T00:23:37Z,780000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],54,1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
07:24,79,PT07M24.00S,2022-12-06T00:23:50.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630572,29.646844650850035,22.54901960784314,1610612749,13,9,2022-12-06T00:23:56Z,790000,False,137.0,226.0,1,left,MISS S. Mamukelashvili 26' 3PT,[1630572],54,1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,,,26.46,Missed,,,,,,,,,,,,,,
07:19,80,PT07M19.00S,2022-12-06T00:23:55.8Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,13,9,2022-12-06T00:23:56Z,800000,False,,,0,,P. Banchero REBOUND (Off:1 Def:1),[1631094],5,1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,79.0,,,,,2.0,1.0,1.0,,
07:11,81,PT07M11.00S,2022-12-06T00:24:03.4Z,1,REGULAR,turnover,lost ball,[],1631094,,,1610612753,13,9,2022-12-06T00:24:11Z,810000,False,,,0,,P. Banchero lost ball TURNOVER (1 TO),"[1631094, 201950]",5,1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,1.0,Holiday,201950.0,,,,,,,,,,,,,,,,,
07:11,82,PT07M11.00S,2022-12-06T00:24:03.4Z,1,REGULAR,steal,,[],201950,,,1610612749,13,9,2022-12-06T00:24:06Z,820000,False,,,0,,J. Holiday STEAL (1 STL),[201950],21,1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
07:07,83,PT07M07.00S,2022-12-06T00:24:10.4Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612749,13,9,2022-12-06T00:24:23Z,830000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Holiday 2 FT),"[1630532, 201950]",22,1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,1627524.0,,,,,,,,1.0,0.0,Holiday,201950.0,,,,,
07:07,85,PT07M07.00S,2022-12-06T00:24:33.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201950,,,1610612749,13,10,2022-12-06T00:24:33Z,850000,False,,,0,,J. Holiday Free Throw 1 of 2 (1 PTS),[201950],21,1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
07:07,86,PT07M07.00S,2022-12-06T00:24:49.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201950,,,1610612749,13,11,2022-12-06T00:24:49Z,860000,False,,,0,,J. Holiday Free Throw 2 of 2 (2 PTS),[201950],21,1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
06:43,87,PT06M43.00S,2022-12-06T00:25:14.1Z,1,REGULAR,3pt,Jump Shot,[],1628365,70.11990641169103,21.813725490196077,1610612753,13,11,2022-12-06T00:25:19Z,870000,False,-141.0,228.0,1,right,MISS M. Fultz 26' step back 3PT,[1628365],20,1610612753.0,ORL,step back,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,,,,,26.84,Missed,,,,,,,,,,,,,,
