actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-21T23:11:03.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-21T23:11:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-21T23:11:05.4Z,1,REGULAR,jumpball,recovered,[],203078,,,1610612764,0,0,2023-03-21T23:11:05Z,40000,False,,,0,,Jump Ball K. Porzingis vs. W. Carter Jr.: Tip to B. Beal,"[203078, 204001, 1628976]",1610612764.0,WAS,startperiod,B. Beal,203078.0,Beal,B. Beal,Porzingis,204001.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2023-03-21T23:11:24.3Z,1,REGULAR,3pt,Jump Shot,[],204001,31.882391590013142,49.50980392156863,1610612764,0,0,2023-03-21T23:11:46Z,70000,False,2.0,247.0,1,left,MISS K. Porzingis 24' pullup 3PT,[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,24.72,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2023-03-21T23:11:27.3Z,1,REGULAR,rebound,offensive,[],203078,,,1610612764,0,0,2023-03-21T23:11:38Z,80000,False,,,0,,B. Beal REBOUND (Off:1 Def:0),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2023-03-21T23:11:29.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628420,4.155716162943495,96.07843137254902,1610612764,0,3,2023-03-21T23:11:42Z,90000,False,-230.0,-13.0,1,left,M. Morris 3PT  (3 PTS) (B. Beal 1 AST),"[1628420, 203078]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Left Corner 3,24+ Left,23.08,Made,,,,,3.0,B. Beal,203078.0,1.0,,,,,,,,,,
11,PT11M13.00S,2023-03-21T23:11:49.0Z,1,REGULAR,3pt,Jump Shot,[],1628365,79.188567674113,91.42156862745098,1610612753,0,3,2023-03-21T23:11:54Z,110000,False,207.0,143.0,1,right,MISS M. Fultz 25' 3PT,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2023-03-21T23:11:53.0Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,0,3,2023-03-21T23:11:54Z,120000,False,,,0,,B. Beal REBOUND (Off:1 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,11.0,2.0,1.0,1.0,,,,,,,,,,,,,,
13,PT11M00.00S,2023-03-21T23:12:02.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,5.469776609724048,51.225490196078425,1610612764,0,5,2023-03-21T23:13:14Z,130000,False,-6.0,-1.0,1,left,D. Gafford alley-oop DUNK (2 PTS) (C. Kispert 1 AST),"[1629655, 1630557]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.62,Made,,,,,2.0,C. Kispert,1630557.0,1.0,,,,,,,,,,
16,PT10M48.00S,2023-03-21T23:12:22.9Z,1,REGULAR,3pt,Jump Shot,[],1628976,68.80749014454665,25.245098039215684,1610612753,0,5,2023-03-21T23:12:28Z,160000,False,-124.0,241.0,1,right,MISS W. Carter Jr. 27' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,,,,,,,,,,,,,,,,,
17,PT10M45.00S,2023-03-21T23:12:25.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,0,5,2023-03-21T23:12:28Z,170000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
