shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
12:00,2,PT12M00.00S,2022-12-15T00:10:22.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-15T00:10:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:55,4,PT11M55.00S,2022-12-15T00:10:26.1Z,1,REGULAR,jumpball,recovered,[],1628365,,,1610612753,0,0,2022-12-15T00:10:26Z,40000,False,,,0,,Jump Ball B. Bol vs. C. Capela: Tip to M. Fultz,"[1628365, 1629626, 203991]",20,1610612753.0,ORL,startperiod,M. Fultz,1628365.0,Fultz,M. Fultz,Bol,1629626.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
11:41,7,PT11M41.00S,2022-12-15T00:10:40.6Z,1,REGULAR,3pt,Jump Shot,[],1631094,29.122864651773984,74.26470588235294,1610612753,0,0,2022-12-15T00:10:47Z,70000,False,-121.0,221.0,1,left,MISS P. Banchero 25' pullup 3PT,[1631094],5,1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
11:41,8,PT11M41.00S,2022-12-15T00:10:40.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,0,0,2022-12-15T00:10:47Z,80000,False,,,0,,TEAM offensive REBOUND,[],,1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,7.0,,,,,,,,,,,,,,,,,
11:29,10,PT11M29.00S,2022-12-15T00:11:07.2Z,1,REGULAR,2pt,Hook,['2ndchance'],1630532,7.966491458607096,67.8921568627451,1610612753,0,0,2022-12-15T00:11:15Z,100000,False,-89.0,22.0,1,left,MISS F. Wagner 9' driving Hook - blocked,"[1630532, 1630552]",22,1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,9.23,Missed,,Johnson,1630552.0,,,,,,,,,,,,,,,
11:29,11,PT11M29.00S,2022-12-15T00:11:07.2Z,1,REGULAR,block,,[],1630552,,,1610612753,0,0,2022-12-15T00:11:10Z,110000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
11:27,12,PT11M27.00S,2022-12-15T00:11:09.2Z,1,REGULAR,rebound,offensive,[],1629626,,,1610612753,0,0,2022-12-15T00:11:15Z,120000,False,,,0,,B. Bol REBOUND (Off:1 Def:0),[1629626],10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,10.0,,,1.0,0.0,1.0,,,,,,,,,,,,
11:27,13,PT11M27.00S,2022-12-15T00:11:12.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612753,0,0,2022-12-15T00:11:23Z,130000,False,,,0,,ORL shot clock Team TURNOVER,[],,1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1627519.0,,,,,,,,,,,
11:13,14,PT11M13.00S,2022-12-15T00:11:32.7Z,1,REGULAR,turnover,lost ball,[],1629027,,,1610612737,0,0,2022-12-15T00:11:38Z,140000,False,,,0,,T. Young lost ball TURNOVER (1 TO),"[1629027, 1628365]",11,1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1.0,Fultz,1628365.0,,,,,,,,
11:13,15,PT11M13.00S,2022-12-15T00:11:32.7Z,1,REGULAR,steal,,[],1628365,,,1610612753,0,0,2022-12-15T00:11:35Z,150000,False,,,0,,M. Fultz STEAL (1 STL),[1628365],20,1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
11:09,16,PT11M09.00S,2022-12-15T00:11:36.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629021,5.601182654402102,51.225490196078425,1610612753,2,0,2022-12-15T00:13:50Z,160000,False,-6.0,0.0,1,left,M. Wagner running DUNK (2 PTS) (M. Fultz 1 AST),"[1629021, 1628365]",21,1610612753.0,ORL,running,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,,2.0,M. Fultz,1628365.0,1.0,,,,
10:58,17,PT10M58.00S,2022-12-15T00:11:51.7Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612737,2,0,2022-12-15T00:12:09Z,170000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Hunter 2 FT),"[1631094, 1629631]",5,1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,,,1662.0,,,,,,,,1.0,0.0,Hunter,1629631.0
10:58,20,PT10M58.00S,2022-12-15T00:12:16.9Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,2,1,2022-12-15T00:12:17Z,190000,False,,,0,,D. Hunter Free Throw 1 of 2 (1 PTS),[1629631],12,1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
10:58,21,PT10M58.00S,2022-12-15T00:12:32.4Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,2,2,2022-12-15T00:12:32Z,200000,False,,,0,,D. Hunter Free Throw 2 of 2 (2 PTS),[1629631],12,1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
10:49,22,PT10M49.00S,2022-12-15T00:12:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.258212877792378,57.107843137254896,1610612753,4,2,2022-12-15T00:12:52Z,210000,False,-36.0,6.0,1,left,P. Banchero driving Layup (2 PTS) (M. Fultz 2 AST),"[1631094, 1628365]",5,1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.61,Made,,,,,,,,,,,2.0,M. Fultz,1628365.0,2.0,,,,
10:49,23,PT10M49.00S,2022-12-15T00:12:50.9Z,1,REGULAR,foul,personal,['1freethrow'],1630552,,,1610612753,4,2,2022-12-15T00:13:01Z,220000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Banchero 1 FT),"[1630552, 1631094]",1,1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,1662.0,,,,,,,,1.0,0.0,Banchero,1631094.0
10:49,26,PT10M49.00S,2022-12-15T00:13:13.1Z,1,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,4,2,2022-12-15T00:13:17Z,240000,False,,,0,,MISS P. Banchero Free Throw 1 of 1,[1631094],5,1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
10:46,27,PT10M46.00S,2022-12-15T00:13:16.1Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,4,2,2022-12-15T00:13:17Z,250000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],12,1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,26.0,,,1.0,1.0,0.0,,,,,,,,,,,,
10:27,28,PT10M27.00S,2022-12-15T00:13:34.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,93.51182654402102,51.71568627450981,1610612737,4,4,2022-12-15T00:13:39Z,260000,False,9.0,8.0,1,right,J. Johnson cutting DUNK (2 PTS) (C. Capela 1 AST),"[1630552, 203991]",1,1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.21,Made,,,,,,,,,,,2.0,C. Capela,203991.0,1.0,,,,
10:17,30,PT10M17.00S,2022-12-15T00:13:43.0Z,1,REGULAR,3pt,Jump Shot,[],1631094,32.14520367936925,39.950980392156865,1610612753,4,4,2022-12-15T00:13:50Z,280000,False,50.0,250.0,1,left,MISS P. Banchero 25' 3PT,[1631094],5,1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
