shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
10:25,20,PT10M25.00S,2022-12-10T00:12:19.1Z,1,REGULAR,turnover,out-of-bounds,[],1628384,,,1610612761,5,5,2022-12-10T00:12:28Z,200000,False,,,0,,O. Anunoby lost ball out-of-bounds TURNOVER (1 TO),[1628384],3,1610612761.0,TOR,lost ball,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1628480.0,1.0,,,,,,,,
10:14,21,PT10M14.00S,2022-12-10T00:12:31.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,6.1268068331143235,50.98039215686274,1610612753,7,5,2022-12-10T00:12:39Z,210000,False,-5.0,5.0,1,left,M. Wagner Layup (5 PTS) (B. Bol 1 AST),"[1629021, 1629626]",21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,0.71,Made,5.0,B. Bol,1629626.0,1.0,,,,,,,,,,,,,,
10:00,23,PT10M00.00S,2022-12-10T00:12:45.2Z,1,REGULAR,2pt,Jump Shot,[],1627832,94.43166885676742,87.00980392156863,1610612761,7,7,2022-12-10T00:12:50Z,230000,False,185.0,0.0,1,right,F. VanVleet 18' step back Jump Shot (2 PTS) (C. Koloko 1 AST),"[1627832, 1631132]",23,1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right,18.5,Made,2.0,C. Koloko,1631132.0,1.0,,,,,,,,,,,,,,
09:48,25,PT09M48.00S,2022-12-10T00:12:57.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629021,13.748357424441524,56.61764705882353,1610612753,7,7,2022-12-10T00:15:49Z,250000,False,-33.0,77.0,1,left,MISS M. Wagner 8' turnaround Shot - blocked,"[1629021, 1631132]",21,1610612753.0,ORL,turnaround,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Center,8.35,Missed,,,,,,,,,,,Koloko,1631132.0,,,,,,
09:48,26,PT09M48.00S,2022-12-10T00:12:57.1Z,1,REGULAR,block,,[],1631132,,,1610612753,7,7,2022-12-10T00:13:00Z,260000,False,,,0,,C. Koloko BLOCK (1 BLK),[1631132],35,1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
09:43,27,PT09M43.00S,2022-12-10T00:13:02.1Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,7,7,2022-12-10T00:13:10Z,270000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],4,1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
09:42,28,PT09M42.00S,2022-12-10T00:13:03.4Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,7,7,2022-12-10T00:14:03Z,280000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1630532]",4,1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,Wagner,1630532.0,,,,
09:42,29,PT09M42.00S,2022-12-10T00:13:03.4Z,1,REGULAR,steal,,[],1630532,,,1610612753,7,7,2022-12-10T00:13:08Z,290000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],22,1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
09:42,42,PT09M42.00S,2022-12-10T00:13:09.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,9.116294349540084,51.470588235294116,1610612753,9,7,2022-12-10T00:15:15Z,295000,False,-7.0,33.0,1,left,F. Wagner finger roll Layup (2 PTS),[1630532],22,1610612753.0,ORL,finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.4,Made,2.0,,,,,,,,,,,,,,,,,
09:29,30,PT09M29.00S,2022-12-10T00:13:15.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,90.75229960578186,50.98039215686274,1610612761,9,9,2022-12-10T00:13:23Z,300000,False,5.0,34.0,1,right,S. Barnes driving floating Jump Shot (2 PTS) (O. Anunoby 1 AST),"[1630567, 1628384]",4,1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.47,Made,2.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,,,,,
09:16,31,PT09M16.00S,2022-12-10T00:13:28.5Z,1,REGULAR,turnover,bad pass,[],1628365,,,1610612753,9,9,2022-12-10T00:13:33Z,310000,False,,,0,,M. Fultz bad pass TURNOVER (1 TO),"[1628365, 1628384]",20,1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,Anunoby,1628384.0,,,,
09:16,32,PT09M16.00S,2022-12-10T00:13:28.5Z,1,REGULAR,steal,,[],1628384,,,1610612761,9,9,2022-12-10T00:13:30Z,320000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],3,1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
09:09,83,PT09M09.00S,2022-12-10T00:13:40.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628384,91.77069645203679,50.0,1610612761,9,9,2022-12-10T00:23:38Z,345000,False,0.0,25.0,1,right,MISS O. Anunoby driving Layup - blocked,"[1628384, 1629021]",3,1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.49,Missed,,,,,,,,,,,Wagner,1629021.0,,,,,,
09:09,84,PT09M09.00S,2022-12-10T00:13:40.4Z,1,REGULAR,block,,[],1629021,,,1610612761,9,9,2022-12-10T00:23:34Z,347500,False,,,0,,M. Wagner BLOCK (1 BLK),[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
09:08,85,PT09M08.00S,2022-12-10T00:13:41.4Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,9,9,2022-12-10T00:23:34Z,348750,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,
09:05,35,PT09M05.00S,2022-12-10T00:13:45.1Z,1,REGULAR,turnover,traveling,[],1629021,,,1610612753,9,9,2022-12-10T00:13:53Z,350000,False,,,0,,M. Wagner traveling TURNOVER (1 TO),[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628480.0,1.0,,,,,,,,
08:50,36,PT08M50.00S,2022-12-10T00:14:14.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628384,85.23324572930355,53.431372549019606,1610612761,9,9,2022-12-10T00:24:06Z,360000,False,17.0,86.0,1,right,MISS O. Anunoby 8' turnaround Shot,[1628384],3,1610612761.0,TOR,turnaround,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,8.8,Missed,,,,,,,,,,,,,,,,,,
08:48,37,PT08M48.00S,2022-12-10T00:14:16.8Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,9,9,2022-12-10T00:14:19Z,370000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,
08:38,38,PT08M38.00S,2022-12-10T00:14:27.0Z,1,REGULAR,3pt,Jump Shot,[],1628365,6.783837056504599,95.34313725490196,1610612753,12,9,2022-12-10T00:15:19Z,380000,False,-227.0,11.0,1,left,M. Fultz 3PT  (3 PTS) (P. Banchero 1 AST),"[1628365, 1631094]",20,1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Left Corner 3,24+ Left,22.7,Made,3.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,
08:25,40,PT08M25.00S,2022-12-10T00:14:39.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,73.27529566360053,11.519607843137255,1610612761,12,9,2022-12-10T00:20:04Z,400000,False,-192.0,199.0,1,right,MISS F. VanVleet 27' pullup 3PT,[1627832],23,1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,27.66,Missed,,,,,,,,,,,,,,,,,,
08:25,41,PT08M25.00S,2022-12-10T00:14:39.6Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,12,9,2022-12-10T00:15:22Z,410000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],22,1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,
08:19,44,PT08M19.00S,2022-12-10T00:14:49.4Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612753,12,9,2022-12-10T00:15:11Z,420000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Wagner 2 FT),"[1628384, 1630532]",3,1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,200832.0,,,,,,1.0,0.0,Wagner,1630532.0
08:19,46,PT08M19.00S,2022-12-10T00:15:16.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630532,,,1610612753,13,9,2022-12-10T00:20:39Z,440000,False,,,0,,F. Wagner Free Throw 1 of 2 (3 PTS),[1630532],22,1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
08:19,47,PT08M19.00S,2022-12-10T00:15:16.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630532,,,1610612753,14,9,2022-12-10T00:20:39Z,450000,False,,,0,,F. Wagner Free Throw 2 of 2 (4 PTS),[1630532],22,1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
08:08,48,PT08M08.00S,2022-12-10T00:15:50.2Z,1,REGULAR,2pt,Jump Shot,[],1627783,81.42247043363994,75.0,1610612761,14,11,2022-12-10T00:15:56Z,460000,False,125.0,122.0,1,right,P. Siakam 17' Jump Shot (5 PTS) (F. VanVleet 2 AST),"[1627783, 1627832]",43,1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,17.47,Made,5.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,,,,
07:52,50,PT07M52.00S,2022-12-10T00:16:05.2Z,1,REGULAR,3pt,Jump Shot,[],1628365,6.1268068331143235,5.147058823529411,1610612753,17,11,2022-12-10T00:16:10Z,480000,False,224.0,5.0,1,left,M. Fultz 3PT  (6 PTS) (B. Bol 2 AST),"[1628365, 1629626]",20,1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Right Corner 3,24+ Right,22.44,Made,6.0,B. Bol,1629626.0,2.0,,,,,,,,,,,,,,
07:35,52,PT07M35.00S,2022-12-10T00:16:25.6Z,1,REGULAR,foul,personal,[],1628365,,,1610612761,17,11,2022-12-10T00:16:34Z,500000,False,,,0,,M. Fultz personal FOUL (1 PF),"[1628365, 1627832]",20,1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1628480.0,,,,,,1.0,0.0,VanVleet,1627832.0
07:30,54,PT07M30.00S,2022-12-10T00:16:46.5Z,1,REGULAR,3pt,Jump Shot,[],1627832,64.99671484888306,53.431372549019606,1610612761,17,11,2022-12-10T00:16:52Z,520000,False,17.0,277.0,1,right,MISS F. VanVleet 27' pullup 3PT,[1627832],23,1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,27.7,Missed,,,,,,,,,,,,,,,,,,
07:26,55,PT07M26.00S,2022-12-10T00:16:50.5Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,17,11,2022-12-10T00:16:52Z,530000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],5,1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,
07:10,56,PT07M10.00S,2022-12-10T00:17:07.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629626,13.61695137976347,49.50980392156863,1610612753,19,11,2022-12-10T00:17:19Z,540000,False,2.0,75.0,1,left,B. Bol 7' driving Hook (2 PTS) (M. Fultz 2 AST),"[1629626, 1628365]",10,1610612753.0,ORL,driving,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,7.55,Made,2.0,M. Fultz,1628365.0,2.0,,,,,,,,,,,,,,
06:58,58,PT06M58.00S,2022-12-10T00:17:18.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,82.21090670170827,50.245098039215684,1610612761,19,11,2022-12-10T00:17:25Z,560000,False,1.0,115.0,1,right,MISS S. Barnes 11' floating Shot,[1630567],4,1610612761.0,TOR,floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,11.47,Missed,,,,,,,,,,,,,,,,,,
06:54,59,PT06M54.00S,2022-12-10T00:17:22.6Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,19,11,2022-12-10T00:17:58Z,570000,False,,,0,,B. Bol REBOUND (Off:0 Def:2),[1629626],10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,
06:45,60,PT06M45.00S,2022-12-10T00:17:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,5.206964520367937,52.450980392156865,1610612753,21,11,2022-12-10T00:17:39Z,580000,False,-12.0,-4.0,1,left,P. Banchero driving Layup (4 PTS),[1631094],5,1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.28,Made,4.0,,,,,,,,,,,,,,,,,
06:45,61,PT06M45.00S,2022-12-10T00:17:46.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,21,11,2022-12-10T00:17:46Z,590000,False,,,0,,TOR Timeout,[],,1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:45,63,PT06M45.00S,2022-12-10T00:19:01.6Z,1,REGULAR,substitution,out,[],1630532,,,1610612761,21,11,2022-12-10T00:20:25Z,600000,False,,,0,,SUB out: F. Wagner,[1630532],22,1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
06:45,64,PT06M45.00S,2022-12-10T00:19:01.6Z,1,REGULAR,substitution,in,[],1630175,,,1610612761,21,11,2022-12-10T00:20:25Z,610000,False,,,0,,SUB in: C. Anthony,[1630175],50,1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
06:25,65,PT06M25.00S,2022-12-10T00:20:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,81.68528252299606,47.30392156862745,1610612761,21,13,2022-12-10T00:20:56Z,620000,False,-13.0,120.0,1,right,P. Siakam 12' fadeaway Jump Shot (7 PTS),[1627783],43,1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,12.05,Made,7.0,,,,,,,,,,,,,,,,,
05:57,66,PT05M57.00S,2022-12-10T00:21:16.9Z,1,REGULAR,3pt,Jump Shot,[],1629021,6.521024967148489,95.09803921568627,1610612753,21,13,2022-12-10T00:21:21Z,630000,False,-225.0,9.0,1,left,MISS M. Wagner 3PT,[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Left Corner 3,24+ Left,22.57,Missed,,,,,,,,,,,,,,,,,,
05:55,67,PT05M55.00S,2022-12-10T00:21:20.0Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,21,13,2022-12-10T00:21:20Z,640000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],4,1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,
05:38,68,PT05M38.00S,2022-12-10T00:21:40.3Z,1,REGULAR,foul,personal,[],1629021,,,1610612761,21,13,2022-12-10T00:21:58Z,650000,False,,,0,,M. Wagner personal FOUL (1 PF),"[1629021, 1627783]",21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,200832.0,,,,,,1.0,0.0,Siakam,1627783.0
05:38,70,PT05M38.00S,2022-12-10T00:22:00.8Z,1,REGULAR,substitution,out,[],1629626,,,1610612761,21,13,2022-12-10T00:22:08Z,670000,False,,,0,,SUB out: B. Bol,[1629626],10,1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
05:38,71,PT05M38.00S,2022-12-10T00:22:00.8Z,1,REGULAR,substitution,in,[],203082,,,1610612761,21,13,2022-12-10T00:22:08Z,680000,False,,,0,,SUB in: T. Ross,[203082],31,1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
05:33,72,PT05M33.00S,2022-12-10T00:22:16.9Z,1,REGULAR,2pt,Jump Shot,[],1627783,76.82325886990802,54.90196078431373,1610612761,21,15,2022-12-10T00:22:25Z,690000,False,25.0,165.0,1,right,P. Siakam 16' step back Jump Shot (9 PTS),[1627783],43,1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,16.72,Made,9.0,,,,,,,,,,,,,,,,,
05:19,73,PT05M19.00S,2022-12-10T00:22:30.5Z,1,REGULAR,3pt,Jump Shot,[],1630175,23.866622864651774,88.23529411764706,1610612753,21,15,2022-12-10T00:22:35Z,700000,False,-191.0,172.0,1,left,MISS C. Anthony 25' 3PT,[1630175],50,1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,25.7,Missed,,,,,,,,,,,,,,,,,,
05:14,74,PT05M14.00S,2022-12-10T00:22:35.5Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,21,15,2022-12-10T00:22:35Z,710000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],3,1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,
05:10,76,PT05M10.00S,2022-12-10T00:22:51.8Z,1,REGULAR,turnover,lost ball,[],1627832,,,1610612761,21,15,2022-12-10T00:23:09Z,730000,False,,,0,,F. VanVleet lost ball TURNOVER (1 TO),"[1627832, 1630175]",23,1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,Anthony,1630175.0,,,,
05:10,77,PT05M10.00S,2022-12-10T00:22:51.8Z,1,REGULAR,steal,,[],1630175,,,1610612753,21,15,2022-12-10T00:27:13Z,740000,False,,,0,,C. Anthony STEAL (1 STL),[1630175],50,1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
05:10,78,PT05M10.00S,2022-12-10T00:22:56.1Z,1,REGULAR,substitution,out,[],1629021,,,1610612753,21,15,2022-12-10T00:23:03Z,750000,False,,,0,,SUB out: M. Wagner,[1629021],21,1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
05:10,79,PT05M10.00S,2022-12-10T00:22:56.1Z,1,REGULAR,substitution,in,[],1628964,,,1610612753,21,15,2022-12-10T00:23:03Z,760000,False,,,0,,SUB in: M. Bamba,[1628964],11,1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
05:10,80,PT05M10.00S,2022-12-10T00:23:25.2Z,1,REGULAR,jumpball,recovered,[],1628365,,,1610612753,21,15,2022-12-10T00:27:46Z,770000,False,,,0,,Jump Ball C. Anthony vs. O. Anunoby: Tip to M. Fultz,"[1628365, 1630175, 1628384]",20,1610612753.0,ORL,heldball,M. Fultz,1628365.0,Fultz,M. Fultz,Anthony,1630175.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,,,,,,,
04:49,86,PT04M49.00S,2022-12-10T00:23:34.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628365,6.521024967148489,50.245098039215684,1610612753,23,15,2022-12-10T00:23:42Z,800000,False,-1.0,9.0,1,left,M. Fultz driving Layup (8 PTS),[1628365],20,1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,0.89,Made,8.0,,,,,,,,,,,,,,,,,
04:33,87,PT04M33.00S,2022-12-10T00:23:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,80.1084099868594,47.549019607843135,1610612761,23,17,2022-12-10T00:23:55Z,810000,False,-12.0,134.0,1,right,P. Siakam 13' step back Jump Shot (11 PTS),[1627783],43,1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,13.51,Made,11.0,,,,,,,,,,,,,,,,,
04:16,88,PT04M16.00S,2022-12-10T00:24:08.0Z,1,REGULAR,turnover,bad pass,[],1628365,,,1610612753,23,17,2022-12-10T00:28:17Z,820000,False,,,0,,M. Fultz bad pass TURNOVER (2 TO),"[1628365, 1627783]",20,1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,,,Siakam,1627783.0,,,,
