actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
176,PT11M13.00S,2022-10-22T23:41:35.8Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,33,36,2022-10-22T23:41:38Z,1720000,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT11M02.00S,2022-10-22T23:41:47.5Z,2,REGULAR,3pt,Jump Shot,[],1630532,27.020367936925098,21.568627450980394,1610612753,36,36,2022-10-22T23:41:51Z,1730000,142.0,201.0,1,left,F. Wagner 24' 3PT  (7 PTS) (C. Okeke 1 AST),"[1630532, 1629643]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,24.66,Made,,,,,7.0,,,,C. Okeke,1629643.0,1.0,,,,,,,
179,PT10M47.00S,2022-10-22T23:42:01.8Z,2,REGULAR,3pt,Jump Shot,[],1627763,68.15045992115637,59.31372549019608,1610612738,36,36,2022-10-22T23:42:09Z,1750000,47.0,247.0,1,right,MISS M. Brogdon 25' 3PT - blocked,"[1627763, 1629626]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,25.13,Missed,,,,,,,,,,,,Bol,1629626.0,,,,,
180,PT10M47.00S,2022-10-22T23:42:01.8Z,2,REGULAR,block,,[],1629626,,,1610612738,36,36,2022-10-22T23:42:06Z,1760000,,,0,,B. Bol BLOCK (2 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
181,PT10M42.00S,2022-10-22T23:42:06.8Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,36,36,2022-10-22T23:42:09Z,1770000,,,0,,C. Okeke REBOUND (Off:1 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Center,,,179.0,2.0,1.0,1.0,,,,,,,,,,,,,,
182,PT10M42.00S,2022-10-22T23:42:07.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629626,6.57030223390276,51.18336397058824,1610612753,38,36,2022-10-22T23:42:16Z,1780000,-6.0,9.0,1,left,B. Bol running DUNK (2 PTS) (C. Okeke 2 AST),"[1629626, 1629643]",1610612753.0,ORL,running,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,2.0,,,,C. Okeke,1629643.0,2.0,,,,,,,
184,PT10M32.00S,2022-10-22T23:42:16.6Z,2,REGULAR,3pt,Jump Shot,[],1629684,91.5407358738502,5.147058823529411,1610612738,38,39,2022-10-22T23:42:24Z,1800000,-224.0,27.0,1,right,G. Williams 3PT  (6 PTS) (M. Brogdon 2 AST),"[1629684, 1627763]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,22.59,Made,,,,,6.0,,,,M. Brogdon,1627763.0,2.0,,,,,,,
186,PT10M13.00S,2022-10-22T23:42:38.6Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612753,38,39,2022-10-22T23:42:47Z,1820000,,,0,,G. Williams shooting personal FOUL (1 PF) (Banchero 2 FT),"[1629684, 1631094]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Banchero,1631094.0
188,PT10M13.00S,2022-10-22T23:43:12.6Z,2,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,39,39,2022-10-22T23:43:12Z,1840000,,,0,,P. Banchero Free Throw 1 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
189,PT10M13.00S,2022-10-22T23:43:13.5Z,2,REGULAR,substitution,out,[],1630202,,,1610612753,39,39,2022-10-22T23:43:28Z,1850000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M13.00S,2022-10-22T23:43:13.5Z,2,REGULAR,substitution,out,[],201933,,,1610612753,39,39,2022-10-22T23:43:28Z,1860000,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M13.00S,2022-10-22T23:43:13.5Z,2,REGULAR,substitution,in,[],1627759,,,1610612753,39,39,2022-10-22T23:43:28Z,1870000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M13.00S,2022-10-22T23:43:13.5Z,2,REGULAR,substitution,in,[],1628436,,,1610612753,39,39,2022-10-22T23:43:28Z,1880000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M13.00S,2022-10-22T23:43:37.2Z,2,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,40,39,2022-10-22T23:43:37Z,1890000,,,0,,P. Banchero Free Throw 2 of 2 (4 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
194,PT10M02.00S,2022-10-22T23:43:49.9Z,2,REGULAR,3pt,Jump Shot,[],1630573,89.70105124835742,5.637254901960785,1610612738,40,42,2022-10-22T23:43:55Z,1900000,-222.0,44.0,1,right,S. Hauser 3PT  (6 PTS) (M. Brogdon 3 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,22.62,Made,,,,,6.0,,,,M. Brogdon,1627763.0,3.0,,,,,,,
196,PT09M48.00S,2022-10-22T23:44:03.2Z,2,REGULAR,2pt,Jump Shot,[],1631094,22.683968462549277,39.950980392156865,1610612753,40,42,2022-10-22T23:44:10Z,1920000,50.0,161.0,1,left,MISS P. Banchero 16' step back Shot,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,16.84,Missed,,,,,,,,,,,,,,,,,,
197,PT09M43.00S,2022-10-22T23:44:08.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,40,42,2022-10-22T23:44:10Z,1930000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,196.0,3.0,3.0,0.0,,,,,,,,,,,,,,
198,PT09M36.00S,2022-10-22T23:44:19.2Z,2,REGULAR,foul,personal,['2freethrow'],1629643,,,1610612738,40,42,2022-10-22T23:44:33Z,1940000,,,0,,C. Okeke shooting personal FOUL (2 PF) (Kornet 2 FT),"[1629643, 1628436]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Kornet,1628436.0
200,PT09M36.00S,2022-10-22T23:44:43.0Z,2,REGULAR,freethrow,1 of 2,[],1628436,,,1610612738,40,42,2022-10-22T23:44:43Z,1960000,,,0,,MISS L. Kornet Free Throw 1 of 2,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
201,PT09M36.00S,2022-10-22T23:44:43.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,40,42,2022-10-22T23:44:43Z,1970000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,
202,PT09M36.00S,2022-10-22T23:44:44.7Z,2,REGULAR,substitution,out,[],1630284,,,1610612738,40,42,2022-10-22T23:44:50Z,1980000,,,0,,SUB out: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M36.00S,2022-10-22T23:44:44.7Z,2,REGULAR,substitution,in,[],1630181,,,1610612738,40,42,2022-10-22T23:44:50Z,1990000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M36.00S,2022-10-22T23:45:04.9Z,2,REGULAR,freethrow,2 of 2,[],1628436,,,1610612738,40,43,2022-10-22T23:45:04Z,2000000,,,0,,L. Kornet Free Throw 2 of 2 (1 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
206,PT09M20.00S,2022-10-22T23:45:22.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,15.982260183968464,58.57843137254902,1610612753,42,43,2022-10-22T23:45:31Z,2020000,-43.0,98.0,1,left,F. Wagner 10' turnaround Hook (9 PTS),[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,10.67,Made,,,,,9.0,,,,,,,,,,,,,
207,PT08M58.00S,2022-10-22T23:45:44.1Z,2,REGULAR,3pt,Jump Shot,[],1630573,69.99014454664915,72.05882352941177,1610612738,42,46,2022-10-22T23:45:52Z,2030000,110.0,230.0,1,right,S. Hauser 25' 3PT  (9 PTS) (M. Brogdon 4 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.47,Made,,,,,9.0,,,,M. Brogdon,1627763.0,4.0,,,,,,,
209,PT08M35.00S,2022-10-22T23:46:07.5Z,2,REGULAR,3pt,Jump Shot,[],1630532,6.389618922470433,4.411764705882353,1610612753,42,46,2022-10-22T23:46:12Z,2050000,228.0,8.0,1,left,MISS F. Wagner 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,
210,PT08M32.00S,2022-10-22T23:46:10.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,42,46,2022-10-22T23:46:12Z,2060000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,209.0,4.0,4.0,0.0,,,,,,,,,,,,,,
211,PT08M27.00S,2022-10-22T23:46:14.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,93.24901445466492,50.0,1610612738,42,46,2022-10-22T23:46:36Z,2070000,0.0,11.0,1,right,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.1,Missed,,,,,,,,,,,,,,,,,,
212,PT08M26.00S,2022-10-22T23:46:15.9Z,2,REGULAR,rebound,offensive,[],1627763,,,1610612738,42,46,2022-10-23T00:03:24Z,2080000,,,0,,M. Brogdon REBOUND (Off:1 Def:0),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,211.0,1.0,0.0,1.0,,,,,,,,,,,,,,
213,PT08M25.00S,2022-10-22T23:46:32.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1627763,94.40999984741211,50.0,1610612738,42,48,2022-10-23T00:03:47Z,2090000,0.0,0.0,1,right,M. Brogdon tip Layup (2 PTS),[1627763],1610612738.0,BOS,tip,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
214,PT08M09.00S,2022-10-22T23:46:33.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630532,6.915243101182654,51.470588235294116,1610612753,44,48,2022-10-23T00:04:09Z,2100000,-7.0,13.0,1,left,F. Wagner driving DUNK (11 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,11.0,,,,,,,,,,,,,
215,PT08M05.00S,2022-10-22T23:46:38.0Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,44,48,2022-10-22T23:47:07Z,2110000,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 1630181]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,Hampton,1630181.0,,,,,,,,,,
216,PT08M05.00S,2022-10-22T23:46:38.0Z,2,REGULAR,steal,,[],1630181,,,1610612753,44,48,2022-10-23T00:15:46Z,2120000,,,0,,R. Hampton STEAL (1 STL),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
217,PT08M00.00S,2022-10-22T23:46:43.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629626,12.040078843626807,32.1078431372549,1610612753,44,48,2022-10-22T23:47:28Z,2130000,89.0,61.0,1,left,MISS B. Bol 10' driving floating Shot,[1629626],1610612753.0,ORL,driving floating,,,Bol,B. Bol,,,,,Mid-Range,8-16 Right,10.81,Missed,,,,,,,,,,,,,,,,,,
218,PT08M00.00S,2022-10-22T23:46:43.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,44,48,2022-10-22T23:47:28Z,2140000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,8-16 Right,,,217.0,,,,,,,,,,,,,,,,,
219,PT07M59.00S,2022-10-22T23:47:04.2Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,44,48,2022-10-22T23:47:14Z,2150000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M59.00S,2022-10-22T23:47:04.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612753,44,48,2022-10-22T23:47:14Z,2160000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M59.00S,2022-10-22T23:47:04.2Z,2,REGULAR,substitution,in,[],203082,,,1610612753,44,48,2022-10-22T23:47:14Z,2170000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M59.00S,2022-10-22T23:47:04.2Z,2,REGULAR,substitution,in,[],203935,,,1610612753,44,48,2022-10-22T23:47:14Z,2180000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M55.00S,2022-10-22T23:47:21.7Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203082,7.046649145860711,67.40196078431373,1610612753,44,48,2022-10-22T23:48:47Z,2190000,-87.0,14.0,1,left,MISS T. Ross 8' driving floating Shot,[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,Mid-Range,8-16 Left,8.81,Missed,,,,,,,,,,,,,,,,,,
224,PT07M52.00S,2022-10-22T23:47:24.7Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,44,48,2022-10-22T23:47:38Z,2200000,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Left,,,223.0,2.0,2.0,0.0,,,,,,,,,,,,,,
225,PT07M47.00S,2022-10-22T23:47:29.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,82.47371879106439,38.970588235294116,1610612738,44,48,2022-10-23T00:06:31Z,2210000,-55.0,112.0,1,right,MISS M. Smart 12' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,12.5,Missed,,,,,,,,,,,,,,,,,,
226,PT07M44.00S,2022-10-22T23:47:33.0Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,44,48,2022-10-22T23:47:33Z,2220000,,,0,,B. Bol REBOUND (Off:0 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,225.0,2.0,2.0,0.0,,,,,,,,,,,,,,
227,PT07M36.00S,2022-10-22T23:47:40.8Z,2,REGULAR,3pt,Jump Shot,[],1631094,31.61957950065703,34.068627450980394,1610612753,47,48,2022-10-23T00:06:59Z,2230000,80.0,245.0,1,left,P. Banchero 25' 3PT pullup (7 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,25.74,Made,,,,,7.0,,,,,,,,,,,,,
228,PT07M23.00S,2022-10-22T23:47:54.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,93.38042049934296,54.166666666666664,1610612738,47,50,2022-10-22T23:47:59Z,2240000,21.0,10.0,1,right,J. Brown driving DUNK (2 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.3,Made,,,,,2.0,,,,,,,,,,,,,
229,PT07M14.00S,2022-10-22T23:48:03.1Z,2,REGULAR,3pt,Jump Shot,[],1629626,31.488173455978973,66.66666666666666,1610612753,47,50,2022-10-22T23:48:07Z,2250000,-83.0,243.0,1,left,MISS B. Bol 25' 3PT,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
230,PT07M11.00S,2022-10-22T23:48:06.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,47,50,2022-10-22T23:48:07Z,2260000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,229.0,5.0,5.0,0.0,,,,,,,,,,,,,,
231,PT07M08.00S,2022-10-22T23:48:11.3Z,2,REGULAR,foul,offensive,[],1628436,,,1610612738,47,50,2022-10-22T23:48:35Z,2270000,,,0,,L. Kornet off-the-ball offensive FOUL (1 PF),"[1628436, 1630532]",1610612738.0,BOS,off-the-ball,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Wagner,1630532.0
233,PT07M08.00S,2022-10-22T23:48:11.3Z,2,REGULAR,turnover,offensive foul,[],1628436,,,1610612738,47,50,2022-10-22T23:48:11Z,2290000,,,0,,L. Kornet offensive foul TURNOVER (1 TO),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,,,,1626302.0,,,,
234,PT07M08.00S,2022-10-22T23:48:22.7Z,2,REGULAR,substitution,out,[],1630573,,,1610612753,47,50,2022-10-22T23:48:27Z,2300000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M08.00S,2022-10-22T23:48:22.7Z,2,REGULAR,substitution,in,[],1628369,,,1610612753,47,50,2022-10-22T23:48:27Z,2310000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M54.00S,2022-10-22T23:49:44.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203082,21.76412614980289,31.127450980392158,1610612753,47,50,2022-10-22T23:49:51Z,2330000,94.0,152.0,1,left,MISS T. Ross 17' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,Mid-Range,16-24 Right Center,17.9,Missed,,,,,,,,,,,,,,,,,,
239,PT06M50.00S,2022-10-22T23:49:48.1Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,47,50,2022-10-22T23:49:51Z,2350000,,,0,,M. Brogdon REBOUND (Off:1 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right Center,,,237.0,2.0,1.0,1.0,,,,,,,,,,,,,,
240,PT06M48.00S,2022-10-22T23:49:51.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,87.46714848883047,96.56862745098039,1610612738,47,50,2022-10-22T23:49:57Z,2360000,233.0,65.0,1,right,MISS J. Brown 24' running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,24.18,Missed,,,,,,,,,,,,,,,,,,
241,PT06M44.00S,2022-10-22T23:49:55.2Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,47,50,2022-10-22T23:49:57Z,2370000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Right Corner 3,24+ Right,,,240.0,1.0,1.0,0.0,,,,,,,,,,,,,,
242,PT06M37.00S,2022-10-22T23:50:01.4Z,2,REGULAR,2pt,Jump Shot,[],203082,21.23850197109067,46.32352941176471,1610612753,49,50,2022-10-22T23:50:07Z,2380000,18.0,147.0,1,left,T. Ross 14' pullup Jump Shot (10 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,Mid-Range,8-16 Center,14.82,Made,,,,,10.0,,,,,,,,,,,,,
243,PT06M23.00S,2022-10-22T23:50:17.0Z,2,REGULAR,foul,personal,['2freethrow'],1629626,,,1610612738,49,50,2022-10-22T23:50:38Z,2390000,,,0,,B. Bol shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1629626, 1627763]",1610612753.0,ORL,shooting,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Brogdon,1627763.0
245,PT06M23.00S,2022-10-22T23:50:44.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,49,50,2022-10-22T23:50:44Z,2410000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M23.00S,2022-10-22T23:51:50.6Z,2,REGULAR,substitution,out,[],1631094,,,1610612738,49,50,2022-10-22T23:52:57Z,2420000,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M23.00S,2022-10-22T23:51:50.6Z,2,REGULAR,substitution,out,[],1630532,,,1610612738,49,50,2022-10-22T23:52:57Z,2430000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M23.00S,2022-10-22T23:51:50.6Z,2,REGULAR,substitution,in,[],1628976,,,1610612738,49,50,2022-10-22T23:52:57Z,2440000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M23.00S,2022-10-22T23:51:50.6Z,2,REGULAR,substitution,in,[],1630175,,,1610612738,49,50,2022-10-22T23:52:57Z,2450000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M23.00S,2022-10-22T23:53:22.3Z,2,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,49,51,2022-10-22T23:53:40Z,2460000,,,0,,M. Brogdon Free Throw 1 of 2 (3 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
251,PT06M23.00S,2022-10-22T23:53:22.3Z,2,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,49,51,2022-10-22T23:53:40Z,2470000,,,0,,MISS M. Brogdon Free Throw 2 of 2,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
252,PT06M20.00S,2022-10-22T23:53:25.3Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,49,51,2022-10-22T23:53:40Z,2480000,,,0,,B. Bol REBOUND (Off:0 Def:3),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,,,
253,PT06M06.00S,2022-10-22T23:53:51.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203082,7.5722733245729295,48.03921568627451,1610612753,51,51,2022-10-22T23:53:57Z,2490000,10.0,19.0,1,left,T. Ross cutting DUNK (12 PTS) (W. Carter Jr. 2 AST),"[203082, 1628976]",1610612753.0,ORL,cutting,,,Ross,T. Ross,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,12.0,,,,W. Carter Jr.,1628976.0,2.0,,,,,,,
255,PT05M56.00S,2022-10-22T23:54:04.0Z,2,REGULAR,foul,personal,[],1630181,,,1610612738,51,51,2022-10-22T23:54:13Z,2510000,,,0,,R. Hampton personal FOUL (1 PF),"[1630181, 1628369]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Tatum,1628369.0
257,PT05M56.00S,2022-10-22T23:54:12.3Z,2,REGULAR,substitution,out,[],1627763,,,1610612738,51,51,2022-10-22T23:54:16Z,2530000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M56.00S,2022-10-22T23:54:12.3Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,51,51,2022-10-22T23:54:16Z,2540000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M46.00S,2022-10-22T23:54:32.8Z,2,REGULAR,2pt,Jump Shot,[],1627759,78.66294349540078,36.27450980392157,1610612738,51,51,2022-10-22T23:54:42Z,2550000,-69.0,148.0,1,right,MISS J. Brown 16' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,16.32,Missed,,,,,,,,,,,,,,,,,,
260,PT05M43.00S,2022-10-22T23:54:35.8Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,51,51,2022-10-22T23:54:42Z,2560000,,,0,,C. Anthony REBOUND (Off:0 Def:4),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Left Center,,,259.0,4.0,4.0,0.0,,,,,,,,,,,,,,
262,PT05M23.00S,2022-10-22T23:55:17.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,19.267411300919843,63.970588235294116,1610612753,53,51,2022-10-22T23:55:30Z,2580000,-70.0,129.0,1,left,C. Anthony 14' pullup Jump Shot (9 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,14.64,Made,,,,,9.0,,,,,,,,,,,,,
