actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-29T00:11:04.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-29T00:11:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-29T00:11:06.7Z,1,REGULAR,jumpball,recovered,[],1631094,,,1610612753,0,0,2023-01-29T00:11:06Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. N. Vucevic: Tip to P. Banchero,"[1631094, 1628976, 202696]",1610612753.0,ORL,startperiod,P. Banchero,1631094.0,Banchero,P. Banchero,Carter Jr.,1628976.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-01-29T00:11:23.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,91.93495400788436,45.83333333333333,1610612753,2,0,2023-01-29T00:11:29Z,70000,False,-21.0,23.0,1,right,W. Carter Jr. alley-oop DUNK (2 PTS) (M. Fultz 1 AST),"[1628976, 1628365]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,3.12,Made,2.0,M. Fultz,1628365.0,1.0,,,,,,,,,,,,,,
9,PT11M15.00S,2023-01-29T00:11:47.6Z,1,REGULAR,2pt,Jump Shot,[],1630172,21.895532194480946,29.166666666666668,1610612741,2,0,2023-01-29T00:12:03Z,90000,False,104.0,153.0,1,left,MISS P. Williams 18' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,18.54,Missed,,,,,,,,,,,,,,,,,,
10,PT11M12.00S,2023-01-29T00:11:50.6Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,0,2023-01-29T00:12:03Z,100000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M59.00S,2023-01-29T00:13:14.5Z,1,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,2,0,2023-01-29T00:13:21Z,120000,False,,,0,,W. Carter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628976],1610612753.0,ORL,bad pass,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1627519.0,1.0,,,,,,,,
14,PT10M46.00S,2023-01-29T00:13:30.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630245,6.915243101182654,4.166666666666666,1610612741,2,0,2023-01-29T00:13:34Z,140000,False,229.0,13.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
15,PT10M42.00S,2023-01-29T00:13:34.1Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,0,2023-01-29T00:13:34Z,150000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,,,,,,,14.0,2.0,2.0,0.0,,,,,,,,,,
16,PT10M37.00S,2023-01-29T00:13:38.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1631094,87.59855453350855,56.61764705882353,1610612753,2,0,2023-01-29T00:13:51Z,160000,False,33.0,64.0,1,right,MISS P. Banchero 7' running Shot,[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
17,PT10M35.00S,2023-01-29T00:13:40.6Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,2,0,2023-01-29T00:13:51Z,170000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
