actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-08T00:10:59.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-08T00:10:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-03-08T00:11:04.2Z,1,REGULAR,jumpball,recovered,[],1626171,,,1610612749,0,0,2023-03-08T00:11:04Z,40000,False,,,0,,Jump Ball B. Lopez vs. M. Wagner: Tip to B. Portis,"[1626171, 201572, 1629021]",1610612749.0,MIL,startperiod,B. Portis,1626171.0,Portis,B. Portis,Lopez,201572.0,Wagner,1629021.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-03-08T00:11:12.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,7.30946123521682,46.81372549019608,1610612749,0,2,2023-03-08T00:11:34Z,70000,False,16.0,16.0,1,left,B. Lopez turnaround Hook (2 PTS) (K. Middleton 1 AST),"[201572, 203114]",1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,2.27,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
10,PT11M22.00S,2023-03-08T00:11:53.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.59198423127464,56.372549019607845,1610612753,2,2,2023-03-08T00:11:59Z,100000,False,32.0,17.0,1,right,M. Wagner cutting Layup (2 PTS) (P. Banchero 1 AST),"[1629021, 1631094]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.62,Made,2.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,
12,PT11M10.00S,2023-03-08T00:12:04.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201572,6.1268068331143235,46.07843137254902,1610612749,2,4,2023-03-08T00:12:10Z,120000,False,20.0,5.0,1,left,B. Lopez alley-oop DUNK (4 PTS) (K. Middleton 2 AST),"[201572, 203114]",1610612749.0,MIL,alley-oop,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,2.03,Made,4.0,K. Middleton,203114.0,2.0,,,,,,,,,,,,,,
14,PT10M58.00S,2023-03-08T00:12:21.1Z,1,REGULAR,foul,offensive,[],1629021,,,1610612753,2,4,2023-03-08T00:13:20Z,140000,False,,,0,,M. Wagner off-the-ball offensive FOUL (1 PF),"[1629021, 1628960]",1610612753.0,ORL,off-the-ball,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Center,,,,,,,1155.0,1.0,0.0,Allen,1628960.0,,,,,,,,,
16,PT10M58.00S,2023-03-08T00:12:21.1Z,1,REGULAR,turnover,offensive foul,[],1629021,,,1610612753,2,4,2023-03-08T00:13:20Z,160000,False,,,0,,M. Wagner offensive foul TURNOVER (1 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Center,,,,,,,202053.0,,,,,1.0,,,,,,,,
17,PT10M43.00S,2023-03-08T00:12:43.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,5.995400788436268,5.147058823529411,1610612749,2,4,2023-03-08T00:12:47Z,170000,False,224.0,4.0,1,left,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
18,PT10M41.00S,2023-03-08T00:12:45.8Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,2,4,2023-03-08T00:12:47Z,180000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,
19,PT10M30.00S,2023-03-08T00:12:56.1Z,1,REGULAR,3pt,Jump Shot,[],1630532,64.60249671484888,50.98039215686274,1610612753,2,4,2023-03-08T00:13:01Z,190000,False,5.0,280.0,1,right,MISS F. Wagner 28' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,28.02,Missed,,,,,,,,,,,,,,,,,,
