actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-03-26T22:10:28.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-26T22:10:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-26T22:10:32.4Z,1,REGULAR,jumpball,recovered,[],1629661,,,1610612751,0,0,2023-03-26T22:10:32Z,40000,False,,,0,,Jump Ball N. Claxton vs. W. Carter Jr.: Tip to C. Johnson,"[1629661, 1629651, 1628976]",1610612751.0,BKN,startperiod,C. Johnson,1629661.0,Johnson,C. Johnson,Claxton,1629651.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-03-26T22:10:43.9Z,1,REGULAR,3pt,Jump Shot,[],1627827,71.17279894875165,19.362745098039216,1610612751,0,0,2023-03-26T22:10:50Z,70000,False,-153.0,218.0,1,right,MISS D. Finney-Smith 26' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-03-26T22:10:47.9Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,0,0,2023-03-26T22:10:50Z,80000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2023-03-26T22:10:54.3Z,1,REGULAR,2pt,Jump Shot,[],203914,27.54599211563732,59.068627450980394,1610612753,2,0,2023-03-26T22:11:40Z,90000,False,-45.0,206.0,1,left,G. Harris 21' pullup Jump Shot (2 PTS) (W. Carter Jr. 1 AST),"[203914, 1628976]",1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,Mid-Range,16-24 Center,21.13,Made,,,,,2.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,
10,PT11M20.00S,2023-03-26T22:11:07.6Z,1,REGULAR,2pt,Jump Shot,[],1628969,79.05716162943496,30.88235294117647,1610612751,2,0,2023-03-26T22:11:13Z,100000,False,-96.0,144.0,1,right,MISS M. Bridges 17' pullup Shot,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,17.32,Missed,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2023-03-26T22:11:10.9Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612751,2,0,2023-03-26T22:11:10Z,110000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left Center,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M15.00S,2023-03-26T22:11:12.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,75.77201051248358,12.990196078431374,1610612751,2,0,2023-03-26T22:11:16Z,120000,False,-185.0,175.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
13,PT11M12.00S,2023-03-26T22:11:15.9Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,2,0,2023-03-26T22:11:16Z,130000,False,,,0,,M. Fultz REBOUND (Off:0 Def:2),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,,,12.0,2.0,2.0,0.0,,,,,,,,,,,,,,
15,PT11M00.00S,2023-03-26T22:11:27.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631094,12.040078843626807,37.00980392156863,1610612753,2,0,2023-03-26T22:11:34Z,140000,False,65.0,61.0,1,left,MISS P. Banchero 8' turnaround Hook,[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,8.89,Missed,,,,,,,,,,,,,,,,,,
16,PT10M57.00S,2023-03-26T22:11:30.6Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,2,0,2023-03-26T22:11:34Z,150000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M50.00S,2023-03-26T22:11:38.4Z,1,REGULAR,2pt,Jump Shot,[],1628969,79.45137976346912,68.62745098039215,1610612751,2,2,2023-03-26T22:11:44Z,160000,False,93.0,141.0,1,right,M. Bridges 16' pullup Jump Shot (2 PTS),[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,16.87,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M31.00S,2023-03-26T22:11:55.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631094,7.30946123521682,55.88235294117647,1610612753,2,2,2023-03-26T22:12:06Z,170000,False,-29.0,16.0,1,left,MISS P. Banchero turnaround Hook - blocked,"[1631094, 1627827]",1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,,,,Finney-Smith,1627827.0,,,,,,,,
19,PT10M31.00S,2023-03-26T22:11:55.9Z,1,REGULAR,block,,[],1627827,,,1610612753,2,2,2023-03-26T22:11:58Z,180000,False,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2023-03-26T22:11:57.9Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,2,2,2023-03-26T22:12:06Z,190000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,18.0,2.0,1.0,1.0,,,,,,,,,,,,,,
