actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
83,PT05M15.00S,2022-11-12T00:23:03.8Z,1,REGULAR,rebound,offensive,[],1629643,,,1610612753,17,14,2022-11-12T00:23:03Z,830000,False,,,0,,C. Okeke REBOUND (Off:1 Def:0),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,82.0,1.0,0.0,1.0,,,,,,
84,PT05M14.00S,2022-11-12T00:23:05.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629643,88.78120893561103,95.09803921568627,1610612753,20,14,2022-11-12T00:23:23Z,840000,False,225.0,53.0,1,right,C. Okeke 3PT  (3 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Right Corner 3,24+ Right,,,,,23.16,Made,3.0,,,,,,,,,,,,,
87,PT04M50.00S,2022-11-12T00:25:08.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,16.113666228646515,55.63725490196079,1610612756,20,14,2022-11-12T00:25:35Z,870000,False,-28.0,99.0,1,left,MISS D. Ayton 10' turnaround Hook,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.29,Missed,,,,,,,,,,,,,,
88,PT04M48.00S,2022-11-12T00:25:10.0Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612753,20,14,2022-11-12T00:25:15Z,880000,False,,,0,,B. Bol REBOUND (Off:0 Def:4),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,87.0,4.0,4.0,0.0,,,,,,
89,PT04M32.00S,2022-11-12T00:25:26.8Z,1,REGULAR,3pt,Jump Shot,[],1629626,66.96780551905388,41.42156862745098,1610612753,23,14,2022-11-12T00:25:31Z,890000,False,-43.0,258.0,1,right,B. Bol 26' 3PT  (5 PTS) (C. Okeke 2 AST),"[1629626, 1629643]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,,26.15,Made,5.0,C. Okeke,1629643.0,2.0,,,,,,,,,,
91,PT04M16.00S,2022-11-12T00:25:42.3Z,1,REGULAR,3pt,Jump Shot,[],1628969,7.966491458607096,95.34313725490196,1610612756,23,14,2022-11-12T00:25:53Z,910000,False,-227.0,22.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,22.78,Missed,,,,,,,,,,,,,,
92,PT04M13.00S,2022-11-12T00:25:45.4Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,23,14,2022-11-12T00:25:45Z,920000,False,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,,,,,,,,,91.0,2.0,1.0,1.0,,,,,,
93,PT04M11.00S,2022-11-12T00:25:49.6Z,1,REGULAR,turnover,traveling,[],1626166,,,1610612756,23,14,2022-11-12T00:25:57Z,930000,False,,,0,,C. Payne traveling TURNOVER (2 TO),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,202058.0,2.0,,,,,,,,,,,,,,,,,,
94,PT04M11.00S,2022-11-12T00:25:55.3Z,1,REGULAR,substitution,out,[],1626166,,,1610612753,23,14,2022-11-12T00:26:18Z,940000,False,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M11.00S,2022-11-12T00:25:55.3Z,1,REGULAR,substitution,out,[],1629028,,,1610612753,23,14,2022-11-12T00:26:18Z,950000,False,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M11.00S,2022-11-12T00:25:55.3Z,1,REGULAR,substitution,in,[],1627814,,,1610612753,23,14,2022-11-12T00:26:18Z,960000,False,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M11.00S,2022-11-12T00:25:55.3Z,1,REGULAR,substitution,in,[],1629111,,,1610612753,23,14,2022-11-12T00:26:18Z,970000,False,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M59.00S,2022-11-12T00:26:26.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628964,92.19776609724047,56.61764705882353,1610612753,23,14,2022-11-12T00:26:52Z,980000,False,33.0,21.0,1,right,MISS M. Bamba driving Hook,[1628964],1610612753.0,ORL,driving,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,3.91,Missed,,,,,,,,,,,,,,
99,PT03M57.00S,2022-11-12T00:26:28.1Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,23,14,2022-11-12T00:26:30Z,990000,False,,,0,,D. Booker REBOUND (Off:1 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,98.0,2.0,1.0,1.0,,,,,,
100,PT03M45.00S,2022-11-12T00:26:42.9Z,1,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612756,23,14,2022-11-12T00:27:11Z,1000000,False,,,0,,M. Bamba shooting personal FOUL (1 PF) (Craig 2 FT),"[1628964, 1628470]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,1628953.0,,,,,,,,,,,,,,,,1.0,0.0,Craig,1628470.0
102,PT03M45.00S,2022-11-12T00:27:20.3Z,1,REGULAR,freethrow,1 of 2,[],1628470,,,1610612756,23,15,2022-11-12T00:27:20Z,1020000,False,,,0,,T. Craig Free Throw 1 of 2 (3 PTS),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
103,PT03M45.00S,2022-11-12T00:27:27.0Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,23,15,2022-11-12T00:27:31Z,1030000,False,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M45.00S,2022-11-12T00:27:27.0Z,1,REGULAR,substitution,in,[],1629006,,,1610612756,23,15,2022-11-12T00:27:31Z,1040000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M45.00S,2022-11-12T00:27:46.5Z,1,REGULAR,freethrow,2 of 2,[],1628470,,,1610612756,23,16,2022-11-12T00:27:46Z,1050000,False,,,0,,T. Craig Free Throw 2 of 2 (4 PTS),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
106,PT03M33.00S,2022-11-12T00:27:58.7Z,1,REGULAR,2pt,Jump Shot,[],203082,84.05059132720105,74.75490196078431,1610612753,23,16,2022-11-12T00:28:03Z,1060000,False,124.0,97.0,1,right,MISS T. Ross 15' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,Mid-Range,8-16 Right,,,,,15.75,Missed,,,,,,,,,,,,,,
107,PT03M30.00S,2022-11-12T00:28:01.7Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,23,16,2022-11-12T00:28:01Z,1070000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Right,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,
108,PT03M12.00S,2022-11-12T00:28:19.9Z,1,REGULAR,3pt,Jump Shot,[],1629006,27.283180026281208,82.59803921568627,1610612756,23,16,2022-11-12T00:28:24Z,1080000,False,-163.0,204.0,1,left,MISS J. Okogie 26' 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,,,26.11,Missed,,,,,,,,,,,,,,
109,PT03M10.00S,2022-11-12T00:28:21.9Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,23,16,2022-11-12T00:28:24Z,1090000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,
110,PT02M56.00S,2022-11-12T00:28:36.2Z,1,REGULAR,3pt,Jump Shot,[],1628964,72.22404730617609,20.588235294117645,1610612753,23,16,2022-11-12T00:28:41Z,1100000,False,-147.0,209.0,1,right,MISS M. Bamba 25' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,,,,,25.52,Missed,,,,,,,,,,,,,,
111,PT02M52.00S,2022-11-12T00:28:40.2Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,23,16,2022-11-12T00:28:41Z,1110000,False,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,110.0,2.0,1.0,1.0,,,,,,
112,PT02M47.00S,2022-11-12T00:28:45.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,30.17411300919842,68.62745098039215,1610612756,23,19,2022-11-12T00:28:58Z,1120000,False,-93.0,231.0,1,left,D. Booker 24' 3PT running pullup (3 PTS),[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,24.91,Made,3.0,,,,,,,,,,,,,
113,PT02M26.00S,2022-11-12T00:29:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,92.59198423127464,54.41176470588235,1610612753,25,19,2022-11-12T00:29:14Z,1130000,False,22.0,17.0,1,right,M. Bamba cutting Layup (2 PTS) (B. Bol 1 AST),"[1628964, 1629626]",1610612753.0,ORL,cutting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,2.79,Made,2.0,B. Bol,1629626.0,1.0,,,,,,,,,,
115,PT02M26.00S,2022-11-12T00:29:11.4Z,1,REGULAR,foul,personal,['1freethrow'],1629006,,,1610612753,25,19,2022-11-12T00:32:23Z,1150000,False,,,0,,J. Okogie shooting personal FOUL (1 PF) (Bamba 1 FT),"[1629006, 1628964]",1610612756.0,PHX,shooting,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,1628953.0,,,,,,,,,,,,,,,,1.0,0.0,Bamba,1628964.0
117,PT02M26.00S,2022-11-12T00:29:33.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,25,19,2022-11-12T00:29:33Z,1170000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M26.00S,2022-11-12T00:31:33.2Z,1,REGULAR,substitution,out,[],1629643,,,1610612753,25,19,2022-11-12T00:31:59Z,1180000,False,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M26.00S,2022-11-12T00:31:33.2Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,25,19,2022-11-12T00:31:59Z,1190000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M26.00S,2022-11-12T00:31:33.2Z,1,REGULAR,substitution,out,[],1629626,,,1610612753,25,19,2022-11-12T00:31:59Z,1200000,False,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M26.00S,2022-11-12T00:31:33.2Z,1,REGULAR,substitution,out,[],1628470,,,1610612753,25,19,2022-11-12T00:31:59Z,1210000,False,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M26.00S,2022-11-12T00:31:33.2Z,1,REGULAR,substitution,in,[],1631216,,,1610612753,25,19,2022-11-12T00:31:59Z,1220000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M26.00S,2022-11-12T00:31:33.2Z,1,REGULAR,substitution,in,[],1628976,,,1610612753,25,19,2022-11-12T00:31:59Z,1230000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M26.00S,2022-11-12T00:31:33.2Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,25,19,2022-11-12T00:31:59Z,1240000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M26.00S,2022-11-12T00:31:33.2Z,1,REGULAR,substitution,in,[],203967,,,1610612753,25,19,2022-11-12T00:31:59Z,1250000,False,,,0,,SUB in: D. Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M26.00S,2022-11-12T00:32:27.3Z,1,REGULAR,freethrow,1 of 1,[],1628964,,,1610612753,26,19,2022-11-12T00:32:27Z,1260000,False,,,0,,M. Bamba Free Throw 1 of 1 (3 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
127,PT02M02.00S,2022-11-12T00:32:55.7Z,1,REGULAR,turnover,out-of-bounds,[],1629006,,,1610612756,26,19,2022-11-12T00:33:03Z,1270000,False,,,0,,J. Okogie bad pass out-of-bounds TURNOVER (1 TO),[1629006],1610612756.0,PHX,bad pass,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,1628953.0,1.0,,,,,,,,,,,,,,,,,,
128,PT01M45.00S,2022-11-12T00:33:19.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203082,83.26215505913272,38.48039215686275,1610612753,28,19,2022-11-12T00:33:24Z,1280000,False,-58.0,105.0,1,right,T. Ross 11' pullup Jump Shot (2 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.96,Made,2.0,,,,,,,,,,,,,
129,PT01M30.00S,2022-11-12T00:33:34.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,7.046649145860711,56.127450980392155,1610612756,28,21,2022-11-12T00:33:41Z,1290000,False,-31.0,14.0,1,left,J. Landale Hook (2 PTS) (D. Booker 3 AST),"[1629111, 1626164]",1610612756.0,PHX,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,3.35,Made,2.0,D. Booker,1626164.0,3.0,,,,,,,,,,
132,PT01M06.00S,2022-11-12T00:34:19.4Z,1,REGULAR,2pt,Jump Shot,[],1628976,83.13074901445466,78.43137254901961,1610612753,28,21,2022-11-12T00:34:25Z,1320000,False,142.0,106.0,1,right,MISS W. Carter Jr. 17' pullup Shot,[1628976],1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,17.74,Missed,,,,,,,,,,,,,,
133,PT01M03.00S,2022-11-12T00:34:22.4Z,1,REGULAR,rebound,defensive,[],203967,,,1610612756,28,21,2022-11-12T00:34:25Z,1330000,False,,,0,,D. Saric REBOUND (Off:0 Def:1),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,
134,PT00M56.00S,2022-11-12T00:34:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,8.360709592641262,54.90196078431373,1610612756,28,23,2022-11-12T00:34:37Z,1340000,False,-25.0,26.0,1,left,D. Booker driving finger roll Layup (5 PTS),[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,3.58,Made,5.0,,,,,,,,,,,,,
135,PT00M35.40S,2022-11-12T00:34:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,91.01511169513797,45.09803921568628,1610612753,30,23,2022-11-12T00:35:04Z,1350000,False,-25.0,32.0,1,right,F. Wagner driving Layup (6 PTS) (M. Bamba 1 AST),"[1630532, 1628964]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,4.03,Made,6.0,M. Bamba,1628964.0,1.0,,,,,,,,,,
136,PT00M30.10S,2022-11-12T00:35:09.5Z,1,REGULAR,foul,personal,[],1630532,,,1610612756,30,23,2022-11-12T00:35:17Z,1360000,False,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 1626164]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,1628953.0,,,,,,,,,,,,,,,,1.0,0.0,Booker,1626164.0
138,PT00M28.10S,2022-11-12T00:35:31.0Z,1,REGULAR,3pt,Jump Shot,[],1629111,30.17411300919842,74.01960784313727,1610612756,30,23,2022-11-12T00:35:41Z,1380000,False,-120.0,231.0,1,left,MISS J. Landale 26' 3PT,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,,,,,26.04,Missed,,,,,,,,,,,,,,
139,PT00M28.10S,2022-11-12T00:35:31.0Z,1,REGULAR,rebound,offensive,[],203967,,,1610612756,30,23,2022-11-12T00:35:41Z,1390000,False,,,0,,D. Saric REBOUND (Off:1 Def:1),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,138.0,2.0,1.0,1.0,,,,,,
140,PT00M21.90S,2022-11-12T00:35:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203967,7.30946123521682,47.05882352941176,1610612756,30,23,2022-11-12T00:35:49Z,1400000,False,15.0,16.0,1,left,MISS D. Saric Layup,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,,,2.19,Missed,,,,,,,,,,,,,,
141,PT00M19.30S,2022-11-12T00:35:39.9Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,30,23,2022-11-12T00:35:39Z,1410000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,
143,PT00M00.00S,2022-11-12T00:36:18.0Z,1,REGULAR,2pt,Jump Shot,[],203082,81.553876478318,72.30392156862744,1610612753,30,23,2022-11-12T00:36:25Z,1430000,False,112.0,121.0,1,right,MISS T. Ross 16' pullup Shot - blocked,"[203082, 1629006]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,Mid-Range,16-24 Right Center,,,,,16.45,Missed,,,,,,,,,Okogie,1629006.0,,,,
144,PT00M00.00S,2022-11-12T00:36:18.0Z,1,REGULAR,block,,[],1629006,,,1610612753,30,23,2022-11-12T00:36:21Z,1440000,False,,,0,,J. Okogie BLOCK (1 BLK),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
145,PT00M00.00S,2022-11-12T00:36:18.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,30,23,2022-11-12T00:37:59Z,1450000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,143.0,,,,,,,,,
146,PT00M00.00S,2022-11-12T00:36:28.7Z,1,REGULAR,period,end,[],0,,,1610612756,30,23,2022-11-12T00:36:28Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-11-12T00:36:38.0Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,30,23,2022-11-12T00:39:05Z,1470000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-11-12T00:36:38.0Z,2,REGULAR,substitution,out,['startperiod'],1629006,,,1610612756,30,23,2022-11-12T00:39:05Z,1480000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-11-12T00:36:38.0Z,2,REGULAR,substitution,in,['startperiod'],1628969,,,1610612756,30,23,2022-11-12T00:39:05Z,1490000,False,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-11-12T00:36:38.0Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612756,30,23,2022-11-12T00:39:05Z,1500000,False,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-11-12T00:39:13.8Z,2,REGULAR,period,start,[],0,,,1610612753,30,23,2022-11-12T00:39:13Z,1510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M51.00S,2022-11-12T00:39:24.3Z,2,REGULAR,turnover,traveling,[],1628976,,,1610612753,30,23,2022-11-12T00:39:34Z,1520000,False,,,0,,W. Carter Jr. traveling TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,1628172.0,1.0,,,,,,,,,,,,,,,,,,
154,PT11M40.00S,2022-11-12T00:39:49.6Z,2,REGULAR,turnover,discontinued dribble,[],1626166,,,1610612756,30,23,2022-11-12T00:40:00Z,1530000,False,,,0,,C. Payne discontinued dribble TURNOVER (3 TO),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,202058.0,3.0,,,,,,,,,,,,,,,,,,
155,PT11M25.00S,2022-11-12T00:40:16.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628976,85.62746386333771,39.46078431372549,1610612753,32,23,2022-11-12T00:40:35Z,1540000,False,-53.0,83.0,1,right,W. Carter Jr. 9' turnaround fadeaway Jump Shot (5 PTS),[1628976],1610612753.0,ORL,turnaround fadeaway,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,9.8,Made,5.0,,,,,,,,,,,,,
156,PT10M59.00S,2022-11-12T00:40:41.2Z,2,REGULAR,3pt,Jump Shot,[],203967,9.411957950065702,4.901960784313726,1610612756,32,23,2022-11-12T00:41:04Z,1550000,False,225.0,36.0,1,left,MISS D. Saric 3PT,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Right Corner 3,24+ Right,,,,,22.84,Missed,,,,,,,,,,,,,,
157,PT10M57.00S,2022-11-12T00:40:43.2Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612756,32,23,2022-11-12T00:41:04Z,1560000,False,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Right Corner 3,24+ Right,,,,,,,,,,,156.0,2.0,1.0,1.0,,,,,,
158,PT10M52.00S,2022-11-12T00:40:49.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203967,7.835085413929041,46.81372549019608,1610612756,32,23,2022-11-12T00:41:14Z,1570000,False,16.0,21.0,1,left,MISS D. Saric Layup - blocked,"[203967, 1628964]",1610612756.0,PHX,,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,,,2.64,Missed,,,,,,,,,Bamba,1628964.0,,,,
162,PT10M52.00S,2022-11-12T00:40:49.3Z,2,REGULAR,block,,[],1628964,,,1610612756,32,23,2022-11-12T00:41:14Z,1575000,False,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT10M49.00S,2022-11-12T00:40:52.3Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,32,23,2022-11-12T00:41:14Z,1580000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,158.0,2.0,2.0,0.0,,,,,,
160,PT10M41.00S,2022-11-12T00:40:59.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,93.24901445466492,50.73529411764706,1610612753,34,23,2022-11-12T00:42:56Z,1590000,False,4.0,11.0,1,right,M. Bamba cutting DUNK (5 PTS) (F. Wagner 1 AST),"[1628964, 1630532]",1610612753.0,ORL,cutting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,1.16,Made,5.0,F. Wagner,1630532.0,1.0,,,,,,,,,,
163,PT10M24.00S,2022-11-12T00:41:15.8Z,2,REGULAR,3pt,Jump Shot,[],1626166,32.276609724047304,33.088235294117645,1610612756,34,26,2022-11-12T00:41:20Z,1610000,False,85.0,251.0,1,left,C. Payne 26' 3PT  (7 PTS) (D. Saric 1 AST),"[1626166, 203967]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,,,,,26.48,Made,7.0,D. Saric,203967.0,1.0,,,,,,,,,,
165,PT10M11.00S,2022-11-12T00:41:29.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,87.20433639947439,44.85294117647059,1610612753,34,26,2022-11-12T00:41:37Z,1630000,False,-26.0,68.0,1,right,MISS F. Wagner 7' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.25,Missed,,,,,,,,,,,,,,
166,PT10M08.00S,2022-11-12T00:41:32.5Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,34,26,2022-11-12T00:41:37Z,1640000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,165.0,2.0,1.0,1.0,,,,,,
