actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
85,PT05M30.00S,2023-02-26T00:23:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,7.30946123521682,56.86274509803921,1610612753,12,11,2023-02-26T00:23:32Z,820000,False,-34.0,16.0,1,left,F. Wagner driving floating Jump Shot (4 PTS) (M. Wagner 1 AST),"[1630532, 1629021]",1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.79,Made,4.0,,,,,,,,,,M. Wagner,1629021.0,1.0,,,,,
87,PT05M15.00S,2023-02-26T00:23:41.5Z,1,REGULAR,2pt,Jump Shot,[],1629614,89.70105124835742,28.676470588235293,1610612754,12,11,2023-02-26T00:23:51Z,840000,False,-107.0,44.0,1,right,MISS A. Nembhard 11' driving floating Shot,[1629614],1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,11.54,Missed,,,,,,,,,,,,,,,,,,
88,PT05M15.00S,2023-02-26T00:23:41.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,12,11,2023-02-26T00:23:51Z,850000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Left,,,,87.0,,,,,,,,,,,,,,,,
90,PT05M15.00S,2023-02-26T00:23:55.8Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,12,11,2023-02-26T00:24:09Z,885000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M15.00S,2023-02-26T00:23:55.8Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,12,11,2023-02-26T00:24:09Z,897500,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M15.00S,2023-02-26T00:23:55.8Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,12,11,2023-02-26T00:24:09Z,903750,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M15.00S,2023-02-26T00:23:55.8Z,1,REGULAR,substitution,in,[],1630188,,,1610612754,12,11,2023-02-26T00:24:09Z,906875,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M11.00S,2023-02-26T00:24:16.0Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612754,12,11,2023-02-26T00:24:23Z,910000,False,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 1630532]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,,,Wagner,1630532.0
95,PT05M11.00S,2023-02-26T00:24:16.0Z,1,REGULAR,steal,,[],1630532,,,1610612753,12,11,2023-02-26T00:24:18Z,920000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
97,PT04M59.00S,2023-02-26T00:24:33.6Z,1,REGULAR,substitution,out,[],203914,,,1610612753,12,11,2023-02-26T00:24:45Z,940000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M59.00S,2023-02-26T00:24:33.6Z,1,REGULAR,substitution,out,[],1629614,,,1610612753,12,11,2023-02-26T00:24:45Z,950000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M59.00S,2023-02-26T00:24:33.6Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,12,11,2023-02-26T00:24:45Z,960000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M59.00S,2023-02-26T00:24:33.6Z,1,REGULAR,substitution,in,[],204456,,,1610612753,12,11,2023-02-26T00:24:45Z,970000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M50.00S,2023-02-26T00:25:00.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630532,2.8416557161629434,97.05882352941177,1610612753,15,11,2023-02-26T00:33:46Z,980000,False,-235.0,-26.0,1,left,F. Wagner 3PT step back (7 PTS),[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,23.67,Made,7.0,,,,,,,,,,,,,,,,,
102,PT04M33.00S,2023-02-26T00:25:16.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630188,93.24901445466492,56.127450980392155,1610612754,15,13,2023-02-26T00:34:07Z,990000,False,31.0,11.0,1,right,J. Smith DUNK (2 PTS) (T. McConnell 1 AST),"[1630188, 204456]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,3.25,Made,2.0,,,,,,,,,,T. McConnell,204456.0,1.0,,,,,
104,PT04M10.00S,2023-02-26T00:25:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,5.206964520367937,54.65686274509803,1610612753,17,13,2023-02-26T00:25:47Z,1010000,False,-23.0,-4.0,1,left,M. Wagner Layup (2 PTS) (J. Suggs 1 AST),"[1629021, 1630591]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.36,Made,2.0,,,,,,,,,,J. Suggs,1630591.0,1.0,,,,,
106,PT03M53.00S,2023-02-26T00:25:59.3Z,1,REGULAR,foul,personal,[],1629021,,,1610612754,17,13,2023-02-26T00:26:09Z,1030000,False,,,0,,M. Wagner personal FOUL (1 PF),"[1629021, 1631097]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,16-24 Left,,,,,,,,1201.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,
108,PT03M53.00S,2023-02-26T00:26:14.5Z,1,REGULAR,substitution,out,[],1627741,,,1610612754,17,13,2023-02-26T00:26:19Z,1050000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M53.00S,2023-02-26T00:26:14.5Z,1,REGULAR,substitution,in,[],1629670,,,1610612754,17,13,2023-02-26T00:26:19Z,1060000,False,,,0,,SUB in: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M37.00S,2023-02-26T00:26:41.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,85.49605781865965,50.245098039215684,1610612754,17,13,2023-02-26T00:26:49Z,1070000,False,1.0,84.0,1,right,MISS B. Mathurin 8' driving floating Shot,[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,8.38,Missed,,,,,,,,,,,,,,,,,,
111,PT03M37.00S,2023-02-26T00:26:41.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,17,13,2023-02-26T00:26:49Z,1080000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,110.0,,,,,,,,,,,,,,,,
112,PT03M37.00S,2023-02-26T00:26:45.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612754,17,13,2023-02-26T00:26:55Z,1090000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,101283.0,,,,,,,,,,,,
113,PT03M29.00S,2023-02-26T00:27:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628365,6.915243101182654,46.32352941176471,1610612753,17,13,2023-02-26T00:27:13Z,1100000,False,18.0,13.0,1,left,MISS M. Fultz driving Layup - blocked,"[1628365, 1630188]",1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,Smith,1630188.0,,
114,PT03M29.00S,2023-02-26T00:27:00.1Z,1,REGULAR,block,,[],1630188,,,1610612753,17,13,2023-02-26T00:27:02Z,1110000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT03M26.00S,2023-02-26T00:27:03.1Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612754,17,13,2023-02-26T00:27:49Z,1120000,False,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,
116,PT03M26.00S,2023-02-26T00:27:16.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630591,,,1610612754,17,13,2023-02-26T00:27:43Z,1130000,False,,,0,,J. Suggs personal FOUL (1 PF) (Mathurin 2 FT),"[1630591, 1631097]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1148.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,
119,PT03M26.00S,2023-02-26T00:28:36.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631097,,,1610612754,17,14,2023-02-26T00:29:07Z,1160000,False,,,0,,B. Mathurin Free Throw 1 of 2 (1 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
120,PT03M26.00S,2023-02-26T00:28:36.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631097,,,1610612754,17,15,2023-02-26T00:29:07Z,1170000,False,,,0,,B. Mathurin Free Throw 2 of 2 (2 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
121,PT03M10.00S,2023-02-26T00:29:11.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629626,14.011169513797633,45.34313725490196,1610612753,17,15,2023-02-26T00:29:16Z,1180000,False,23.0,79.0,1,left,MISS B. Bol 8' driving floating Shot,[1629626],1610612753.0,ORL,driving floating,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,8.26,Missed,,,,,,,,,,,,,,,,,,
122,PT03M08.00S,2023-02-26T00:29:13.6Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,17,15,2023-02-26T00:29:16Z,1190000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,
124,PT03M03.00S,2023-02-26T00:29:28.0Z,1,REGULAR,substitution,out,[],1628365,,,1610612754,17,15,2023-02-26T00:29:38Z,1210000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M03.00S,2023-02-26T00:29:28.0Z,1,REGULAR,substitution,out,[],1630532,,,1610612754,17,15,2023-02-26T00:29:38Z,1220000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M03.00S,2023-02-26T00:29:28.0Z,1,REGULAR,substitution,in,[],1631094,,,1610612754,17,15,2023-02-26T00:29:38Z,1230000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M03.00S,2023-02-26T00:29:28.0Z,1,REGULAR,substitution,in,[],1630175,,,1610612754,17,15,2023-02-26T00:29:38Z,1240000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M58.00S,2023-02-26T00:29:50.5Z,1,REGULAR,3pt,Jump Shot,[],1629670,88.51839684625493,96.07843137254902,1610612754,17,18,2023-02-26T00:29:57Z,1250000,False,230.0,55.0,1,right,J. Nwora 3PT  (3 PTS) (T. McConnell 2 AST),"[1629670, 204456]",1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Right Corner 3,24+ Right,23.7,Made,3.0,,,,,,,,,,T. McConnell,204456.0,2.0,,,,,
131,PT02M43.00S,2023-02-26T00:30:10.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,17,18,2023-02-26T00:30:10Z,1280000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M40.00S,2023-02-26T00:32:58.9Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,17,18,2023-02-26T00:33:03Z,1290000,False,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 204456]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,,,McConnell,204456.0
134,PT02M40.00S,2023-02-26T00:32:58.9Z,1,REGULAR,steal,,[],204456,,,1610612754,17,18,2023-02-26T00:33:00Z,1300000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
135,PT02M38.00S,2023-02-26T00:33:02.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612754,17,18,2023-02-26T00:33:14Z,1310000,False,,,0,,C. Anthony shooting personal FOUL (1 PF) (Mathurin 2 FT),"[1630175, 1631097]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,101283.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,
137,PT02M38.00S,2023-02-26T00:33:34.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631097,,,1610612754,17,19,2023-02-26T00:33:34Z,1330000,False,,,0,,B. Mathurin Free Throw 1 of 2 (3 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
138,PT02M38.00S,2023-02-26T00:33:54.6Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631097,,,1610612754,17,20,2023-02-26T00:33:54Z,1340000,False,,,0,,B. Mathurin Free Throw 2 of 2 (4 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
139,PT02M29.00S,2023-02-26T00:34:07.7Z,1,REGULAR,foul,personal,['2freethrow'],204456,,,1610612753,17,20,2023-02-26T00:34:36Z,1350000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Banchero 2 FT),"[204456, 1631094]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,101283.0,1.0,0.0,Banchero,1631094.0,,,,,,,,
141,PT02M29.00S,2023-02-26T00:34:36.9Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,18,20,2023-02-26T00:34:36Z,1370000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
142,PT02M29.00S,2023-02-26T00:34:52.1Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,19,20,2023-02-26T00:34:52Z,1380000,False,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
143,PT02M04.00S,2023-02-26T00:35:18.3Z,1,REGULAR,2pt,Jump Shot,[],1629670,79.97700394218134,33.82352941176471,1610612754,19,22,2023-02-26T00:39:57Z,1390000,False,-81.0,136.0,1,right,J. Nwora 15' pullup Jump Shot (5 PTS) (T. Haliburton 4 AST),"[1629670, 1630169]",1610612754.0,IND,pullup,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Left,15.8,Made,5.0,,,,,,,,,,T. Haliburton,1630169.0,4.0,,,,,
145,PT01M56.00S,2023-02-26T00:35:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,7.5722733245729295,44.85294117647059,1610612753,19,22,2023-02-26T00:35:32Z,1410000,False,26.0,19.0,1,left,MISS M. Wagner driving Layup - blocked,"[1629021, 1630188]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,Smith,1630188.0,,
146,PT01M56.00S,2023-02-26T00:35:26.5Z,1,REGULAR,block,,[],1630188,,,1610612753,19,22,2023-02-26T00:35:29Z,1420000,False,,,0,,J. Smith BLOCK (2 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT01M52.00S,2023-02-26T00:35:30.5Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612754,19,22,2023-02-26T00:35:32Z,1430000,False,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,
148,PT01M42.00S,2023-02-26T00:35:40.3Z,1,REGULAR,3pt,Jump Shot,[],1629670,92.9862023653088,3.1862745098039214,1610612754,19,22,2023-02-26T00:35:46Z,1440000,False,-234.0,13.0,1,right,MISS J. Nwora 3PT,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Left Corner 3,24+ Left,23.45,Missed,,,,,,,,,,,,,,,,,,
149,PT01M38.00S,2023-02-26T00:35:44.3Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,19,22,2023-02-26T00:35:46Z,1450000,False,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,,148.0,2.0,1.0,1.0,,,,,,,,,,,,,
150,PT01M35.00S,2023-02-26T00:35:49.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629626,,,1610612754,19,22,2023-02-26T00:36:13Z,1460000,False,,,0,,B. Bol personal FOUL (1 PF) (Haliburton 2 FT),"[1629626, 1630169]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,101283.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,
152,PT01M35.00S,2023-02-26T00:36:15.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630169,,,1610612754,19,23,2023-02-26T00:36:15Z,1480000,False,,,0,,T. Haliburton Free Throw 1 of 2 (4 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
153,PT01M35.00S,2023-02-26T00:36:28.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630169,,,1610612754,19,24,2023-02-26T00:36:28Z,1490000,False,,,0,,T. Haliburton Free Throw 2 of 2 (5 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
154,PT01M15.00S,2023-02-26T00:36:48.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.307490144546649,58.84650735294118,1610612753,19,24,2023-02-26T00:41:24Z,1500000,False,-44.0,7.0,1,left,MISS P. Banchero driving Layup - blocked,"[1631094, 1630188]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,,,,,,,,,,,,,,,Smith,1630188.0,,
155,PT01M15.00S,2023-02-26T00:36:48.9Z,1,REGULAR,block,,[],1630188,,,1610612753,19,24,2023-02-26T00:36:51Z,1510000,False,,,0,,J. Smith BLOCK (3 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
156,PT01M12.00S,2023-02-26T00:36:51.9Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612754,19,24,2023-02-26T00:36:55Z,1520000,False,,,0,,J. Nwora REBOUND (Off:0 Def:3),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,,,,154.0,3.0,3.0,0.0,,,,,,,,,,,,,
157,PT01M09.00S,2023-02-26T00:36:55.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,93.24901445466492,49.50980392156863,1610612754,19,24,2023-02-26T00:37:07Z,1530000,False,-2.0,11.0,1,right,MISS B. Mathurin running Layup,[1631097],1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
158,PT01M06.00S,2023-02-26T00:36:59.1Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,19,24,2023-02-26T00:36:59Z,1540000,False,,,0,,J. Smith REBOUND (Off:2 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,157.0,3.0,1.0,2.0,,,,,,,,,,,,,
159,PT01M05.00S,2023-02-26T00:36:59.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,90.75229960578186,49.01960784313725,1610612754,19,24,2023-02-26T00:37:10Z,1550000,False,-5.0,34.0,1,right,MISS J. Smith Layup - blocked,"[1630188, 1629626]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,,Bol,1629626.0,,
160,PT01M05.00S,2023-02-26T00:36:59.9Z,1,REGULAR,block,,[],1629626,,,1610612754,19,24,2023-02-26T00:37:02Z,1560000,False,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT01M00.00S,2023-02-26T00:37:04.9Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,19,24,2023-02-26T00:37:10Z,1570000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,
162,PT00M58.30S,2023-02-26T00:37:06.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631094,6.389618922470433,50.245098039215684,1610612753,21,24,2023-02-26T00:37:30Z,1580000,False,-1.0,8.0,1,left,P. Banchero running Layup (4 PTS),[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.77,Made,4.0,,,,,,,,,,,,,,,,,
163,PT00M58.30S,2023-02-26T00:37:12.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,21,24,2023-02-26T00:37:12Z,1590000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M58.30S,2023-02-26T00:38:16.5Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,21,24,2023-02-26T00:38:58Z,1600000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M58.30S,2023-02-26T00:38:16.5Z,1,REGULAR,substitution,in,[],1630537,,,1610612754,21,24,2023-02-26T00:38:58Z,1610000,False,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M40.40S,2023-02-26T00:38:59.0Z,1,REGULAR,3pt,Jump Shot,[],1630537,87.99277266754271,3.6764705882352944,1610612754,21,27,2023-02-26T00:39:04Z,1620000,False,-232.0,60.0,1,right,C. Duarte 3PT  (3 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,23.93,Made,3.0,,,,,,,,,,,,,,,,,
167,PT00M35.00S,2023-02-26T00:39:06.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,6.915243101182654,52.20588235294118,1610612753,21,27,2023-02-26T00:39:13Z,1630000,False,-11.0,13.0,1,left,MISS J. Suggs driving Layup,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
168,PT00M33.50S,2023-02-26T00:39:07.7Z,1,REGULAR,rebound,offensive,[],1630591,,,1610612753,21,27,2023-02-26T00:39:13Z,1640000,False,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,167.0,1.0,0.0,1.0,,,,,,,,,,,,,
169,PT00M33.50S,2023-02-26T00:39:09.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630591,6.1268068331143235,53.431372549019606,1610612753,23,27,2023-02-26T00:39:20Z,1650000,False,-17.0,5.0,1,left,J. Suggs putback Layup (2 PTS),[1630591],1610612753.0,ORL,putback,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.79,Made,2.0,,,,,,,,,,,,,,,,,
170,PT00M10.70S,2023-02-26T00:39:34.2Z,1,REGULAR,3pt,Jump Shot,[],1630537,87.86136662286465,94.6078431372549,1610612754,23,27,2023-02-26T00:39:41Z,1660000,False,223.0,62.0,1,right,MISS C. Duarte step back 3PT - blocked,"[1630537, 1631094]",1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,Right Corner 3,24+ Right,23.14,Missed,,,,,,,,,,,,,,,Banchero,1631094.0,,
171,PT00M10.70S,2023-02-26T00:39:34.2Z,1,REGULAR,block,,[],1631094,,,1610612754,23,27,2023-02-26T00:39:37Z,1670000,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
172,PT00M10.70S,2023-02-26T00:39:34.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,23,27,2023-02-26T00:39:41Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Right Corner 3,24+ Right,,,,170.0,,,,,,,,,,,,,,,,
