actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
83,PT04M55.00S,2023-01-05T00:24:36.5Z,1,REGULAR,3pt,Jump Shot,[],1631216,20.844283837056505,7.8431372549019605,1610612753,13,15,2023-01-05T00:24:41Z,830000,False,211.0,143.0,1,left,MISS C. Houstan 25' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,,,25.5,Missed,,,,,,,,,,,,,,,,
84,PT04M51.00S,2023-01-05T00:24:40.5Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,13,15,2023-01-05T00:24:41Z,840000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,
85,PT04M49.00S,2023-01-05T00:24:48.0Z,1,REGULAR,foul,personal,['2freethrow'],1631216,,,1610612760,13,15,2023-01-05T00:24:56Z,850000,False,,,0,,C. Houstan shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1631216, 1628983]",1610612753.0,ORL,shooting,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),8-16 Left,1627541.0,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,
87,PT04M49.00S,2023-01-05T00:25:08.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628983,,,1610612760,13,16,2023-01-05T00:25:08Z,870000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
88,PT04M49.00S,2023-01-05T00:25:08.6Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,13,16,2023-01-05T00:25:11Z,880000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M49.00S,2023-01-05T00:25:08.6Z,1,REGULAR,substitution,in,[],1630544,,,1610612760,13,16,2023-01-05T00:25:11Z,890000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M49.00S,2023-01-05T00:25:26.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628983,,,1610612760,13,17,2023-01-05T00:25:26Z,900000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
91,PT04M42.00S,2023-01-05T00:25:38.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,19.793035479632064,45.83333333333333,1610612753,15,17,2023-01-05T00:25:44Z,910000,False,21.0,134.0,1,left,W. Carter Jr. 13' pullup Jump Shot (6 PTS) (M. Fultz 2 AST),"[1628976, 1628365]",1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,13.52,Made,6.0,,,,,,,,,M. Fultz,1628365.0,2.0,,,,
93,PT04M25.00S,2023-01-05T00:25:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631119,88.25558475689881,57.107843137254896,1610612760,15,17,2023-01-05T00:33:51Z,930000,False,36.0,58.0,1,right,MISS J. Williams 6' driving finger roll Layup,[1631119],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,6.79,Missed,,,,,,,,,,,,,,,,
94,PT04M23.00S,2023-01-05T00:25:56.5Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,15,17,2023-01-05T00:25:58Z,940000,False,,,0,,M. Fultz REBOUND (Off:1 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,,,,93.0,2.0,1.0,1.0,,,,,,,,,,,
95,PT04M19.00S,2023-01-05T00:26:03.6Z,1,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612753,15,17,2023-01-05T00:26:11Z,950000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Anthony 2 FT),"[1630544, 1630175]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,1628172.0,,,,,,,,,1.0,0.0,Anthony,1630175.0,,,,,,,
97,PT04M19.00S,2023-01-05T00:26:30.8Z,1,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,16,17,2023-01-05T00:26:30Z,970000,False,,,0,,C. Anthony Free Throw 1 of 2 (1 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
98,PT04M19.00S,2023-01-05T00:26:32.0Z,1,REGULAR,substitution,out,[],1631216,,,1610612753,16,17,2023-01-05T00:26:45Z,980000,False,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M19.00S,2023-01-05T00:26:32.0Z,1,REGULAR,substitution,out,[],1630581,,,1610612753,16,17,2023-01-05T00:26:45Z,990000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M19.00S,2023-01-05T00:26:32.0Z,1,REGULAR,substitution,out,[],1631119,,,1610612753,16,17,2023-01-05T00:26:45Z,1000000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M19.00S,2023-01-05T00:26:32.0Z,1,REGULAR,substitution,in,[],203082,,,1610612753,16,17,2023-01-05T00:26:45Z,1010000,False,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M19.00S,2023-01-05T00:26:32.0Z,1,REGULAR,substitution,in,[],203488,,,1610612753,16,17,2023-01-05T00:26:45Z,1020000,False,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M19.00S,2023-01-05T00:26:32.0Z,1,REGULAR,substitution,in,[],1630198,,,1610612753,16,17,2023-01-05T00:26:45Z,1030000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M19.00S,2023-01-05T00:26:58.0Z,1,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,17,17,2023-01-05T00:26:58Z,1040000,False,,,0,,C. Anthony Free Throw 2 of 2 (2 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
105,PT04M09.00S,2023-01-05T00:27:08.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.40932982917214,52.450980392156865,1610612760,17,17,2023-01-05T00:27:12Z,1050000,False,12.0,28.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,3.09,Missed,,,,,,,,,,,,,,,,
106,PT04M06.00S,2023-01-05T00:27:10.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,17,17,2023-01-05T00:27:10Z,1060000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,105.0,4.0,4.0,0.0,,,,,,,,,,,
107,PT03M51.00S,2023-01-05T00:27:25.8Z,1,REGULAR,2pt,Jump Shot,[],1628365,20.45006570302234,66.66666666666666,1610612753,19,17,2023-01-05T00:27:30Z,1070000,False,-83.0,140.0,1,left,M. Fultz 16' pullup Jump Shot (6 PTS) (W. Carter Jr. 1 AST),"[1628365, 1628976]",1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Left Center,,,16.26,Made,6.0,,,,,,,,,W. Carter Jr.,1628976.0,1.0,,,,
109,PT03M40.00S,2023-01-05T00:27:36.7Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,19,17,2023-01-05T00:27:41Z,1090000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1628365]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,1.0,,,,,,,,,,,,,,,,,Fultz,1628365.0
110,PT03M40.00S,2023-01-05T00:27:36.7Z,1,REGULAR,steal,,[],1628365,,,1610612753,19,17,2023-01-05T00:27:39Z,1100000,False,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
111,PT03M36.00S,2023-01-05T00:27:41.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630175,24.655059132720105,85.29411764705883,1610612753,19,17,2023-01-05T00:35:25Z,1110000,False,-176.0,179.0,1,left,MISS C. Anthony 25' running pullup 3PT,[1630175],1610612753.0,ORL,running pullup,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,25.16,Missed,,,,,,,,,,,,,,,,
112,PT03M33.00S,2023-01-05T00:27:44.0Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,19,17,2023-01-05T00:27:47Z,1120000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,
113,PT03M22.00S,2023-01-05T00:27:54.9Z,1,REGULAR,3pt,Jump Shot,[],1630544,68.01905387647832,27.205882352941174,1610612760,19,17,2023-01-05T00:28:07Z,1130000,False,-114.0,248.0,1,right,MISS T. Mann 27' step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,27.3,Missed,,,,,,,,,,,,,,,,
114,PT03M20.00S,2023-01-05T00:27:56.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,19,17,2023-01-05T00:28:00Z,1140000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,113.0,,,,,,,,,,,,,,
116,PT03M20.00S,2023-01-05T00:28:03.8Z,1,REGULAR,substitution,out,[],203914,,,1610612753,19,17,2023-01-05T00:28:21Z,1160000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M20.00S,2023-01-05T00:28:03.8Z,1,REGULAR,substitution,out,[],1628365,,,1610612753,19,17,2023-01-05T00:28:21Z,1170000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M20.00S,2023-01-05T00:28:03.8Z,1,REGULAR,substitution,in,[],1631094,,,1610612753,19,17,2023-01-05T00:28:21Z,1180000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M20.00S,2023-01-05T00:28:03.8Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,19,17,2023-01-05T00:28:21Z,1190000,False,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M06.00S,2023-01-05T00:28:33.8Z,1,REGULAR,turnover,lost ball,[],1630181,,,1610612753,19,17,2023-01-05T00:28:38Z,1200000,False,,,0,,R. Hampton lost ball TURNOVER (1 TO),"[1630181, 203488]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Muscala,203488.0
121,PT03M06.00S,2023-01-05T00:28:33.8Z,1,REGULAR,steal,,[],203488,,,1610612760,19,17,2023-01-05T00:38:59Z,1210000,False,,,0,,M. Muscala STEAL (1 STL),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT03M01.00S,2023-01-05T00:28:38.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630198,75.64060446780552,9.068627450980392,1610612760,19,17,2023-01-05T00:28:46Z,1220000,False,-205.0,176.0,1,right,MISS I. Joe 27' running 3PT,[1630198],1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,27.03,Missed,,,,,,,,,,,,,,,,
123,PT02M56.00S,2023-01-05T00:28:43.4Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,19,17,2023-01-05T00:28:46Z,1230000,False,,,0,,P. Banchero REBOUND (Off:1 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,122.0,3.0,2.0,1.0,,,,,,,,,,,
124,PT02M48.00S,2023-01-05T00:28:51.1Z,1,REGULAR,3pt,Jump Shot,[],203082,4.812746386333772,3.6764705882352944,1610612753,22,17,2023-01-05T00:28:56Z,1240000,False,232.0,-7.0,1,left,T. Ross 3PT  (3 PTS) (R. Hampton 1 AST),"[203082, 1630181]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Right Corner 3,24+ Right,,,23.17,Made,3.0,,,,,,,,,R. Hampton,1630181.0,1.0,,,,
126,PT02M47.00S,2023-01-05T00:29:00.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,22,17,2023-01-05T00:29:00Z,1260000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M47.00S,2023-01-05T00:29:57.8Z,1,REGULAR,substitution,out,[],1628976,,,1610612760,22,17,2023-01-05T00:31:40Z,1270000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M47.00S,2023-01-05T00:29:57.8Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,22,17,2023-01-05T00:31:40Z,1280000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M47.00S,2023-01-05T00:29:57.8Z,1,REGULAR,substitution,in,[],1628964,,,1610612760,22,17,2023-01-05T00:31:40Z,1290000,False,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M47.00S,2023-01-05T00:29:57.8Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,22,17,2023-01-05T00:31:40Z,1300000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M29.00S,2023-01-05T00:32:06.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,88.12417871222075,51.225490196078425,1610612760,22,17,2023-01-05T00:40:59Z,1310000,False,6.0,59.0,1,right,MISS T. Mann driving floating Shot,[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,5.94,Missed,,,,,,,,,,,,,,,,
132,PT02M26.00S,2023-01-05T00:32:09.4Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,22,17,2023-01-05T00:32:11Z,1320000,False,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,
133,PT02M14.00S,2023-01-05T00:32:21.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628964,20.18725361366623,52.20588235294118,1610612753,24,17,2023-01-05T00:32:25Z,1330000,False,-11.0,137.0,1,left,M. Bamba 13' Jump Shot (2 PTS) (T. Ross 1 AST),"[1628964, 203082]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Center,,,13.77,Made,2.0,,,,,,,,,T. Ross,203082.0,1.0,,,,
135,PT02M04.00S,2023-01-05T00:32:31.7Z,1,REGULAR,3pt,Jump Shot,[],1629026,66.44218134034165,38.970588235294116,1610612760,24,20,2023-01-05T00:32:36Z,1350000,False,-55.0,263.0,1,right,K. Williams 26' 3PT  (3 PTS) (T. Mann 1 AST),"[1629026, 1630544]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,,,26.86,Made,3.0,,,,,,,,,T. Mann,1630544.0,1.0,,,,
137,PT01M43.00S,2023-01-05T00:32:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203082,8.360709592641262,63.970588235294116,1610612753,24,20,2023-01-05T00:32:57Z,1370000,False,-70.0,26.0,1,left,MISS T. Ross 7' driving Layup - blocked,"[203082, 1628983]",1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,In The Paint (Non-RA),0-8 Center,,,7.46,Missed,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0,,
138,PT01M43.00S,2023-01-05T00:32:51.9Z,1,REGULAR,block,,[],1628983,,,1610612753,24,20,2023-01-05T00:32:56Z,1380000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
139,PT01M38.00S,2023-01-05T00:32:56.9Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612753,24,20,2023-01-05T00:32:57Z,1390000,False,,,0,,M. Bamba REBOUND (Off:1 Def:0),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,137.0,1.0,0.0,1.0,,,,,,,,,,,
140,PT01M37.00S,2023-01-05T00:32:58.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628964,15.193823915900131,48.529411764705884,1610612753,26,20,2023-01-05T00:42:25Z,1400000,False,7.0,90.0,1,left,M. Bamba 9' turnaround Hook (4 PTS),[1628964],1610612753.0,ORL,turnaround,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Center,,,9.06,Made,4.0,,,,,,,,,,,,,,,
141,PT01M24.00S,2023-01-05T00:33:11.7Z,1,REGULAR,3pt,Jump Shot,[],203488,69.33311432325887,76.22549019607843,1610612760,26,23,2023-01-05T00:33:16Z,1410000,False,131.0,236.0,1,right,M. Muscala 26' 3PT  (3 PTS) (T. Mann 2 AST),"[203488, 1630544]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Right Center,,,26.98,Made,3.0,,,,,,,,,T. Mann,1630544.0,2.0,,,,
143,PT01M06.00S,2023-01-05T00:33:28.5Z,1,REGULAR,3pt,Jump Shot,[],1630181,6.1268068331143235,95.58823529411765,1610612753,29,23,2023-01-05T00:33:33Z,1430000,False,-228.0,5.0,1,left,R. Hampton 3PT  (3 PTS) (C. Anthony 1 AST),"[1630181, 1630175]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Left Corner 3,24+ Left,,,22.8,Made,3.0,,,,,,,,,C. Anthony,1630175.0,1.0,,,,
145,PT00M54.40S,2023-01-05T00:33:49.6Z,1,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612760,29,23,2023-01-05T00:34:10Z,1450000,False,,,0,,M. Bamba shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1628964, 1628983]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,1627541.0,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,
147,PT00M54.40S,2023-01-05T00:34:18.2Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,29,24,2023-01-05T00:34:18Z,1470000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (7 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
148,PT00M54.40S,2023-01-05T00:34:25.4Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,29,25,2023-01-05T00:34:25Z,1480000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (8 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
149,PT00M43.70S,2023-01-05T00:34:40.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631094,6.915243101182654,51.9607843137255,1610612753,31,25,2023-01-05T00:34:45Z,1490000,False,-10.0,13.0,1,left,P. Banchero cutting DUNK (4 PTS) (C. Anthony 2 AST),"[1631094, 1630175]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,1.59,Made,4.0,,,,,,,,,C. Anthony,1630175.0,2.0,,,,
151,PT00M34.50S,2023-01-05T00:34:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.59198423127464,51.225490196078425,1610612760,31,27,2023-01-05T00:43:47Z,1510000,False,6.0,17.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (10 PTS) (T. Mann 3 AST),"[1628983, 1630544]",1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,1.82,Made,10.0,,,,,,,,,T. Mann,1630544.0,3.0,,,,
153,PT00M34.50S,2023-01-05T00:34:54.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630175,,,1610612760,31,27,2023-01-05T00:35:09Z,1530000,False,,,0,,C. Anthony shooting personal FOUL (1 PF) (Gilgeous-Alexander 1 FT),"[1630175, 1628983]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,204059.0,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,
155,PT00M34.50S,2023-01-05T00:35:11.3Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,31,28,2023-01-05T00:35:11Z,1550000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (11 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
156,PT00M08.30S,2023-01-05T00:35:39.4Z,1,REGULAR,3pt,Jump Shot,[],1631094,33.98488830486202,54.41176470588235,1610612753,31,28,2023-01-05T00:35:44Z,1560000,False,-22.0,267.0,1,left,MISS P. Banchero 26' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,26.79,Missed,,,,,,,,,,,,,,,,
157,PT00M04.70S,2023-01-05T00:35:43.0Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,31,28,2023-01-05T00:35:43Z,1570000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,
158,PT00M01.00S,2023-01-05T00:35:46.7Z,1,REGULAR,3pt,Jump Shot,[],1628983,68.9388961892247,18.137254901960784,1610612760,31,28,2023-01-05T00:35:52Z,1580000,False,-159.0,239.0,1,right,MISS S. Gilgeous-Alexander 28' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,28.76,Missed,,,,,,,,,,,,,,,,
159,PT00M01.00S,2023-01-05T00:35:46.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,31,28,2023-01-05T00:35:52Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,158.0,,,,,,,,,,,,,,
160,PT00M00.00S,2023-01-05T00:35:52.4Z,1,REGULAR,period,end,[],0,,,1610612760,31,28,2023-01-05T00:35:52Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-01-05T00:36:00.0Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,31,28,2023-01-05T00:38:27Z,1610000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-01-05T00:36:00.0Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612760,31,28,2023-01-05T00:38:27Z,1620000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-01-05T00:36:00.0Z,2,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,31,28,2023-01-05T00:38:27Z,1630000,False,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-01-05T00:36:00.0Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612760,31,28,2023-01-05T00:38:27Z,1640000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-01-05T00:36:00.0Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,31,28,2023-01-05T00:38:27Z,1650000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-01-05T00:36:00.0Z,2,REGULAR,substitution,in,['startperiod'],1629652,,,1610612760,31,28,2023-01-05T00:38:27Z,1660000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
