actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
180,PT11M15.00S,2022-04-09T22:42:14.2Z,2,REGULAR,stoppage,other,[],0,,,1610612740,32,20,2022-04-09T22:42:14Z,1790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M55.00S,2022-04-09T22:42:33.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,11.777266754270697,41.17647058823529,1610612740,32,22,2022-04-09T22:42:37Z,1800000,44.0,58.0,1,left,J. Valanciunas 7' driving Layup (2 PTS) (N. Marshall 1 AST),"[202685, 1630230]",1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,,,,,,Made,2.0,7.3,,,,,,N. Marshall,1630230.0,1.0,,,,,
183,PT10M34.00S,2022-04-09T22:42:53.8Z,2,REGULAR,3pt,Jump Shot,[],1630533,85.62746386333771,95.83333333333334,1610612763,35,22,2022-04-09T22:44:55Z,1820000,229.0,83.0,1,right,Z. Williams 24' 3PT step back (9 PTS) (T. Jones 4 AST),"[1630533, 1626145]",1610612763.0,MEM,step back,,,Williams,Z. Williams,,,,,,,,,,Made,9.0,24.36,,,,,,T. Jones,1626145.0,4.0,,,,,
185,PT10M20.00S,2022-04-09T22:43:08.9Z,2,REGULAR,2pt,Jump Shot,[],202685,17.0335085413929,77.69607843137256,1610612740,35,24,2022-04-09T22:43:12Z,1840000,-138.0,108.0,1,left,J. Valanciunas 17' turnaround Jump Shot (4 PTS) (J. Alvarado 1 AST),"[202685, 1630631]",1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,,,,,,Made,4.0,17.54,,,,,,J. Alvarado,1630631.0,1.0,,,,,
187,PT10M03.00S,2022-04-09T22:43:24.6Z,2,REGULAR,3pt,Jump Shot,[],1630533,70.38436268068331,24.019607843137255,1610612763,38,24,2022-04-09T22:43:28Z,1860000,-130.0,226.0,1,right,Z. Williams 26' 3PT  (12 PTS) (B. Clarke 1 AST),"[1630533, 1629634]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,Made,12.0,26.06,,,,,,B. Clarke,1629634.0,1.0,,,,,
189,PT09M43.00S,2022-04-09T22:43:44.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,10.33180026281209,47.30392156862745,1610612740,38,24,2022-04-09T22:43:47Z,1880000,13.0,45.0,1,left,MISS N. Marshall driving Layup - blocked,"[1630230, 1628991]",1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,,,,,,Missed,,4.66,,,,,,,,,Jackson Jr.,1628991.0,,,
190,PT09M43.00S,2022-04-09T22:43:44.4Z,2,REGULAR,block,,[],1628991,,,1610612740,38,24,2022-04-09T22:43:46Z,1890000,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M41.00S,2022-04-09T22:43:46.4Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,38,24,2022-04-09T22:43:47Z,1900000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,189.0,4.0,4.0,0.0,,,,,,,,,
192,PT09M39.00S,2022-04-09T22:43:49.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630217,93.64323258869908,49.50980392156863,1610612763,40,24,2022-04-09T22:43:53Z,1910000,-2.0,7.0,1,right,D. Bane running alley-oop DUNK (2 PTS) (T. Jones 5 AST),"[1630217, 1626145]",1610612763.0,MEM,running alley-oop,,,Bane,D. Bane,,,,,,,,,,Made,2.0,0.77,,,,,,T. Jones,1626145.0,5.0,,,,,
194,PT09M26.00S,2022-04-09T22:44:01.9Z,2,REGULAR,2pt,Jump Shot,[],202685,5.732588699080158,78.92156862745098,1610612740,40,26,2022-04-09T22:44:05Z,1930000,-145.0,1.0,1,left,J. Valanciunas 14' Jump Shot (6 PTS) (J. Alvarado 2 AST),"[202685, 1630631]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,Made,6.0,14.46,,,,,,J. Alvarado,1630631.0,2.0,,,,,
196,PT09M11.00S,2022-04-09T22:44:21.2Z,2,REGULAR,foul,personal,[],202685,,,1610612763,40,26,2022-04-09T22:58:24Z,1950000,,,0,,J. Valanciunas personal FOUL (3 PF),"[202685, 1629634]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,201640.0,3.0,0.0,Clarke,1629634.0,,,,,,,,,,,,,,,,
198,PT09M05.00S,2022-04-09T22:44:39.9Z,2,REGULAR,3pt,Jump Shot,[],1630217,68.15045992115637,31.127450980392158,1610612763,43,26,2022-04-09T22:44:43Z,1970000,-94.0,247.0,1,right,D. Bane 26' 3PT  (5 PTS) (T. Jones 6 AST),"[1630217, 1626145]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,Made,5.0,26.43,,,,,,T. Jones,1626145.0,6.0,,,,,
200,PT08M49.00S,2022-04-09T22:45:02.5Z,2,REGULAR,foul,offensive,[],202685,,,1610612740,43,26,2022-04-09T22:45:10Z,1990000,,,0,,J. Valanciunas offensive FOUL (4 PF),"[202685, 1628991]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,201640.0,4.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,
202,PT08M49.00S,2022-04-09T22:45:02.5Z,2,REGULAR,turnover,offensive foul,[],202685,,,1610612740,43,26,2022-04-09T22:45:02Z,2010000,,,0,,J. Valanciunas offensive foul TURNOVER (2 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,201640.0,,,,,,,,,,,,2.0,,,,,,,,
203,PT08M49.00S,2022-04-09T22:45:15.4Z,2,REGULAR,substitution,out,[],202685,,,1610612763,43,26,2022-04-09T22:45:18Z,2020000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M49.00S,2022-04-09T22:45:15.4Z,2,REGULAR,substitution,in,[],1629637,,,1610612763,43,26,2022-04-09T22:45:18Z,2030000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M34.00S,2022-04-09T22:45:34.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630217,79.31997371879106,66.66666666666666,1610612763,43,26,2022-04-09T22:45:38Z,2040000,83.0,142.0,1,right,MISS D. Bane 16' pullup Shot - blocked,"[1630217, 1630230]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,,,,,Missed,,16.45,,,,,,,,,Marshall,1630230.0,,,
206,PT08M34.00S,2022-04-09T22:45:34.0Z,2,REGULAR,block,,[],1630230,,,1610612763,43,26,2022-04-09T22:45:36Z,2050000,,,0,,N. Marshall BLOCK (1 BLK),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M31.00S,2022-04-09T22:45:37.0Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,43,26,2022-04-09T22:45:38Z,2060000,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,,
208,PT08M25.00S,2022-04-09T22:45:44.4Z,2,REGULAR,violation,kicked ball,[],1629634,,,1610612740,43,26,2022-04-09T22:45:49Z,2070000,,,0,,B. Clarke kicked ball VIOLATION,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,200833.0,,,,,,,,,,,,,,,,,,,,
209,PT08M19.00S,2022-04-09T22:46:02.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629637,13.222733245729303,51.225490196078425,1610612740,43,28,2022-04-09T22:46:06Z,2080000,-6.0,72.0,1,left,J. Hayes 7' driving floating Jump Shot (8 PTS),[1629637],1610612740.0,NOP,driving floating,,,Hayes,J. Hayes,,,,,,,,,,Made,8.0,7.21,,,,,,,,,,,,,
211,PT08M08.00S,2022-04-09T22:46:13.3Z,2,REGULAR,3pt,Jump Shot,[],1630533,86.5473061760841,96.07843137254902,1610612763,43,28,2022-04-09T22:46:17Z,2100000,230.0,74.0,1,right,MISS Z. Williams 24' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,Missed,,24.2,,,,,,,,,,,,,
212,PT08M05.00S,2022-04-09T22:46:16.3Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,43,28,2022-04-09T22:46:17Z,2110000,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,211.0,2.0,2.0,0.0,,,,,,,,,
213,PT08M00.00S,2022-04-09T22:46:21.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629637,8.09789750328515,46.32352941176471,1610612740,43,28,2022-04-09T22:46:28Z,2120000,18.0,24.0,1,left,MISS J. Hayes running Layup - blocked,"[1629637, 1628991]",1610612740.0,NOP,running,,,Hayes,J. Hayes,,,,,,,,,,Missed,,2.99,,,,,,,,,Jackson Jr.,1628991.0,,,
214,PT08M00.00S,2022-04-09T22:46:21.5Z,2,REGULAR,block,,[],1628991,,,1610612740,43,28,2022-04-09T22:46:25Z,2130000,,,0,,J. Jackson Jr. BLOCK (3 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M55.00S,2022-04-09T22:46:26.5Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,43,28,2022-04-09T22:46:35Z,2140000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,213.0,2.0,1.0,1.0,,,,,,,,,
216,PT07M55.00S,2022-04-09T22:46:27.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1626204,5.995400788436268,49.01960784313725,1610612740,43,30,2022-04-09T22:46:49Z,2150000,5.0,4.0,1,left,L. Nance Jr. putback Layup (2 PTS),[1626204],1610612740.0,NOP,putback,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,Made,2.0,0.63,,,,,,,,,,,,,
217,PT07M43.00S,2022-04-09T22:46:38.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,93.11760840998686,51.9607843137255,1610612763,43,30,2022-04-09T22:46:43Z,2160000,10.0,12.0,1,right,MISS T. Jones floating Shot,[1626145],1610612763.0,MEM,floating,,,Jones,T. Jones,,,,,,,,,,Missed,,1.56,,,,,,,,,,,,,
218,PT07M41.00S,2022-04-09T22:46:40.6Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,43,30,2022-04-09T22:46:43Z,2170000,,,0,,J. Hayes REBOUND (Off:0 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,217.0,3.0,3.0,0.0,,,,,,,,,
219,PT07M30.00S,2022-04-09T22:46:51.7Z,2,REGULAR,3pt,Jump Shot,[],1630530,29.517082785808146,28.431372549019606,1610612740,43,30,2022-04-09T23:13:54Z,2180000,108.0,225.0,1,left,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,Missed,,24.95,,,,,,,,,,,,,
220,PT07M25.00S,2022-04-09T22:46:56.7Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,43,30,2022-04-09T22:46:56Z,2190000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,219.0,1.0,1.0,0.0,,,,,,,,,
221,PT07M21.00S,2022-04-09T22:47:01.0Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629634,85.89027595269383,39.46078431372549,1610612763,45,30,2022-04-09T22:47:13Z,2200000,-53.0,80.0,1,right,B. Clarke 9' turnaround Jump Shot (6 PTS) (D. Bane 1 AST),"[1629634, 1630217]",1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,,,,,,Made,6.0,9.59,,,,,,D. Bane,1630217.0,1.0,,,,,
223,PT07M02.00S,2022-04-09T22:47:19.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,13.091327201051248,36.76470588235294,1610612740,45,32,2022-04-09T22:47:22Z,2220000,66.0,71.0,1,left,J. Alvarado 9' driving floating Jump Shot (4 PTS) (J. Hayes 1 AST),"[1630631, 1629637]",1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,,,,,,Made,4.0,9.68,,,,,,J. Hayes,1629637.0,1.0,,,,,
225,PT06M43.00S,2022-04-09T22:47:40.7Z,2,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612763,45,32,2022-04-09T22:50:38Z,2240000,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1630530, 1628991]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,200833.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,
227,PT06M43.00S,2022-04-09T22:47:56.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,45,32,2022-04-09T22:47:56Z,2260000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M43.00S,2022-04-09T22:49:52.0Z,2,REGULAR,substitution,out,[],1630533,,,1610612763,45,32,2022-04-09T22:50:25Z,2270000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M43.00S,2022-04-09T22:49:52.0Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,45,32,2022-04-09T22:50:25Z,2280000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M43.00S,2022-04-09T22:49:52.0Z,2,REGULAR,substitution,out,[],1630230,,,1610612763,45,32,2022-04-09T22:50:25Z,2290000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M43.00S,2022-04-09T22:49:52.0Z,2,REGULAR,substitution,out,[],1630530,,,1610612763,45,32,2022-04-09T22:50:25Z,2300000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M43.00S,2022-04-09T22:49:52.0Z,2,REGULAR,substitution,in,[],1628415,,,1610612763,45,32,2022-04-09T22:50:25Z,2310000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M43.00S,2022-04-09T22:49:52.0Z,2,REGULAR,substitution,in,[],203500,,,1610612763,45,32,2022-04-09T22:50:25Z,2320000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M43.00S,2022-04-09T22:49:52.0Z,2,REGULAR,substitution,in,[],203468,,,1610612763,45,32,2022-04-09T22:50:25Z,2330000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M43.00S,2022-04-09T22:49:52.0Z,2,REGULAR,substitution,in,[],1630529,,,1610612763,45,32,2022-04-09T22:50:25Z,2340000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M43.00S,2022-04-09T22:50:50.3Z,2,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,46,32,2022-04-09T22:50:50Z,2350000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (8 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
237,PT06M43.00S,2022-04-09T22:51:06.4Z,2,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,47,32,2022-04-09T22:51:06Z,2360000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (9 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
238,PT06M29.00S,2022-04-09T22:51:21.7Z,2,REGULAR,3pt,Jump Shot,[],1630631,31.488173455978973,62.5,1610612740,47,32,2022-04-09T22:51:25Z,2370000,-62.0,243.0,1,left,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,Missed,,25.14,,,,,,,,,,,,,
239,PT06M26.00S,2022-04-09T22:51:24.7Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,47,32,2022-04-09T22:51:25Z,2380000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,238.0,5.0,5.0,0.0,,,,,,,,,
240,PT06M16.00S,2022-04-09T22:51:34.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,83.26215505913272,57.107843137254896,1610612763,49,32,2022-04-09T22:51:38Z,2390000,36.0,105.0,1,right,D. Brooks 11' pullup Jump Shot (6 PTS),[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,,,,,,Made,6.0,11.06,,,,,,,,,,,,,
241,PT06M07.00S,2022-04-09T22:51:43.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,9.937582128777924,37.745098039215684,1610612740,49,34,2022-04-09T22:51:47Z,2400000,61.0,41.0,1,left,J. Alvarado 7' driving floating Jump Shot (6 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,,,,,,Made,6.0,7.37,,,,,,,,,,,,,
242,PT05M51.00S,2022-04-09T22:51:59.3Z,2,REGULAR,3pt,Jump Shot,[],1628991,67.09921156373193,49.01960784313725,1610612763,49,34,2022-04-09T22:52:03Z,2410000,-5.0,257.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Missed,,25.68,,,,,,,,,,,,,
243,PT05M49.00S,2022-04-09T22:52:01.3Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,49,34,2022-04-09T22:52:03Z,2420000,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,242.0,1.0,1.0,0.0,,,,,,,,,
244,PT05M43.00S,2022-04-09T22:52:06.8Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],203468,10.988830486202366,30.88235294117647,1610612740,49,34,2022-04-09T22:52:10Z,2430000,96.0,51.0,1,left,MISS C. McCollum 10' driving floating bank Shot,[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,,,,,,Missed,,10.83,,,,,,,,,,,,,
245,PT05M41.00S,2022-04-09T22:52:08.8Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,49,34,2022-04-09T22:52:10Z,2440000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,244.0,6.0,6.0,0.0,,,,,,,,,
246,PT05M35.00S,2022-04-09T22:52:17.5Z,2,REGULAR,foul,offensive,[],1630217,,,1610612763,49,34,2022-04-09T22:52:22Z,2450000,,,0,,D. Bane offensive FOUL (2 PF),"[1630217, 1630631]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,1627964.0,2.0,0.0,Alvarado,1630631.0,,,,,,,,,,,,,,,,
248,PT05M35.00S,2022-04-09T22:52:17.5Z,2,REGULAR,turnover,offensive foul,[],1630217,,,1610612763,49,34,2022-04-09T22:52:17Z,2470000,,,0,,D. Bane offensive foul TURNOVER (2 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,1627964.0,,,,,,,,,,,,2.0,,,,,,,,
249,PT05M35.00S,2022-04-09T22:52:24.4Z,2,REGULAR,substitution,out,[],1628991,,,1610612740,49,34,2022-04-09T22:52:35Z,2480000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M35.00S,2022-04-09T22:52:24.4Z,2,REGULAR,substitution,out,[],1626145,,,1610612740,49,34,2022-04-09T22:52:35Z,2490000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M35.00S,2022-04-09T22:52:24.4Z,2,REGULAR,substitution,out,[],1630217,,,1610612740,49,34,2022-04-09T22:52:35Z,2500000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M35.00S,2022-04-09T22:52:24.4Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,49,34,2022-04-09T22:52:35Z,2510000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M35.00S,2022-04-09T22:52:24.4Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,49,34,2022-04-09T22:52:35Z,2520000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M35.00S,2022-04-09T22:52:24.4Z,2,REGULAR,substitution,in,[],203937,,,1610612740,49,34,2022-04-09T22:52:35Z,2530000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M35.00S,2022-04-09T22:52:24.4Z,2,REGULAR,substitution,in,[],1629001,,,1610612740,49,34,2022-04-09T22:52:35Z,2540000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M35.00S,2022-04-09T22:52:24.4Z,2,REGULAR,substitution,in,[],1629630,,,1610612740,49,34,2022-04-09T22:52:35Z,2550000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M35.00S,2022-04-09T22:52:24.4Z,2,REGULAR,substitution,in,[],1626195,,,1610612740,49,34,2022-04-09T22:52:35Z,2560000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M35.00S,2022-04-09T22:52:24.4Z,2,REGULAR,substitution,in,[],1628984,,,1610612740,49,34,2022-04-09T22:52:35Z,2570000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M19.00S,2022-04-09T22:52:54.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629637,5.338370565045992,95.34313725490196,1610612740,49,34,2022-04-09T22:52:57Z,2580000,-227.0,-2.0,1,left,MISS J. Hayes 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,Missed,,22.67,,,,,,,,,,,,,
260,PT05M16.00S,2022-04-09T22:52:57.2Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,49,34,2022-04-09T22:52:57Z,2590000,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,259.0,2.0,2.0,0.0,,,,,,,,,
261,PT05M10.00S,2022-04-09T22:53:03.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,67.23061760840999,42.64705882352941,1610612763,49,34,2022-04-09T22:53:08Z,2600000,-37.0,256.0,1,right,MISS D. Melton 25' step back 3PT,[1629001],1610612763.0,MEM,step back,,,Melton,D. Melton,,,,,,,,,,Missed,,25.81,,,,,,,,,,,,,
262,PT05M09.00S,2022-04-09T22:53:04.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,49,34,2022-04-09T22:53:08Z,2610000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,261.0,,,,,,,,,,,,
263,PT05M09.00S,2022-04-09T22:53:07.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,49,34,2022-04-09T22:53:07Z,2620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M53.00S,2022-04-09T22:53:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,6.652431011826544,52.69607843137255,1610612740,49,34,2022-04-09T22:53:33Z,2630000,-13.0,10.0,1,left,MISS W. Hernangomez cutting finger roll Layup,[1626195],1610612740.0,NOP,cutting finger roll,,,Hernangomez,W. Hernangomez,,,,,,,,,,Missed,,1.68,,,,,,,,,,,,,
265,PT04M49.00S,2022-04-09T22:53:31.8Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,49,34,2022-04-09T22:53:31Z,2640000,,,0,,W. Hernangomez REBOUND (Off:1 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,264.0,3.0,2.0,1.0,,,,,,,,,
266,PT04M49.00S,2022-04-09T22:53:31.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,5.590000152587891,50.0,1610612740,49,34,2022-04-09T22:53:31Z,2650000,0.0,0.0,1,left,MISS W. Hernangomez putback Layup - blocked,"[1626195, 203500]",1610612740.0,NOP,putback,,,Hernangomez,W. Hernangomez,,,,,,,,,,Missed,,0.0,,,,,,,,,Adams,203500.0,,,
267,PT04M49.00S,2022-04-09T22:53:31.8Z,2,REGULAR,block,,[],203500,,,1610612740,49,34,2022-04-09T22:53:33Z,2660000,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
