actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
89,PT04M35.00S,2021-12-19T23:26:16.5Z,1,REGULAR,substitution,in,[],203496,,,1610612763,22,17,2021-12-19T23:26:36Z,890000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M35.00S,2021-12-19T23:26:16.5Z,1,REGULAR,substitution,in,[],203463,,,1610612763,22,17,2021-12-19T23:26:36Z,900000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M35.00S,2021-12-19T23:26:38.3Z,1,REGULAR,freethrow,2 of 2,[],1629001,,,1610612763,22,17,2021-12-19T23:26:38Z,910000,,,0,,MISS D. Melton Free Throw 2 of 2,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M31.00S,2021-12-19T23:26:40.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,22,17,2021-12-19T23:26:40Z,920000,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,
93,PT04M20.00S,2021-12-19T23:26:52.1Z,1,REGULAR,turnover,bad pass,[],203994,,,1610612757,22,17,2021-12-19T23:26:55Z,930000,,,0,,J. Nurkic bad pass TURNOVER (1 TO),"[203994, 203500]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,1.0,Adams,203500.0,,,,,,,
94,PT04M20.00S,2021-12-19T23:26:52.1Z,1,REGULAR,steal,,[],203500,,,1610612763,22,17,2021-12-19T23:26:53Z,940000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M13.00S,2021-12-19T23:27:03.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203496,,,1610612763,22,17,2021-12-19T23:27:33Z,950000,,,0,,R. Covington shooting personal FOUL (1 PF) (Anderson 2 FT),"[203496, 203937]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,,,,,,,200832.0,1.0,0.0,Anderson,203937.0,,,,,,,,,,
97,PT04M13.00S,2021-12-19T23:27:41.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203937,,,1610612763,22,17,2021-12-19T23:27:41Z,970000,,,0,,MISS K. Anderson Free Throw 1 of 2,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
98,PT04M13.00S,2021-12-19T23:27:41.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,22,17,2021-12-19T23:27:41Z,980000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,
99,PT04M13.00S,2021-12-19T23:27:57.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203937,,,1610612763,22,17,2021-12-19T23:27:57Z,990000,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
100,PT04M10.00S,2021-12-19T23:28:00.2Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612763,22,17,2021-12-19T23:28:00Z,1000000,,,0,,D. Melton REBOUND (Off:1 Def:0),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,99.0,1.0,0.0,1.0,,,
101,PT04M06.00S,2021-12-19T23:28:03.4Z,1,REGULAR,2pt,Hook,"['fromturnover', '2ndchance']",203937,8.886333771353483,30.637254901960787,1610612763,24,17,2021-12-19T23:28:08Z,1010000,97.0,31.0,1,left,K. Anderson 10' turnaround Hook (2 PTS) (D. Melton 1 AST),"[203937, 1629001]",1610612763.0,MEM,turnaround,,,Anderson,K. Anderson,,,,,10.16,Made,2.0,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,,
103,PT03M56.00S,2021-12-19T23:28:14.6Z,1,REGULAR,3pt,Jump Shot,[],203081,67.23061760840999,64.95098039215686,1610612757,24,20,2021-12-19T23:29:03Z,1030000,75.0,256.0,1,right,D. Lillard 26' 3PT pullup (13 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,26.62,Made,13.0,,,,,,,,,,,,,,,,,,
104,PT03M56.00S,2021-12-19T23:28:23.8Z,1,REGULAR,foul,personal,['1freethrow'],1628415,,,1610612757,24,20,2021-12-19T23:31:26Z,1040000,,,0,,D. Brooks shooting personal FOUL (2 PF) (Lillard 1 FT),"[1628415, 203081]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,1193.0,2.0,0.0,Lillard,203081.0,,,,,,,,,,
106,PT03M56.00S,2021-12-19T23:28:46.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,24,20,2021-12-19T23:29:03Z,1060000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M56.00S,2021-12-19T23:29:23.2Z,1,REGULAR,substitution,out,[],1628415,,,1610612757,24,20,2021-12-19T23:31:22Z,1070000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M56.00S,2021-12-19T23:29:23.2Z,1,REGULAR,substitution,in,[],1629723,,,1610612757,24,20,2021-12-19T23:31:22Z,1080000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M56.00S,2021-12-19T23:31:47.4Z,1,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,24,21,2021-12-19T23:31:47Z,1090000,,,0,,D. Lillard Free Throw 1 of 1 (14 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
110,PT03M32.00S,2021-12-19T23:32:14.8Z,1,REGULAR,3pt,Jump Shot,[],1629723,28.991458607095925,28.676470588235293,1610612763,27,21,2021-12-19T23:39:33Z,1100000,107.0,220.0,1,left,J. Konchar 24' 3PT pullup (3 PTS),[1629723],1610612763.0,MEM,pullup,,,Konchar,J. Konchar,,,,,24.45,Made,3.0,,,,,,,,,,,,,,,,,,
147,PT03M32.00S,2021-12-19T23:32:25.2Z,1,REGULAR,instantreplay,request,[],0,,,1610612757,27,21,2021-12-20T00:21:15Z,1105000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,200832.0,,,,,,,,,,,,,,Changed to 3-pt FG
111,PT03M14.00S,2021-12-19T23:32:35.7Z,1,REGULAR,foul,technical,['1freethrow'],203937,,,1610612757,27,21,2021-12-19T23:32:51Z,1110000,,,0,,K. Anderson defensive-3-second technical FOUL (1 Tech),[203937],1610612763.0,MEM,defensive-3-second,,,Anderson,K. Anderson,,,,,,,,,,,203591.0,0.0,1.0,,,,,,,,,,,,
112,PT03M14.00S,2021-12-19T23:33:00.4Z,1,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,27,22,2021-12-19T23:33:00Z,1120000,,,0,,D. Lillard technical Free Throw 1 of 1 (15 PTS),[203081],1610612757.0,POR,technical,,,Lillard,D. Lillard,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
113,PT03M07.00S,2021-12-19T23:33:26.9Z,1,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612757,27,22,2021-12-19T23:34:08Z,1130000,,,0,,D. Melton shooting personal FOUL (1 PF) (Lillard 2 FT),"[1629001, 203081]",1610612763.0,MEM,shooting,,,Melton,D. Melton,,,,,,,,,,,203591.0,1.0,0.0,Lillard,203081.0,,,,,,,,,,
115,PT03M07.00S,2021-12-19T23:34:09.3Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,27,23,2021-12-19T23:34:09Z,1150000,,,0,,D. Lillard Free Throw 1 of 2 (16 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
116,PT03M07.00S,2021-12-19T23:34:10.1Z,1,REGULAR,substitution,out,[],1626145,,,1610612757,27,23,2021-12-19T23:34:13Z,1160000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M07.00S,2021-12-19T23:34:10.1Z,1,REGULAR,substitution,in,[],1630217,,,1610612757,27,23,2021-12-19T23:34:13Z,1170000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M07.00S,2021-12-19T23:34:23.8Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,27,24,2021-12-19T23:34:23Z,1180000,,,0,,D. Lillard Free Throw 2 of 2 (17 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
119,PT02M53.00S,2021-12-19T23:34:40.5Z,1,REGULAR,turnover,backcourt,[],203937,,,1610612763,27,24,2021-12-19T23:34:47Z,1190000,,,0,,K. Anderson backcourt TURNOVER (1 TO),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,200832.0,,,,,1.0,,,,,,,,,
120,PT02M47.00S,2021-12-19T23:34:56.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203081,76.5604467805519,7.107843137254902,1610612757,27,24,2021-12-19T23:35:04Z,1200000,-214.0,168.0,1,right,MISS D. Lillard 27' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,27.23,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M41.00S,2021-12-19T23:35:02.7Z,1,REGULAR,rebound,offensive,[],203496,,,1610612757,27,24,2021-12-19T23:39:22Z,1210000,,,0,,R. Covington REBOUND (Off:1 Def:0),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,120.0,1.0,0.0,1.0,,,
122,PT02M29.00S,2021-12-19T23:35:15.7Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203496,89.17542706964521,18.627450980392158,1610612757,27,26,2021-12-19T23:35:19Z,1220000,-157.0,49.0,1,right,R. Covington 16' step back Jump Shot (2 PTS) (A. Simons 1 AST),"[203496, 1629014]",1610612757.0,POR,step back,,,Covington,R. Covington,,,,,16.45,Made,2.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,,,
124,PT02M12.00S,2021-12-19T23:35:31.8Z,1,REGULAR,3pt,Jump Shot,[],1629001,29.517082785808146,19.607843137254903,1610612763,30,26,2021-12-19T23:35:35Z,1240000,152.0,225.0,1,left,D. Melton 27' 3PT pullup (4 PTS) (J. Konchar 1 AST),"[1629001, 1629723]",1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,27.15,Made,4.0,J. Konchar,1629723.0,1.0,,,,,,,,,,,,,,,
126,PT01M53.00S,2021-12-19T23:35:49.9Z,1,REGULAR,3pt,Jump Shot,[],203081,74.32654402102497,16.666666666666664,1610612757,30,26,2021-12-19T23:35:54Z,1260000,-167.0,189.0,1,right,MISS D. Lillard 25' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,,
127,PT01M51.00S,2021-12-19T23:35:51.9Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,30,26,2021-12-19T23:35:54Z,1270000,,,0,,D. Melton REBOUND (Off:1 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,126.0,2.0,1.0,1.0,,,
128,PT01M43.00S,2021-12-19T23:36:01.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,7.966491458607096,37.00980392156863,1610612763,32,26,2021-12-19T23:36:05Z,1280000,65.0,22.0,1,left,D. Melton 6' fadeaway Jump Shot (6 PTS),[1629001],1610612763.0,MEM,fadeaway,,,Melton,D. Melton,,,,,6.88,Made,6.0,,,,,,,,,,,,,,,,,,
129,PT01M24.00S,2021-12-19T23:36:19.5Z,1,REGULAR,2pt,Jump Shot,[],1629014,75.1149802890933,49.01960784313725,1610612757,32,26,2021-12-19T23:36:23Z,1290000,-5.0,181.0,1,right,MISS A. Simons 18' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,18.15,Missed,,,,,,,,,,,,,,,,,,,
130,PT01M21.00S,2021-12-19T23:36:22.5Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,32,26,2021-12-19T23:36:23Z,1300000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,,
131,PT01M11.00S,2021-12-19T23:36:33.2Z,1,REGULAR,3pt,Jump Shot,[],1629001,17.16491458607096,5.88235294117647,1610612763,32,26,2021-12-19T23:36:35Z,1310000,221.0,109.0,1,left,MISS D. Melton 24' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M09.00S,2021-12-19T23:36:35.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,32,26,2021-12-19T23:36:35Z,1320000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,131.0,2.0,2.0,0.0,,,
133,PT01M03.00S,2021-12-19T23:36:41.4Z,1,REGULAR,3pt,Jump Shot,[],203994,68.01905387647832,64.2156862745098,1610612757,32,26,2021-12-19T23:36:45Z,1330000,71.0,248.0,1,right,MISS J. Nurkic 25' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
134,PT00M58.60S,2021-12-19T23:36:45.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,32,26,2021-12-19T23:36:45Z,1340000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,
135,PT00M45.10S,2021-12-19T23:36:58.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,18.478975032851512,36.27450980392157,1610612763,32,26,2021-12-19T23:37:02Z,1350000,69.0,121.0,1,left,MISS D. Melton 13' fadeaway Shot,[1629001],1610612763.0,MEM,fadeaway,,,Melton,D. Melton,,,,,13.93,Missed,,,,,,,,,,,,,,,,,,,
136,PT00M43.20S,2021-12-19T23:37:00.6Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,32,26,2021-12-19T23:37:02Z,1360000,,,0,,S. Adams REBOUND (Off:2 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,135.0,5.0,3.0,2.0,,,
137,PT00M31.10S,2021-12-19T23:37:13.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629001,15.588042049934298,40.19607843137255,1610612763,32,26,2021-12-19T23:37:17Z,1370000,49.0,94.0,1,left,MISS D. Melton 10' driving floating Shot,[1629001],1610612763.0,MEM,driving floating,,,Melton,D. Melton,,,,,10.6,Missed,,,,,,,,,,,,,,,,,,,
138,PT00M27.20S,2021-12-19T23:37:17.6Z,1,REGULAR,rebound,defensive,[],203463,,,1610612757,32,26,2021-12-19T23:37:17Z,1380000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,
139,PT00M10.20S,2021-12-19T23:37:35.9Z,1,REGULAR,foul,personal,[],1629001,,,1610612757,32,26,2021-12-19T23:37:45Z,1390000,,,0,,D. Melton personal FOUL (2 PF),"[1629001, 203081]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,200832.0,2.0,0.0,Lillard,203081.0,,,,,,,,,,
141,PT00M03.70S,2021-12-19T23:38:09.3Z,1,REGULAR,3pt,Jump Shot,[],1629014,91.40932982917214,2.696078431372549,1610612757,32,26,2021-12-19T23:38:17Z,1410000,-237.0,28.0,1,right,MISS A. Simons 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,23.82,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M01.20S,2021-12-19T23:38:11.8Z,1,REGULAR,rebound,offensive,[],1629014,,,1610612757,32,26,2021-12-19T23:38:11Z,1420000,,,0,,A. Simons REBOUND (Off:1 Def:0),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,141.0,1.0,0.0,1.0,,,
143,PT00M00.70S,2021-12-19T23:38:15.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630217,,,1610612757,32,26,2021-12-19T23:38:44Z,1430000,,,0,,D. Bane shooting personal FOUL (1 PF) (Simons 2 FT),"[1630217, 1629014]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,,,,,,,1193.0,1.0,0.0,Simons,1629014.0,,,,,,,,,,
145,PT00M00.70S,2021-12-19T23:38:46.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629014,,,1610612757,32,27,2021-12-19T23:38:46Z,1450000,,,0,,A. Simons Free Throw 1 of 2 (1 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
146,PT00M00.70S,2021-12-19T23:39:09.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629014,,,1610612757,32,28,2021-12-19T23:39:09Z,1460000,,,0,,A. Simons Free Throw 2 of 2 (2 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2021-12-19T23:42:03.3Z,1,REGULAR,period,end,[],0,,,1610612763,32,28,2021-12-19T23:42:03Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2021-12-19T23:42:07.6Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612763,32,28,2021-12-19T23:49:39Z,1575000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2021-12-19T23:42:07.6Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612763,32,28,2021-12-19T23:49:39Z,1577500,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2021-12-19T23:42:07.6Z,2,REGULAR,substitution,out,['startperiod'],203500,,,1610612763,32,28,2021-12-19T23:49:39Z,1578750,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2021-12-19T23:42:07.6Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,32,28,2021-12-19T23:49:39Z,1579375,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2021-12-19T23:42:07.6Z,2,REGULAR,substitution,in,['startperiod'],1629681,,,1610612763,32,28,2021-12-19T23:49:39Z,1579687,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2021-12-19T23:42:07.6Z,2,REGULAR,substitution,in,['startperiod'],1630214,,,1610612763,32,28,2021-12-19T23:49:39Z,1579843,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT12M00.00S,2021-12-19T23:42:07.6Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612763,32,28,2021-12-19T23:50:04Z,1579921,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT12M00.00S,2021-12-19T23:42:07.6Z,2,REGULAR,substitution,in,['startperiod'],1629642,,,1610612763,32,28,2021-12-19T23:50:04Z,1579980,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT12M00.00S,2021-12-19T23:42:07.6Z,2,REGULAR,substitution,in,['startperiod'],1626204,,,1610612763,32,28,2021-12-19T23:50:04Z,1579990,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT12M00.00S,2021-12-19T23:42:07.6Z,2,REGULAR,substitution,out,['startperiod'],203994,,,1610612763,32,28,2021-12-19T23:50:18Z,1579997,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-12-19T23:42:12.1Z,2,REGULAR,period,start,[],0,,,1610612757,32,28,2021-12-19T23:42:14Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M41.00S,2021-12-19T23:42:16.6Z,2,REGULAR,3pt,Jump Shot,[],203463,71.69842312746385,19.852941176470587,1610612757,32,28,2021-12-19T23:42:21Z,1590000,-151.0,214.0,1,right,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
161,PT11M38.00S,2021-12-19T23:42:20.1Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,32,28,2021-12-19T23:42:20Z,1600000,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,160.0,1.0,1.0,0.0,,,
162,PT11M28.00S,2021-12-19T23:42:29.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.652431011826544,52.450980392156865,1610612763,34,28,2021-12-19T23:42:32Z,1610000,-12.0,10.0,1,left,J. Jackson Jr. driving Layup (8 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,1.59,Made,8.0,,,,,,,,,,,,,,,,,,
163,PT11M18.00S,2021-12-19T23:42:39.6Z,2,REGULAR,3pt,Jump Shot,[],203463,73.53810775295663,16.911764705882355,1610612757,34,28,2021-12-19T23:42:43Z,1620000,-165.0,196.0,1,right,MISS B. McLemore 25' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
164,PT11M14.00S,2021-12-19T23:42:43.6Z,2,REGULAR,rebound,defensive,[],1629681,,,1610612763,34,28,2021-12-19T23:42:43Z,1630000,,,0,,K. Tillie REBOUND (Off:0 Def:1),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,163.0,1.0,1.0,0.0,,,
165,PT11M06.00S,2021-12-19T23:42:53.5Z,2,REGULAR,foul,offensive,[],1628991,,,1610612763,34,28,2021-12-19T23:42:59Z,1640000,,,0,,J. Jackson Jr. charge offensive FOUL (1 PF),"[1628991, 1626204]",1610612763.0,MEM,charge,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,1193.0,1.0,1.0,Nance Jr.,1626204.0,,,,,,,,,,
167,PT11M06.00S,2021-12-19T23:42:53.5Z,2,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,34,28,2021-12-19T23:42:53Z,1660000,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,1193.0,,,,,1.0,,,,,,,,,
169,PT10M42.00S,2021-12-19T23:43:41.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612757,34,28,2021-12-19T23:43:53Z,1680000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,,,,,,,203591.0,,,,,,,,,,,,,,
170,PT10M26.00S,2021-12-19T23:44:07.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,16.113666228646515,41.66666666666667,1610612763,34,28,2021-12-19T23:44:11Z,1690000,42.0,99.0,1,left,MISS J. Jackson Jr. 10' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,10.74,Missed,,,,,,,,,,,,,,,,,,,
171,PT10M22.00S,2021-12-19T23:44:11.5Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,34,28,2021-12-19T23:44:11Z,1700000,,,0,,R. Covington REBOUND (Off:1 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,170.0,2.0,1.0,1.0,,,
172,PT10M14.00S,2021-12-19T23:44:19.1Z,2,REGULAR,3pt,Jump Shot,[],203496,68.41327201051249,68.38235294117648,1610612757,34,28,2021-12-19T23:44:22Z,1710000,92.0,244.0,1,right,MISS R. Covington 26' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
173,PT10M12.00S,2021-12-19T23:44:21.1Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,34,28,2021-12-19T23:44:22Z,1720000,,,0,,X. Tillman REBOUND (Off:0 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,172.0,2.0,2.0,0.0,,,
174,PT10M04.00S,2021-12-19T23:44:33.1Z,2,REGULAR,foul,personal,[],203463,,,1610612763,34,28,2021-12-19T23:44:45Z,1730000,,,0,,B. McLemore personal FOUL (1 PF),"[203463, 1630217]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,1193.0,1.0,0.0,Bane,1630217.0,,,,,,,,,,
176,PT10M00.00S,2021-12-19T23:45:00.4Z,2,REGULAR,3pt,Jump Shot,[],1629681,8.492115637319317,4.166666666666666,1610612763,34,28,2021-12-19T23:45:03Z,1750000,229.0,27.0,1,left,MISS K. Tillie 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,,
