actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
268,PT05M04.00S,2021-11-25T01:57:30.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203937,5.732588699080158,50.73529411764706,1610612763,53,43,2021-11-25T01:57:37Z,2650000,-4.0,1.0,1,left,K. Anderson running DUNK (2 PTS) (J. Morant 4 AST),"[203937, 1629630]",1610612763.0,MEM,running,,,Anderson,K. Anderson,,,,,0.4,Made,2.0,,,,,J. Morant,1629630.0,4.0,,,,,,,,,,,
270,PT04M47.00S,2021-11-25T01:57:47.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,80.55190538764782,39.005055147058826,1610612761,53,45,2021-11-25T01:57:56Z,2670000,-55.0,130.0,1,right,G. Trent Jr. 14' step back Jump Shot (4 PTS),[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,14.14,Made,4.0,,,,,,,,,,,,,,,,,,
271,PT04M34.00S,2021-11-25T01:58:03.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612763,53,45,2021-11-25T01:58:18Z,2680000,,,0,,P. Achiuwa personal FOUL (3 PF) (Morant 2 FT),"[1630173, 1629630]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,203591.0,3.0,0.0,Morant,1629630.0,,,,,,
273,PT04M34.00S,2021-11-25T01:58:28.5Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,54,45,2021-11-25T01:58:28Z,2700000,,,0,,J. Morant Free Throw 1 of 2 (7 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
274,PT04M34.00S,2021-11-25T01:58:41.7Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,55,45,2021-11-25T01:58:41Z,2710000,,,0,,J. Morant Free Throw 2 of 2 (8 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
275,PT04M22.00S,2021-11-25T01:59:01.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,55,45,2021-11-25T01:59:01Z,2720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M22.00S,2021-11-25T01:59:01.5Z,2,REGULAR,substitution,out,[],1629139,,,1610612761,55,45,2021-11-25T01:59:07Z,2730000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M22.00S,2021-11-25T01:59:01.5Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,55,45,2021-11-25T01:59:07Z,2740000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M20.00S,2021-11-25T01:59:15.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,93.24901445466492,48.77450980392157,1610612761,55,47,2021-11-25T01:59:23Z,2750000,-6.0,11.0,1,right,S. Mykhailiuk cutting Layup (5 PTS) (G. Trent Jr. 1 AST),"[1629004, 1629018]",1610612761.0,TOR,cutting,,,Mykhailiuk,S. Mykhailiuk,,,,,1.26,Made,5.0,,,,,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,,
280,PT04M03.00S,2021-11-25T01:59:32.5Z,2,REGULAR,turnover,lost ball,[],1629630,,,1610612763,55,47,2021-11-25T01:59:36Z,2770000,,,0,,J. Morant lost ball TURNOVER (2 TO),"[1629630, 1627832]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,2.0,VanVleet,1627832.0,
281,PT04M03.00S,2021-11-25T01:59:32.5Z,2,REGULAR,steal,,[],1627832,,,1610612761,55,47,2021-11-25T01:59:34Z,2780000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M59.00S,2021-11-25T01:59:36.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,93.51182654402102,49.26470588235294,1610612761,55,49,2021-11-25T01:59:43Z,2790000,-4.0,8.0,1,right,S. Barnes running DUNK (11 PTS) (F. VanVleet 2 AST),"[1630567, 1627832]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,0.93,Made,11.0,,,,,F. VanVleet,1627832.0,2.0,,,,,,,,,,,
284,PT03M44.00S,2021-11-25T01:59:51.8Z,2,REGULAR,turnover,lost ball,[],203500,,,1610612763,55,49,2021-11-25T01:59:57Z,2810000,,,0,,S. Adams lost ball TURNOVER (1 TO),"[203500, 1627832]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0,
285,PT03M44.00S,2021-11-25T01:59:51.8Z,2,REGULAR,steal,,[],1627832,,,1610612761,55,49,2021-11-25T01:59:54Z,2820000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M39.00S,2021-11-25T01:59:57.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,94.03745072273325,49.50980392156863,1610612761,55,51,2021-11-25T02:00:12Z,2830000,-2.0,4.0,1,right,S. Barnes running DUNK (13 PTS) (F. VanVleet 3 AST),"[1630567, 1627832]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,0.43,Made,13.0,,,,,F. VanVleet,1627832.0,3.0,,,,,,,,,,,
288,PT03M39.00S,2021-11-25T02:00:05.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612763,55,51,2021-11-25T02:00:05Z,2850000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M39.00S,2021-11-25T02:00:52.6Z,2,REGULAR,substitution,out,[],1630173,,,1610612763,55,51,2021-11-25T02:01:22Z,2860000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M39.00S,2021-11-25T02:00:52.6Z,2,REGULAR,substitution,in,[],1627783,,,1610612763,55,51,2021-11-25T02:01:22Z,2870000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M19.00S,2021-11-25T02:01:48.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203500,6.915243101182654,48.28431372549019,1610612763,55,51,2021-11-25T02:01:54Z,2880000,9.0,13.0,1,left,MISS S. Adams cutting Layup,[203500],1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,1.52,Missed,,,,,,,,,,,,,,,,,,,
292,PT03M16.00S,2021-11-25T02:01:51.2Z,2,REGULAR,rebound,offensive,[],203937,,,1610612763,55,51,2021-11-25T02:01:54Z,2890000,,,0,,K. Anderson REBOUND (Off:1 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,291.0,2.0,1.0,1.0,,,,,,,,,,,,,,
293,PT03M16.00S,2021-11-25T02:01:51.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203937,5.590000152587891,50.0,1610612763,57,51,2021-11-25T02:07:53Z,2900000,0.0,0.0,1,left,K. Anderson tip Layup (4 PTS),[203937],1610612763.0,MEM,tip,,,Anderson,K. Anderson,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
294,PT03M03.00S,2021-11-25T02:02:04.4Z,2,REGULAR,turnover,lost ball,[],1627832,,,1610612761,57,51,2021-11-25T02:02:08Z,2910000,,,0,,F. VanVleet lost ball TURNOVER (2 TO),"[1627832, 1629630]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,2.0,Morant,1629630.0,
295,PT03M03.00S,2021-11-25T02:02:04.4Z,2,REGULAR,steal,,[],1629630,,,1610612763,57,51,2021-11-25T02:02:06Z,2920000,,,0,,J. Morant STEAL (2 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M00.00S,2021-11-25T02:02:10.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629018,,,1610612763,57,51,2021-11-25T02:03:54Z,2930000,,,0,,G. Trent Jr. flagrant-type-1 personal FOUL (1 PF) (Morant 2 FT),"[1629018, 1629630]",1610612761.0,TOR,flagrant-type-1,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,1148.0,1.0,0.0,Morant,1629630.0,,,,,,
298,PT03M00.00S,2021-11-25T02:02:52.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612763,57,51,2021-11-25T02:03:45Z,2950000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,
299,PT03M00.00S,2021-11-25T02:03:58.7Z,2,REGULAR,substitution,out,[],203937,,,1610612763,57,51,2021-11-25T02:04:16Z,2960000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M00.00S,2021-11-25T02:03:58.7Z,2,REGULAR,substitution,out,[],203500,,,1610612763,57,51,2021-11-25T02:04:16Z,2970000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M00.00S,2021-11-25T02:03:58.7Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,57,51,2021-11-25T02:04:16Z,2980000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M00.00S,2021-11-25T02:03:58.7Z,2,REGULAR,substitution,in,[],1629634,,,1610612763,57,51,2021-11-25T02:04:16Z,2990000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M00.00S,2021-11-25T02:04:18.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629630,,,1610612763,58,51,2021-11-25T02:04:35Z,3000000,,,0,,J. Morant flagrant Free Throw 1 of 2 (9 PTS),[1629630],1610612763.0,MEM,flagrant,,,Morant,J. Morant,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
304,PT03M00.00S,2021-11-25T02:04:18.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629630,,,1610612763,59,51,2021-11-25T02:04:35Z,3010000,,,0,,J. Morant flagrant Free Throw 2 of 2 (10 PTS),[1629630],1610612763.0,MEM,flagrant,,,Morant,J. Morant,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
305,PT02M55.00S,2021-11-25T02:04:46.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629634,13.61695137976347,49.01960784313725,1610612763,61,51,2021-11-25T02:04:55Z,3020000,5.0,75.0,1,left,B. Clarke 7' floating Jump Shot (13 PTS) (J. Morant 5 AST),"[1629634, 1629630]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,7.57,Made,13.0,,,,,J. Morant,1629630.0,5.0,,,,,,,,,,,
307,PT02M40.00S,2021-11-25T02:05:03.9Z,2,REGULAR,foul,personal,[],1628991,,,1610612761,61,51,2021-11-25T02:05:16Z,3040000,,,0,,J. Jackson Jr. personal FOUL (2 PF),"[1628991, 1627783]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,203591.0,2.0,0.0,Siakam,1627783.0,,,,,,
309,PT02M31.00S,2021-11-25T02:05:36.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,85.23324572930355,40.931372549019606,1610612761,61,53,2021-11-25T02:05:47Z,3060000,-45.0,86.0,1,right,S. Barnes 9' turnaround Hook (15 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,9.75,Made,15.0,,,,,,,,,,,,,,,,,,
310,PT02M14.00S,2021-11-25T02:05:53.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,5.863994743758213,50.49019607843137,1610612763,63,53,2021-11-25T02:05:59Z,3070000,-2.0,3.0,1,left,J. Morant driving finger roll Layup (12 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,0.36,Made,12.0,,,,,,,,,,,,,,,,,,
311,PT02M01.00S,2021-11-25T02:06:06.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,93.38042049934296,47.794117647058826,1610612761,63,55,2021-11-25T02:06:12Z,3080000,-11.0,10.0,1,right,F. VanVleet driving finger roll Layup (12 PTS),[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,1.47,Made,12.0,,,,,,,,,,,,,,,,,,
312,PT01M41.00S,2021-11-25T02:06:26.0Z,2,REGULAR,3pt,Jump Shot,[],1630533,14.536793692509855,95.83333333333334,1610612763,63,55,2021-11-25T02:06:31Z,3090000,-229.0,84.0,1,left,MISS Z. Williams 24' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,,
313,PT01M39.00S,2021-11-25T02:06:28.0Z,2,REGULAR,rebound,offensive,[],1629630,,,1610612763,63,55,2021-11-25T02:06:31Z,3100000,,,0,,J. Morant REBOUND (Off:2 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,312.0,3.0,1.0,2.0,,,,,,,,,,,,,,
314,PT01M34.00S,2021-11-25T02:06:36.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630567,,,1610612763,63,55,2021-11-25T02:06:45Z,3110000,,,0,,S. Barnes personal FOUL (1 PF) (Morant 2 FT),"[1630567, 1629630]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,203591.0,1.0,1.0,Morant,1629630.0,,,,,,
316,PT01M34.00S,2021-11-25T02:07:00.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629630,,,1610612763,64,55,2021-11-25T02:07:00Z,3130000,,,0,,J. Morant Free Throw 1 of 2 (13 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
317,PT01M34.00S,2021-11-25T02:07:14.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629630,,,1610612763,65,55,2021-11-25T02:07:14Z,3140000,,,0,,J. Morant Free Throw 2 of 2 (14 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
318,PT01M20.00S,2021-11-25T02:07:29.4Z,2,REGULAR,3pt,Jump Shot,[],1629004,71.69842312746385,79.90196078431373,1610612761,65,55,2021-11-25T02:07:41Z,3150000,150.0,214.0,1,right,MISS S. Mykhailiuk 26' 3PT,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
319,PT01M19.00S,2021-11-25T02:07:30.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,65,55,2021-11-25T02:07:41Z,3160000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,318.0,,,,,,,,,,,,,,,,,
320,PT01M19.00S,2021-11-25T02:07:36.2Z,2,REGULAR,foul,personal,[],1628991,,,1610612761,65,55,2021-11-25T02:07:57Z,3170000,,,0,,J. Jackson Jr. loose ball personal FOUL (3 PF),"[1628991, 1630567]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,203591.0,3.0,0.0,Barnes,1630567.0,,,,,,
322,PT01M19.00S,2021-11-25T02:07:50.7Z,2,REGULAR,substitution,out,[],1628991,,,1610612761,65,55,2021-11-25T02:07:54Z,3190000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M19.00S,2021-11-25T02:07:50.7Z,2,REGULAR,substitution,in,[],203937,,,1610612761,65,55,2021-11-25T02:07:54Z,3200000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M12.00S,2021-11-25T02:08:07.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,69.99014454664915,75.49019607843137,1610612761,65,55,2021-11-25T02:08:13Z,3210000,127.0,230.0,1,right,MISS G. Trent Jr. 26' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
325,PT01M09.00S,2021-11-25T02:08:10.8Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,65,55,2021-11-25T02:08:13Z,3220000,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,324.0,3.0,2.0,1.0,,,,,,,,,,,,,,
326,PT00M57.40S,2021-11-25T02:08:22.3Z,2,REGULAR,3pt,Jump Shot,[],1630217,14.4053876478318,2.941176470588235,1610612763,68,55,2021-11-25T02:08:34Z,3230000,235.0,83.0,1,left,D. Bane 24' 3PT  (13 PTS) (Z. Williams 1 AST),"[1630217, 1630533]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,24.95,Made,13.0,,,,,Z. Williams,1630533.0,1.0,,,,,,,,,,,
328,PT00M43.00S,2021-11-25T02:08:41.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,84.70762155059133,49.01960784313725,1610612761,68,55,2021-11-25T02:08:56Z,3250000,-5.0,91.0,1,right,MISS G. Trent Jr. 9' driving floating Shot,[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,9.13,Missed,,,,,,,,,,,,,,,,,,,
329,PT00M42.20S,2021-11-25T02:08:42.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,68,55,2021-11-25T02:08:56Z,3260000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,328.0,,,,,,,,,,,,,,,,,
330,PT00M42.20S,2021-11-25T02:08:47.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629634,,,1610612761,68,55,2021-11-25T02:08:55Z,3270000,,,0,,B. Clarke loose ball personal FOUL (1 PF) (Trent Jr. 2 FT),"[1629634, 1629018]",1610612763.0,MEM,loose ball,,,Clarke,B. Clarke,,,,,,,,,,,,,,,1148.0,1.0,0.0,Trent Jr.,1629018.0,,,,,,
332,PT00M42.20S,2021-11-25T02:09:10.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629018,,,1610612761,68,56,2021-11-25T02:09:10Z,3290000,,,0,,G. Trent Jr. Free Throw 1 of 2 (5 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
333,PT00M42.20S,2021-11-25T02:09:11.5Z,2,REGULAR,substitution,out,[],1629004,,,1610612761,68,56,2021-11-25T02:09:32Z,3300000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M42.20S,2021-11-25T02:09:11.5Z,2,REGULAR,substitution,out,[],1627783,,,1610612761,68,56,2021-11-25T02:09:32Z,3310000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M42.20S,2021-11-25T02:09:11.5Z,2,REGULAR,substitution,in,[],1629139,,,1610612761,68,56,2021-11-25T02:09:32Z,3320000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M42.20S,2021-11-25T02:09:11.5Z,2,REGULAR,substitution,in,[],1630625,,,1610612761,68,56,2021-11-25T02:09:32Z,3330000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M42.20S,2021-11-25T02:09:42.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629018,,,1610612761,68,57,2021-11-25T02:09:42Z,3340000,,,0,,G. Trent Jr. Free Throw 2 of 2 (6 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
338,PT00M30.80S,2021-11-25T02:09:55.6Z,2,REGULAR,3pt,Jump Shot,[],203937,31.882391590013142,53.18627450980392,1610612763,71,57,2021-11-25T02:10:05Z,3350000,-16.0,247.0,1,left,K. Anderson 24' 3PT  (7 PTS) (J. Morant 6 AST),"[203937, 1629630]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,24.77,Made,7.0,,,,,J. Morant,1629630.0,6.0,,,,,,,,,,,
340,PT00M08.70S,2021-11-25T02:10:21.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,92.32917214191852,51.71568627450981,1610612761,71,59,2021-11-25T02:10:33Z,3370000,9.0,20.0,1,right,F. VanVleet driving finger roll Layup (14 PTS),[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,2.14,Made,14.0,,,,,,,,,,,,,,,,,,
341,PT00M00.90S,2021-11-25T02:10:32.3Z,2,REGULAR,3pt,Jump Shot,[],1630533,4.155716162943495,4.6568627450980395,1610612763,71,59,2021-11-25T02:10:37Z,3380000,227.0,-13.0,1,left,MISS Z. Williams 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,,
342,PT00M00.90S,2021-11-25T02:10:32.3Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612761,71,59,2021-11-25T02:10:37Z,3390000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,341.0,1.0,1.0,0.0,,,,,,,,,,,,,,
343,PT00M00.00S,2021-11-25T02:10:43.3Z,2,REGULAR,period,end,[],0,,,1610612761,71,59,2021-11-25T02:10:43Z,3400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-11-25T02:24:38.9Z,3,REGULAR,substitution,out,['startperiod'],203937,,,1610612761,71,59,2021-11-25T02:25:38Z,3410000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-11-25T02:24:38.9Z,3,REGULAR,substitution,out,['startperiod'],1630533,,,1610612761,71,59,2021-11-25T02:25:38Z,3420000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-11-25T02:24:38.9Z,3,REGULAR,substitution,out,['startperiod'],1629634,,,1610612761,71,59,2021-11-25T02:25:38Z,3430000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-11-25T02:24:38.9Z,3,REGULAR,substitution,out,['startperiod'],1629139,,,1610612761,71,59,2021-11-25T02:25:38Z,3440000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-11-25T02:24:38.9Z,3,REGULAR,substitution,out,['startperiod'],1630625,,,1610612761,71,59,2021-11-25T02:25:38Z,3450000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-11-25T02:24:38.9Z,3,REGULAR,substitution,in,['startperiod'],203500,,,1610612761,71,59,2021-11-25T02:25:38Z,3460000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-11-25T02:24:38.9Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612761,71,59,2021-11-25T02:25:38Z,3470000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-11-25T02:24:38.9Z,3,REGULAR,substitution,in,['startperiod'],1628415,,,1610612761,71,59,2021-11-25T02:25:38Z,3480000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-11-25T02:24:38.9Z,3,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,71,59,2021-11-25T02:25:38Z,3490000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-11-25T02:24:38.9Z,3,REGULAR,substitution,in,['startperiod'],1630173,,,1610612761,71,59,2021-11-25T02:25:38Z,3500000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-11-25T02:25:44.2Z,3,REGULAR,period,start,[],0,,,1610612761,71,59,2021-11-25T02:25:44Z,3510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT11M47.00S,2021-11-25T02:25:56.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,6.783837056504599,52.20588235294118,1610612761,71,61,2021-11-25T02:26:02Z,3520000,-11.0,11.0,1,left,P. Achiuwa cutting Layup (2 PTS) (F. VanVleet 4 AST),"[1630173, 1627832]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,1.58,Made,2.0,,,,,F. VanVleet,1627832.0,4.0,,,,,,,,,,,
357,PT11M32.00S,2021-11-25T02:26:10.9Z,3,REGULAR,3pt,Jump Shot,[],1628415,66.83639947437582,52.69607843137255,1610612763,71,61,2021-11-25T02:26:16Z,3540000,13.0,259.0,1,right,MISS D. Brooks 25' pullup 3PT,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,,
