actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2021-12-10T01:10:29.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-10T01:10:29Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-10T01:10:31.6Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612763,0,0,2021-12-10T01:10:31Z,40000,,,0,,Jump Ball S. Adams vs. A. Davis: Tip to T. Jones,"[1626145, 203500, 203076]",1610612763.0,MEM,startperiod,T. Jones,1626145.0,Jones,T. Jones,Adams,203500.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2021-12-10T01:10:41.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,10.988830486202366,46.568627450980394,1610612763,0,0,2021-12-10T01:10:54Z,70000,17.0,51.0,1,left,MISS J. Jackson Jr. turnaround Shot - blocked,"[1628991, 2544]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,5.36,Missed,James,2544.0,,,,,,,,,,,,,,,,
8,PT11M47.00S,2021-12-10T01:10:41.8Z,1,REGULAR,block,,[],2544,,,1610612763,0,0,2021-12-10T01:10:44Z,80000,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M43.00S,2021-12-10T01:10:45.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,0,0,2021-12-10T01:10:54Z,90000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M30.00S,2021-12-10T01:10:58.4Z,1,REGULAR,3pt,Jump Shot,[],1629659,72.7496714848883,80.14705882352942,1610612747,0,0,2021-12-10T01:11:03Z,100000,151.0,204.0,1,right,MISS T. Horton-Tucker 25' 3PT,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,
11,PT11M27.00S,2021-12-10T01:11:01.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,0,2021-12-10T01:11:03Z,110000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M19.00S,2021-12-10T01:11:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.258212877792378,46.81372549019608,1610612763,2,0,2021-12-10T01:11:15Z,120000,16.0,6.0,1,left,D. Bane driving Layup (2 PTS) (T. Jones 1 AST),"[1630217, 1626145]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,1.71,Made,,,,,,,2.0,T. Jones,1626145.0,1.0,,,,,,,,
14,PT10M55.00S,2021-12-10T01:11:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202340,91.67214191852825,42.8921568627451,1610612747,2,2,2021-12-10T01:11:39Z,140000,-36.0,26.0,1,right,A. Bradley driving finger roll Layup (2 PTS),[202340],1610612747.0,LAL,driving finger roll,,,Bradley,A. Bradley,,,,,4.39,Made,,,,,,,2.0,,,,,,,,,,,
15,PT10M43.00S,2021-12-10T01:11:50.2Z,1,REGULAR,3pt,Jump Shot,[],1628991,28.656783837056505,74.5327818627451,1610612763,2,2,2021-12-10T01:12:01Z,150000,-123.0,217.0,1,left,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,
16,PT10M37.00S,2021-12-10T01:11:56.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,2,2,2021-12-10T01:12:01Z,160000,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,
17,PT10M29.00S,2021-12-10T01:12:04.4Z,1,REGULAR,3pt,Jump Shot,[],203076,67.7562417871222,58.57843137254902,1610612747,2,2,2021-12-10T01:12:12Z,170000,43.0,251.0,1,right,MISS A. Davis 25' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,
18,PT10M26.00S,2021-12-10T01:12:07.4Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,2,2,2021-12-10T01:12:12Z,180000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M26.00S,2021-12-10T01:12:10.8Z,1,REGULAR,foul,personal,[],1629659,,,1610612763,2,2,2021-12-10T01:12:20Z,190000,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 1626145]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Jones,1626145.0,,,
21,PT10M13.00S,2021-12-10T01:12:39.7Z,1,REGULAR,3pt,Jump Shot,[],1626145,19.267411300919843,91.17647058823529,1610612763,2,2,2021-12-10T01:12:44Z,210000,-206.0,129.0,1,left,MISS T. Jones 24' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,24.28,Missed,,,,,,,,,,,,,,,,,,
22,PT10M10.00S,2021-12-10T01:12:42.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,2,2,2021-12-10T01:12:44Z,220000,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,
23,PT10M01.00S,2021-12-10T01:12:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,92.72339027595268,44.6078431372549,1610612747,2,2,2021-12-10T01:12:56Z,230000,-27.0,16.0,1,right,MISS T. Horton-Tucker cutting Layup,[1629659],1610612747.0,LAL,cutting,,,Horton-Tucker,T. Horton-Tucker,,,,,3.13,Missed,,,,,,,,,,,,,,,,,,
24,PT09M59.00S,2021-12-10T01:12:52.8Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,2,2,2021-12-10T01:12:56Z,240000,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,
25,PT09M54.00S,2021-12-10T01:12:58.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,7.30946123521682,57.59803921568627,1610612763,4,2,2021-12-10T01:13:05Z,250000,-38.0,16.0,1,left,D. Bane running Layup (4 PTS),[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,4.13,Made,,,,,,,4.0,,,,,,,,,,,
26,PT09M45.00S,2021-12-10T01:13:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,91.93495400788436,43.627450980392155,1610612747,4,4,2021-12-10T01:13:20Z,260000,-32.0,23.0,1,right,L. James cutting finger roll Layup (2 PTS) (T. Horton-Tucker 1 AST),"[2544, 1629659]",1610612747.0,LAL,cutting finger roll,,,James,L. James,,,,,3.95,Made,,,,,,,2.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,
28,PT09M45.00S,2021-12-10T01:13:14.2Z,1,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612747,4,4,2021-12-10T01:13:29Z,280000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (James 1 FT),"[1628991, 2544]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,James,2544.0,,,
30,PT09M45.00S,2021-12-10T01:13:34.8Z,1,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,4,5,2021-12-10T01:13:34Z,300000,,,0,,L. James Free Throw 1 of 1 (3 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
31,PT09M31.00S,2021-12-10T01:13:51.1Z,1,REGULAR,3pt,Jump Shot,[],1630217,31.882391590013142,35.294117647058826,1610612763,7,5,2021-12-10T01:13:57Z,310000,74.0,247.0,1,left,D. Bane 25' 3PT step back (7 PTS) (T. Jones 2 AST),"[1630217, 1626145]",1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,25.79,Made,,,,,,,7.0,T. Jones,1626145.0,2.0,,,,,,,,
