actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-11-16T01:10:14.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-16T01:10:14Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2021-11-16T01:10:19.4Z,1,REGULAR,jumpball,recovered,[],1628464,,,1610612745,0,0,2021-11-16T01:10:19Z,40000,,,0,,Jump Ball C. Wood vs. S. Adams: Tip to D. Theis,"[1628464, 1626174, 203500]",1610612745.0,HOU,startperiod,D. Theis,1628464.0,Theis,D. Theis,Wood,1626174.0,Adams,203500.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2021-11-16T01:10:28.6Z,1,REGULAR,3pt,Jump Shot,[],1628464,68.01905387647832,30.392156862745097,1610612745,0,3,2021-11-16T01:10:34Z,70000,-98.0,248.0,1,right,D. Theis 26' 3PT  (3 PTS) (K. Porter Jr. 1 AST),"[1628464, 1629645]",1610612745.0,HOU,,,,Theis,D. Theis,,,,,26.68,Made,3.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2021-11-16T01:10:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,5.601182654402102,49.50980392156863,1610612763,0,3,2021-11-16T01:10:50Z,90000,2.0,0.0,1,left,MISS J. Morant Layup - blocked,"[1629630, 1629645]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,0.25,Missed,,,,,Porter Jr.,1629645.0,,,,,,,,,,,,,
10,PT11M27.00S,2021-11-16T01:10:45.5Z,1,REGULAR,block,,[],1629645,,,1610612763,0,3,2021-11-16T01:10:48Z,100000,,,0,,K. Porter Jr. BLOCK (1 BLK),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M25.00S,2021-11-16T01:10:47.5Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,0,3,2021-11-16T01:10:50Z,110000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
12,PT11M19.00S,2021-11-16T01:10:54.8Z,1,REGULAR,3pt,Jump Shot,[],1628464,72.09264126149803,78.18627450980392,1610612745,0,3,2021-11-16T01:10:59Z,120000,141.0,210.0,1,right,MISS D. Theis 25' 3PT,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
13,PT11M15.00S,2021-11-16T01:10:58.9Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,0,3,2021-11-16T01:10:58Z,130000,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,,
14,PT11M13.00S,2021-11-16T01:11:00.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,94.03745072273325,49.754901960784316,1610612745,0,5,2021-11-16T01:11:05Z,140000,-1.0,4.0,1,right,J. Tate putback Layup (2 PTS),[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,0.37,Made,2.0,,,,,,,,,,,,,,,,,,
15,PT11M07.00S,2021-11-16T01:11:11.5Z,1,REGULAR,foul,personal,[],1630224,,,1610612763,0,5,2021-11-16T01:11:27Z,150000,,,0,,J. Green personal FOUL (1 PF),"[1630224, 1629630]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Morant,1629630.0,,,,
17,PT11M03.00S,2021-11-16T01:11:28.0Z,1,REGULAR,3pt,Jump Shot,[],1628991,32.933639947437584,21.07843137254902,1610612763,0,5,2021-11-16T01:11:46Z,170000,145.0,257.0,1,left,MISS J. Jackson Jr. 29' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,29.5,Missed,,,,,,,,,,,,,,,,,,,
