actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-09T01:10:05.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-09T01:10:05Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-12-09T01:10:08.3Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612763,0,0,2021-12-09T01:10:08Z,40000,,,0,,Jump Ball S. Adams vs. K. Porzingis: Tip to T. Jones,"[1626145, 203500, 204001]",1610612763.0,MEM,startperiod,T. Jones,1626145.0,Jones,T. Jones,Adams,203500.0,Porzingis,204001.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2021-12-09T01:10:19.4Z,1,REGULAR,2pt,Jump Shot,[],1630217,11.251642575558476,29.65686274509804,1610612763,0,0,2021-12-09T01:10:24Z,70000,102.0,53.0,1,left,MISS D. Bane 11' driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,11.48,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2021-12-09T01:10:22.4Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,0,0,2021-12-09T01:10:24Z,80000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M21.00S,2021-12-09T01:10:42.7Z,1,REGULAR,2pt,Jump Shot,[],203939,75.24638633377135,41.66666666666667,1610612742,0,0,2021-12-09T01:10:47Z,90000,-42.0,180.0,1,right,MISS D. Powell 18' step back Shot,[203939],1610612742.0,DAL,step back,,,Powell,D. Powell,,,,,18.5,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2021-12-09T01:10:44.7Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,0,0,2021-12-09T01:10:47Z,100000,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M09.00S,2021-12-09T01:10:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,13.87976346911958,59.068627450980394,1610612763,2,0,2021-12-09T01:10:59Z,110000,-45.0,78.0,1,left,J. Jackson Jr. 9' driving floating bank Jump Shot (2 PTS) (T. Jones 1 AST),"[1628991, 1626145]",1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,9.02,Made,,,,,2.0,T. Jones,1626145.0,1.0,,,,,,,,,,,
13,PT11M02.00S,2021-12-09T01:11:09.2Z,1,REGULAR,foul,personal,[],1628415,,,1610612742,2,0,2021-12-09T01:11:13Z,130000,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 1629029]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,2005.0,1.0,0.0,Doncic,1629029.0,,,,,,
15,PT10M52.00S,2021-12-09T01:11:39.5Z,1,REGULAR,2pt,Jump Shot,[],204001,78.26872536136662,48.529411764705884,1610612742,2,2,2021-12-09T01:11:44Z,150000,-7.0,152.0,1,right,K. Porzingis 15' pullup Jump Shot (2 PTS) (L. Doncic 1 AST),"[204001, 1629029]",1610612742.0,DAL,pullup,,,Porzingis,K. Porzingis,,,,,15.2,Made,,,,,2.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,
16,PT10M52.00S,2021-12-09T01:11:42.4Z,1,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612742,2,2,2021-12-09T01:11:50Z,160000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Porzingis 1 FT),"[1628991, 204001]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,1151.0,1.0,0.0,Porzingis,204001.0,,,,,,
