actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
13,PT11M07.00S,2022-01-17T20:49:57.5Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,0,0,2022-01-17T20:49:59Z,130000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
14,PT10M48.00S,2022-01-17T20:50:16.7Z,1,REGULAR,3pt,Jump Shot,[],1629632,17.821944809461236,94.6078431372549,1610612741,0,3,2022-01-17T20:50:23Z,140000,-223.0,115.0,1,left,C. White 25' 3PT  (3 PTS) (A. Dosunmu 1 AST),"[1629632, 1630245]",1610612741.0,CHI,,,,White,C. White,,,,,25.09,Made,,,,,,,,3.0,A. Dosunmu,1630245.0,1.0,,,,,,,,
16,PT10M36.00S,2022-01-17T20:50:28.9Z,1,REGULAR,3pt,Jump Shot,[],1630533,71.04139290407359,19.362745098039216,1610612763,0,3,2022-01-17T20:50:36Z,160000,-153.0,220.0,1,right,MISS Z. Williams 26' step back 3PT,[1630533],1610612763.0,MEM,step back,,,Williams,Z. Williams,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M33.00S,2022-01-17T20:50:31.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,3,2022-01-17T20:50:36Z,170000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
18,PT10M25.00S,2022-01-17T20:50:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.258212877792378,44.85294117647059,1610612741,0,5,2022-01-17T20:50:45Z,180000,26.0,6.0,1,left,C. White driving finger roll Layup (5 PTS),[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,2.65,Made,,,,,,,,5.0,,,,,,,,,,,
19,PT10M05.00S,2022-01-17T20:50:59.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,87.99277266754271,48.77450980392157,1610612763,2,5,2022-01-17T20:51:05Z,190000,-6.0,60.0,1,right,J. Jackson Jr. 6' turnaround Hook (2 PTS),[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,6.07,Made,,,,,,,,2.0,,,,,,,,,,,
20,PT09M50.00S,2022-01-17T20:51:14.3Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612741,2,5,2022-01-17T20:51:18Z,200000,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 203500]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,1.0,Adams,203500.0,,,,,,,,,,,,
21,PT09M50.00S,2022-01-17T20:51:14.3Z,1,REGULAR,steal,,[],203500,,,1610612763,2,5,2022-01-17T20:51:16Z,210000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT09M46.00S,2022-01-17T20:51:19.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,88.91261498028909,55.88235294117647,1610612763,4,5,2022-01-17T20:51:27Z,220000,29.0,52.0,1,right,D. Bane driving floating bank Jump Shot (2 PTS),[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,5.95,Made,,,,,,,,2.0,,,,,,,,,,,
23,PT09M23.00S,2022-01-17T20:51:42.2Z,1,REGULAR,3pt,Jump Shot,[],1628035,26.363337713534822,82.1078431372549,1610612741,4,5,2022-01-17T20:51:47Z,230000,-161.0,195.0,1,left,MISS A. McKinnie 25' 3PT,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M19.00S,2022-01-17T20:51:46.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,4,5,2022-01-17T20:51:47Z,240000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT09M11.00S,2022-01-17T20:51:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,91.80354796320631,52.69607843137255,1610612763,6,5,2022-01-17T20:51:58Z,250000,13.0,25.0,1,right,J. Morant driving finger roll Layup (2 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,2.8,Made,,,,,,,,2.0,,,,,,,,,,,
26,PT08M58.00S,2022-01-17T20:52:07.5Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,6,5,2022-01-17T20:52:12Z,260000,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 203500]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,1.0,Adams,203500.0,,,,,,,,,,,,
27,PT08M58.00S,2022-01-17T20:52:07.5Z,1,REGULAR,steal,,[],203500,,,1610612763,6,5,2022-01-17T20:56:43Z,270000,,,0,,S. Adams STEAL (2 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT08M47.00S,2022-01-17T20:52:18.4Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,6,5,2022-01-17T20:52:21Z,280000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1630245]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,1.0,Dosunmu,1630245.0,,,,,,,,,,,,
29,PT08M47.00S,2022-01-17T20:52:18.4Z,1,REGULAR,steal,,[],1630245,,,1610612741,6,5,2022-01-17T20:52:20Z,290000,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT08M43.00S,2022-01-17T20:52:22.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628035,9.149145860709593,46.07843137254902,1610612741,6,5,2022-01-17T20:52:32Z,300000,20.0,34.0,1,left,MISS A. McKinnie running finger roll Layup - blocked,"[1628035, 1628991]",1610612741.0,CHI,running finger roll,,,McKinnie,A. McKinnie,,,,,3.88,Missed,,,,,,,,,,,,Jackson Jr.,1628991.0,,,,,,
31,PT08M43.00S,2022-01-17T20:52:22.9Z,1,REGULAR,block,,[],1628991,,,1610612741,6,5,2022-01-17T20:52:25Z,310000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT08M43.00S,2022-01-17T20:52:22.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,6,5,2022-01-17T20:52:32Z,320000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,
33,PT08M43.00S,2022-01-17T20:52:28.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,6,5,2022-01-17T20:52:28Z,330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M36.00S,2022-01-17T20:52:48.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",201942,18.2161629434954,38.23529411764706,1610612741,6,5,2022-01-17T20:52:53Z,340000,59.0,119.0,1,left,MISS D. DeRozan 13' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,13.25,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M33.00S,2022-01-17T20:52:51.0Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,6,5,2022-01-17T20:52:53Z,350000,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
36,PT08M18.00S,2022-01-17T20:53:04.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,88.91261498028909,57.35294117647059,1610612763,6,5,2022-01-17T20:53:09Z,360000,37.0,52.0,1,right,MISS J. Jackson Jr. 6' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,6.35,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M16.00S,2022-01-17T20:53:06.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,6,5,2022-01-17T20:53:09Z,370000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
38,PT08M10.00S,2022-01-17T20:53:12.9Z,1,REGULAR,3pt,Jump Shot,[],1630245,27.020367936925098,77.20588235294117,1610612741,6,5,2022-01-17T20:53:18Z,380000,-136.0,201.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,24.31,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M07.00S,2022-01-17T20:53:16.0Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,6,5,2022-01-17T20:53:16Z,390000,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
40,PT07M52.00S,2022-01-17T20:53:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.72339027595268,53.67647058823529,1610612763,8,5,2022-01-17T20:53:37Z,400000,18.0,16.0,1,right,D. Bane cutting finger roll Layup (4 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,cutting finger roll,,,Bane,D. Bane,,,,,2.43,Made,,,,,,,,4.0,S. Adams,203500.0,1.0,,,,,,,,
42,PT07M35.00S,2022-01-17T20:53:47.6Z,1,REGULAR,3pt,Jump Shot,[],1629632,22.552562417871222,10.049019607843137,1610612741,8,8,2022-01-17T20:53:53Z,420000,200.0,159.0,1,left,C. White 25' 3PT  (8 PTS) (D. DeRozan 1 AST),"[1629632, 201942]",1610612741.0,CHI,,,,White,C. White,,,,,25.57,Made,,,,,,,,8.0,D. DeRozan,201942.0,1.0,,,,,,,,
44,PT07M20.00S,2022-01-17T20:54:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,86.5473061760841,41.66666666666667,1610612763,8,8,2022-01-17T20:54:13Z,440000,-42.0,74.0,1,right,MISS J. Jackson Jr. 8' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,8.49,Missed,,,,,,,,,,,,,,,,,,,
45,PT07M14.00S,2022-01-17T20:54:08.5Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,8,8,2022-01-17T20:54:13Z,450000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
46,PT07M01.00S,2022-01-17T20:54:22.9Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612741,8,8,2022-01-17T20:54:27Z,460000,,,0,,D. DeRozan bad pass TURNOVER (2 TO),"[201942, 1630217]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,2.0,Bane,1630217.0,,,,,,,,,,,,
47,PT07M01.00S,2022-01-17T20:54:22.9Z,1,REGULAR,steal,,[],1630217,,,1610612763,8,8,2022-01-17T20:54:24Z,470000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M55.00S,2022-01-17T20:54:29.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,66.44218134034165,47.05882352941176,1610612763,8,8,2022-01-17T20:54:36Z,480000,-15.0,263.0,1,right,MISS D. Bane 26' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
49,PT06M53.00S,2022-01-17T20:54:31.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,8,8,2022-01-17T20:54:36Z,490000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
50,PT06M53.00S,2022-01-17T20:54:35.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,8,8,2022-01-17T20:54:35Z,500000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M53.00S,2022-01-17T20:57:09.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612741,8,8,2022-01-17T20:57:39Z,510000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M53.00S,2022-01-17T20:57:09.4Z,1,REGULAR,substitution,out,[],1630217,,,1610612741,8,8,2022-01-17T20:57:39Z,520000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M53.00S,2022-01-17T20:57:09.4Z,1,REGULAR,substitution,in,[],1629723,,,1610612741,8,8,2022-01-17T20:57:39Z,530000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M53.00S,2022-01-17T20:57:09.4Z,1,REGULAR,substitution,in,[],203937,,,1610612741,8,8,2022-01-17T20:57:39Z,540000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M40.00S,2022-01-17T20:58:08.4Z,1,REGULAR,3pt,Jump Shot,[],202696,32.14520367936925,43.13725490196079,1610612741,8,8,2022-01-17T20:58:13Z,550000,34.0,250.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M37.00S,2022-01-17T20:58:11.4Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,8,8,2022-01-17T20:58:13Z,560000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
59,PT06M22.00S,2022-01-17T20:58:26.6Z,1,REGULAR,2pt,Jump Shot,[],1630533,88.12417871222075,32.1078431372549,1610612763,8,8,2022-01-17T20:58:32Z,570000,-89.0,59.0,1,right,MISS Z. Williams 10' driving floating bank Shot,[1630533],1610612763.0,MEM,driving floating bank,,,Williams,Z. Williams,,,,,10.73,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M22.00S,2022-01-17T20:58:26.6Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,8,8,2022-01-17T21:05:32Z,580000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,59.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
113,PT06M22.00S,2022-01-17T20:58:30.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,93.24901445466492,49.50980392156863,1610612763,8,8,2022-01-17T21:05:32Z,585000,-2.0,11.0,1,right,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,1.13,Missed,,,,,,,,,,,,,,,,,,,
114,PT06M22.00S,2022-01-17T20:58:30.6Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,8,8,2022-01-17T21:05:14Z,587500,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,113.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
61,PT06M13.00S,2022-01-17T20:58:34.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,6.521024967148489,53.431372549019606,1610612741,8,10,2022-01-17T20:58:40Z,590000,-17.0,9.0,1,left,A. Dosunmu Layup (2 PTS) (C. White 1 AST),"[1630245, 1629632]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,1.93,Made,,,,,,,,2.0,C. White,1629632.0,1.0,,,,,,,,
63,PT05M52.00S,2022-01-17T20:58:56.0Z,1,REGULAR,2pt,Jump Shot,[],1629723,91.67214191852825,20.833333333333336,1610612763,10,10,2022-01-17T20:59:16Z,610000,-146.0,26.0,1,right,J. Konchar 14' step back Jump Shot (2 PTS) (S. Adams 2 AST),"[1629723, 203500]",1610612763.0,MEM,step back,,,Konchar,J. Konchar,,,,,14.81,Made,,,,,,,,2.0,S. Adams,203500.0,2.0,,,,,,,,
65,PT05M32.00S,2022-01-17T20:59:15.4Z,1,REGULAR,2pt,Jump Shot,[],202696,10.988830486202366,77.94117647058823,1610612741,10,10,2022-01-17T20:59:20Z,630000,-140.0,51.0,1,left,MISS N. Vucevic 14' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,14.86,Missed,,,,,,,,,,,,,,,,,,,
66,PT05M30.00S,2022-01-17T20:59:17.4Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,10,10,2022-01-17T20:59:20Z,640000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
67,PT05M27.00S,2022-01-17T20:59:24.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,10,10,2022-01-17T20:59:24Z,650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M27.00S,2022-01-17T20:59:29.8Z,1,REGULAR,substitution,out,[],1628035,,,1610612763,10,10,2022-01-17T20:59:32Z,660000,,,0,,SUB out: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M27.00S,2022-01-17T20:59:29.8Z,1,REGULAR,substitution,in,[],1628972,,,1610612763,10,10,2022-01-17T20:59:32Z,670000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M27.00S,2022-01-17T20:59:29.8Z,1,REGULAR,substitution,out,[],201942,,,1610612763,10,10,2022-01-17T20:59:44Z,680000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M27.00S,2022-01-17T20:59:29.8Z,1,REGULAR,substitution,in,[],1630792,,,1610612763,10,10,2022-01-17T20:59:44Z,690000,,,0,,SUB in: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M21.00S,2022-01-17T21:00:02.1Z,1,REGULAR,turnover,out-of-bounds,[],1630533,,,1610612763,10,10,2022-01-17T21:00:20Z,700000,,,0,,Z. Williams bad pass out-of-bounds TURNOVER (1 TO),[1630533],1610612763.0,MEM,bad pass,,,Williams,Z. Williams,,,,,,,,,,,1.0,,,,,,,,,202049.0,,,,,
73,PT05M21.00S,2022-01-17T21:00:09.9Z,1,REGULAR,substitution,out,[],1630533,,,1610612741,10,10,2022-01-17T21:00:12Z,710000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M21.00S,2022-01-17T21:00:09.9Z,1,REGULAR,substitution,in,[],1626145,,,1610612741,10,10,2022-01-17T21:00:12Z,720000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M11.00S,2022-01-17T21:00:24.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,27.414586070959263,18.38235294117647,1610612741,10,10,2022-01-17T21:00:31Z,730000,158.0,205.0,1,left,MISS C. White 25' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M07.00S,2022-01-17T21:00:28.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,10,10,2022-01-17T21:00:31Z,740000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,75.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
77,PT04M56.00S,2022-01-17T21:00:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,90.48948751642575,54.65686274509803,1610612763,10,10,2022-01-17T21:00:44Z,750000,23.0,37.0,1,right,MISS S. Adams driving Layup,[203500],1610612763.0,MEM,driving,,,Adams,S. Adams,,,,,4.36,Missed,,,,,,,,,,,,,,,,,,,
78,PT04M53.00S,2022-01-17T21:00:42.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,10,2022-01-17T21:00:44Z,760000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,77.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
79,PT04M49.00S,2022-01-17T21:00:45.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,8.754927726675426,45.34313725490196,1610612741,10,10,2022-01-17T21:00:53Z,770000,23.0,30.0,1,left,MISS A. Dosunmu running finger roll Layup,[1630245],1610612741.0,CHI,running finger roll,,,Dosunmu,A. Dosunmu,,,,,3.78,Missed,,,,,,,,,,,,,,,,,,,
80,PT04M46.00S,2022-01-17T21:00:48.4Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,10,10,2022-01-17T21:00:53Z,780000,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
