actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
20,PT10M33.00S,2021-12-21T01:12:46.5Z,1,REGULAR,3pt,Jump Shot,[],1630581,67.49342969776609,54.65686274509803,1610612760,5,0,2021-12-21T01:12:52Z,200000,23.0,253.0,1,right,MISS J. Giddey 25' pullup 3PT,[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M30.00S,2021-12-21T01:12:49.5Z,1,REGULAR,rebound,offensive,[],202324,,,1610612760,5,0,2021-12-21T01:12:52Z,210000,,,0,,D. Favors REBOUND (Off:1 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
22,PT10M23.00S,2021-12-21T01:12:56.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629652,92.32917214191852,36.76470588235294,1610612760,5,0,2021-12-21T01:13:04Z,220000,-66.0,20.0,1,right,MISS L. Dort 6' driving floating Shot,[1629652],1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,6.9,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M18.00S,2021-12-21T01:13:01.8Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,5,0,2021-12-21T01:13:04Z,230000,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
24,PT10M18.00S,2021-12-21T01:13:02.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630581,94.40999984741211,50.0,1610612760,5,0,2021-12-21T01:13:02Z,240000,0.0,0.0,1,right,MISS J. Giddey tip DUNK,[1630581],1610612760.0,OKC,tip,,,Giddey,J. Giddey,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M18.00S,2021-12-21T01:13:02.5Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,5,0,2021-12-21T01:13:02Z,250000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
26,PT10M01.00S,2021-12-21T01:13:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,6.652431011826544,53.18627450980392,1610612763,5,0,2021-12-21T01:13:23Z,260000,-16.0,10.0,1,left,MISS S. Adams driving Layup - blocked,"[203500, 202324]",1610612763.0,MEM,driving,,,Adams,S. Adams,,,,,1.88,Missed,,,,,,,,,Favors,202324.0,,,,,,,,,
27,PT10M01.00S,2021-12-21T01:13:18.0Z,1,REGULAR,block,,[],202324,,,1610612763,5,0,2021-12-21T01:13:20Z,270000,,,0,,D. Favors BLOCK (1 BLK),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M58.00S,2021-12-21T01:13:21.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,5,0,2021-12-21T01:13:23Z,280000,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,26.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
29,PT09M56.00S,2021-12-21T01:13:23.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630526,93.51182654402102,49.50980392156863,1610612760,5,2,2021-12-21T01:13:29Z,290000,-2.0,8.0,1,right,J. Robinson-Earl running DUNK (2 PTS) (J. Giddey 1 AST),"[1630526, 1630581]",1610612760.0,OKC,running,,,Robinson-Earl,J. Robinson-Earl,,,,,0.89,Made,,,,,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,
31,PT09M40.00S,2021-12-21T01:13:39.4Z,1,REGULAR,3pt,Jump Shot,[],1628991,29.77989487516426,77.94117647058823,1610612763,5,2,2021-12-21T01:13:44Z,310000,-140.0,227.0,1,left,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M36.00S,2021-12-21T01:13:43.4Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,5,2,2021-12-21T01:13:44Z,320000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT09M29.00S,2021-12-21T01:13:53.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,5,2,2021-12-21T01:13:53Z,330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M21.00S,2021-12-21T01:14:10.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202324,81.94809461235218,49.26470588235294,1610612760,5,2,2021-12-21T01:14:15Z,340000,-4.0,117.0,1,right,MISS D. Favors 11' Jump Shot,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,11.73,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M19.00S,2021-12-21T01:14:12.6Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,5,2,2021-12-21T01:14:15Z,350000,,,0,,S. Adams REBOUND (Off:2 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,34.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
36,PT09M10.00S,2021-12-21T01:14:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,7.835085413929041,46.32352941176471,1610612763,7,2,2021-12-21T01:14:29Z,360000,18.0,21.0,1,left,S. Adams Layup (2 PTS) (J. Morant 2 AST),"[203500, 1629630]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,2.8,Made,,,,,2.0,J. Morant,1629630.0,2.0,,,,,,,,,,,
38,PT09M10.00S,2021-12-21T01:14:26.7Z,1,REGULAR,foul,personal,['1freethrow'],202324,,,1610612763,7,2,2021-12-21T01:14:37Z,380000,,,0,,D. Favors shooting personal FOUL (1 PF) (Adams 1 FT),"[202324, 203500]",1610612760.0,OKC,shooting,,,Favors,D. Favors,,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Adams,203500.0,,,,
40,PT09M10.00S,2021-12-21T01:14:48.3Z,1,REGULAR,freethrow,1 of 1,[],203500,,,1610612763,8,2,2021-12-21T01:14:48Z,400000,,,0,,S. Adams Free Throw 1 of 1 (3 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
41,PT08M59.00S,2021-12-21T01:15:02.1Z,1,REGULAR,3pt,Jump Shot,[],1629652,68.15045992115637,67.40196078431373,1610612760,8,2,2021-12-21T01:15:13Z,410000,87.0,247.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M55.00S,2021-12-21T01:15:06.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,8,2,2021-12-21T01:15:13Z,420000,,,0,,S. Adams REBOUND (Off:2 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,41.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
43,PT08M52.00S,2021-12-21T01:15:08.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630217,7.966491458607096,52.450980392156865,1610612763,10,2,2021-12-21T01:15:19Z,430000,-12.0,22.0,1,left,D. Bane driving floating bank Jump Shot (5 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,2.56,Made,,,,,5.0,S. Adams,203500.0,1.0,,,,,,,,,,,
45,PT08M25.00S,2021-12-21T01:15:35.5Z,1,REGULAR,3pt,Jump Shot,[],1629652,66.83639947437582,60.049019607843135,1610612760,10,2,2021-12-21T01:15:40Z,450000,50.0,259.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
46,PT08M23.00S,2021-12-21T01:15:37.5Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,10,2,2021-12-21T01:15:40Z,460000,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
47,PT08M18.00S,2021-12-21T01:15:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,6.652431011826544,47.05882352941176,1610612763,10,2,2021-12-21T01:15:48Z,470000,15.0,10.0,1,left,MISS J. Morant running finger roll Layup,[1629630],1610612763.0,MEM,running finger roll,,,Morant,J. Morant,,,,,1.78,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M14.00S,2021-12-21T01:15:46.7Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,10,2,2021-12-21T01:15:48Z,480000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
49,PT08M13.00S,2021-12-21T01:15:47.4Z,1,REGULAR,turnover,lost ball,[],1630526,,,1610612760,10,2,2021-12-21T01:15:50Z,490000,,,0,,J. Robinson-Earl lost ball TURNOVER (1 TO),"[1630526, 1628991]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,
50,PT08M13.00S,2021-12-21T01:15:47.4Z,1,REGULAR,steal,,[],1628991,,,1610612763,10,2,2021-12-21T01:15:48Z,500000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M12.00S,2021-12-21T01:15:51.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,25.04927726675427,86.51960784313727,1610612763,13,2,2021-12-21T01:15:58Z,510000,-183.0,183.0,1,left,D. Bane 25' 3PT  (8 PTS) (J. Morant 3 AST),"[1630217, 1629630]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.85,Made,,,,,8.0,J. Morant,1629630.0,3.0,,,,,,,,,,,
53,PT08M12.00S,2021-12-21T01:15:56.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,13,2,2021-12-21T01:15:56Z,530000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M12.00S,2021-12-21T01:18:25.5Z,1,REGULAR,substitution,out,[],1630526,,,1610612760,13,2,2021-12-21T01:18:40Z,540000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT08M12.00S,2021-12-21T01:18:25.5Z,1,REGULAR,substitution,in,[],1629647,,,1610612760,13,2,2021-12-21T01:18:40Z,550000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M49.00S,2021-12-21T01:19:15.3Z,1,REGULAR,2pt,Jump Shot,[],1628983,84.70762155059133,68.38235294117648,1610612760,13,2,2021-12-21T01:19:20Z,560000,92.0,91.0,1,right,MISS S. Gilgeous-Alexander 12' step back Shot - blocked,"[1628983, 1629630]",1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,12.95,Missed,,,,,,,,,Morant,1629630.0,,,,,,,,,
59,PT07M49.00S,2021-12-21T01:19:15.3Z,1,REGULAR,block,,[],1629630,,,1610612760,13,2,2021-12-21T01:19:17Z,570000,,,0,,J. Morant BLOCK (1 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M47.00S,2021-12-21T01:19:17.3Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,13,2,2021-12-21T01:19:20Z,580000,,,0,,S. Adams REBOUND (Off:2 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,58.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
61,PT07M43.00S,2021-12-21T01:19:21.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,7.966491458607096,48.77450980392157,1610612763,13,2,2021-12-21T01:19:28Z,590000,6.0,22.0,1,left,MISS D. Bane running finger roll Layup,[1630217],1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,2.32,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M43.00S,2021-12-21T01:19:24.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,13,2,2021-12-21T01:19:24Z,600000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,
63,PT07M43.00S,2021-12-21T01:19:25.0Z,1,REGULAR,foul,personal,[],1630581,,,1610612763,13,2,2021-12-21T01:19:34Z,610000,,,0,,J. Giddey loose ball personal FOUL (1 PF),"[1630581, 1628991]",1610612760.0,OKC,loose ball,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Jackson Jr.,1628991.0,,,,
65,PT07M37.00S,2021-12-21T01:19:49.5Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,13,2,2021-12-21T01:19:54Z,630000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 202324]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,1.0,Favors,202324.0,
66,PT07M37.00S,2021-12-21T01:19:49.5Z,1,REGULAR,steal,,[],202324,,,1610612760,13,2,2021-12-21T01:19:52Z,640000,,,0,,D. Favors STEAL (1 STL),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M33.00S,2021-12-21T01:20:06.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,13,2,2021-12-21T01:20:06Z,660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M30.00S,2021-12-21T01:20:21.3Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612760,13,2,2021-12-21T01:20:21Z,670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M16.00S,2021-12-21T01:20:47.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,71.69842312746385,16.176470588235293,1610612760,13,2,2021-12-21T01:20:54Z,680000,-169.0,214.0,1,right,MISS L. Dort 27' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,,
71,PT07M11.00S,2021-12-21T01:20:52.2Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,13,2,2021-12-21T01:20:54Z,690000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,70.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
72,PT07M05.00S,2021-12-21T01:20:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,14.668199737187912,51.71568627450981,1610612763,13,2,2021-12-21T01:21:04Z,700000,-9.0,85.0,1,left,MISS D. Brooks 8' driving floating Shot,[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,8.58,Missed,,,,,,,,,,,,,,,,,,,
73,PT07M03.00S,2021-12-21T01:21:00.6Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,13,2,2021-12-21T01:21:00Z,710000,,,0,,S. Adams REBOUND (Off:3 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,72.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
74,PT07M01.00S,2021-12-21T01:21:04.4Z,1,REGULAR,turnover,backcourt,[],203500,,,1610612763,13,2,2021-12-21T01:21:10Z,720000,,,0,,S. Adams backcourt TURNOVER (1 TO),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,202041.0,,,,,1.0,,,
75,PT07M01.00S,2021-12-21T01:21:10.6Z,1,REGULAR,substitution,out,[],1629630,,,1610612760,13,2,2021-12-21T01:21:17Z,730000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M01.00S,2021-12-21T01:21:10.6Z,1,REGULAR,substitution,out,[],1628991,,,1610612760,13,2,2021-12-21T01:21:17Z,740000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT07M01.00S,2021-12-21T01:21:10.6Z,1,REGULAR,substitution,in,[],1629001,,,1610612760,13,2,2021-12-21T01:21:17Z,750000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT07M01.00S,2021-12-21T01:21:10.6Z,1,REGULAR,substitution,in,[],203937,,,1610612760,13,2,2021-12-21T01:21:17Z,760000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M51.00S,2021-12-21T01:21:35.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630581,84.70762155059133,39.950980392156865,1610612760,13,2,2021-12-21T01:21:39Z,770000,-50.0,91.0,1,right,MISS J. Giddey 10' driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,10.41,Missed,,,,,,,,,,,,,,,,,,,
80,PT06M48.00S,2021-12-21T01:21:38.5Z,1,REGULAR,rebound,offensive,[],202324,,,1610612760,13,2,2021-12-21T01:21:38Z,780000,,,0,,D. Favors REBOUND (Off:2 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,79.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
81,PT06M48.00S,2021-12-21T01:21:38.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202324,94.40999984741211,50.0,1610612760,13,2,2021-12-21T01:21:38Z,790000,0.0,0.0,1,right,MISS D. Favors tip Layup,[202324],1610612760.0,OKC,tip,,,Favors,D. Favors,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
82,PT06M47.00S,2021-12-21T01:21:39.8Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,13,2,2021-12-21T01:21:39Z,800000,,,0,,S. Adams REBOUND (Off:3 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,81.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
83,PT06M44.00S,2021-12-21T01:21:42.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,32.14520367936925,55.63725490196079,1610612763,13,2,2021-12-21T01:21:54Z,810000,-28.0,250.0,1,left,MISS D. Melton 25' running 3PT,[1629001],1610612763.0,MEM,running,,,Melton,D. Melton,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
84,PT06M43.00S,2021-12-21T01:21:43.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,13,2,2021-12-21T01:21:54Z,820000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,
85,PT06M43.00S,2021-12-21T01:21:48.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,13,2,2021-12-21T01:21:48Z,830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
